plant_id,row_id,plant_name,notes
10SX0023_002,10SX0023,NULL,NULL
10SX0023_003,10SX0023,NULL,NULL
10SX0023_004,10SX0023,NULL,NULL
10SX0023_005,10SX0023,NULL,NULL
10SX0024_001,10SX0024,NULL,NULL
10SX0024_002,10SX0024,NULL,NULL
10SX0024_003,10SX0024,NULL,NULL
10SX0024_004,10SX0024,NULL,NULL
10SX0024_005,10SX0024,NULL,NULL
10SX0024_006,10SX0024,NULL,NULL
10SX0024_007,10SX0024,NULL,NULL
10SX0025_001,10SX0025,NULL,NULL
10SX0025_002,10SX0025,NULL,NULL
10SX0025_003,10SX0025,NULL,NULL
10SX0025_004,10SX0025,NULL,NULL
10SX0025_005,10SX0025,NULL,NULL
10SX0025_006,10SX0025,NULL,NULL
10SX0025_007,10SX0025,NULL,NULL
10SX0025_008,10SX0025,NULL,NULL
10SX0026_001,10SX0026,NULL,NULL
10SX0026_002,10SX0026,NULL,NULL
10SX0026_003,10SX0026,NULL,NULL
10SX0026_004,10SX0026,NULL,NULL
10SX0026_005,10SX0026,NULL,NULL
10SX0026_006,10SX0026,NULL,NULL
10SX0027_001,10SX0027,NULL,NULL
10SX0027_002,10SX0027,NULL,NULL
10SX0027_003,10SX0027,NULL,NULL
10SX0027_004,10SX0027,NULL,NULL
10SX0027_005,10SX0027,NULL,NULL
10SX0028_001,10SX0028,NULL,NULL
10SX0028_002,10SX0028,NULL,NULL
10SX0028_003,10SX0028,NULL,NULL
10SX0028_004,10SX0028,NULL,NULL
10SX0028_005,10SX0028,NULL,NULL
10SX0028_006,10SX0028,NULL,NULL
10SX0028_007,10SX0028,NULL,NULL
10SX0028_008,10SX0028,NULL,NULL
NULL,NULL,NULL,NULL
