85,"(86, 5, 86, '06FL0464', 'JP089', 'NULL', 'NULL', 'NULL', 'NULL', '7', u'', u'', 'Purpose: NULL || Notes: P28_Et4_F2s')"
86,"(87, 5, 87, '06FL0465', 'JP090', 'NULL', 'NULL', 'NULL', 'NULL', '7', u'', u'', 'Purpose: NULL || Notes: P28_Et4_F2s')"
87,"(88, 5, 88, '06FL0466', 'JP091', 'NULL', 'NULL', 'NULL', 'NULL', '7', u'', u'', 'Purpose: NULL || Notes: P28_Et4_F2s')"
88,"(89, 5, 89, '06FL0467', 'JP092', 'NULL', 'NULL', 'NULL', 'NULL', '7', u'', u'', 'Purpose: NULL || Notes: P28_Et4_F2s')"
89,"(90, 5, 90, '06FL0468', 'JP093', 'NULL', 'NULL', 'NULL', 'NULL', '7', u'', u'', 'Purpose: NULL || Notes: P30_Et4_BC1')"
90,"(91, 5, 91, '06FL0469', 'JP094', 'NULL', 'NULL', 'NULL', 'NULL', '7', u'', u'', 'Purpose: NULL || Notes: P30_Et4_BC1')"
91,"(92, 5, 92, '06FL0470', 'JP095', 'NULL', 'NULL', 'NULL', 'NULL', '7', u'', u'', 'Purpose: NULL || Notes: P30_Et4_BC1')"
92,"(93, 5, 93, '06FL0471', 'JP096', 'NULL', 'NULL', 'NULL', 'NULL', '7', u'', u'', 'Purpose: NULL || Notes: P30_Et4_BC1')"
93,"(94, 5, 94, '06FL0472', 'JP097', 'NULL', 'NULL', 'NULL', 'NULL', '7', u'', u'', 'Purpose: NULL || Notes: P30_Et4_BC1')"
94,"(95, 5, 95, '06FL0473', 'JP098', 'NULL', 'NULL', 'NULL', 'NULL', '7', u'', u'', 'Purpose: NULL || Notes: P30_Et4_BC1')"
95,"(96, 5, 96, '06FL0474', 'JP099', 'NULL', 'NULL', 'NULL', 'NULL', '7', u'', u'', 'Purpose: NULL || Notes: P30_Et4_BC1')"
96,"(97, 5, 97, '06FL0475', 'JP100', 'NULL', 'NULL', 'NULL', 'NULL', '7', u'', u'', 'Purpose: NULL || Notes: P30_Et4_BC1')"
97,"(98, 5, 98, '06FL0476', 'JP101', 'NULL', 'NULL', 'NULL', 'NULL', '7', u'', u'', 'Purpose: NULL || Notes: P30_Et4_BC1')"
98,"(99, 5, 99, '06FL0477', 'JP102', 'NULL', 'NULL', 'NULL', 'NULL', '7', u'', u'', 'Purpose: NULL || Notes: P30_Et4_BC1')"
