12TH0017,NULL,12TH,NULL,NULL,08CF2003_012s,NULL,NULL,NULL,NULL,NULL,12,NULL,NULL,NULL,8.06 Mapping population,34
12TH0018,NULL,12TH,NULL,NULL,08CF2003_012s,NULL,NULL,NULL,NULL,NULL,12,NULL,NULL,NULL,8.06 Mapping population,34
12TH0019,NULL,12TH,NULL,NULL,08CF2003_042s,NULL,NULL,NULL,NULL,NULL,12,NULL,NULL,NULL,8.06 Mapping population,34
12TH0020,NULL,12TH,NULL,NULL,08CF2003_042s,NULL,NULL,NULL,NULL,NULL,12,NULL,NULL,NULL,8.06 Mapping population,34
12TH0021,NULL,12TH,NULL,NULL,08CF2003_042s,NULL,NULL,NULL,NULL,NULL,12,NULL,NULL,NULL,8.06 Mapping population,34
12TH0022,NULL,12TH,NULL,NULL,08CF2003_042s,NULL,NULL,NULL,NULL,NULL,12,NULL,NULL,NULL,8.06 Mapping population,34
12TH0023,NULL,12TH,NULL,NULL,08CF2003_042s,NULL,NULL,NULL,NULL,NULL,12,NULL,NULL,NULL,8.06 Mapping population,34
12TH0024,NULL,12TH,NULL,NULL,08CF2003_042s,NULL,NULL,NULL,NULL,NULL,12,NULL,NULL,NULL,8.06 Mapping population,34
12TH0025,NULL,12TH,NULL,NULL,08CF2003_042s,NULL,NULL,NULL,NULL,NULL,12,NULL,NULL,NULL,8.06 Mapping population,34
12TH0026,NULL,12TH,NULL,NULL,08CF2003_042s,NULL,NULL,NULL,NULL,NULL,12,NULL,NULL,NULL,8.06 Mapping population,34
12TH0027,NULL,12TH,NULL,NULL,08CF2003_042s,NULL,NULL,NULL,NULL,NULL,12,NULL,NULL,NULL,8.06 Mapping population,34
12TH0028,NULL,12TH,NULL,NULL,08CF2003_042s,NULL,NULL,NULL,NULL,NULL,12,NULL,NULL,NULL,8.06 Mapping population,34
12TH0029,NULL,12TH,NULL,NULL,08CF2003_042s,NULL,NULL,NULL,NULL,NULL,12,NULL,NULL,NULL,8.06 Mapping population,34
12TH0030,NULL,12TH,NULL,NULL,08CF2003_042s,NULL,NULL,NULL,NULL,NULL,12,NULL,NULL,NULL,8.06 Mapping population,34
12TH0031,NULL,12TH,NULL,NULL,08CF2003_042s,NULL,NULL,NULL,NULL,NULL,12,NULL,NULL,NULL,8.06 Mapping population,34
12TH0032,NULL,12TH,NULL,NULL,08CF2003_042s,NULL,NULL,NULL,NULL,NULL,12,NULL,NULL,NULL,8.06 Mapping population,34
12TH0033,NULL,12TH,NULL,NULL,08CF2003_042s,NULL,NULL,NULL,NULL,NULL,12,NULL,NULL,NULL,8.06 Mapping population,34
12TH0034,NULL,12TH,NULL,NULL,08CF2003_042s,NULL,NULL,NULL,NULL,NULL,12,NULL,NULL,NULL,8.06 Mapping population,34
12TH0035,NULL,12TH,NULL,NULL,08CF2003_042s,NULL,NULL,NULL,NULL,NULL,12,NULL,NULL,NULL,8.06 Mapping population,34
12TH0036,NULL,12TH,NULL,NULL,08CF2003_042s,NULL,NULL,NULL,NULL,NULL,12,NULL,NULL,NULL,8.06 Mapping population,34
12TH0037,NULL,12TH,NULL,NULL,08CF2003_042s,NULL,NULL,NULL,NULL,NULL,12,NULL,NULL,NULL,8.06 Mapping population,34
12TH0038,NULL,12TH,NULL,NULL,08CF2003_042s,NULL,NULL,NULL,NULL,NULL,12,NULL,NULL,NULL,8.06 Mapping population,34
12TH0039,NULL,12TH,NULL,NULL,08CF2003_042s,NULL,NULL,NULL,NULL,NULL,12,NULL,NULL,NULL,8.06 Mapping population,34
12TH0040,NULL,12TH,NULL,NULL,08CF2003_042s,NULL,NULL,NULL,NULL,NULL,12,NULL,NULL,NULL,8.06 Mapping population,34
12TH0041,NULL,12TH,NULL,NULL,08CF2003_042s,NULL,NULL,NULL,NULL,NULL,12,NULL,NULL,NULL,8.06 Mapping population,34
12TH0042,NULL,12TH,NULL,NULL,08CF2003_042s,NULL,NULL,NULL,NULL,NULL,12,NULL,NULL,NULL,8.06 Mapping population,34
12TH0043,NULL,12TH,NULL,NULL,08CF2003_042s,NULL,NULL,NULL,NULL,NULL,12,NULL,NULL,NULL,8.06 Mapping population,34
12TH0044,NULL,12TH,NULL,NULL,08CF2003_042s,NULL,NULL,NULL,NULL,NULL,12,NULL,NULL,NULL,8.06 Mapping population,34
12TH0045,NULL,12TH,NULL,NULL,08CF2003_046s,NULL,NULL,NULL,NULL,NULL,12,NULL,NULL,NULL,8.06 Mapping population,34
12TH0046,NULL,12TH,NULL,NULL,08CF2003_046s,NULL,NULL,NULL,NULL,NULL,12,NULL,NULL,NULL,8.06 Mapping population,34
12TH0047,NULL,12TH,NULL,NULL,08CF2003_046s,NULL,NULL,NULL,NULL,NULL,12,NULL,NULL,NULL,8.06 Mapping population,34
12TH0048,NULL,12TH,NULL,NULL,08CF2003_046s,NULL,NULL,NULL,NULL,NULL,12,NULL,NULL,NULL,8.06 Mapping population,34
12TH0049,NULL,12TH,NULL,NULL,08CF2003_046s,NULL,NULL,NULL,NULL,NULL,12,NULL,NULL,NULL,8.06 Mapping population,34
12TH0050,NULL,12TH,NULL,NULL,08CF2003_046s,NULL,NULL,NULL,NULL,NULL,12,NULL,NULL,NULL,8.06 Mapping population,34
12TH0051,NULL,12TH,NULL,NULL,08CF2003_046s,NULL,NULL,NULL,NULL,NULL,12,NULL,NULL,NULL,8.06 Mapping population,34
12TH0052,NULL,12TH,NULL,NULL,08CF2003_046s,NULL,NULL,NULL,NULL,NULL,12,NULL,NULL,NULL,8.06 Mapping population,34
12TH0053,NULL,12TH,NULL,NULL,08CF2003_046s,NULL,NULL,NULL,NULL,NULL,12,NULL,NULL,NULL,8.06 Mapping population,34
12TH0054,NULL,12TH,NULL,NULL,08CF2003_046s,NULL,NULL,NULL,NULL,NULL,12,NULL,NULL,NULL,8.06 Mapping population,34
12TH0055,NULL,12TH,NULL,NULL,08CF2003_046s,NULL,NULL,NULL,NULL,NULL,12,NULL,NULL,NULL,8.06 Mapping population,34
12TH0056,NULL,12TH,NULL,NULL,08CF2003_046s,NULL,NULL,NULL,NULL,NULL,12,NULL,NULL,NULL,8.06 Mapping population,34
12TH0057,NULL,12TH,NULL,NULL,08CF2003_046s,NULL,NULL,NULL,NULL,NULL,12,NULL,NULL,NULL,8.06 Mapping population,34
12TH0058,NULL,12TH,NULL,NULL,08CF2003_046s,NULL,NULL,NULL,NULL,NULL,12,NULL,NULL,NULL,8.06 Mapping population,34
12TH0059,NULL,12TH,NULL,NULL,08CF2003_046s,NULL,NULL,NULL,NULL,NULL,12,NULL,NULL,NULL,8.06 Mapping population,34
12TH0060,NULL,12TH,NULL,NULL,08CF2003_046s,NULL,NULL,NULL,NULL,NULL,12,NULL,NULL,NULL,8.06 Mapping population,34
12TH0061,NULL,12TH,NULL,NULL,08CF2003_046s,NULL,NULL,NULL,NULL,NULL,12,NULL,NULL,NULL,8.06 Mapping population,34
12TH0062,NULL,12TH,NULL,NULL,08CF2003_046s,NULL,NULL,NULL,NULL,NULL,12,NULL,NULL,NULL,8.06 Mapping population,34
12TH0063,NULL,12TH,NULL,NULL,08CF2003_046s,NULL,NULL,NULL,NULL,NULL,12,NULL,NULL,NULL,8.06 Mapping population,34
12TH0064,NULL,12TH,NULL,NULL,08CF2003_046s,NULL,NULL,NULL,NULL,NULL,12,NULL,NULL,NULL,8.06 Mapping population,34
12TH0065,NULL,12TH,NULL,NULL,08CF2003_047s,NULL,NULL,NULL,NULL,NULL,12,NULL,NULL,NULL,8.06 Mapping population,34
12TH0066,NULL,12TH,NULL,NULL,08CF2003_047s,NULL,NULL,NULL,NULL,NULL,12,NULL,NULL,NULL,8.06 Mapping population,34
12TH0067,NULL,12TH,NULL,NULL,08CF2003_047s,NULL,NULL,NULL,NULL,NULL,12,NULL,NULL,NULL,8.06 Mapping population,34
12TH0068,NULL,12TH,NULL,NULL,08CF2003_047s,NULL,NULL,NULL,NULL,NULL,12,NULL,NULL,NULL,8.06 Mapping population,34
12TH0069,NULL,12TH,NULL,NULL,08CF2003_047s,NULL,NULL,NULL,NULL,NULL,12,NULL,NULL,NULL,8.06 Mapping population,34
12TH0070,NULL,12TH,NULL,NULL,08CF2003_047s,NULL,NULL,NULL,NULL,NULL,12,NULL,NULL,NULL,8.06 Mapping population,34
12TH0071,NULL,12TH,NULL,NULL,08CF2003_047s,NULL,NULL,NULL,NULL,NULL,12,NULL,NULL,NULL,8.06 Mapping population,34
12TH0072,NULL,12TH,NULL,NULL,08CF2003_047s,NULL,NULL,NULL,NULL,NULL,12,NULL,NULL,NULL,8.06 Mapping population,34
12TH0073,NULL,12TH,NULL,NULL,08CF2003_047s,NULL,NULL,NULL,NULL,NULL,12,NULL,NULL,NULL,8.06 Mapping population,34
12TH0074,NULL,12TH,NULL,NULL,08CF2003_047s,NULL,NULL,NULL,NULL,NULL,12,NULL,NULL,NULL,8.06 Mapping population,34
12TH0075,NULL,12TH,NULL,NULL,08CF2003_047s,NULL,NULL,NULL,NULL,NULL,12,NULL,NULL,NULL,8.06 Mapping population,34
12TH0076,NULL,12TH,NULL,NULL,08CF2003_047s,NULL,NULL,NULL,NULL,NULL,12,NULL,NULL,NULL,8.06 Mapping population,34
12TH0077,NULL,12TH,NULL,NULL,08CF2003_047s,NULL,NULL,NULL,NULL,NULL,12,NULL,NULL,NULL,8.06 Mapping population,34
12TH0078,NULL,12TH,NULL,NULL,08CF2003_047s,NULL,NULL,NULL,NULL,NULL,12,NULL,NULL,NULL,8.06 Mapping population,34
12TH0079,NULL,12TH,NULL,NULL,08CF2003_047s,NULL,NULL,NULL,NULL,NULL,12,NULL,NULL,NULL,8.06 Mapping population,34
12TH0080,NULL,12TH,NULL,NULL,08CF2003_047s,NULL,NULL,NULL,NULL,NULL,12,NULL,NULL,NULL,8.06 Mapping population,34
12TH0081,NULL,12TH,NULL,NULL,08CF2003_047s,NULL,NULL,NULL,NULL,NULL,12,NULL,NULL,NULL,8.06 Mapping population,34
12TH0082,NULL,12TH,NULL,NULL,08CF2003_047s,NULL,NULL,NULL,NULL,NULL,12,NULL,NULL,NULL,8.06 Mapping population,34
12TH0083,NULL,12TH,NULL,NULL,08CF2003_047s,NULL,NULL,NULL,NULL,NULL,12,NULL,NULL,NULL,8.06 Mapping population,34
12TH0084,NULL,12TH,NULL,NULL,08CF2003_047s,NULL,NULL,NULL,NULL,NULL,12,NULL,NULL,NULL,8.06 Mapping population,34
12TH0085,NULL,12TH,NULL,NULL,08CF2003_047s,NULL,NULL,NULL,NULL,NULL,12,NULL,NULL,NULL,8.06 Mapping population,34
12TH0086,NULL,12TH,NULL,NULL,08CF2003_047s,NULL,NULL,NULL,NULL,NULL,12,NULL,NULL,NULL,8.06 Mapping population,34
12TH0087,NULL,12TH,NULL,NULL,08CF2003_068s,NULL,NULL,NULL,NULL,NULL,12,NULL,NULL,NULL,8.06 Mapping population,34
12TH0088,NULL,12TH,NULL,NULL,08CF2003_068s,NULL,NULL,NULL,NULL,NULL,12,NULL,NULL,NULL,8.06 Mapping population,34
12TH0089,NULL,12TH,NULL,NULL,08CF2003_068s,NULL,NULL,NULL,NULL,NULL,12,NULL,NULL,NULL,8.06 Mapping population,34
12TH0090,NULL,12TH,NULL,NULL,08CF2003_068s,NULL,NULL,NULL,NULL,NULL,12,NULL,NULL,NULL,8.06 Mapping population,34
12TH0091,NULL,12TH,NULL,NULL,08CF2003_068s,NULL,NULL,NULL,NULL,NULL,12,NULL,NULL,NULL,8.06 Mapping population,34
12TH0092,NULL,12TH,NULL,NULL,08CF2003_068s,NULL,NULL,NULL,NULL,NULL,12,NULL,NULL,NULL,8.06 Mapping population,34
12TH0093,NULL,12TH,NULL,NULL,08CF2003_068s,NULL,NULL,NULL,NULL,NULL,12,NULL,NULL,NULL,8.06 Mapping population,34
12TH0094,NULL,12TH,NULL,NULL,08CF2003_068s,NULL,NULL,NULL,NULL,NULL,12,NULL,NULL,NULL,8.06 Mapping population,34
12TH0095,NULL,12TH,NULL,NULL,08CF2003_068s,NULL,NULL,NULL,NULL,NULL,12,NULL,NULL,NULL,8.06 Mapping population,34
12TH0096,NULL,12TH,NULL,NULL,08CF2003_068s,NULL,NULL,NULL,NULL,NULL,12,NULL,NULL,NULL,8.06 Mapping population,34
12TH0097,NULL,12TH,NULL,NULL,08CF2003_068s,NULL,NULL,NULL,NULL,NULL,12,NULL,NULL,NULL,8.06 Mapping population,34
12TH0098,NULL,12TH,NULL,NULL,08CF2003_068s,NULL,NULL,NULL,NULL,NULL,12,NULL,NULL,NULL,8.06 Mapping population,34
12TH0099,NULL,12TH,NULL,NULL,08CF2003_068s,NULL,NULL,NULL,NULL,NULL,12,NULL,NULL,NULL,8.06 Mapping population,34
12TH0100,NULL,12TH,NULL,NULL,08CF2003_068s,NULL,NULL,NULL,NULL,NULL,12,NULL,NULL,NULL,8.06 Mapping population,34
12TH0101,NULL,12TH,NULL,NULL,08CF2003_068s,NULL,NULL,NULL,NULL,NULL,12,NULL,NULL,NULL,8.06 Mapping population,34
12TH0102,NULL,12TH,NULL,NULL,08CF2003_068s,NULL,NULL,NULL,NULL,NULL,12,NULL,NULL,NULL,8.06 Mapping population,34
12TH0103,NULL,12TH,NULL,NULL,08CF2003_068s,NULL,NULL,NULL,NULL,NULL,12,NULL,NULL,NULL,8.06 Mapping population,34
12TH0104,NULL,12TH,NULL,NULL,08CF2003_068s,NULL,NULL,NULL,NULL,NULL,12,NULL,NULL,NULL,8.06 Mapping population,34
12TH0105,NULL,12TH,NULL,NULL,08CF2004_006s,NULL,NULL,NULL,NULL,NULL,12,NULL,NULL,NULL,8.06 Mapping population,34
12TH0106,NULL,12TH,NULL,NULL,08CF2004_006s,NULL,NULL,NULL,NULL,NULL,12,NULL,NULL,NULL,8.06 Mapping population,34
12TH0107,NULL,12TH,NULL,NULL,08CF2004_006s,NULL,NULL,NULL,NULL,NULL,12,NULL,NULL,NULL,8.06 Mapping population,34
12TH0108,NULL,12TH,NULL,NULL,08CF2004_006s,NULL,NULL,NULL,NULL,NULL,12,NULL,NULL,NULL,8.06 Mapping population,34
12TH0109,NULL,12TH,NULL,NULL,08CF2004_006s,NULL,NULL,NULL,NULL,NULL,12,NULL,NULL,NULL,8.06 Mapping population,34
12TH0110,NULL,12TH,NULL,NULL,08CF2004_006s,NULL,NULL,NULL,NULL,NULL,12,NULL,NULL,NULL,8.06 Mapping population,34
12TH0111,NULL,12TH,NULL,NULL,08CF2004_006s,NULL,NULL,NULL,NULL,NULL,12,NULL,NULL,NULL,8.06 Mapping population,34
12TH0112,NULL,12TH,NULL,NULL,08CF2004_006s,NULL,NULL,NULL,NULL,NULL,12,NULL,NULL,NULL,8.06 Mapping population,34
12TH0113,NULL,12TH,NULL,NULL,08CF2004_006s,NULL,NULL,NULL,NULL,NULL,12,NULL,NULL,NULL,8.06 Mapping population,34
12TH0114,NULL,12TH,NULL,NULL,08CF2004_006s,NULL,NULL,NULL,NULL,NULL,12,NULL,NULL,NULL,8.06 Mapping population,34
12TH0115,NULL,12TH,NULL,NULL,08CF2004_006s,NULL,NULL,NULL,NULL,NULL,12,NULL,NULL,NULL,8.06 Mapping population,34
12TH0116,NULL,12TH,NULL,NULL,08CF2004_006s,NULL,NULL,NULL,NULL,NULL,12,NULL,NULL,NULL,8.06 Mapping population,34
12TH0117,NULL,12TH,NULL,NULL,08CF2004_006s,NULL,NULL,NULL,NULL,NULL,12,NULL,NULL,NULL,8.06 Mapping population,34
12TH0118,NULL,12TH,NULL,NULL,08CF2004_006s,NULL,NULL,NULL,NULL,NULL,12,NULL,NULL,NULL,8.06 Mapping population,34
12TH0119,NULL,12TH,NULL,NULL,08CF2004_006s,NULL,NULL,NULL,NULL,NULL,12,NULL,NULL,NULL,8.06 Mapping population,34
12TH0120,NULL,12TH,NULL,NULL,08CF2004_006s,NULL,NULL,NULL,NULL,NULL,12,NULL,NULL,NULL,8.06 Mapping population,34
12TH0121,NULL,12TH,NULL,NULL,08CF2004_006s,NULL,NULL,NULL,NULL,NULL,12,NULL,NULL,NULL,8.06 Mapping population,34
12TH0122,NULL,12TH,NULL,NULL,08CF2004_006s,NULL,NULL,NULL,NULL,NULL,12,NULL,NULL,NULL,8.06 Mapping population,34
12TH0123,NULL,12TH,NULL,NULL,08CF2004_006s,NULL,NULL,NULL,NULL,NULL,12,NULL,NULL,NULL,8.06 Mapping population,34
12TH0124,NULL,12TH,NULL,NULL,08CF2004_006s,NULL,NULL,NULL,NULL,NULL,12,NULL,NULL,NULL,8.06 Mapping population,34
12TH0125,NULL,12TH,NULL,NULL,08CF2004_018s,NULL,NULL,NULL,NULL,NULL,12,NULL,NULL,NULL,8.06 Mapping population,34
12TH0126,NULL,12TH,NULL,NULL,08CF2004_018s,NULL,NULL,NULL,NULL,NULL,12,NULL,NULL,NULL,8.06 Mapping population,34
12TH0127,NULL,12TH,NULL,NULL,08CF2004_018s,NULL,NULL,NULL,NULL,NULL,12,NULL,NULL,NULL,8.06 Mapping population,34
12TH0128,NULL,12TH,NULL,NULL,08CF2004_018s,NULL,NULL,NULL,NULL,NULL,12,NULL,NULL,NULL,8.06 Mapping population,34
12TH0129,NULL,12TH,NULL,NULL,08CF2004_018s,NULL,NULL,NULL,NULL,NULL,12,NULL,NULL,NULL,8.06 Mapping population,34
12TH0130,NULL,12TH,NULL,NULL,08CF2004_018s,NULL,NULL,NULL,NULL,NULL,12,NULL,NULL,NULL,8.06 Mapping population,34
12TH0131,NULL,12TH,NULL,NULL,08CF2004_018s,NULL,NULL,NULL,NULL,NULL,12,NULL,NULL,NULL,8.06 Mapping population,34
12TH0132,NULL,12TH,NULL,NULL,08CF2004_018s,NULL,NULL,NULL,NULL,NULL,12,NULL,NULL,NULL,8.06 Mapping population,34
12TH0133,NULL,12TH,NULL,NULL,08CF2004_018s,NULL,NULL,NULL,NULL,NULL,12,NULL,NULL,NULL,8.06 Mapping population,34
12TH0134,NULL,12TH,NULL,NULL,08CF2004_018s,NULL,NULL,NULL,NULL,NULL,12,NULL,NULL,NULL,8.06 Mapping population,34
12TH0135,NULL,12TH,NULL,NULL,08CF2004_018s,NULL,NULL,NULL,NULL,NULL,12,NULL,NULL,NULL,8.06 Mapping population,34
12TH0136,NULL,12TH,NULL,NULL,08CF2004_018s,NULL,NULL,NULL,NULL,NULL,12,NULL,NULL,NULL,8.06 Mapping population,34
12TH0137,NULL,12TH,NULL,NULL,08CF2004_018s,NULL,NULL,NULL,NULL,NULL,12,NULL,NULL,NULL,8.06 Mapping population,34
12TH0138,NULL,12TH,NULL,NULL,08CF2004_018s,NULL,NULL,NULL,NULL,NULL,12,NULL,NULL,NULL,8.06 Mapping population,34
12TH0139,NULL,12TH,NULL,NULL,08CF2004_018s,NULL,NULL,NULL,NULL,NULL,12,NULL,NULL,NULL,8.06 Mapping population,34
12TH0140,NULL,12TH,NULL,NULL,08CF2004_018s,NULL,NULL,NULL,NULL,NULL,12,NULL,NULL,NULL,8.06 Mapping population,34
12TH0141,NULL,12TH,NULL,NULL,08CF2004_018s,NULL,NULL,NULL,NULL,NULL,12,NULL,NULL,NULL,8.06 Mapping population,34
12TH0142,NULL,12TH,NULL,NULL,08CF2004_018s,NULL,NULL,NULL,NULL,NULL,12,NULL,NULL,NULL,8.06 Mapping population,34
12TH0143,NULL,12TH,NULL,NULL,08CF2004_018s,NULL,NULL,NULL,NULL,NULL,12,NULL,NULL,NULL,8.06 Mapping population,34
12TH0144,NULL,12TH,NULL,NULL,08CF2006_030s,NULL,NULL,NULL,NULL,NULL,12,NULL,NULL,NULL,8.06 Mapping population,34
12TH0145,NULL,12TH,NULL,NULL,08CF2006_030s,NULL,NULL,NULL,NULL,NULL,12,NULL,NULL,NULL,8.06 Mapping population,34
12TH0146,NULL,12TH,NULL,NULL,08CF2006_030s,NULL,NULL,NULL,NULL,NULL,12,NULL,NULL,NULL,8.06 Mapping population,34
12TH0147,NULL,12TH,NULL,NULL,08CF2006_030s,NULL,NULL,NULL,NULL,NULL,12,NULL,NULL,NULL,8.06 Mapping population,34
12TH0148,NULL,12TH,NULL,NULL,08CF2006_030s,NULL,NULL,NULL,NULL,NULL,12,NULL,NULL,NULL,8.06 Mapping population,34
12TH0149,NULL,12TH,NULL,NULL,08CF2006_030s,NULL,NULL,NULL,NULL,NULL,12,NULL,NULL,NULL,8.06 Mapping population,34
12TH0150,NULL,12TH,NULL,NULL,08CF2006_030s,NULL,NULL,NULL,NULL,NULL,12,NULL,NULL,NULL,8.06 Mapping population,34
12TH0151,NULL,12TH,NULL,NULL,08CF2006_030s,NULL,NULL,NULL,NULL,NULL,12,NULL,NULL,NULL,8.06 Mapping population,34
12TH0152,NULL,12TH,NULL,NULL,08CF2006_030s,NULL,NULL,NULL,NULL,NULL,12,NULL,NULL,NULL,8.06 Mapping population,34
12TH0153,NULL,12TH,NULL,NULL,08CF2006_030s,NULL,NULL,NULL,NULL,NULL,12,NULL,NULL,NULL,8.06 Mapping population,34
12TH0154,NULL,12TH,NULL,NULL,08CF2006_030s,NULL,NULL,NULL,NULL,NULL,12,NULL,NULL,NULL,8.06 Mapping population,34
12TH0155,NULL,12TH,NULL,NULL,08CF2006_030s,NULL,NULL,NULL,NULL,NULL,12,NULL,NULL,NULL,8.06 Mapping population,34
12TH0156,NULL,12TH,NULL,NULL,08CF2006_030s,NULL,NULL,NULL,NULL,NULL,12,NULL,NULL,NULL,8.06 Mapping population,34
12TH0157,NULL,12TH,NULL,NULL,08CF2006_030s,NULL,NULL,NULL,NULL,NULL,12,NULL,NULL,NULL,8.06 Mapping population,34
12TH0158,NULL,12TH,NULL,NULL,08CF2006_030s,NULL,NULL,NULL,NULL,NULL,12,NULL,NULL,NULL,8.06 Mapping population,34
12TH0159,NULL,12TH,NULL,NULL,08CF2006_030s,NULL,NULL,NULL,NULL,NULL,12,NULL,NULL,NULL,8.06 Mapping population,34
12TH0160,NULL,12TH,NULL,NULL,08CF2006_030s,NULL,NULL,NULL,NULL,NULL,12,NULL,NULL,NULL,8.06 Mapping population,34
12TH0161,NULL,12TH,NULL,NULL,08CF2006_030s,NULL,NULL,NULL,NULL,NULL,12,NULL,NULL,NULL,8.06 Mapping population,34
12TH0162,NULL,12TH,NULL,NULL,08CF2006_030s,NULL,NULL,NULL,NULL,NULL,12,NULL,NULL,NULL,8.06 Mapping population,34
12TH0163,NULL,12TH,NULL,NULL,08CF2006_030s,NULL,NULL,NULL,NULL,NULL,12,NULL,NULL,NULL,8.06 Mapping population,34
12TH0164,NULL,12TH,NULL,NULL,08CF2007_103s,NULL,NULL,NULL,NULL,NULL,12,NULL,NULL,NULL,8.06 Mapping population,34
12TH0165,NULL,12TH,NULL,NULL,08CF2007_103s,NULL,NULL,NULL,NULL,NULL,12,NULL,NULL,NULL,8.06 Mapping population,34
12TH0166,NULL,12TH,NULL,NULL,08CF2007_103s,NULL,NULL,NULL,NULL,NULL,12,NULL,NULL,NULL,8.06 Mapping population,34
12TH0167,NULL,12TH,NULL,NULL,08CF2007_103s,NULL,NULL,NULL,NULL,NULL,12,NULL,NULL,NULL,8.06 Mapping population,34
12TH0168,NULL,12TH,NULL,NULL,08CF2007_103s,NULL,NULL,NULL,NULL,NULL,12,NULL,NULL,NULL,8.06 Mapping population,34
12TH0169,NULL,12TH,NULL,NULL,08CF2007_103s,NULL,NULL,NULL,NULL,NULL,12,NULL,NULL,NULL,8.06 Mapping population,34
12TH0170,NULL,12TH,NULL,NULL,08CF2007_103s,NULL,NULL,NULL,NULL,NULL,12,NULL,NULL,NULL,8.06 Mapping population,34
12TH0171,NULL,12TH,NULL,NULL,08CF2007_103s,NULL,NULL,NULL,NULL,NULL,12,NULL,NULL,NULL,8.06 Mapping population,34
12TH0172,NULL,12TH,NULL,NULL,08CF2007_103s,NULL,NULL,NULL,NULL,NULL,12,NULL,NULL,NULL,8.06 Mapping population,34
12TH0173,NULL,12TH,NULL,NULL,08CF2007_103s,NULL,NULL,NULL,NULL,NULL,12,NULL,NULL,NULL,8.06 Mapping population,34
12TH0174,NULL,12TH,NULL,NULL,08CF2007_103s,NULL,NULL,NULL,NULL,NULL,12,NULL,NULL,NULL,8.06 Mapping population,34
12TH0175,NULL,12TH,NULL,NULL,08CF2007_103s,NULL,NULL,NULL,NULL,NULL,12,NULL,NULL,NULL,8.06 Mapping population,34
12TH0176,NULL,12TH,NULL,NULL,08CF2007_103s,NULL,NULL,NULL,NULL,NULL,12,NULL,NULL,NULL,8.06 Mapping population,34
12TH0177,NULL,12TH,NULL,NULL,08CF2007_103s,NULL,NULL,NULL,NULL,NULL,12,NULL,NULL,NULL,8.06 Mapping population,34
12TH0178,NULL,12TH,NULL,NULL,08CF2007_103s,NULL,NULL,NULL,NULL,NULL,12,NULL,NULL,NULL,8.06 Mapping population,34
12TH0179,NULL,12TH,NULL,NULL,08CF2007_103s,NULL,NULL,NULL,NULL,NULL,12,NULL,NULL,NULL,8.06 Mapping population,34
12TH0180,NULL,12TH,NULL,NULL,08CF2007_103s,NULL,NULL,NULL,NULL,NULL,12,NULL,NULL,NULL,8.06 Mapping population,34
12TH0181,NULL,12TH,NULL,NULL,08CF2007_103s,NULL,NULL,NULL,NULL,NULL,12,NULL,NULL,NULL,8.06 Mapping population,34
