08SC1088,NULL,08SC,5,NULL,NULL,07FL312,3,2,NULL,NULL,10,B73؃ML322 RIL,NULL,NULL,(B73؃ML322)S5,8
08SC1089,NULL,08SC,57,NULL,NULL,07FL344,3,3,NULL,NULL,10,B73؃ML322 RIL,NULL,NULL,(B73؃ML322)S5,8
08SC1090,NULL,08SC,171,NULL,NULL,07FL413,3,3,NULL,NULL,10,B73؃ML322 RIL,NULL,NULL,(B73؃ML322)S5,8
08SC1091,NULL,08SC,68,NULL,NULL,07A1329,3,4,NULL,NULL,10,B73؃ML322 RIL,NULL,sib/self,(B73؃ML322)S5,8
08SC1092,NULL,08SC,178,NULL,NULL,07FL417,3,4,NULL,NULL,10,B73؃ML322 RIL,NULL,NULL,(B73؃ML322)S5,8
08SC1093,NULL,08SC,151,NULL,NULL,07FL400,3,5,NULL,NULL,10,B73؃ML322 RIL,NULL,NULL,(B73؃ML322)S5,8
08SC1094,NULL,08SC,147,NULL,NULL,07FL396,3,5,NULL,NULL,10,B73؃ML322 RIL,NULL,NULL,(B73؃ML322)S5,8
08SC1095,NULL,08SC,90,NULL,NULL,07FL366,3,6,NULL,NULL,10,B73؃ML322 RIL,NULL,NULL,(B73؃ML322)S5,8
08SC1096,NULL,08SC,91,NULL,NULL,07FL367,3,6,NULL,NULL,10,B73؃ML322 RIL,NULL,NULL,(B73؃ML322)S5,8
08SC1097,NULL,08SC,122,NULL,NULL,07FL381,3,7,NULL,NULL,10,B73؃ML322 RIL,NULL,NULL,(B73؃ML322)S5,8
08SC1098,NULL,08SC,41,NULL,NULL,07A0222,3,7,NULL,NULL,10,B73؃ML322 RIL,NULL,sib/self,(B73؃ML322)S5,8
08SC1099,NULL,08SC,75,NULL,NULL,07A5161,3,8,NULL,NULL,10,B73؃ML322 RIL,NULL,sib/self,(B73؃ML322)S5,8
08SC1100,NULL,08SC,85,NULL,NULL,07FL363,3,8,NULL,NULL,10,B73؃ML322 RIL,NULL,NULL,(B73؃ML322)S5,8
08SC1101,NULL,08SC,54,NULL,NULL,07FL341,3,9,NULL,NULL,10,B73؃ML322 RIL,NULL,NULL,(B73؃ML322)S5,8
08SC1102,NULL,08SC,185,NULL,NULL,07FL420,3,9,NULL,NULL,10,B73؃ML322 RIL,NULL,NULL,(B73؃ML322)S5,8
08SC1103,NULL,08SC,46,NULL,NULL,07FL336,3,10,NULL,NULL,10,B73؃ML322 RIL,NULL,NULL,(B73؃ML322)S5,8
08SC1104,NULL,08SC,162,NULL,NULL,07A2447 or 06A0179,3,10,NULL,NULL,10,B73؃ML322 RIL,NULL,sib/self,(B73؃ML322)S5,8
08SC1105,NULL,08SC,36,NULL,NULL,07FL331,3,11,NULL,NULL,10,B73؃ML322 RIL,NULL,NULL,(B73؃ML322)S5,8
08SC1106,NULL,08SC,66,NULL,NULL,07FL352,3,11,NULL,NULL,10,B73؃ML322 RIL,NULL,NULL,(B73؃ML322)S5,8
08SC1107,NULL,08SC,19,NULL,NULL,07FL320,3,12,NULL,NULL,10,B73؃ML322 RIL,NULL,NULL,(B73؃ML322)S5,8
08SC1108,NULL,08SC,52,NULL,NULL,07A1351,3,12,NULL,NULL,10,B73؃ML322 RIL,NULL,sib/self,(B73؃ML322)S5,8
08SC1109,NULL,08SC,1,NULL,NULL,07FL309,3,13,NULL,NULL,10,B73؃ML322 RIL,NULL,NULL,(B73؃ML322)S5,8
08SC1110,NULL,08SC,31,NULL,NULL,07FL329,3,13,NULL,NULL,10,B73؃ML322 RIL,NULL,NULL,(B73؃ML322)S5,8
08SC1111,NULL,08SC,96,NULL,NULL,07A4948,3,14,NULL,NULL,10,B73؃ML322 RIL,NULL,sib/self,(B73؃ML322)S5,8
08SC1112,NULL,08SC,113,NULL,NULL,07FL376,3,14,NULL,NULL,10,B73؃ML322 RIL,NULL,NULL,(B73؃ML322)S5,8
08SC1113,NULL,08SC,199,NULL,NULL,07FL427,3,15,NULL,NULL,10,B73؃ML322 RIL,NULL,NULL,(B73؃ML322)S5,8
08SC1114,NULL,08SC,24,NULL,NULL,07A5682,3,15,NULL,NULL,10,B73؃ML322 RIL,NULL,sib/self,(B73؃ML322)S5,8
08SC1115,NULL,08SC,146,NULL,NULL,07FL395,3,16,NULL,NULL,10,B73؃ML322 RIL,NULL,NULL,(B73؃ML322)S5,8
08SC1116,NULL,08SC,79,NULL,NULL,07A2983,3,16,NULL,NULL,10,B73؃ML322 RIL,NULL,sib/self,(B73؃ML322)S5,8
08SC1117,NULL,08SC,16,NULL,NULL,07A1906,3,17,NULL,NULL,10,B73؃ML322 RIL,NULL,sib/self,(B73؃ML322)S5,8
08SC1118,NULL,08SC,44,NULL,NULL,07A3635,3,17,NULL,NULL,10,B73؃ML322 RIL,NULL,sib/self,(B73؃ML322)S5,8
08SC1119,NULL,08SC,33,NULL,NULL,07A2762 or 06A0173,3,18,NULL,NULL,10,B73؃ML322 RIL,NULL,sib/self,(B73؃ML322)S5,8
08SC1120,NULL,08SC,39,NULL,NULL,07FL332,3,18,NULL,NULL,10,B73؃ML322 RIL,NULL,NULL,(B73؃ML322)S5,8
08SC1121,NULL,08SC,102,NULL,NULL,07A0825,3,19,NULL,NULL,10,B73؃ML322 RIL,NULL,sib/self,(B73؃ML322)S5,8
08SC1122,NULL,08SC,160,NULL,NULL,07A4211,3,19,NULL,NULL,10,B73؃ML322 RIL,NULL,sib/self,(B73؃ML322)S5,8
08SC1123,NULL,08SC,92,NULL,NULL,07FL368,3,20,NULL,NULL,10,B73؃ML322 RIL,NULL,NULL,(B73؃ML322)S5,8
08SC1124,NULL,08SC,74,NULL,NULL,07A3133,3,20,NULL,NULL,10,B73؃ML322 RIL,NULL,sib/self,(B73؃ML322)S5,8
08SC1125,NULL,08SC,8,NULL,NULL,07A4846,3,21,NULL,NULL,10,B73؃ML322 RIL,NULL,sib/self,(B73؃ML322)S5,8
08SC1126,NULL,08SC,25,NULL,NULL,07FL324,3,21,NULL,NULL,10,B73؃ML322 RIL,NULL,NULL,(B73؃ML322)S5,8
08SC1127,NULL,08SC,138,NULL,NULL,07A4749,3,22,NULL,NULL,10,B73؃ML322 RIL,NULL,sib/self,(B73؃ML322)S5,8
08SC1128,NULL,08SC,55,NULL,NULL,07FL342,3,22,NULL,NULL,10,B73؃ML322 RIL,NULL,NULL,(B73؃ML322)S5,8
08SC1129,NULL,08SC,169,NULL,NULL,07FL412,3,23,NULL,NULL,10,B73؃ML322 RIL,NULL,NULL,(B73؃ML322)S5,8
08SC1130,NULL,08SC,196,NULL,NULL,07A5114,3,23,NULL,NULL,10,B73؃ML322 RIL,NULL,sib/self,(B73؃ML322)S5,8
08SC1131,NULL,08SC,62,NULL,NULL,07FL349,3,24,NULL,NULL,10,B73؃ML322 RIL,NULL,NULL,(B73؃ML322)S5,8
08SC1132,NULL,08SC,64,NULL,NULL,07FL351,3,24,NULL,NULL,10,B73؃ML322 RIL,NULL,NULL,(B73؃ML322)S5,8
08SC1133,NULL,08SC,108,NULL,NULL,07FL374,3,25,NULL,NULL,10,B73؃ML322 RIL,NULL,NULL,(B73؃ML322)S5,8
08SC1134,NULL,08SC,144,NULL,NULL,07A4400,3,25,NULL,NULL,10,B73؃ML322 RIL,NULL,sib/self,(B73؃ML322)S5,8
08SC1135,NULL,08SC,63,NULL,NULL,07A4074,3,26,NULL,NULL,10,B73؃ML322 RIL,NULL,sib/self,(B73؃ML322)S5,8
08SC1136,NULL,08SC,128,NULL,NULL,07FL386,3,26,NULL,NULL,10,B73؃ML322 RIL,NULL,NULL,(B73؃ML322)S5,8
08SC1137,NULL,08SC,94,NULL,NULL,07FL370,3,27,NULL,NULL,10,B73؃ML322 RIL,NULL,NULL,(B73؃ML322)S5,8
08SC1138,NULL,08SC,197,NULL,NULL,07FL426,3,27,NULL,NULL,10,B73؃ML322 RIL,NULL,NULL,(B73؃ML322)S5,8
08SC1139,NULL,08SC,114,NULL,NULL,07FL377,3,28,NULL,NULL,10,B73؃ML322 RIL,NULL,NULL,(B73؃ML322)S5,8
08SC1140,NULL,08SC,86,NULL,NULL,07FL364,3,28,NULL,NULL,10,B73؃ML322 RIL,NULL,NULL,(B73؃ML322)S5,8
08SC1141,NULL,08SC,116,NULL,NULL,07A2746,3,29,NULL,NULL,10,B73؃ML322 RIL,NULL,sib/self,(B73؃ML322)S5,8
08SC1142,NULL,08SC,135,NULL,NULL,07FL389,3,29,NULL,NULL,10,B73؃ML322 RIL,NULL,NULL,(B73؃ML322)S5,8
08SC1143,NULL,08SC,103,NULL,NULL,07FL372,3,30,NULL,NULL,10,B73؃ML322 RIL,NULL,NULL,(B73؃ML322)S5,8
08SC1144,NULL,08SC,56,NULL,NULL,07FL343,3,30,NULL,NULL,10,B73؃ML322 RIL,NULL,NULL,(B73؃ML322)S5,8
08SC1145,NULL,08SC,58,NULL,NULL,07FL345,3,31,NULL,NULL,10,B73؃ML322 RIL,NULL,NULL,(B73؃ML322)S5,8
08SC1146,NULL,08SC,161,NULL,NULL,07A5158,3,31,NULL,NULL,10,B73؃ML322 RIL,NULL,sib/self,(B73؃ML322)S5,8
08SC1147,NULL,08SC,148,NULL,NULL,07FL397,3,32,NULL,NULL,10,B73؃ML322 RIL,NULL,NULL,(B73؃ML322)S5,8
08SC1148,NULL,08SC,59,NULL,NULL,07FL346,3,32,NULL,NULL,10,B73؃ML322 RIL,NULL,NULL,(B73؃ML322)S5,8
08SC1149,NULL,08SC,107,NULL,NULL,07A2741,3,33,NULL,NULL,10,B73؃ML322 RIL,NULL,sib/self,(B73؃ML322)S5,8
08SC1150,NULL,08SC,11,NULL,NULL,07FL317,3,33,NULL,NULL,10,B73؃ML322 RIL,NULL,NULL,(B73؃ML322)S5,8
08SC1151,NULL,08SC,42,NULL,NULL,07FL334,3,34,NULL,NULL,10,B73؃ML322 RIL,NULL,NULL,(B73؃ML322)S5,8
08SC1152,NULL,08SC,70,NULL,NULL,07A5222,3,34,NULL,NULL,10,B73؃ML322 RIL,NULL,sib/self,(B73؃ML322)S5,8
08SC1153,NULL,08SC,119,NULL,NULL,07FL379,3,35,NULL,NULL,10,B73؃ML322 RIL,NULL,NULL,(B73؃ML322)S5,8
08SC1154,NULL,08SC,127,NULL,NULL,07FL385,3,35,NULL,NULL,10,B73؃ML322 RIL,NULL,NULL,(B73؃ML322)S5,8
08SC1155,NULL,08SC,152,NULL,NULL,07FL401,3,36,NULL,NULL,10,B73؃ML322 RIL,NULL,NULL,(B73؃ML322)S5,8
08SC1156,NULL,08SC,2,NULL,NULL,07FL310,3,36,NULL,NULL,10,B73؃ML322 RIL,NULL,NULL,(B73؃ML322)S5,8
08SC1157,NULL,08SC,87,NULL,NULL,07FL365,3,37,NULL,NULL,10,B73؃ML322 RIL,NULL,NULL,(B73؃ML322)S5,8
08SC1158,NULL,08SC,48,NULL,NULL,07FL337,3,37,NULL,NULL,10,B73؃ML322 RIL,NULL,NULL,(B73؃ML322)S5,8
08SC1159,NULL,08SC,51,NULL,NULL,07FL340,3,38,NULL,NULL,10,B73؃ML322 RIL,NULL,NULL,(B73؃ML322)S5,8
08SC1160,NULL,08SC,177,NULL,NULL,07A1583,3,38,NULL,NULL,10,B73؃ML322 RIL,NULL,sib/self,(B73؃ML322)S5,8
08SC1161,NULL,08SC,183,NULL,NULL,07FL419,3,39,NULL,NULL,10,B73؃ML322 RIL,NULL,NULL,(B73؃ML322)S5,8
08SC1162,NULL,08SC,143,NULL,NULL,07FL393,3,39,NULL,NULL,10,B73؃ML322 RIL,NULL,NULL,(B73؃ML322)S5,8
