05FL0426_001b,05FL0426_001,05FL0426,05FL,NULL,426,NULL,sib,NULL,NULL,NULL,CIMMYT2473,NULL,1,NULL,increase,NULL,NULL
05FL0426_002b,05FL0426_002,05FL0426,05FL,NULL,426,NULL,sib,NULL,NULL,NULL,CIMMYT2473,NULL,1,NULL,increase,NULL,NULL
05FL0426_003b,05FL0426_003,05FL0426,05FL,NULL,426,NULL,sib,NULL,NULL,NULL,CIMMYT2473,NULL,1,NULL,increase,NULL,NULL
05FL0426_004b,05FL0426_004,05FL0426,05FL,NULL,426,NULL,sib,NULL,NULL,NULL,CIMMYT2473,NULL,1,NULL,increase,NULL,NULL
05FL0427_001b,05FL0427_001,05FL0427,05FL,NULL,427,NULL,sib,NULL,NULL,NULL,CML145,NULL,1,NULL,increase,NULL,NULL
05FL0427_002b,05FL0427_002,05FL0427,05FL,NULL,427,NULL,sib,NULL,NULL,NULL,CML145,NULL,1,NULL,increase,NULL,NULL
05FL0427_003b,05FL0427_003,05FL0427,05FL,NULL,427,NULL,sib,NULL,NULL,NULL,CML145,NULL,1,NULL,increase,NULL,NULL
05FL0427_004b,05FL0427_004,05FL0427,05FL,NULL,427,NULL,sib,NULL,NULL,NULL,CML145,NULL,1,NULL,increase,NULL,NULL
05FL0428_001b,05FL0428_001,05FL0428,05FL,NULL,428,NULL,sib,NULL,NULL,NULL,CML247,NULL,1,NULL,increase,NULL,NULL
05FL0428_002b,05FL0428_002,05FL0428,05FL,NULL,428,NULL,sib,NULL,NULL,NULL,CML247,NULL,1,NULL,increase,NULL,NULL
05FL0428_003b,05FL0428_003,05FL0428,05FL,NULL,428,NULL,sib,NULL,NULL,NULL,CML247,NULL,1,NULL,increase,NULL,NULL
05FL0428_004b,05FL0428_004,05FL0428,05FL,NULL,428,NULL,sib,NULL,NULL,NULL,CML247,NULL,1,NULL,increase,NULL,NULL
05FL0429_001b,05FL0429_001,05FL0429,05FL,NULL,429,NULL,sib,NULL,NULL,NULL,CML311,NULL,1,NULL,increase,NULL,NULL
05FL0429_002b,05FL0429_002,05FL0429,05FL,NULL,429,NULL,sib,NULL,NULL,NULL,CML311,NULL,1,NULL,increase,NULL,NULL
05FL0429_003b,05FL0429_003,05FL0429,05FL,NULL,429,NULL,sib,NULL,NULL,NULL,CML311,NULL,1,NULL,increase,NULL,NULL
05FL0429_004b,05FL0429_004,05FL0429,05FL,NULL,429,NULL,sib,NULL,NULL,NULL,CML311,NULL,1,NULL,increase,NULL,NULL
05FL0430_001b,05FL0430_001,05FL0430,05FL,NULL,430,NULL,sib,NULL,NULL,NULL,CML312,NULL,1,NULL,increase,NULL,NULL
05FL0430_002b,05FL0430_002,05FL0430,05FL,NULL,430,NULL,sib,NULL,NULL,NULL,CML312,NULL,1,NULL,increase,NULL,NULL
05FL0430_003b,05FL0430_003,05FL0430,05FL,NULL,430,NULL,sib,NULL,NULL,NULL,CML312,NULL,1,NULL,increase,NULL,NULL
05FL0430_004b,05FL0430_004,05FL0430,05FL,NULL,430,NULL,sib,NULL,NULL,NULL,CML312,NULL,1,NULL,increase,NULL,NULL
05FL0431_001b,05FL0431_001,05FL0431,05FL,NULL,431,NULL,sib,NULL,NULL,NULL,CML321,NULL,1,NULL,increase,NULL,NULL
05FL0431_002b,05FL0431_002,05FL0431,05FL,NULL,431,NULL,sib,NULL,NULL,NULL,CML321,NULL,1,NULL,increase,NULL,NULL
05FL0431_003b,05FL0431_003,05FL0431,05FL,NULL,431,NULL,sib,NULL,NULL,NULL,CML321,NULL,1,NULL,increase,NULL,NULL
05FL0431_004b,05FL0431_004,05FL0431,05FL,NULL,431,NULL,sib,NULL,NULL,NULL,CML321,NULL,1,NULL,increase,NULL,NULL
05FL0432_001b,05FL0432_001,05FL0432,05FL,NULL,432,NULL,sib,NULL,NULL,NULL,CML322,NULL,1,NULL,increase,NULL,NULL
05FL0432_002b,05FL0432_002,05FL0432,05FL,NULL,432,NULL,sib,NULL,NULL,NULL,CML322,NULL,1,NULL,increase,NULL,NULL
05FL0432_003b,05FL0432_003,05FL0432,05FL,NULL,432,NULL,sib,NULL,NULL,NULL,CML322,NULL,1,NULL,increase,NULL,NULL
05FL0432_004b,05FL0432_004,05FL0432,05FL,NULL,432,NULL,sib,NULL,NULL,NULL,CML322,NULL,1,NULL,increase,NULL,NULL
05FL0433_001b,05FL0433_001,05FL0433,05FL,NULL,433,NULL,sib,NULL,NULL,NULL,CML329,NULL,1,NULL,increase,NULL,NULL
05FL0433_002b,05FL0433_002,05FL0433,05FL,NULL,433,NULL,sib,NULL,NULL,NULL,CML329,NULL,1,NULL,increase,NULL,NULL
05FL0433_003b,05FL0433_003,05FL0433,05FL,NULL,433,NULL,sib,NULL,NULL,NULL,CML329,NULL,1,NULL,increase,NULL,NULL
05FL0433_004b,05FL0433_004,05FL0433,05FL,NULL,433,NULL,sib,NULL,NULL,NULL,CML329,NULL,1,NULL,increase,NULL,NULL
05FL0434_001b,05FL0434_001,05FL0434,05FL,NULL,434,NULL,sib,NULL,NULL,NULL,CML367,NULL,1,NULL,increase,NULL,NULL
05FL0434_002b,05FL0434_002,05FL0434,05FL,NULL,434,NULL,sib,NULL,NULL,NULL,CML367,NULL,1,NULL,increase,NULL,NULL
05FL0434_003b,05FL0434_003,05FL0434,05FL,NULL,434,NULL,sib,NULL,NULL,NULL,CML367,NULL,1,NULL,increase,NULL,NULL
05FL0434_004b,05FL0434_004,05FL0434,05FL,NULL,434,NULL,sib,NULL,NULL,NULL,CML367,NULL,1,NULL,increase,NULL,NULL
05FL0435_001b,05FL0435_001,05FL0435,05FL,NULL,435,NULL,sib,NULL,NULL,NULL,CML377,NULL,1,NULL,increase,NULL,NULL
05FL0435_002b,05FL0435_002,05FL0435,05FL,NULL,435,NULL,sib,NULL,NULL,NULL,CML377,NULL,1,NULL,increase,NULL,NULL
05FL0435_003b,05FL0435_003,05FL0435,05FL,NULL,435,NULL,sib,NULL,NULL,NULL,CML377,NULL,1,NULL,increase,NULL,NULL
05FL0435_004b,05FL0435_004,05FL0435,05FL,NULL,435,NULL,sib,NULL,NULL,NULL,CML377,NULL,1,NULL,increase,NULL,NULL
05FL0436_001b,05FL0436_001,05FL0436,05FL,NULL,436,NULL,sib,NULL,NULL,NULL,CML440,NULL,1,NULL,increase,NULL,NULL
05FL0436_002b,05FL0436_002,05FL0436,05FL,NULL,436,NULL,sib,NULL,NULL,NULL,CML440,NULL,1,NULL,increase,NULL,NULL
05FL0436_003b,05FL0436_003,05FL0436,05FL,NULL,436,NULL,sib,NULL,NULL,NULL,CML440,NULL,1,NULL,increase,NULL,NULL
05FL0436_004b,05FL0436_004,05FL0436,05FL,NULL,436,NULL,sib,NULL,NULL,NULL,CML440,NULL,1,NULL,increase,NULL,NULL
05FL0437_001b,05FL0437_001,05FL0437,05FL,NULL,437,NULL,sib,NULL,NULL,NULL,CML444,NULL,1,NULL,increase,NULL,NULL
05FL0437_002b,05FL0437_002,05FL0437,05FL,NULL,437,NULL,sib,NULL,NULL,NULL,CML444,NULL,1,NULL,increase,NULL,NULL
05FL0437_003b,05FL0437_003,05FL0437,05FL,NULL,437,NULL,sib,NULL,NULL,NULL,CML444,NULL,1,NULL,increase,NULL,NULL
05FL0437_004b,05FL0437_004,05FL0437,05FL,NULL,437,NULL,sib,NULL,NULL,NULL,CML444,NULL,1,NULL,increase,NULL,NULL
