11TF2001,NULL,11TF,NULL,NULL,09TF2013_001s,NULL,N3,NULL,NULL,NULL,16,NULL,NULL,Screen for recombinants 1.02,NULL,34
11TF2002,NULL,11TF,NULL,NULL,09TF2013_001s,NULL,N3,NULL,NULL,NULL,16,NULL,NULL,Screen for recombinants 1.02,NULL,34
11TF2003,NULL,11TF,NULL,NULL,09TF2013_001s,NULL,N3,NULL,NULL,NULL,16,NULL,NULL,Screen for recombinants 1.02,NULL,34
11TF2004,NULL,11TF,NULL,NULL,09TF2013_001s,NULL,N3,NULL,NULL,NULL,16,NULL,NULL,Screen for recombinants 1.02,NULL,34
11TF2005,NULL,11TF,NULL,NULL,09TF2013_001s,NULL,N3,NULL,NULL,NULL,16,NULL,NULL,Screen for recombinants 1.02,NULL,34
11TF2006,NULL,11TF,NULL,NULL,09TF2013_001s,NULL,N3,NULL,NULL,NULL,16,NULL,NULL,Screen for recombinants 1.02,NULL,34
11TF2007,NULL,11TF,NULL,NULL,09TF2013_001s,NULL,N3,NULL,NULL,NULL,16,NULL,NULL,Screen for recombinants 1.02,NULL,34
11TF2008,NULL,11TF,NULL,NULL,09TF2013_001s,NULL,N3,NULL,NULL,NULL,16,NULL,NULL,Screen for recombinants 1.02,NULL,34
11TF2009,NULL,11TF,NULL,NULL,09TF2013_003s,NULL,N3,NULL,NULL,NULL,16,NULL,NULL,Screen for recombinants 1.02,NULL,34
11TF2010,NULL,11TF,NULL,NULL,09TF2013_003s,NULL,N3,NULL,NULL,NULL,16,NULL,NULL,Screen for recombinants 1.02,NULL,34
11TF2011,NULL,11TF,NULL,NULL,09TF2013_003s,NULL,N3,NULL,NULL,NULL,16,NULL,NULL,Screen for recombinants 1.02,NULL,34
11TF2012,NULL,11TF,NULL,NULL,09TF2013_003s,NULL,N3,NULL,NULL,NULL,16,NULL,NULL,Screen for recombinants 1.02,NULL,34
11TF2013,NULL,11TF,NULL,NULL,09TF2013_003s,NULL,N3,NULL,NULL,NULL,16,NULL,NULL,Screen for recombinants 1.02,NULL,34
11TF2014,NULL,11TF,NULL,NULL,09TF2013_003s,NULL,N3,NULL,NULL,NULL,16,NULL,NULL,Screen for recombinants 1.02,NULL,34
11TF2015,NULL,11TF,NULL,NULL,09TF2013_003s,NULL,N3,NULL,NULL,NULL,16,NULL,NULL,Screen for recombinants 1.02,NULL,34
11TF2016,NULL,11TF,NULL,NULL,09TF2013_004s,NULL,N3,NULL,NULL,NULL,16,NULL,NULL,Screen for recombinants 1.02,NULL,34
11TF2017,NULL,11TF,NULL,NULL,09TF2013_004s,NULL,N3,NULL,NULL,NULL,16,NULL,NULL,Screen for recombinants 1.02,NULL,34
11TF2018,NULL,11TF,NULL,NULL,09TF2013_004s,NULL,N3,NULL,NULL,NULL,16,NULL,NULL,Screen for recombinants 1.02,NULL,34
11TF2019,NULL,11TF,NULL,NULL,09TF2013_004s,NULL,N3,NULL,NULL,NULL,16,NULL,NULL,Screen for recombinants 1.02,NULL,34
11TF2020,NULL,11TF,NULL,NULL,09TF2013_004s,NULL,N3,NULL,NULL,NULL,16,NULL,NULL,Screen for recombinants 1.02,NULL,34
11TF2021,NULL,11TF,NULL,NULL,09TF2013_004s,NULL,N3,NULL,NULL,NULL,16,NULL,NULL,Screen for recombinants 1.02,NULL,34
11TF2022,NULL,11TF,NULL,NULL,09TF2013_004s,NULL,N3,NULL,NULL,NULL,16,NULL,NULL,Screen for recombinants 1.02,NULL,34
11TF2023,NULL,11TF,NULL,NULL,09TF2013_004s,NULL,N3,NULL,NULL,NULL,16,NULL,NULL,Screen for recombinants 1.02,NULL,34
11TF2024,NULL,11TF,NULL,NULL,09TF2013_004s,NULL,N3,NULL,NULL,NULL,16,NULL,NULL,Screen for recombinants 1.02,NULL,34
11TF2025,NULL,11TF,NULL,NULL,09TF2013_004s,NULL,N3,NULL,NULL,NULL,16,NULL,NULL,Screen for recombinants 1.02,NULL,34
11TF2026,NULL,11TF,NULL,NULL,09TF2013_004s,NULL,N3,NULL,NULL,NULL,16,NULL,NULL,Screen for recombinants 1.02,NULL,34
11TF2027,NULL,11TF,NULL,NULL,09TF2013_004s,NULL,N3,NULL,NULL,NULL,16,NULL,NULL,Screen for recombinants 1.02,NULL,34
11TF2028,NULL,11TF,NULL,NULL,09TF2013_004s,NULL,N3,NULL,NULL,NULL,16,NULL,NULL,Screen for recombinants 1.02,NULL,34
11TF2029,NULL,11TF,NULL,NULL,09TF2013_004s,NULL,N3,NULL,NULL,NULL,16,NULL,NULL,Screen for recombinants 1.02,NULL,34
11TF2030,NULL,11TF,NULL,NULL,09TF2013_004s,NULL,N3,NULL,NULL,NULL,16,NULL,NULL,Screen for recombinants 1.02,NULL,34
11TF2031,NULL,11TF,NULL,NULL,09TF2013_004s,NULL,N3,NULL,NULL,NULL,16,NULL,NULL,Screen for recombinants 1.02,NULL,34
11TF2032,NULL,11TF,NULL,NULL,09TF2013_004s,NULL,N3,NULL,NULL,NULL,16,NULL,NULL,Screen for recombinants 1.02,NULL,34
11TF2033,NULL,11TF,NULL,NULL,09TF2013_004s,NULL,N3,NULL,NULL,NULL,16,NULL,NULL,Screen for recombinants 1.02,NULL,34
11TF2034,NULL,11TF,NULL,NULL,09TF2013_005s,NULL,N3,NULL,NULL,NULL,16,NULL,NULL,Screen for recombinants 1.02,NULL,34
11TF2035,NULL,11TF,NULL,NULL,09TF2013_005s,NULL,N3,NULL,NULL,NULL,16,NULL,NULL,Screen for recombinants 1.02,NULL,34
11TF2036,NULL,11TF,NULL,NULL,09TF2013_005s,NULL,N3,NULL,NULL,NULL,16,NULL,NULL,Screen for recombinants 1.02,NULL,34
11TF2037,NULL,11TF,NULL,NULL,09TF2013_005s,NULL,N3,NULL,NULL,NULL,16,NULL,NULL,Screen for recombinants 1.02,NULL,34
11TF2038,NULL,11TF,NULL,NULL,09TF2013_005s,NULL,N3,NULL,NULL,NULL,16,NULL,NULL,Screen for recombinants 1.02,NULL,34
11TF2039,NULL,11TF,NULL,NULL,09TF2013_005s,NULL,N3,NULL,NULL,NULL,16,NULL,NULL,Screen for recombinants 1.02,NULL,34
11TF2040,NULL,11TF,NULL,NULL,09TF2013_005s,NULL,N3,NULL,NULL,NULL,16,NULL,NULL,Screen for recombinants 1.02,NULL,34
11TF2041,NULL,11TF,NULL,NULL,09TF2013_007s,NULL,N3,NULL,NULL,NULL,16,NULL,NULL,Screen for recombinants 1.02,NULL,34
11TF2042,NULL,11TF,NULL,NULL,09TF2013_007s,NULL,N3,NULL,NULL,NULL,16,NULL,NULL,Screen for recombinants 1.02,NULL,34
11TF2043,NULL,11TF,NULL,NULL,09TF2013_007s,NULL,N3,NULL,NULL,NULL,16,NULL,NULL,Screen for recombinants 1.02,NULL,34
11TF2044,NULL,11TF,NULL,NULL,09TF2013_007s,NULL,N3,NULL,NULL,NULL,16,NULL,NULL,Screen for recombinants 1.02,NULL,34
11TF2045,NULL,11TF,NULL,NULL,09TF2013_007s,NULL,N3,NULL,NULL,NULL,16,NULL,NULL,Screen for recombinants 1.02,NULL,34
