09BD0352_001b,NULL,09BD0352,09BD,NULL,NULL,NULL,NULL,NULL,NULL,NULL,T232,NULL,31,NULL,NULL,NULL,NULL
09BD0354_001b,NULL,09BD0354,09BD,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NC294,NULL,31,NULL,NULL,NULL,NULL
09BD0361_001b,NULL,09BD0361,09BD,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N6,NULL,31,NULL,NULL,NULL,NULL
09BD0363_001b,NULL,09BD0363,09BD,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Pa880,NULL,31,NULL,NULL,NULL,NULL
09BD0364_001b,NULL,09BD0364,09BD,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NC318,NULL,31,NULL,NULL,NULL,NULL
09BD0368_001b,NULL,09BD0368,09BD,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NC344,NULL,31,NULL,NULL,NULL,NULL
09BD0374_001b,NULL,09BD0374,09BD,NULL,NULL,NULL,NULL,NULL,NULL,NULL,B109,NULL,31,NULL,NULL,NULL,NULL
09BD0375_001b,NULL,09BD0375,09BD,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Sg1533,NULL,31,NULL,NULL,NULL,NULL
09BD0380_001b,NULL,09BD0380,09BD,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NC296A,NULL,31,NULL,NULL,NULL,NULL
09BD0397_001b,NULL,09BD0397,09BD,NULL,NULL,NULL,NULL,NULL,NULL,NULL,R168,NULL,31,NULL,NULL,NULL,NULL
09BD0398_001b,NULL,09BD0398,09BD,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NC232,NULL,31,NULL,NULL,NULL,NULL
09BD0399_001b,NULL,09BD0399,09BD,NULL,NULL,NULL,NULL,NULL,NULL,NULL,B73,NULL,31,NULL,NULL,NULL,NULL
09BD0402_001b,NULL,09BD0402,09BD,NULL,NULL,NULL,NULL,NULL,NULL,NULL,IDS91,NULL,31,NULL,NULL,NULL,NULL
09BD0407_001b,NULL,09BD0407,09BD,NULL,NULL,NULL,NULL,NULL,NULL,NULL,U267Y,NULL,31,NULL,NULL,NULL,NULL
09BD0412_001b,NULL,09BD0412,09BD,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NC314,NULL,31,NULL,NULL,NULL,NULL
09BD0415_001b,NULL,09BD0415,09BD,NULL,NULL,NULL,NULL,NULL,NULL,NULL,IDS28,NULL,31,NULL,NULL,NULL,NULL
09BD0416_001b,NULL,09BD0416,09BD,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HP301,NULL,31,NULL,NULL,NULL,NULL
09BD0421_001b,NULL,09BD0421,09BD,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NC260,NULL,31,NULL,NULL,NULL,NULL
09BD0423_001b,NULL,09BD0423,09BD,NULL,NULL,NULL,NULL,NULL,NULL,NULL,B104,NULL,31,NULL,NULL,NULL,NULL
09BD0425_001b,NULL,09BD0425,09BD,NULL,NULL,NULL,NULL,NULL,NULL,NULL,B84,NULL,31,NULL,NULL,NULL,NULL
09BD0426_001b,NULL,09BD0426,09BD,NULL,NULL,NULL,NULL,NULL,NULL,NULL,H84,NULL,31,NULL,NULL,NULL,NULL
09BD0427_001b,NULL,09BD0427,09BD,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Pa875,NULL,31,NULL,NULL,NULL,NULL
09BD0435_001b,NULL,09BD0435,09BD,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NC328,NULL,31,NULL,NULL,NULL,NULL
09BD0440_001b,NULL,09BD0440,09BD,NULL,NULL,NULL,NULL,NULL,NULL,NULL,B46,NULL,31,NULL,NULL,NULL,NULL
09BD0441_001b,NULL,09BD0441,09BD,NULL,NULL,NULL,NULL,NULL,NULL,NULL,W64A,NULL,31,NULL,NULL,NULL,NULL
09BD0442_001b,NULL,09BD0442,09BD,NULL,NULL,NULL,NULL,NULL,NULL,NULL,DE811,NULL,31,NULL,NULL,NULL,NULL
09BD0448_001b,NULL,09BD0448,09BD,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Va22,NULL,31,NULL,NULL,NULL,NULL
09BD0449_001b,NULL,09BD0449,09BD,NULL,NULL,NULL,NULL,NULL,NULL,NULL,B75,NULL,31,NULL,NULL,NULL,NULL
09BD0451_001b,NULL,09BD0451,09BD,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Mo24W,NULL,31,NULL,NULL,NULL,NULL
09BD0454_001b,NULL,09BD0454,09BD,NULL,NULL,NULL,NULL,NULL,NULL,NULL,B97,NULL,31,NULL,NULL,NULL,NULL
09BD0458_001b,NULL,09BD0458,09BD,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4722,NULL,31,NULL,NULL,NULL,NULL
09BD0459_001b,NULL,09BD0459,09BD,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Tzi9,NULL,31,NULL,NULL,NULL,NULL
09BD0460_001b,NULL,09BD0460,09BD,NULL,NULL,NULL,NULL,NULL,NULL,NULL,I205,NULL,31,NULL,NULL,NULL,NULL
09BD0461_001b,NULL,09BD0461,09BD,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Hy,NULL,31,NULL,NULL,NULL,NULL
09BD0469_001b,NULL,09BD0469,09BD,NULL,NULL,NULL,NULL,NULL,NULL,NULL,CML103,NULL,31,NULL,NULL,NULL,NULL
09BD0472_001b,NULL,09BD0472,09BD,NULL,NULL,NULL,NULL,NULL,NULL,NULL,B105,NULL,31,NULL,NULL,NULL,NULL
09BD0473_001b,NULL,09BD0473,09BD,NULL,NULL,NULL,NULL,NULL,NULL,NULL,SA24,NULL,31,NULL,NULL,NULL,NULL
09BD0474_001b,NULL,09BD0474,09BD,NULL,NULL,NULL,NULL,NULL,NULL,NULL,MEF156-55-2,NULL,31,NULL,NULL,NULL,NULL
09BD0476_001b,NULL,09BD0476,09BD,NULL,NULL,NULL,NULL,NULL,NULL,NULL,OH7B,NULL,31,NULL,NULL,NULL,NULL
09BD0477_001b,NULL,09BD0477,09BD,NULL,NULL,NULL,NULL,NULL,NULL,NULL,CH701-30,NULL,31,NULL,NULL,NULL,NULL
09BD0484_001b,NULL,09BD0484,09BD,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NC364,NULL,31,NULL,NULL,NULL,NULL
09BD0488_001b,NULL,09BD0488,09BD,NULL,NULL,NULL,NULL,NULL,NULL,NULL,H95,NULL,31,NULL,NULL,NULL,NULL
09BD0490_001b,NULL,09BD0490,09BD,NULL,NULL,NULL,NULL,NULL,NULL,NULL,H49,NULL,31,NULL,NULL,NULL,NULL
09BD0496_001b,NULL,09BD0496,09BD,NULL,NULL,NULL,NULL,NULL,NULL,NULL,R229,NULL,31,NULL,NULL,NULL,NULL
09BD0497_001b,NULL,09BD0497,09BD,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Ky21,NULL,31,NULL,NULL,NULL,NULL
09BD0499_001b,NULL,09BD0499,09BD,NULL,NULL,NULL,NULL,NULL,NULL,NULL,B57,NULL,31,NULL,NULL,NULL,NULL
09BD0500_001b,NULL,09BD0500,09BD,NULL,NULL,NULL,NULL,NULL,NULL,NULL,SD44,NULL,31,NULL,NULL,NULL,NULL
09BD0505_001b,NULL,09BD0505,09BD,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N28Ht,NULL,31,NULL,NULL,NULL,NULL
09BD0508_001b,NULL,09BD0508,09BD,NULL,NULL,NULL,NULL,NULL,NULL,NULL,B79,NULL,31,NULL,NULL,NULL,NULL
