13MY0001,NULL,13MY,Mo17,NULL,12MY0066_001s,NULL,NULL,1,1,NULL,NULL,NY,NULL,NULL,NULL,8
13MY0002,NULL,13MY,Mo17,NULL,12MY0066_001s,NULL,NULL,2,1,NULL,NULL,NY,NULL,NULL,NULL,8
13MY0003,NULL,13MY,Mo17,NULL,12MY0066_001s,NULL,NULL,3,1,NULL,NULL,NY,NULL,NULL,NULL,8
13MY0004,NULL,13MY,B97,NULL,12MN0086_002s,6707-2,NULL,4,1,NULL,NULL,NC,NULL,NULL,NULL,8
13MY0005,NULL,13MY,B97,NULL,12MN0086_002s,6707-2,NULL,5,1,NULL,NULL,NC,NULL,NULL,NULL,8
13MY0006,NULL,13MY,B97,NULL,12MN0086_002s,6707-2,NULL,6,1,NULL,NULL,NC,NULL,NULL,NULL,8
13MY0007,NULL,13MY,B97,NULL,12MY0009_001s,NULL,NULL,7,1,NULL,NULL,NY,NULL,NULL,NULL,8
13MY0008,NULL,13MY,B97,NULL,12MY0009_001s,NULL,NULL,8,1,NULL,NULL,NY,NULL,NULL,NULL,8
13MY0009,NULL,13MY,B97,NULL,12MY0009_001s,NULL,NULL,9,1,NULL,NULL,NY,NULL,NULL,NULL,8
13MY0010,NULL,13MY,CML322,NULL,12MN0018_002s,6638-2,NULL,10,1,NULL,NULL,NC,NULL,NULL,NULL,8
13MY0011,NULL,13MY,CML322,NULL,12MN0018_002s,6638-2,NULL,11,1,NULL,NULL,NC,NULL,NULL,NULL,8
13MY0012,NULL,13MY,CML322,NULL,12MN0018_002s,6638-2,NULL,12,1,NULL,NULL,NC,NULL,NULL,NULL,8
13MY0013,NULL,13MY,Mo17,NULL,12MN0069_001s,6690-1,NULL,13,1,NULL,NULL,NC,NULL,NULL,NULL,8
13MY0014,NULL,13MY,Mo17,NULL,12MN0069_001s,6690-1,NULL,14,1,NULL,NULL,NC,NULL,NULL,NULL,8
13MY0015,NULL,13MY,Mo17,NULL,12MN0069_001s,6690-1,NULL,15,1,NULL,NULL,NC,NULL,NULL,NULL,8
13MY0016,NULL,13MY,B73,NULL,12MY0091_001s,NULL,NULL,16,1,NULL,NULL,NY,NULL,NULL,NULL,8
13MY0017,NULL,13MY,B73,NULL,12MY0091_001s,NULL,NULL,17,1,NULL,NULL,NY,NULL,NULL,NULL,8
13MY0018,NULL,13MY,B73,NULL,12MY0091_001s,NULL,NULL,18,1,NULL,NULL,NY,NULL,NULL,NULL,8
13MY0019,NULL,13MY,CML103,NULL,12MY0007_001s,NULL,NULL,19,1,NULL,NULL,NY,NULL,NULL,NULL,8
13MY0020,NULL,13MY,CML103,NULL,12MY0007_001s,NULL,NULL,20,1,NULL,NULL,NY,NULL,NULL,NULL,8
13MY0021,NULL,13MY,CML103,NULL,12MY0007_001s,NULL,NULL,21,1,NULL,NULL,NY,NULL,NULL,NULL,8
13MY0022,NULL,13MY,CML322,NULL,12MY0057_002s,NULL,NULL,22,1,NULL,NULL,NY,NULL,NULL,NULL,8
13MY0023,NULL,13MY,CML322,NULL,12MY0057_002s,NULL,NULL,23,1,NULL,NULL,NY,NULL,NULL,NULL,8
13MY0024,NULL,13MY,CML322,NULL,12MY0057_002s,NULL,NULL,24,1,NULL,NULL,NY,NULL,NULL,NULL,8
13MY0025,NULL,13MY,B73,NULL,12MN0047_001s,6667-1,NULL,25,1,NULL,NULL,NC,NULL,NULL,NULL,8
13MY0026,NULL,13MY,B73,NULL,12MN0047_001s,6667-1,NULL,26,1,NULL,NULL,NC,NULL,NULL,NULL,8
13MY0027,NULL,13MY,B73,NULL,12MN0047_001s,6667-1,NULL,27,1,NULL,NULL,NC,NULL,NULL,NULL,8
13MY0028,NULL,13MY,CML103,NULL,12MN0045_002s,6665-2,NULL,28,1,NULL,NULL,NC,NULL,NULL,NULL,8
13MY0029,NULL,13MY,CML103,NULL,12MN0045_002s,6665-2,NULL,29,1,NULL,NULL,NC,NULL,NULL,NULL,8
13MY0030,NULL,13MY,CML103,NULL,12MN0045_002s,6665-2,NULL,30,1,NULL,NULL,NC,NULL,NULL,NULL,8
13MY0031,NULL,13MY,Mo17,NULL,12MY0066_001s,NULL,NULL,31,2,NULL,NULL,NY,NULL,NULL,NULL,8
13MY0032,NULL,13MY,Mo17,NULL,12MY0066_001s,NULL,NULL,32,2,NULL,NULL,NY,NULL,NULL,NULL,8
13MY0033,NULL,13MY,Mo17,NULL,12MY0066_001s,NULL,NULL,33,2,NULL,NULL,NY,NULL,NULL,NULL,8
13MY0034,NULL,13MY,CML103,NULL,12MY0007_001s,NULL,NULL,34,2,NULL,NULL,NY,NULL,NULL,NULL,8
13MY0035,NULL,13MY,CML103,NULL,12MY0007_001s,NULL,NULL,35,2,NULL,NULL,NY,NULL,NULL,NULL,8
13MY0036,NULL,13MY,CML103,NULL,12MY0007_001s,NULL,NULL,36,2,NULL,NULL,NY,NULL,NULL,NULL,8
13MY0037,NULL,13MY,B97,NULL,12MY0009_001s,NULL,NULL,37,2,NULL,NULL,NY,NULL,NULL,NULL,8
13MY0038,NULL,13MY,B97,NULL,12MY0009_001s,NULL,NULL,38,2,NULL,NULL,NY,NULL,NULL,NULL,8
13MY0039,NULL,13MY,B97,NULL,12MY0009_001s,NULL,NULL,39,2,NULL,NULL,NY,NULL,NULL,NULL,8
13MY0040,NULL,13MY,B73,NULL,12MN0047_001s,6667-1,NULL,40,2,NULL,NULL,NC,NULL,NULL,NULL,8
13MY0041,NULL,13MY,B73,NULL,12MN0047_001s,6667-1,NULL,41,2,NULL,NULL,NC,NULL,NULL,NULL,8
13MY0042,NULL,13MY,B73,NULL,12MN0047_001s,6667-1,NULL,42,2,NULL,NULL,NC,NULL,NULL,NULL,8
13MY0043,NULL,13MY,B97,NULL,12MN0086_002s,6707-2,NULL,43,2,NULL,NULL,NC,NULL,NULL,NULL,8
13MY0044,NULL,13MY,B97,NULL,12MN0086_002s,6707-2,NULL,44,2,NULL,NULL,NC,NULL,NULL,NULL,8
13MY0045,NULL,13MY,B97,NULL,12MN0086_002s,6707-2,NULL,45,2,NULL,NULL,NC,NULL,NULL,NULL,8
13MY0046,NULL,13MY,B73,NULL,12MY0091_001s,NULL,NULL,46,2,NULL,NULL,NY,NULL,NULL,NULL,8
13MY0047,NULL,13MY,B73,NULL,12MY0091_001s,NULL,NULL,47,2,NULL,NULL,NY,NULL,NULL,NULL,8
13MY0048,NULL,13MY,B73,NULL,12MY0091_001s,NULL,NULL,48,2,NULL,NULL,NY,NULL,NULL,NULL,8
13MY0049,NULL,13MY,CML322,NULL,12MN0018_002s,6638-2,NULL,49,2,NULL,NULL,NC,NULL,NULL,NULL,8
13MY0050,NULL,13MY,CML322,NULL,12MN0018_002s,6638-2,NULL,50,2,NULL,NULL,NC,NULL,NULL,NULL,8
