09AR0145_001s,09AR0145_001,09AR0145,09AR,NULL,NULL,NULL,self,NULL,NULL,NULL,(TBBC3_38_19E_0101B_001)S1,NULL,34,NULL,NULL,NULL,NULL
09AR0145_002s,09AR0145_002,09AR0145,09AR,NULL,NULL,NULL,self,NULL,NULL,NULL,(TBBC3_38_19E_0101B_001)S1,NULL,34,NULL,NULL,NULL,NULL
09AR0145_003s,09AR0145_003,09AR0145,09AR,NULL,NULL,NULL,self,NULL,NULL,NULL,(TBBC3_38_19E_0101B_001)S1,NULL,34,NULL,NULL,NULL,NULL
09AR0145_004s,09AR0145_004,09AR0145,09AR,NULL,NULL,NULL,self,NULL,NULL,NULL,(TBBC3_38_19E_0101B_001)S1,NULL,34,NULL,NULL,NULL,NULL
09AR0145_005s,09AR0145_005,09AR0145,09AR,NULL,NULL,NULL,self,NULL,NULL,NULL,(TBBC3_38_19E_0101B_001)S1,NULL,34,NULL,NULL,NULL,NULL
09AR0145_006s,09AR0145_006,09AR0145,09AR,NULL,NULL,NULL,self,NULL,NULL,NULL,(TBBC3_38_19E_0101B_001)S1,NULL,34,NULL,NULL,NULL,NULL
09AR0145_007s,09AR0145_007,09AR0145,09AR,NULL,NULL,NULL,self,NULL,NULL,NULL,(TBBC3_38_19E_0101B_001)S1,NULL,34,NULL,NULL,NULL,NULL
09AR0145_008s,09AR0145_008,09AR0145,09AR,NULL,NULL,NULL,self,NULL,NULL,NULL,(TBBC3_38_19E_0101B_001)S1,NULL,34,NULL,NULL,NULL,NULL
09AR0145_009s,09AR0145_009,09AR0145,09AR,NULL,NULL,NULL,self,NULL,NULL,NULL,(TBBC3_38_19E_0101B_001)S1,NULL,34,NULL,NULL,NULL,NULL
09AR0145_010s,09AR0145_010,09AR0145,09AR,NULL,NULL,NULL,self,NULL,NULL,NULL,(TBBC3_38_19E_0101B_001)S1,NULL,34,NULL,NULL,NULL,NULL
09AR0145_011s,09AR0145_011,09AR0145,09AR,NULL,NULL,NULL,self,NULL,NULL,NULL,(TBBC3_38_19E_0101B_001)S1,NULL,34,NULL,NULL,NULL,NULL
09AR0146_001s,09AR0146_001,09AR0146,09AR,NULL,NULL,NULL,self,NULL,NULL,NULL,(TBBC3_38_19E_0101B_037)S1,NULL,34,NULL,NULL,NULL,NULL
09AR0146_002s,09AR0146_002,09AR0146,09AR,NULL,NULL,NULL,self,NULL,NULL,NULL,(TBBC3_38_19E_0101B_037)S1,NULL,34,NULL,NULL,NULL,NULL
09AR0146_003s,09AR0146_003,09AR0146,09AR,NULL,NULL,NULL,self,NULL,NULL,NULL,(TBBC3_38_19E_0101B_037)S1,NULL,34,NULL,NULL,NULL,NULL
