09SX0003_005s,09SX0003_005,09SX0003,09SX,Z006E0031,NULL,NULL,self,09SX0003_005,NULL,NULL,Z006E0031__005,NULL,8,A.flavus HIF,NULL,NULL,NULL
09SX0003_006s,09SX0003_006,09SX0003,09SX,Z006E0031,NULL,NULL,self,09SX0003_006,NULL,NULL,Z006E0031__006,NULL,8,A.flavus HIF,NULL,NULL,NULL
09SX0003_007s,09SX0003_007,09SX0003,09SX,Z006E0031,NULL,NULL,self,09SX0003_007,NULL,NULL,Z006E0031__007,NULL,8,A.flavus HIF,NULL,NULL,NULL
09SX0003_008s,09SX0003_008,09SX0003,09SX,Z006E0031,NULL,NULL,self,09SX0003_008,NULL,NULL,Z006E0031__008,NULL,8,A.flavus HIF,NULL,NULL,NULL
09SX0004_001s,09SX0004_001,09SX0004,09SX,Z006E0033,NULL,NULL,self,09SX0004_001,NULL,NULL,Z006E0033__001,NULL,8,A.flavus HIF,NULL,NULL,NULL
09SX0004_002s,09SX0004_002,09SX0004,09SX,Z006E0033,NULL,NULL,self,09SX0004_002,NULL,NULL,Z006E0033__002,NULL,8,A.flavus HIF,NULL,NULL,NULL
09SX0004_003s,09SX0004_003,09SX0004,09SX,Z006E0033,NULL,NULL,self,09SX0004_003,NULL,NULL,Z006E0033__003,NULL,8,A.flavus HIF,NULL,NULL,NULL
09SX0004_004s,09SX0004_004,09SX0004,09SX,Z006E0033,NULL,NULL,self,09SX0004_004,NULL,NULL,Z006E0033__004,NULL,8,A.flavus HIF,NULL,NULL,NULL
09SX0004_005s,09SX0004_005,09SX0004,09SX,Z006E0033,NULL,NULL,self,09SX0004_005,NULL,NULL,Z006E0033__005,NULL,8,A.flavus HIF,NULL,NULL,NULL
09SX0004_006s,09SX0004_006,09SX0004,09SX,Z006E0033,NULL,NULL,self,09SX0004_006,NULL,NULL,Z006E0033__006,NULL,8,A.flavus HIF,NULL,NULL,NULL
09SX0004_007s,09SX0004_007,09SX0004,09SX,Z006E0033,NULL,NULL,self,09SX0004_007,NULL,NULL,Z006E0033__007,NULL,8,A.flavus HIF,NULL,NULL,NULL
09SX0004_008s,09SX0004_008,09SX0004,09SX,Z006E0033,NULL,NULL,self,09SX0004_008,NULL,NULL,Z006E0033__008,NULL,8,A.flavus HIF,NULL,NULL,NULL
09SX0004_009s,09SX0004_009,09SX0004,09SX,Z006E0033,NULL,NULL,self,09SX0004_009,NULL,NULL,Z006E0033__009,NULL,8,A.flavus HIF,NULL,NULL,NULL
09SX0004_010s,09SX0004_010,09SX0004,09SX,Z006E0033,NULL,NULL,self,09SX0004_010,NULL,NULL,Z006E0033__010,NULL,8,A.flavus HIF,NULL,NULL,NULL
09SX0004_011s,09SX0004_011,09SX0004,09SX,Z006E0033,NULL,NULL,self,09SX0004_011,NULL,NULL,Z006E0033__011,NULL,8,A.flavus HIF,NULL,NULL,NULL
09SX0004_012s,09SX0004_012,09SX0004,09SX,Z006E0033,NULL,NULL,self,09SX0004_012,NULL,NULL,Z006E0033__012,NULL,8,A.flavus HIF,NULL,NULL,NULL
09SX0005_001s,09SX0005_001,09SX0005,09SX,Z006E0054,NULL,NULL,self,09SX0005_001,NULL,NULL,Z006E0054__001,NULL,8,A.flavus HIF,NULL,NULL,NULL
09SX0005_002s,09SX0005_002,09SX0005,09SX,Z006E0054,NULL,NULL,self,09SX0005_002,NULL,NULL,Z006E0054__002,NULL,8,A.flavus HIF,NULL,NULL,NULL
09SX0005_003s,09SX0005_003,09SX0005,09SX,Z006E0054,NULL,NULL,self,09SX0005_003,NULL,NULL,Z006E0054__003,NULL,8,A.flavus HIF,NULL,NULL,NULL
09SX0005_004s,09SX0005_004,09SX0005,09SX,Z006E0054,NULL,NULL,self,09SX0005_004,NULL,NULL,Z006E0054__004,NULL,8,A.flavus HIF,NULL,NULL,NULL
09SX0005_005s,09SX0005_005,09SX0005,09SX,Z006E0054,NULL,NULL,self,09SX0005_005,NULL,NULL,Z006E0054__005,NULL,8,A.flavus HIF,NULL,NULL,NULL
09SX0005_006s,09SX0005_006,09SX0005,09SX,Z006E0054,NULL,NULL,self,09SX0005_006,NULL,NULL,Z006E0054__006,NULL,8,A.flavus HIF,NULL,NULL,NULL
09SX0005_007s,09SX0005_007,09SX0005,09SX,Z006E0054,NULL,NULL,self,09SX0005_007,NULL,NULL,Z006E0054__007,NULL,8,A.flavus HIF,NULL,NULL,NULL
09SX0005_008s,09SX0005_008,09SX0005,09SX,Z006E0054,NULL,NULL,self,09SX0005_008,NULL,NULL,Z006E0054__008,NULL,8,A.flavus HIF,NULL,NULL,NULL
09SX0005_009s,09SX0005_009,09SX0005,09SX,Z006E0054,NULL,NULL,self,09SX0005_009,NULL,NULL,Z006E0054__009,NULL,8,A.flavus HIF,NULL,NULL,NULL
09SX0005_010s,09SX0005_010,09SX0005,09SX,Z006E0054,NULL,NULL,self,09SX0005_010,NULL,NULL,Z006E0054__010,NULL,8,A.flavus HIF,NULL,NULL,NULL
09SX0005_011s,09SX0005_011,09SX0005,09SX,Z006E0054,NULL,NULL,self,09SX0005_011,NULL,NULL,Z006E0054__011,NULL,8,A.flavus HIF,NULL,NULL,NULL
09SX0005_012s,09SX0005_012,09SX0005,09SX,Z006E0054,NULL,NULL,self,09SX0005_012,NULL,NULL,Z006E0054__012,NULL,8,A.flavus HIF,NULL,NULL,NULL
09SX0005_013s,09SX0005_013,09SX0005,09SX,Z006E0054,NULL,NULL,self,09SX0005_013,NULL,NULL,Z006E0054__013,NULL,8,A.flavus HIF,NULL,NULL,NULL
09SX0006_001s,09SX0006_001,09SX0006,09SX,Z006E0058,NULL,NULL,self,09SX0006_001,NULL,NULL,Z006E0058__001,NULL,8,A.flavus HIF,NULL,NULL,NULL
09SX0006_002s,09SX0006_002,09SX0006,09SX,Z006E0058,NULL,NULL,self,09SX0006_002,NULL,NULL,Z006E0058__002,NULL,8,A.flavus HIF,NULL,NULL,NULL
09SX0006_003s,09SX0006_003,09SX0006,09SX,Z006E0058,NULL,NULL,self,09SX0006_003,NULL,NULL,Z006E0058__003,NULL,8,A.flavus HIF,NULL,NULL,NULL
09SX0006_004s,09SX0006_004,09SX0006,09SX,Z006E0058,NULL,NULL,self,09SX0006_004,NULL,NULL,Z006E0058__004,NULL,8,A.flavus HIF,NULL,NULL,NULL
09SX0006_005s,09SX0006_005,09SX0006,09SX,Z006E0058,NULL,NULL,self,09SX0006_005,NULL,NULL,Z006E0058__005,NULL,8,A.flavus HIF,NULL,NULL,NULL
09SX0006_006s,09SX0006_006,09SX0006,09SX,Z006E0058,NULL,NULL,self,09SX0006_006,NULL,NULL,Z006E0058__006,NULL,8,A.flavus HIF,NULL,NULL,NULL
09SX0006_007s,09SX0006_007,09SX0006,09SX,Z006E0058,NULL,NULL,self,09SX0006_007,NULL,NULL,Z006E0058__007,NULL,8,A.flavus HIF,NULL,NULL,NULL
09SX0006_008s,09SX0006_008,09SX0006,09SX,Z006E0058,NULL,NULL,self,09SX0006_008,NULL,NULL,Z006E0058__008,NULL,8,A.flavus HIF,NULL,NULL,NULL
09SX0006_009s,09SX0006_009,09SX0006,09SX,Z006E0058,NULL,NULL,self,09SX0006_009,NULL,NULL,Z006E0058__009,NULL,8,A.flavus HIF,NULL,NULL,NULL
09SX0006_010s,09SX0006_010,09SX0006,09SX,Z006E0058,NULL,NULL,self,09SX0006_010,NULL,NULL,Z006E0058__010,NULL,8,A.flavus HIF,NULL,NULL,NULL
09SX0006_011s,09SX0006_011,09SX0006,09SX,Z006E0058,NULL,NULL,self,09SX0006_011,NULL,NULL,Z006E0058__011,NULL,8,A.flavus HIF,NULL,NULL,NULL
09SX0006_012s,09SX0006_012,09SX0006,09SX,Z006E0058,NULL,NULL,self,09SX0006_012,NULL,NULL,Z006E0058__012,NULL,8,A.flavus HIF,NULL,NULL,NULL
09SX0006_013s,09SX0006_013,09SX0006,09SX,Z006E0058,NULL,NULL,self,09SX0006_013,NULL,NULL,Z006E0058__013,NULL,8,A.flavus HIF,NULL,NULL,NULL
09SX0006_014s,09SX0006_014,09SX0006,09SX,Z006E0058,NULL,NULL,self,09SX0006_014,NULL,NULL,Z006E0058__014,NULL,8,A.flavus HIF,NULL,NULL,NULL
09SX0006_015s,09SX0006_015,09SX0006,09SX,Z006E0058,NULL,NULL,self,09SX0006_015,NULL,NULL,Z006E0058__015,NULL,8,A.flavus HIF,NULL,NULL,NULL
09SX0006_016s,09SX0006_016,09SX0006,09SX,Z006E0058,NULL,NULL,self,09SX0006_016,NULL,NULL,Z006E0058__016,NULL,8,A.flavus HIF,NULL,NULL,NULL
09SX0006_017s,09SX0006_017,09SX0006,09SX,Z006E0058,NULL,NULL,self,09SX0006_017,NULL,NULL,Z006E0058__017,NULL,8,A.flavus HIF,NULL,NULL,NULL
09SX0006_018s,09SX0006_018,09SX0006,09SX,Z006E0058,NULL,NULL,self,09SX0006_018,NULL,NULL,Z006E0058__018,NULL,8,A.flavus HIF,NULL,NULL,NULL
09SX0007_001s,09SX0007_001,09SX0007,09SX,Z006E0082,NULL,NULL,self,09SX0007_001,NULL,NULL,Z006E0082__001,NULL,8,A.flavus HIF,NULL,NULL,NULL
09SX0007_002s,09SX0007_002,09SX0007,09SX,Z006E0082,NULL,NULL,self,09SX0007_002,NULL,NULL,Z006E0082__002,NULL,8,A.flavus HIF,NULL,NULL,NULL
09SX0008_001s,09SX0008_001,09SX0008,09SX,Z006E0085,NULL,NULL,self,09SX0008_001,NULL,NULL,Z006E0085__001,NULL,8,A.flavus HIF,NULL,NULL,NULL
09SX0008_002s,09SX0008_002,09SX0008,09SX,Z006E0085,NULL,NULL,self,09SX0008_002,NULL,NULL,Z006E0085__002,NULL,8,A.flavus HIF,NULL,NULL,NULL
09SX0008_003s,09SX0008_003,09SX0008,09SX,Z006E0085,NULL,NULL,self,09SX0008_003,NULL,NULL,Z006E0085__003,NULL,8,A.flavus HIF,NULL,NULL,NULL
09SX0008_004s,09SX0008_004,09SX0008,09SX,Z006E0085,NULL,NULL,self,09SX0008_004,NULL,NULL,Z006E0085__004,NULL,8,A.flavus HIF,NULL,NULL,NULL
09SX0008_005s,09SX0008_005,09SX0008,09SX,Z006E0085,NULL,NULL,self,09SX0008_005,NULL,NULL,Z006E0085__005,NULL,8,A.flavus HIF,NULL,NULL,NULL
09SX0008_006s,09SX0008_006,09SX0008,09SX,Z006E0085,NULL,NULL,self,09SX0008_006,NULL,NULL,Z006E0085__006,NULL,8,A.flavus HIF,NULL,NULL,NULL
09SX0008_007s,09SX0008_007,09SX0008,09SX,Z006E0085,NULL,NULL,self,09SX0008_007,NULL,NULL,Z006E0085__007,NULL,8,A.flavus HIF,NULL,NULL,NULL
09SX0009_001s,09SX0009_001,09SX0009,09SX,Z006E0092,NULL,NULL,self,09SX0009_001,NULL,NULL,Z006E0092__001,NULL,8,A.flavus HIF,NULL,NULL,NULL
09SX0009_002s,09SX0009_002,09SX0009,09SX,Z006E0092,NULL,NULL,self,09SX0009_002,NULL,NULL,Z006E0092__002,NULL,8,A.flavus HIF,NULL,NULL,NULL
09SX0009_003s,09SX0009_003,09SX0009,09SX,Z006E0092,NULL,NULL,self,09SX0009_003,NULL,NULL,Z006E0092__003,NULL,8,A.flavus HIF,NULL,NULL,NULL
09SX0009_004s,09SX0009_004,09SX0009,09SX,Z006E0092,NULL,NULL,self,09SX0009_004,NULL,NULL,Z006E0092__004,NULL,8,A.flavus HIF,NULL,NULL,NULL
09SX0009_005s,09SX0009_005,09SX0009,09SX,Z006E0092,NULL,NULL,self,09SX0009_005,NULL,NULL,Z006E0092__005,NULL,8,A.flavus HIF,NULL,NULL,NULL
09SX0009_006s,09SX0009_006,09SX0009,09SX,Z006E0092,NULL,NULL,self,09SX0009_006,NULL,NULL,Z006E0092__006,NULL,8,A.flavus HIF,NULL,NULL,NULL
09SX0009_007s,09SX0009_007,09SX0009,09SX,Z006E0092,NULL,NULL,self,09SX0009_007,NULL,NULL,Z006E0092__007,NULL,8,A.flavus HIF,NULL,NULL,NULL
09SX0009_008s,09SX0009_008,09SX0009,09SX,Z006E0092,NULL,NULL,self,09SX0009_008,NULL,NULL,Z006E0092__008,NULL,8,A.flavus HIF,NULL,NULL,NULL
09SX0009_009s,09SX0009_009,09SX0009,09SX,Z006E0092,NULL,NULL,self,09SX0009_009,NULL,NULL,Z006E0092__009,NULL,8,A.flavus HIF,NULL,NULL,NULL
09SX0009_010s,09SX0009_010,09SX0009,09SX,Z006E0092,NULL,NULL,self,09SX0009_010,NULL,NULL,Z006E0092__010,NULL,8,A.flavus HIF,NULL,NULL,NULL
09SX0009_011s,09SX0009_011,09SX0009,09SX,Z006E0092,NULL,NULL,self,09SX0009_011,NULL,NULL,Z006E0092__011,NULL,8,A.flavus HIF,NULL,NULL,NULL
09SX0009_012s,09SX0009_012,09SX0009,09SX,Z006E0092,NULL,NULL,self,09SX0009_012,NULL,NULL,Z006E0092__012,NULL,8,A.flavus HIF,NULL,NULL,NULL
09SX0010_001s,09SX0010_001,09SX0010,09SX,Z006E0101,NULL,NULL,self,09SX0010_001,NULL,NULL,Z006E0101__001,NULL,8,A.flavus HIF,NULL,NULL,NULL
09SX0010_002s,09SX0010_002,09SX0010,09SX,Z006E0101,NULL,NULL,self,09SX0010_002,NULL,NULL,Z006E0101__002,NULL,8,A.flavus HIF,NULL,NULL,NULL
09SX0010_003s,09SX0010_003,09SX0010,09SX,Z006E0101,NULL,NULL,self,09SX0010_003,NULL,NULL,Z006E0101__003,NULL,8,A.flavus HIF,NULL,NULL,NULL
09SX0011_001s,09SX0011_001,09SX0011,09SX,Z006E0107,NULL,NULL,self,09SX0011_001,NULL,NULL,Z006E0107__001,NULL,8,A.flavus HIF,NULL,NULL,NULL
09SX0011_002s,09SX0011_002,09SX0011,09SX,Z006E0107,NULL,NULL,self,09SX0011_002,NULL,NULL,Z006E0107__002,NULL,8,A.flavus HIF,NULL,NULL,NULL
09SX0011_003s,09SX0011_003,09SX0011,09SX,Z006E0107,NULL,NULL,self,09SX0011_003,NULL,NULL,Z006E0107__003,NULL,8,A.flavus HIF,NULL,NULL,NULL
09SX0011_004s,09SX0011_004,09SX0011,09SX,Z006E0107,NULL,NULL,self,09SX0011_004,NULL,NULL,Z006E0107__004,NULL,8,A.flavus HIF,NULL,NULL,NULL
09SX0011_005s,09SX0011_005,09SX0011,09SX,Z006E0107,NULL,NULL,self,09SX0011_005,NULL,NULL,Z006E0107__005,NULL,8,A.flavus HIF,NULL,NULL,NULL
09SX0011_006s,09SX0011_006,09SX0011,09SX,Z006E0107,NULL,NULL,self,09SX0011_006,NULL,NULL,Z006E0107__006,NULL,8,A.flavus HIF,NULL,NULL,NULL
09SX0011_007s,09SX0011_007,09SX0011,09SX,Z006E0107,NULL,NULL,self,09SX0011_007,NULL,NULL,Z006E0107__007,NULL,8,A.flavus HIF,NULL,NULL,NULL
09SX0011_008s,09SX0011_008,09SX0011,09SX,Z006E0107,NULL,NULL,self,09SX0011_008,NULL,NULL,Z006E0107__008,NULL,8,A.flavus HIF,NULL,NULL,NULL
09SX0011_009s,09SX0011_009,09SX0011,09SX,Z006E0107,NULL,NULL,self,09SX0011_009,NULL,NULL,Z006E0107__009,NULL,8,A.flavus HIF,NULL,NULL,NULL
09SX0011_010s,09SX0011_010,09SX0011,09SX,Z006E0107,NULL,NULL,self,09SX0011_010,NULL,NULL,Z006E0107__010,NULL,8,A.flavus HIF,NULL,NULL,NULL
09SX0012_001s,09SX0012_001,09SX0012,09SX,Z006E0138,NULL,NULL,self,09SX0012_001,NULL,NULL,Z006E0138__001,NULL,8,A.flavus HIF,NULL,NULL,NULL
09SX0012_002s,09SX0012_002,09SX0012,09SX,Z006E0138,NULL,NULL,self,09SX0012_002,NULL,NULL,Z006E0138__002,NULL,8,A.flavus HIF,NULL,NULL,NULL
09SX0012_003s,09SX0012_003,09SX0012,09SX,Z006E0138,NULL,NULL,self,09SX0012_003,NULL,NULL,Z006E0138__003,NULL,8,A.flavus HIF,NULL,NULL,NULL
09SX0012_004s,09SX0012_004,09SX0012,09SX,Z006E0138,NULL,NULL,self,09SX0012_004,NULL,NULL,Z006E0138__004,NULL,8,A.flavus HIF,NULL,NULL,NULL
09SX0012_005s,09SX0012_005,09SX0012,09SX,Z006E0138,NULL,NULL,self,09SX0012_005,NULL,NULL,Z006E0138__005,NULL,8,A.flavus HIF,NULL,NULL,NULL
09SX0012_006s,09SX0012_006,09SX0012,09SX,Z006E0138,NULL,NULL,self,09SX0012_006,NULL,NULL,Z006E0138__006,NULL,8,A.flavus HIF,NULL,NULL,NULL
09SX0012_007s,09SX0012_007,09SX0012,09SX,Z006E0138,NULL,NULL,self,09SX0012_007,NULL,NULL,Z006E0138__007,NULL,8,A.flavus HIF,NULL,NULL,NULL
09SX0012_008s,09SX0012_008,09SX0012,09SX,Z006E0138,NULL,NULL,self,09SX0012_008,NULL,NULL,Z006E0138__008,NULL,8,A.flavus HIF,NULL,NULL,NULL
09SX0012_009s,09SX0012_009,09SX0012,09SX,Z006E0138,NULL,NULL,self,09SX0012_009,NULL,NULL,Z006E0138__009,NULL,8,A.flavus HIF,NULL,NULL,NULL
09SX0012_010s,09SX0012_010,09SX0012,09SX,Z006E0138,NULL,NULL,self,09SX0012_010,NULL,NULL,Z006E0138__010,NULL,8,A.flavus HIF,NULL,NULL,NULL
09SX0012_011s,09SX0012_011,09SX0012,09SX,Z006E0138,NULL,NULL,self,09SX0012_011,NULL,NULL,Z006E0138__011,NULL,8,A.flavus HIF,NULL,NULL,NULL
09SX0012_012s,09SX0012_012,09SX0012,09SX,Z006E0138,NULL,NULL,self,09SX0012_012,NULL,NULL,Z006E0138__012,NULL,8,A.flavus HIF,NULL,NULL,NULL
09SX0012_013s,09SX0012_013,09SX0012,09SX,Z006E0138,NULL,NULL,self,09SX0012_013,NULL,NULL,Z006E0138__013,NULL,8,A.flavus HIF,NULL,NULL,NULL
09SX0012_014s,09SX0012_014,09SX0012,09SX,Z006E0138,NULL,NULL,self,09SX0012_014,NULL,NULL,Z006E0138__014,NULL,8,A.flavus HIF,NULL,NULL,NULL
09SX0013_001s,09SX0013_001,09SX0013,09SX,Z006E0195,NULL,NULL,self,09SX0013_001,NULL,NULL,Z006E0195__001,NULL,8,A.flavus HIF,NULL,NULL,NULL
09SX0013_002s,09SX0013_002,09SX0013,09SX,Z006E0195,NULL,NULL,self,09SX0013_002,NULL,NULL,Z006E0195__002,NULL,8,A.flavus HIF,NULL,NULL,NULL
09SX0013_003s,09SX0013_003,09SX0013,09SX,Z006E0195,NULL,NULL,self,09SX0013_003,NULL,NULL,Z006E0195__003,NULL,8,A.flavus HIF,NULL,NULL,NULL
09SX0013_004s,09SX0013_004,09SX0013,09SX,Z006E0195,NULL,NULL,self,09SX0013_004,NULL,NULL,Z006E0195__004,NULL,8,A.flavus HIF,NULL,NULL,NULL
09SX0013_005s,09SX0013_005,09SX0013,09SX,Z006E0195,NULL,NULL,self,09SX0013_005,NULL,NULL,Z006E0195__005,NULL,8,A.flavus HIF,NULL,NULL,NULL
09SX0013_006s,09SX0013_006,09SX0013,09SX,Z006E0195,NULL,NULL,self,09SX0013_006,NULL,NULL,Z006E0195__006,NULL,8,A.flavus HIF,NULL,NULL,NULL
09SX0013_007s,09SX0013_007,09SX0013,09SX,Z006E0195,NULL,NULL,self,09SX0013_007,NULL,NULL,Z006E0195__007,NULL,8,A.flavus HIF,NULL,NULL,NULL
09SX0013_008s,09SX0013_008,09SX0013,09SX,Z006E0195,NULL,NULL,self,09SX0013_008,NULL,NULL,Z006E0195__008,NULL,8,A.flavus HIF,NULL,NULL,NULL
09SX0013_009s,09SX0013_009,09SX0013,09SX,Z006E0195,NULL,NULL,self,09SX0013_009,NULL,NULL,Z006E0195__009,NULL,8,A.flavus HIF,NULL,NULL,NULL
09SX0013_010s,09SX0013_010,09SX0013,09SX,Z006E0195,NULL,NULL,self,09SX0013_010,NULL,NULL,Z006E0195__010,NULL,8,A.flavus HIF,NULL,NULL,NULL
09SX0014_001s,09SX0014_001,09SX0014,09SX,Z006E0197,NULL,NULL,self,09SX0014_001,NULL,NULL,Z006E0197__001,NULL,8,A.flavus HIF,NULL,NULL,NULL
09SX0014_002s,09SX0014_002,09SX0014,09SX,Z006E0197,NULL,NULL,self,09SX0014_002,NULL,NULL,Z006E0197__002,NULL,8,A.flavus HIF,NULL,NULL,NULL
09SX0014_003s,09SX0014_003,09SX0014,09SX,Z006E0197,NULL,NULL,self,09SX0014_003,NULL,NULL,Z006E0197__003,NULL,8,A.flavus HIF,NULL,NULL,NULL
09SX0014_004s,09SX0014_004,09SX0014,09SX,Z006E0197,NULL,NULL,self,09SX0014_004,NULL,NULL,Z006E0197__004,NULL,8,A.flavus HIF,NULL,NULL,NULL
09SX0014_005s,09SX0014_005,09SX0014,09SX,Z006E0197,NULL,NULL,self,09SX0014_005,NULL,NULL,Z006E0197__005,NULL,8,A.flavus HIF,NULL,NULL,NULL
09SX0014_006s,09SX0014_006,09SX0014,09SX,Z006E0197,NULL,NULL,self,09SX0014_006,NULL,NULL,Z006E0197__006,NULL,8,A.flavus HIF,NULL,NULL,NULL
09SX0014_007s,09SX0014_007,09SX0014,09SX,Z006E0197,NULL,NULL,self,09SX0014_007,NULL,NULL,Z006E0197__007,NULL,8,A.flavus HIF,NULL,NULL,NULL
09SX0014_008s,09SX0014_008,09SX0014,09SX,Z006E0197,NULL,NULL,self,09SX0014_008,NULL,NULL,Z006E0197__008,NULL,8,A.flavus HIF,NULL,NULL,NULL
09SX0014_009s,09SX0014_009,09SX0014,09SX,Z006E0197,NULL,NULL,self,09SX0014_009,NULL,NULL,Z006E0197__009,NULL,8,A.flavus HIF,NULL,NULL,NULL
09SX0014_010s,09SX0014_010,09SX0014,09SX,Z006E0197,NULL,NULL,self,09SX0014_010,NULL,NULL,Z006E0197__010,NULL,8,A.flavus HIF,NULL,NULL,NULL
09SX0014_011s,09SX0014_011,09SX0014,09SX,Z006E0197,NULL,NULL,self,09SX0014_011,NULL,NULL,Z006E0197__011,NULL,8,A.flavus HIF,NULL,NULL,NULL
