12CH0001_001s,12CH0001_001,12CH0001,12CH,NULL,NULL,UFMu-00003_01,self,NULL,NULL,NULL,(UFMu-00003)S1,NULL,34,NULL,NULL,NULL,NULL
12CH0001_002s,12CH0001_002,12CH0001,12CH,NULL,NULL,UFMu-00003_02,self,NULL,NULL,NULL,(UFMu-00003)S1,NULL,34,NULL,NULL,NULL,NULL
12CH0001_003s,12CH0001_003,12CH0001,12CH,NULL,NULL,UFMu-00003_03,self,NULL,NULL,NULL,(UFMu-00003)S1,NULL,34,NULL,NULL,NULL,NULL
12CH0001_004s,12CH0001_004,12CH0001,12CH,NULL,NULL,UFMu-00003_04,self,NULL,NULL,NULL,(UFMu-00003)S1,NULL,34,NULL,NULL,NULL,NULL
12CH0002_001s,12CH0002_001,12CH0002,12CH,NULL,NULL,UFMu-00291_01,self,NULL,NULL,NULL,(UFMu-00291)S1,NULL,34,NULL,NULL,NULL,NULL
12CH0002_002s,12CH0002_002,12CH0002,12CH,NULL,NULL,UFMu-00291_02,self,NULL,NULL,NULL,(UFMu-00291)S1,NULL,34,NULL,NULL,NULL,NULL
12CH0002_003s,12CH0002_003,12CH0002,12CH,NULL,NULL,UFMu-00291_03,self,NULL,NULL,NULL,(UFMu-00291)S1,NULL,34,NULL,NULL,NULL,NULL
12CH0002_004s,12CH0002_004,12CH0002,12CH,NULL,NULL,UFMu-00291_04,self,NULL,NULL,NULL,(UFMu-00291)S1,NULL,34,NULL,NULL,NULL,NULL
12CH0002_005s,12CH0002_005,12CH0002,12CH,NULL,NULL,UFMu-00291_05,self,NULL,NULL,NULL,(UFMu-00291)S1,NULL,34,NULL,NULL,NULL,NULL
12CH0002_006s,12CH0002_006,12CH0002,12CH,NULL,NULL,UFMu-00291_06,self,NULL,NULL,NULL,(UFMu-00291)S1,NULL,34,NULL,NULL,NULL,NULL
12CH0002_007s,12CH0002_007,12CH0002,12CH,NULL,NULL,UFMu-00291_07,self,NULL,NULL,NULL,(UFMu-00291)S1,NULL,34,NULL,NULL,NULL,NULL
12CH0002_008s,12CH0002_008,12CH0002,12CH,NULL,NULL,UFMu-00291_08,self,NULL,NULL,NULL,(UFMu-00291)S1,NULL,34,NULL,NULL,NULL,NULL
12CH0002_009s,12CH0002_009,12CH0002,12CH,NULL,NULL,UFMu-00291_09,self,NULL,NULL,NULL,(UFMu-00291)S1,NULL,34,NULL,NULL,NULL,NULL
12CH0002_010s,12CH0002_010,12CH0002,12CH,NULL,NULL,UFMu-00291_10,self,NULL,NULL,NULL,(UFMu-00291)S1,NULL,34,NULL,NULL,NULL,NULL
12CH0003_001s,12CH0003_001,12CH0003,12CH,NULL,NULL,UFMu-00317_01,self,NULL,NULL,NULL,(UFMu-00317)S1,NULL,34,NULL,NULL,NULL,NULL
12CH0003_002s,12CH0003_002,12CH0003,12CH,NULL,NULL,UFMu-00317_02,self,NULL,NULL,NULL,(UFMu-00317)S1,NULL,34,NULL,NULL,NULL,NULL
12CH0003_003s,12CH0003_003,12CH0003,12CH,NULL,NULL,UFMu-00317_03,self,NULL,NULL,NULL,(UFMu-00317)S1,NULL,34,NULL,NULL,NULL,NULL
12CH0003_004s,12CH0003_004,12CH0003,12CH,NULL,NULL,UFMu-00317_04,self,NULL,NULL,NULL,(UFMu-00317)S1,NULL,34,NULL,NULL,NULL,NULL
12CH0003_005s,12CH0003_005,12CH0003,12CH,NULL,NULL,UFMu-00317_05,self,NULL,NULL,NULL,(UFMu-00317)S1,NULL,34,NULL,NULL,NULL,NULL
12CH0003_006s,12CH0003_006,12CH0003,12CH,NULL,NULL,UFMu-00317_06,self,NULL,NULL,NULL,(UFMu-00317)S1,NULL,34,NULL,NULL,NULL,NULL
