05FL0482,482,05FL,357_09G_03H_2_S1,NULL,NULL,YW,NULL,NULL,NULL,NULL,10,NULL,na,self,IBM_HIFs,0
05FL0483,483,05FL,357_09G_03H_3_S1,NULL,NULL,YW,NULL,NULL,NULL,NULL,10,NULL,na,self,IBM_HIFs,0
05FL0484,484,05FL,357_09G_07H_3_S1(1)+(2),NULL,NULL,YW,NULL,NULL,NULL,NULL,10,NULL,na,self,IBM_HIFs,0
05FL0485,485,05FL,357_09G_08H_3_S1(1)+(2),NULL,NULL,YW,NULL,NULL,NULL,NULL,10,NULL,na,self,IBM_HIFs,0
05FL0486,486,05FL,BRA051501,NULL,NULL,YW,NULL,NULL,NULL,NULL,10,NULL,na,sib,increase,0
05FL0487,487,05FL,CML103,NULL,NULL,YW,NULL,NULL,NULL,NULL,10,NULL,na,sib,increase,0
05FL0488,488,05FL,IBM262,NULL,NULL,YW,NULL,NULL,NULL,NULL,10,NULL,na,sib,increase,0
05FL0489,489,05FL,IBM054,NULL,NULL,YW,NULL,NULL,NULL,NULL,10,NULL,na,sib,increase,0
05FL0490,490,05FL,M162W,NULL,NULL,YW,NULL,NULL,NULL,NULL,10,NULL,na,sib,increase,0
05FL0491,491,05FL,IBM262,NULL,NULL,YW,NULL,NULL,NULL,NULL,10,NULL,na,sib,increase,0
05FL0492,492,05FL,NC250,NULL,NULL,YW,NULL,NULL,NULL,NULL,10,NULL,na,sib,increase,0
05FL0493,493,05FL,NC250A,NULL,NULL,YW,NULL,NULL,NULL,NULL,10,NULL,na,sib,increase,0
05FL0494,494,05FL,NC292,NULL,NULL,YW,NULL,NULL,NULL,NULL,10,NULL,na,sib,increase,0
05FL0495,495,05FL,NC326,NULL,NULL,YW,NULL,NULL,NULL,NULL,10,NULL,na,sib,increase,0
05FL0496,496,05FL,NC328,NULL,NULL,YW,NULL,NULL,NULL,NULL,10,NULL,na,sib,increase,0
05FL0497,497,05FL,NC330,NULL,NULL,YW,NULL,NULL,NULL,NULL,10,NULL,na,sib,increase,0
05FL0498,498,05FL,NC350,NULL,NULL,YW,NULL,NULL,NULL,NULL,10,NULL,na,sib,increase,0
05FL0499,499,05FL,Tzi18,NULL,NULL,YW,NULL,NULL,NULL,NULL,10,NULL,na,sib,increase,0
05FL0500,500,05FL,Tzi3,NULL,NULL,YW,NULL,NULL,NULL,NULL,10,NULL,na,sib,increase,0
05FL0501,501,05FL,Tzi8,NULL,NULL,YW,NULL,NULL,NULL,NULL,10,NULL,na,sib,increase,0
05FL0502,502,05FL,Tzi10,NULL,NULL,YW,NULL,NULL,NULL,NULL,10,NULL,na,sib,increase,0
05FL0503,503,05FL,CML389,NULL,NULL,YW,NULL,NULL,NULL,NULL,10,NULL,na,male,MDR,0
05FL0504,504,05FL,CML388,NULL,NULL,YW,NULL,NULL,NULL,NULL,10,NULL,na,male,MDR,0
05FL0505,505,05FL,Tzi18,NULL,NULL,YW,NULL,NULL,NULL,NULL,10,NULL,na,male,MDR,0
05FL0506,506,05FL,BRA051501,NULL,NULL,YW,NULL,NULL,NULL,NULL,10,NULL,na,male,MDR,0
05FL0507,507,05FL,CML384,NULL,NULL,YW,NULL,NULL,NULL,NULL,10,NULL,na,male,MDR,0
05FL0508,508,05FL,XL380,NULL,NULL,YW,NULL,NULL,NULL,NULL,10,NULL,na,male,MDR,0
05FL0509,509,05FL,CML202,NULL,NULL,YW,NULL,NULL,NULL,NULL,10,NULL,na,male,MDR,0
05FL0510,510,05FL,CML197,NULL,NULL,YW,NULL,NULL,NULL,NULL,10,NULL,na,male,MDR,0
05FL0511,511,05FL,CML391,NULL,NULL,YW,NULL,NULL,NULL,NULL,10,NULL,na,male,MDR,0
05FL0512,512,05FL,CML387,NULL,NULL,YW,NULL,NULL,NULL,NULL,10,NULL,na,male,MDR,0
05FL0513,513,05FL,CML395,NULL,NULL,YW,NULL,NULL,NULL,NULL,10,NULL,na,male,MDR,0
05FL0514,514,05FL,DK888,NULL,NULL,YW,NULL,NULL,NULL,NULL,10,NULL,na,male,MDR,0
05FL0515,515,05FL,DominicanRepublic150,NULL,NULL,YW,NULL,NULL,NULL,NULL,10,NULL,na,male,MDR,0
05FL0516,516,05FL,B73,NULL,NULL,135sib,NULL,NULL,NULL,NULL,10,NULL,na,female,MDR,0
05FL0517,517,05FL,B73,NULL,NULL,135sib,NULL,NULL,NULL,NULL,10,NULL,na,female,MDR,0
05FL0518,518,05FL,B73,NULL,NULL,135sib,NULL,NULL,NULL,NULL,10,NULL,na,female,MDR,0
05FL0519,519,05FL,B73,NULL,NULL,135sib,NULL,NULL,NULL,NULL,10,NULL,D5,female,MDR,0
05FL0520,520,05FL,B73,NULL,NULL,135sib,NULL,NULL,NULL,NULL,10,NULL,D5,female,MDR,0
05FL0521,521,05FL,B73,NULL,NULL,135sib,NULL,NULL,NULL,NULL,10,NULL,D5,female,MDR,0
05FL0522,522,05FL,B73,NULL,NULL,135sib,NULL,NULL,NULL,NULL,10,NULL,D5,female,MDR,0
05FL0523,523,05FL,B73,NULL,NULL,135sib,NULL,NULL,NULL,NULL,10,NULL,D10,female,MDR,0
05FL0524,524,05FL,B73,NULL,NULL,135sib,NULL,NULL,NULL,NULL,10,NULL,D10,female,MDR,0
05FL0525,525,05FL,B73,NULL,NULL,135sib,NULL,NULL,NULL,NULL,10,NULL,D10,female,MDR,0
05FL0526,526,05FL,Pa9102:369-370,NULL,NULL,R. Wisser,NULL,NULL,NULL,NULL,10,NULL,NULL,sib,Ht differentials,0
05FL0527,527,05FL,Pa91Ht102:371-372,NULL,NULL,R. Wisser,NULL,NULL,NULL,NULL,10,NULL,NULL,sib,Ht differentials,0
05FL0528,528,05FL,Pa91Ht202:373-374,NULL,NULL,R. Wisser,NULL,NULL,NULL,NULL,10,NULL,NULL,sib,Ht differentials,0
05FL0529,529,05FL,Pa91Ht302:375-376,NULL,NULL,R. Wisser,NULL,NULL,NULL,NULL,10,NULL,NULL,sib,Ht differentials,0
05FL0530,530,05FL,B688175-5,NULL,NULL,R. Wisser,NULL,NULL,NULL,NULL,10,NULL,NULL,sib,Ht differentials,0
05FL0531,531,05FL,B68HtN02:377-378,NULL,NULL,R. Wisser,NULL,NULL,NULL,NULL,10,NULL,NULL,sib,Ht differentials,0
05FL0532,532,05FL,B73,NULL,NULL,135sib,NULL,NULL,NULL,NULL,10,NULL,NULL,sib,P30_Et4 #32 BC,0
05FL0533,533,05FL,B73,NULL,NULL,135sib,NULL,NULL,NULL,NULL,10,NULL,D5,sib,P30_Et4 #32 BC,0
05FL0534,534,05FL,B73/32-2,NULL,NULL,R. Wisser,NULL,NULL,NULL,NULL,10,NULL,D5,female_(B73 male),P30_Et4 #32 BC,0
05FL0535,535,05FL,B73/32-6,NULL,NULL,R. Wisser,NULL,NULL,NULL,NULL,10,NULL,D5,female_(B73 male),P30_Et4 #32 BC,0
05FL0536,536,05FL,B73/32-9,NULL,NULL,R. Wisser,NULL,NULL,NULL,NULL,10,NULL,D5,female_(B73 male),P30_Et4 #32 BC,0
05FL0537,537,05FL,B73/32-15,NULL,NULL,R. Wisser,NULL,NULL,NULL,NULL,10,NULL,D5,female_(B73 male),P30_Et4 #32 BC,0
05FL0538,538,05FL,B73/32-18,NULL,NULL,R. Wisser,NULL,NULL,NULL,NULL,10,NULL,D5,female_(B73 male),P30_Et4 #32 BC,0
05FL0539,539,05FL,B73/32-19,NULL,NULL,R. Wisser,NULL,NULL,NULL,NULL,10,NULL,D5,female_(B73 male),P30_Et4 #32 BC,0
05FL0540,540,05FL,B73/32-20,NULL,NULL,R. Wisser,NULL,NULL,NULL,NULL,10,NULL,D5,female_(B73 male),P30_Et4 #32 BC,0
05FL0541,541,05FL,B73/32-24,NULL,NULL,R. Wisser,NULL,NULL,NULL,NULL,10,NULL,D5,female_(B73 male),P30_Et4 #32 BC,0
05FL0542,542,05FL,B73/32-25,NULL,NULL,R. Wisser,NULL,NULL,NULL,NULL,10,NULL,D5,female_(B73 male),P30_Et4 #32 BC,0
05FL0543,543,05FL,B73/32-28,NULL,NULL,R. Wisser,NULL,NULL,NULL,NULL,10,NULL,D5,female_(B73 male),P30_Et4 #32 BC,0
05FL0544,544,05FL,B73/32-30,NULL,NULL,R. Wisser,NULL,NULL,NULL,NULL,10,NULL,D5,female_(B73 male),P30_Et4 #32 BC,0
05FL0545,545,05FL,B73/32-36,NULL,NULL,R. Wisser,NULL,NULL,NULL,NULL,10,NULL,D5,female_(B73 male),P30_Et4 #32 BC,0
05FL0546,546,05FL,IBM262,NULL,NULL,R. Wisser,NULL,NULL,NULL,NULL,10,NULL,NULL,sib,P30_Et4 #32 BC,0
05FL0547,547,05FL,IBM262,NULL,NULL,R. Wisser,NULL,NULL,NULL,NULL,10,NULL,D5,sib,P30_Et4 #32 BC,0
05FL0548,548,05FL,B73/32-2,NULL,NULL,R. Wisser,NULL,NULL,NULL,NULL,10,NULL,D5,female_(IBM262 male),P30_Et4 #32 BC,0
05FL0549,549,05FL,B73/32-6,NULL,NULL,R. Wisser,NULL,NULL,NULL,NULL,10,NULL,D5,female_(IBM262 male),P30_Et4 #32 BC,0
05FL0550,550,05FL,B73/32-9,NULL,NULL,R. Wisser,NULL,NULL,NULL,NULL,10,NULL,D5,female_(IBM262 male),P30_Et4 #32 BC,0
05FL0551,551,05FL,B73/32-15,NULL,NULL,R. Wisser,NULL,NULL,NULL,NULL,10,NULL,D5,female_(IBM262 male),P30_Et4 #32 BC,0
05FL0552,552,05FL,B73/32-18,NULL,NULL,R. Wisser,NULL,NULL,NULL,NULL,10,NULL,D5,female_(IBM262 male),P30_Et4 #32 BC,0
05FL0553,553,05FL,B73/32-19,NULL,NULL,R. Wisser,NULL,NULL,NULL,NULL,10,NULL,D5,female_(IBM262 male),P30_Et4 #32 BC,0
05FL0554,554,05FL,B73/32-24,NULL,NULL,R. Wisser,NULL,NULL,NULL,NULL,10,NULL,D5,female_(IBM262 male),P30_Et4 #32 BC,0
05FL0555,555,05FL,B73/32-25,NULL,NULL,R. Wisser,NULL,NULL,NULL,NULL,10,NULL,D5,female_(IBM262 male),P30_Et4 #32 BC,0
05FL0556,556,05FL,B73/32-28,NULL,NULL,R. Wisser,NULL,NULL,NULL,NULL,10,NULL,D5,female_(IBM262 male),P30_Et4 #32 BC,0
05FL0557,557,05FL,B73/32-30,NULL,NULL,R. Wisser,NULL,NULL,NULL,NULL,10,NULL,D5,female_(IBM262 male),P30_Et4 #32 BC,0
05FL0558,558,05FL,B73/32-36,NULL,NULL,R. Wisser,NULL,NULL,NULL,NULL,10,NULL,D5,female_(IBM262 male),P30_Et4 #32 BC,0
05FL0559,559,05FL,B73,NULL,NULL,135sib,NULL,NULL,NULL,NULL,10,NULL,NULL,sib,P30_Et1 #29 BC,0
05FL0560,560,05FL,B73,NULL,NULL,135sib,NULL,NULL,NULL,NULL,10,NULL,D5,sib,P30_Et1 #29 BC,0
05FL0561,561,05FL,B73/29-1,NULL,NULL,R. Wisser,NULL,NULL,NULL,NULL,10,NULL,D5,female_(B73 male),P30_Et1 #29 BC,0
05FL0562,562,05FL,B73/29-2,NULL,NULL,R. Wisser,NULL,NULL,NULL,NULL,10,NULL,D5,female_(B73 male),P30_Et1 #29 BC,0
05FL0563,563,05FL,B73/29-3,NULL,NULL,R. Wisser,NULL,NULL,NULL,NULL,10,NULL,D5,female_(B73 male),P30_Et1 #29 BC,0
05FL0564,564,05FL,B73/29-4,NULL,NULL,R. Wisser,NULL,NULL,NULL,NULL,10,NULL,D5,female_(B73 male),P30_Et1 #29 BC,0
05FL0565,565,05FL,B73/29-5,NULL,NULL,R. Wisser,NULL,NULL,NULL,NULL,10,NULL,D5,female_(B73 male),P30_Et1 #29 BC,0
05FL0566,566,05FL,B73/29-6,NULL,NULL,R. Wisser,NULL,NULL,NULL,NULL,10,NULL,D5,female_(B73 male),P30_Et1 #29 BC,0
05FL0567,567,05FL,B73/29-11,NULL,NULL,R. Wisser,NULL,NULL,NULL,NULL,10,NULL,D5,female_(B73 male),P30_Et1 #29 BC,0
05FL0568,568,05FL,B73/29-12,NULL,NULL,R. Wisser,NULL,NULL,NULL,NULL,10,NULL,D5,female_(B73 male),P30_Et1 #29 BC,0
05FL0569,569,05FL,B73/29-13,NULL,NULL,R. Wisser,NULL,NULL,NULL,NULL,10,NULL,D5,female_(B73 male),P30_Et1 #29 BC,0
05FL0570,570,05FL,B73/29-14,NULL,NULL,R. Wisser,NULL,NULL,NULL,NULL,10,NULL,D5,female_(B73 male),P30_Et1 #29 BC,0
05FL0571,571,05FL,B73/29-15,NULL,NULL,R. Wisser,NULL,NULL,NULL,NULL,10,NULL,D5,female_(B73 male),P30_Et1 #29 BC,0
05FL0572,572,05FL,B73/29-17,NULL,NULL,R. Wisser,NULL,NULL,NULL,NULL,10,NULL,D5,female_(B73 male),P30_Et1 #29 BC,0
05FL0573,573,05FL,B73/29-18,NULL,NULL,R. Wisser,NULL,NULL,NULL,NULL,10,NULL,D5,female_(B73 male),P30_Et1 #29 BC,0
05FL0574,574,05FL,B73/29-20,NULL,NULL,R. Wisser,NULL,NULL,NULL,NULL,10,NULL,D5,female_(B73 male),P30_Et1 #29 BC,0
05FL0575,575,05FL,B73/29-23,NULL,NULL,R. Wisser,NULL,NULL,NULL,NULL,10,NULL,D5,female_(B73 male),P30_Et1 #29 BC,0
05FL0576,576,05FL,B73/29-24,NULL,NULL,R. Wisser,NULL,NULL,NULL,NULL,10,NULL,D5,female_(B73 male),P30_Et1 #29 BC,0
05FL0577,577,05FL,B73/29-25,NULL,NULL,R. Wisser,NULL,NULL,NULL,NULL,10,NULL,D5,female_(B73 male),P30_Et1 #29 BC,0
05FL0578,578,05FL,B73/29-27,NULL,NULL,R. Wisser,NULL,NULL,NULL,NULL,10,NULL,D5,female_(B73 male),P30_Et1 #29 BC,0
05FL0579,579,05FL,B73/29-28,NULL,NULL,R. Wisser,NULL,NULL,NULL,NULL,10,NULL,D5,female_(B73 male),P30_Et1 #29 BC,0
05FL0580,580,05FL,B73/29-30,NULL,NULL,R. Wisser,NULL,NULL,NULL,NULL,10,NULL,D5,female_(B73 male),P30_Et1 #29 BC,0
05FL0581,581,05FL,B73/29-34,NULL,NULL,R. Wisser,NULL,NULL,NULL,NULL,10,NULL,D5,female_(B73 male),P30_Et1 #29 BC,0
05FL0582,582,05FL,B73/29-35,NULL,NULL,R. Wisser,NULL,NULL,NULL,NULL,10,NULL,D5,female_(B73 male),P30_Et1 #29 BC,0
05FL0583,583,05FL,B73/29-36,NULL,NULL,R. Wisser,NULL,NULL,NULL,NULL,10,NULL,D5,female_(B73 male),P30_Et1 #29 BC,0
05FL0584,584,05FL,B73/29-37,NULL,NULL,R. Wisser,NULL,NULL,NULL,NULL,10,NULL,D5,female_(B73 male),P30_Et1 #29 BC,0
05FL0585,585,05FL,B73/29-39,NULL,NULL,R. Wisser,NULL,NULL,NULL,NULL,10,NULL,D5,female_(B73 male),P30_Et1 #29 BC,0
05FL0586,586,05FL,B73/29-41,NULL,NULL,R. Wisser,NULL,NULL,NULL,NULL,10,NULL,D5,female_(B73 male),P30_Et1 #29 BC,0
05FL0587,587,05FL,B73/29-42,NULL,NULL,R. Wisser,NULL,NULL,NULL,NULL,10,NULL,D5,female_(B73 male),P30_Et1 #29 BC,0
05FL0588,588,05FL,B73/29-44,NULL,NULL,R. Wisser,NULL,NULL,NULL,NULL,10,NULL,D5,female_(B73 male),P30_Et1 #29 BC,0
