13GS0035,35,13GS,Pa91^Ht1,NULL,12SH0019_001s,NULL,NULL,St1035x,1,NULL,NULL,NULL,NULL,NULL,plot=isolate_id,8
13GS0036,36,13GS,Pa91^Ht1,NULL,12SH0019_001s,NULL,NULL,St1036x,1,NULL,NULL,NULL,NULL,NULL,plot=isolate_id,8
13GS0037,37,13GS,Pa91^Ht1,NULL,12SH0019_001s,NULL,NULL,St1037x,1,NULL,NULL,NULL,NULL,NULL,plot=isolate_id,8
13GS0038,38,13GS,Pa91^Ht1,NULL,12SH0019_001s,NULL,NULL,St1038x,1,NULL,NULL,NULL,NULL,NULL,plot=isolate_id,8
13GS0039,39,13GS,Pa91^Ht1,NULL,12SH0019_001s,NULL,NULL,St1039x,1,NULL,NULL,NULL,NULL,NULL,plot=isolate_id,8
13GS0040,40,13GS,Pa91^Ht1,NULL,12SH0019_001s,NULL,NULL,St1040x,1,NULL,NULL,NULL,NULL,NULL,plot=isolate_id,8
13GS0041,41,13GS,Pa91^Ht1,NULL,12SH0019_001s,NULL,NULL,St1041x,1,NULL,NULL,NULL,NULL,NULL,plot=isolate_id,8
13GS0042,42,13GS,Pa91^Ht1,NULL,12SH0019_001s,NULL,NULL,St1042x,1,NULL,NULL,NULL,NULL,NULL,plot=isolate_id,8
13GS0043,43,13GS,Pa91^Ht1,NULL,12SH0019_001s,NULL,NULL,St1043x,1,NULL,NULL,NULL,NULL,NULL,plot=isolate_id,8
13GS0044,44,13GS,Pa91^Ht1,NULL,12SH0019_001s,NULL,NULL,St1044x,1,NULL,NULL,NULL,NULL,NULL,plot=isolate_id,8
13GS0045,45,13GS,Pa91^Ht1,NULL,12SH0019_001s,NULL,NULL,St1045x,1,NULL,NULL,NULL,NULL,NULL,plot=isolate_id,8
13GS0046,46,13GS,Pa91^Ht1,NULL,12SH0019_001s,NULL,NULL,St1046x,1,NULL,NULL,NULL,NULL,NULL,plot=isolate_id,8
13GS0047,47,13GS,Pa91^Ht1,NULL,12SH0019_001s,NULL,NULL,St1047x,1,NULL,NULL,NULL,NULL,NULL,plot=isolate_id,8
13GS0048,48,13GS,Pa91^Ht1,NULL,12SH0019_001s,NULL,NULL,St1048x,1,NULL,NULL,NULL,NULL,NULL,plot=isolate_id,8
13GS0049,49,13GS,Pa91^Ht1,NULL,12SH0019_001s,NULL,NULL,St1049x,1,NULL,NULL,NULL,NULL,NULL,plot=isolate_id,8
13GS0050,50,13GS,Pa91^Ht1,NULL,12SH0019_001s,NULL,NULL,St1050x,1,NULL,NULL,NULL,NULL,NULL,plot=isolate_id,8
13GS0051,51,13GS,Pa91^Ht1,NULL,12SH0019_001s,NULL,NULL,St1051x,1,NULL,NULL,NULL,NULL,NULL,plot=isolate_id,8
13GS0052,52,13GS,Pa91^Ht1,NULL,12SH0019_001s,NULL,NULL,St1052x,1,NULL,NULL,NULL,NULL,NULL,plot=isolate_id,8
13GS0053,53,13GS,Pa91^Ht1,NULL,12SH0019_001s,NULL,NULL,St1053x,1,NULL,NULL,NULL,NULL,NULL,plot=isolate_id,8
13GS0054,54,13GS,Pa91^Ht1,NULL,12SH0019_001s,NULL,NULL,St1054x,1,NULL,NULL,NULL,NULL,NULL,plot=isolate_id,8
13GS0055,55,13GS,Pa91^Ht1,NULL,12SH0019_001s,NULL,NULL,St1055x,1,NULL,NULL,NULL,NULL,NULL,plot=isolate_id,8
13GS0056,56,13GS,Pa91^Ht1,NULL,12SH0019_001s,NULL,NULL,St1056x,1,NULL,NULL,NULL,NULL,NULL,plot=isolate_id,8
13GS0057,57,13GS,Pa91^Ht1,NULL,12SH0019_001s,NULL,NULL,St1057x,1,NULL,NULL,NULL,NULL,NULL,plot=isolate_id,8
13GS0058,58,13GS,Pa91^Ht1,NULL,12SH0019_001s,NULL,NULL,St1058x,1,NULL,NULL,NULL,NULL,NULL,plot=isolate_id,8
13GS0059,59,13GS,Pa91^Ht1,NULL,12SH0019_001s,NULL,NULL,St1059x,1,NULL,NULL,NULL,NULL,NULL,plot=isolate_id,8
13GS0060,60,13GS,Pa91^Ht1,NULL,12SH0019_001s,NULL,NULL,St1060x,1,NULL,NULL,NULL,NULL,NULL,plot=isolate_id,8
13GS0061,61,13GS,Pa91^Ht1,NULL,12SH0019_001s,NULL,NULL,St1061x,1,NULL,NULL,NULL,NULL,NULL,plot=isolate_id,8
13GS0062,62,13GS,Pa91^Ht1,NULL,12SH0019_001s,NULL,NULL,St1062x,1,NULL,NULL,NULL,NULL,NULL,plot=isolate_id,8
13GS0063,63,13GS,Pa91^Ht1,NULL,12SH0019_001s,NULL,NULL,St1063x,1,NULL,NULL,NULL,NULL,NULL,plot=isolate_id,8
13GS0064,64,13GS,Pa91^Ht1,NULL,12SH0019_001s,NULL,NULL,St1064x,1,NULL,NULL,NULL,NULL,NULL,plot=isolate_id,8
13GS0065,65,13GS,Pa91^Ht1,NULL,12SH0019_001s,NULL,NULL,St1065x,1,NULL,NULL,NULL,NULL,NULL,plot=isolate_id,8
13GS0066,66,13GS,Pa91^Ht1,NULL,12SH0019_001s,NULL,NULL,St1066x,1,NULL,NULL,NULL,NULL,NULL,plot=isolate_id,8
13GS0067,67,13GS,Pa91^Ht1,NULL,12SH0019_001s,NULL,NULL,St1067x,1,NULL,NULL,NULL,NULL,NULL,plot=isolate_id,8
13GS0068,68,13GS,Pa91^Ht1,NULL,12SH0019_001s,NULL,NULL,St1068x,1,NULL,NULL,NULL,NULL,NULL,plot=isolate_id,8
13GS0069,69,13GS,Pa91^Ht1,NULL,12SH0019_001s,NULL,NULL,St1069x,1,NULL,NULL,NULL,NULL,NULL,plot=isolate_id,8
13GS0070,70,13GS,Pa91^Ht1,NULL,12SH0019_001s,NULL,NULL,St1070x,1,NULL,NULL,NULL,NULL,NULL,plot=isolate_id,8
13GS0071,71,13GS,Pa91^Ht1,NULL,12SH0019_001s,NULL,NULL,St1071x,1,NULL,NULL,NULL,NULL,NULL,plot=isolate_id,8
13GS0072,72,13GS,Pa91^Ht1,NULL,12SH0019_001s,NULL,NULL,St1072x,1,NULL,NULL,NULL,NULL,NULL,plot=isolate_id,8
13GS0073,73,13GS,Pa91^Ht1,NULL,12SH0019_001s,NULL,NULL,St1073x,1,NULL,NULL,NULL,NULL,NULL,plot=isolate_id,8
13GS0074,74,13GS,Pa91^Ht1,NULL,12SH0019_001s,NULL,NULL,St0001i,1,NULL,NULL,NULL,NULL,NULL,plot=isolate_id,8
13GS0075,75,13GS,Pa91^Ht1,NULL,12SH0019_001s,NULL,NULL,St0016i,1,NULL,NULL,NULL,NULL,NULL,plot=isolate_id,8
13GS0076,76,13GS,Pa91^Ht1,NULL,12SH0019_001s,NULL,NULL,St1074x,2,NULL,NULL,NULL,NULL,NULL,plot=isolate_id,8
13GS0077,77,13GS,Pa91^Ht1,NULL,12SH0019_001s,NULL,NULL,St1075x,2,NULL,NULL,NULL,NULL,NULL,plot=isolate_id,8
13GS0078,78,13GS,Pa91^Ht1,NULL,12SH0019_001s,NULL,NULL,St1076x,2,NULL,NULL,NULL,NULL,NULL,plot=isolate_id,8
13GS0079,79,13GS,Pa91^Ht1,NULL,12SH0019_001s,NULL,NULL,St1077x,2,NULL,NULL,NULL,NULL,NULL,plot=isolate_id,8
13GS0080,80,13GS,Pa91^Ht1,NULL,12SH0019_001s,NULL,NULL,St1078x,2,NULL,NULL,NULL,NULL,NULL,plot=isolate_id,8
13GS0081,81,13GS,Pa91^Ht1,NULL,12SH0019_001s,NULL,NULL,St1079x,2,NULL,NULL,NULL,NULL,NULL,plot=isolate_id,8
13GS0082,82,13GS,Pa91^Ht1,NULL,12SH0019_001s,NULL,NULL,St1080x,2,NULL,NULL,NULL,NULL,NULL,plot=isolate_id,8
13GS0083,83,13GS,Pa91^Ht1,NULL,12SH0019_001s,NULL,NULL,St1081x,2,NULL,NULL,NULL,NULL,NULL,plot=isolate_id,8
13GS0084,84,13GS,Pa91^Ht1,NULL,12SH0019_001s,NULL,NULL,St1082x,2,NULL,NULL,NULL,NULL,NULL,plot=isolate_id,8
13GS0085,85,13GS,Pa91^Ht1,NULL,12SH0019_001s,NULL,NULL,St1083x,2,NULL,NULL,NULL,NULL,NULL,plot=isolate_id,8
13GS0086,86,13GS,Pa91^Ht1,NULL,12SH0019_001s,NULL,NULL,St1084x,2,NULL,NULL,NULL,NULL,NULL,plot=isolate_id,8
13GS0087,87,13GS,Pa91^Ht1,NULL,12SH0019_001s,NULL,NULL,St1085x,2,NULL,NULL,NULL,NULL,NULL,plot=isolate_id,8
13GS0088,88,13GS,Pa91^Ht1,NULL,12SH0019_001s,NULL,NULL,St1086x,2,NULL,NULL,NULL,NULL,NULL,plot=isolate_id,8
13GS0089,89,13GS,Pa91^Ht1,NULL,12SH0019_001s,NULL,NULL,St1087x,2,NULL,NULL,NULL,NULL,NULL,plot=isolate_id,8
13GS0090,90,13GS,Pa91^Ht1,NULL,12SH0019_001s,NULL,NULL,St1088x,2,NULL,NULL,NULL,NULL,NULL,plot=isolate_id,8
13GS0091,91,13GS,Pa91^Ht1,NULL,12SH0019_001s,NULL,NULL,St1089x,2,NULL,NULL,NULL,NULL,NULL,plot=isolate_id,8
13GS0092,92,13GS,Pa91^Ht1,NULL,12SH0019_001s,NULL,NULL,St1090x,2,NULL,NULL,NULL,NULL,NULL,plot=isolate_id,8
13GS0093,93,13GS,Pa91^Ht1,NULL,12SH0019_001s,NULL,NULL,St1091x,2,NULL,NULL,NULL,NULL,NULL,plot=isolate_id,8
13GS0094,94,13GS,Pa91^Ht1,NULL,12SH0019_001s,NULL,NULL,St1092x,2,NULL,NULL,NULL,NULL,NULL,plot=isolate_id,8
13GS0095,95,13GS,Pa91^Ht1,NULL,12SH0019_001s,NULL,NULL,St1093x,2,NULL,NULL,NULL,NULL,NULL,plot=isolate_id,8
13GS0096,96,13GS,Pa91^Ht1,NULL,12SH0019_001s,NULL,NULL,St1094x,2,NULL,NULL,NULL,NULL,NULL,plot=isolate_id,8
13GS0097,97,13GS,Pa91^Ht1,NULL,12SH0019_001s,NULL,NULL,St1095x,2,NULL,NULL,NULL,NULL,NULL,plot=isolate_id,8
13GS0098,98,13GS,Pa91^Ht1,NULL,12SH0019_001s,NULL,NULL,St1096x,2,NULL,NULL,NULL,NULL,NULL,plot=isolate_id,8
13GS0099,99,13GS,Pa91^Ht1,NULL,12SH0019_001s,NULL,NULL,St1097x,2,NULL,NULL,NULL,NULL,NULL,plot=isolate_id,8
13GS0100,100,13GS,Pa91^Ht1,NULL,12SH0019_001s,NULL,NULL,St1098x,2,NULL,NULL,NULL,NULL,NULL,plot=isolate_id,8
13GS0101,101,13GS,Pa91^Ht1,NULL,12SH0019_001s,NULL,NULL,St1099x,2,NULL,NULL,NULL,NULL,NULL,plot=isolate_id,8
13GS0102,102,13GS,Pa91^Ht1,NULL,12SH0019_001s,NULL,NULL,St1100x,2,NULL,NULL,NULL,NULL,NULL,plot=isolate_id,8
13GS0103,103,13GS,Pa91^Ht1,NULL,12SH0019_001s,NULL,NULL,St1101x,2,NULL,NULL,NULL,NULL,NULL,plot=isolate_id,8
13GS0104,104,13GS,Pa91^Ht1,NULL,12SH0019_001s,NULL,NULL,St1102x,2,NULL,NULL,NULL,NULL,NULL,plot=isolate_id,8
13GS0105,105,13GS,Pa91^Ht1,NULL,12SH0019_001s,NULL,NULL,St1103x,2,NULL,NULL,NULL,NULL,NULL,plot=isolate_id,8
13GS0106,106,13GS,Pa91^Ht1,NULL,12SH0019_001s,NULL,NULL,St1104x,2,NULL,NULL,NULL,NULL,NULL,plot=isolate_id,8
13GS0107,107,13GS,Pa91^Ht1,NULL,12SH0019_001s,NULL,NULL,St1105x,2,NULL,NULL,NULL,NULL,NULL,plot=isolate_id,8
13GS0108,108,13GS,Pa91^Ht1,NULL,12SH0019_001s,NULL,NULL,St1106x,2,NULL,NULL,NULL,NULL,NULL,plot=isolate_id,8
13GS0109,109,13GS,Pa91^Ht1,NULL,12SH0019_001s,NULL,NULL,St1107x,2,NULL,NULL,NULL,NULL,NULL,plot=isolate_id,8
13GS0110,110,13GS,Pa91^Ht1,NULL,12SH0019_001s,NULL,NULL,St1108x,2,NULL,NULL,NULL,NULL,NULL,plot=isolate_id,8
13GS0111,111,13GS,Pa91^Ht1,NULL,12SH0019_001s,NULL,NULL,St1109x,2,NULL,NULL,NULL,NULL,NULL,plot=isolate_id,8
13GS0112,112,13GS,Pa91^Ht1,NULL,12SH0019_001s,NULL,NULL,St1110x,2,NULL,NULL,NULL,NULL,NULL,plot=isolate_id,8
13GS0113,113,13GS,Pa91^Ht1,NULL,12SH0019_001s,NULL,NULL,St1111x,2,NULL,NULL,NULL,NULL,NULL,plot=isolate_id,8
13GS0114,114,13GS,Pa91^Ht1,NULL,12SH0019_001s,NULL,NULL,St1112x,2,NULL,NULL,NULL,NULL,NULL,plot=isolate_id,8
13GS0115,115,13GS,Pa91^Ht1,NULL,12SH0019_001s,NULL,NULL,St1113x,2,NULL,NULL,NULL,NULL,NULL,plot=isolate_id,8
13GS0116,116,13GS,Pa91^Ht1,NULL,12SH0019_001s,NULL,NULL,St1114x,2,NULL,NULL,NULL,NULL,NULL,plot=isolate_id,8
13GS0117,117,13GS,Pa91^Ht1,NULL,12SH0019_001s,NULL,NULL,St1115x,2,NULL,NULL,NULL,NULL,NULL,plot=isolate_id,8
13GS0118,118,13GS,Pa91^Ht1,NULL,12SH0019_001s,NULL,NULL,St1116x,2,NULL,NULL,NULL,NULL,NULL,plot=isolate_id,8
13GS0119,119,13GS,Pa91^Ht1,NULL,12SH0019_001s,NULL,NULL,St1117x,2,NULL,NULL,NULL,NULL,NULL,plot=isolate_id,8
13GS0120,120,13GS,Pa91^Ht1,NULL,12SH0019_001s,NULL,NULL,St1118x,2,NULL,NULL,NULL,NULL,NULL,plot=isolate_id,8
13GS0121,121,13GS,Pa91^Ht1,NULL,12SH0019_001s,NULL,NULL,St1119x,2,NULL,NULL,NULL,NULL,NULL,plot=isolate_id,8
13GS0122,122,13GS,Pa91^Ht1,NULL,12SH0019_001s,NULL,NULL,St1120x,2,NULL,NULL,NULL,NULL,NULL,plot=isolate_id,8
13GS0123,123,13GS,Pa91^Ht1,NULL,12SH0019_003s,NULL,NULL,St1121x,2,NULL,NULL,NULL,NULL,NULL,plot=isolate_id,8
13GS0124,124,13GS,Pa91^Ht1,NULL,12SH0019_003s,NULL,NULL,St1122x,2,NULL,NULL,NULL,NULL,NULL,plot=isolate_id,8
13GS0125,125,13GS,Pa91^Ht1,NULL,12SH0019_003s,NULL,NULL,St1123x,2,NULL,NULL,NULL,NULL,NULL,plot=isolate_id,8
13GS0126,126,13GS,Pa91^Ht1,NULL,12SH0019_003s,NULL,NULL,St1124x,2,NULL,NULL,NULL,NULL,NULL,plot=isolate_id,8
13GS0127,127,13GS,Pa91^Ht1,NULL,12SH0019_003s,NULL,NULL,St1125x,2,NULL,NULL,NULL,NULL,NULL,plot=isolate_id,8
13GS0128,128,13GS,Pa91^Ht1,NULL,12SH0019_003s,NULL,NULL,St1126x,2,NULL,NULL,NULL,NULL,NULL,plot=isolate_id,8
13GS0129,129,13GS,Pa91^Ht1,NULL,12SH0019_003s,NULL,NULL,St1127x,2,NULL,NULL,NULL,NULL,NULL,plot=isolate_id,8
13GS0130,130,13GS,Pa91^Ht1,NULL,12SH0019_003s,NULL,NULL,St1128x,2,NULL,NULL,NULL,NULL,NULL,plot=isolate_id,8
13GS0131,131,13GS,Pa91^Ht1,NULL,12SH0019_003s,NULL,NULL,St1129x,2,NULL,NULL,NULL,NULL,NULL,plot=isolate_id,8
13GS0132,132,13GS,Pa91^Ht1,NULL,12SH0019_003s,NULL,NULL,St1130x,2,NULL,NULL,NULL,NULL,NULL,plot=isolate_id,8
13GS0133,133,13GS,Pa91^Ht1,NULL,12SH0019_003s,NULL,NULL,St1131x,2,NULL,NULL,NULL,NULL,NULL,plot=isolate_id,8
13GS0134,134,13GS,Pa91^Ht1,NULL,12SH0019_003s,NULL,NULL,St1132x,2,NULL,NULL,NULL,NULL,NULL,plot=isolate_id,8
13GS0135,135,13GS,Pa91^Ht1,NULL,12SH0019_003s,NULL,NULL,St1133x,2,NULL,NULL,NULL,NULL,NULL,plot=isolate_id,8
13GS0136,136,13GS,Pa91^Ht1,NULL,12SH0019_003s,NULL,NULL,St1134x,2,NULL,NULL,NULL,NULL,NULL,plot=isolate_id,8
13GS0137,137,13GS,Pa91^Ht1,NULL,12SH0019_003s,NULL,NULL,St1135x,2,NULL,NULL,NULL,NULL,NULL,plot=isolate_id,8
13GS0138,138,13GS,Pa91^Ht1,NULL,12SH0019_003s,NULL,NULL,St1136x,2,NULL,NULL,NULL,NULL,NULL,plot=isolate_id,8
13GS0139,139,13GS,Pa91^Ht1,NULL,12SH0019_003s,NULL,NULL,St1137x,2,NULL,NULL,NULL,NULL,NULL,plot=isolate_id,8
13GS0140,140,13GS,Pa91^Ht1,NULL,12SH0019_003s,NULL,NULL,St1138x,2,NULL,NULL,NULL,NULL,NULL,plot=isolate_id,8
13GS0141,141,13GS,Pa91^Ht1,NULL,12SH0019_003s,NULL,NULL,St1139x,2,NULL,NULL,NULL,NULL,NULL,plot=isolate_id,8
13GS0142,142,13GS,Pa91^Ht1,NULL,12SH0019_003s,NULL,NULL,St1140x,2,NULL,NULL,NULL,NULL,NULL,plot=isolate_id,8
13GS0143,143,13GS,Pa91^Ht1,NULL,12SH0019_003s,NULL,NULL,St1141x,2,NULL,NULL,NULL,NULL,NULL,plot=isolate_id,8
13GS0144,144,13GS,Pa91^Ht1,NULL,12SH0019_003s,NULL,NULL,St1142x,2,NULL,NULL,NULL,NULL,NULL,plot=isolate_id,8
13GS0145,145,13GS,Pa91^Ht1,NULL,12SH0019_003s,NULL,NULL,St1143x,2,NULL,NULL,NULL,NULL,NULL,plot=isolate_id,8
13GS0146,146,13GS,Pa91^Ht1,NULL,12SH0019_003s,NULL,NULL,St1144x,2,NULL,NULL,NULL,NULL,NULL,plot=isolate_id,8
13GS0147,147,13GS,Pa91^Ht1,NULL,12SH0019_003s,NULL,NULL,St1145x,2,NULL,NULL,NULL,NULL,NULL,plot=isolate_id,8
13GS0148,148,13GS,Pa91^Ht1,NULL,12SH0019_003s,NULL,NULL,St1146x,2,NULL,NULL,NULL,NULL,NULL,plot=isolate_id,8
13GS0149,149,13GS,Pa91^Ht1,NULL,12SH0019_003s,NULL,NULL,St0001i,2,NULL,NULL,NULL,NULL,NULL,plot=isolate_id,8
13GS0150,150,13GS,Pa91^Ht1,NULL,12SH0019_003s,NULL,NULL,St0016i,2,NULL,NULL,NULL,NULL,NULL,plot=isolate_id,8
13GS0151,151,13GS,Pa91^Ht1,NULL,12SH0019_003s,NULL,NULL,St1147x,3,NULL,NULL,NULL,NULL,NULL,plot=isolate_id,8
13GS0152,152,13GS,Pa91^Ht1,NULL,12SH0019_003s,NULL,NULL,St1148x,3,NULL,NULL,NULL,NULL,NULL,plot=isolate_id,8
13GS0153,153,13GS,Pa91^Ht1,NULL,12SH0019_003s,NULL,NULL,St1149x,3,NULL,NULL,NULL,NULL,NULL,plot=isolate_id,8
13GS0154,154,13GS,Pa91^Ht1,NULL,12SH0019_003s,NULL,NULL,St1150x,3,NULL,NULL,NULL,NULL,NULL,plot=isolate_id,8
13GS0155,155,13GS,Pa91^Ht1,NULL,12SH0019_003s,NULL,NULL,St1151x,3,NULL,NULL,NULL,NULL,NULL,plot=isolate_id,8
13GS0156,156,13GS,Pa91^Ht1,NULL,12SH0019_003s,NULL,NULL,St1152x,3,NULL,NULL,NULL,NULL,NULL,plot=isolate_id,8
13GS0157,157,13GS,Pa91^Ht1,NULL,12SH0019_003s,NULL,NULL,St1153x,3,NULL,NULL,NULL,NULL,NULL,plot=isolate_id,8
13GS0158,158,13GS,Pa91^Ht1,NULL,12SH0019_003s,NULL,NULL,St1154x,3,NULL,NULL,NULL,NULL,NULL,plot=isolate_id,8
13GS0159,159,13GS,Pa91^Ht1,NULL,12SH0019_003s,NULL,NULL,St1155x,3,NULL,NULL,NULL,NULL,NULL,plot=isolate_id,8
13GS0160,160,13GS,Pa91^Ht1,NULL,12SH0019_003s,NULL,NULL,St1156x,3,NULL,NULL,NULL,NULL,NULL,plot=isolate_id,8
13GS0161,161,13GS,Pa91^Ht1,NULL,12SH0019_003s,NULL,NULL,St1157x,3,NULL,NULL,NULL,NULL,NULL,plot=isolate_id,8
13GS0162,162,13GS,Pa91^Ht1,NULL,12SH0019_003s,NULL,NULL,St1158x,3,NULL,NULL,NULL,NULL,NULL,plot=isolate_id,8
13GS0163,163,13GS,Pa91^Ht1,NULL,12SH0019_003s,NULL,NULL,St1159x,3,NULL,NULL,NULL,NULL,NULL,plot=isolate_id,8
13GS0164,164,13GS,Pa91^Ht1,NULL,12SH0019_003s,NULL,NULL,St1160x,3,NULL,NULL,NULL,NULL,NULL,plot=isolate_id,8
13GS0165,165,13GS,Pa91^Ht1,NULL,12SH0019_003s,NULL,NULL,St1161x,3,NULL,NULL,NULL,NULL,NULL,plot=isolate_id,8
13GS0166,166,13GS,Pa91^Ht1,NULL,12SH0019_003s,NULL,NULL,St1162x,3,NULL,NULL,NULL,NULL,NULL,plot=isolate_id,8
13GS0167,167,13GS,Pa91^Ht1,NULL,12SH0019_003s,NULL,NULL,St1163x,3,NULL,NULL,NULL,NULL,NULL,plot=isolate_id,8
13GS0168,168,13GS,Pa91^Ht1,NULL,12SH0019_003s,NULL,NULL,St1164x,3,NULL,NULL,NULL,NULL,NULL,plot=isolate_id,8
13GS0169,169,13GS,Pa91^Ht1,NULL,12SH0019_003s,NULL,NULL,St1165x,3,NULL,NULL,NULL,NULL,NULL,plot=isolate_id,8
13GS0170,170,13GS,Pa91^Ht1,NULL,12SH0019_003s,NULL,NULL,St1166x,3,NULL,NULL,NULL,NULL,NULL,plot=isolate_id,8
13GS0171,171,13GS,Pa91^Ht1,NULL,12SH0019_003s,NULL,NULL,St1167x,3,NULL,NULL,NULL,NULL,NULL,plot=isolate_id,8
13GS0172,172,13GS,Pa91^Ht1,NULL,12SH0019_003s,NULL,NULL,St1168x,3,NULL,NULL,NULL,NULL,NULL,plot=isolate_id,8
