09CN1001,[CML52] 1889_1_6F_04G_006.01,09CN1,[CML52] 1889_1_6F_04G_,NULL,CC07_C_006.01,[CML52] 1889_1_6F_04G_006.01,NULL,NULL,1,1,10,NULL,NULL,NLB,"qEt1.06, qEt6.05",34
09CN1002,[CML52] 1889_1_6F_04G_069.03,09CN1,[CML52] 1889_1_6F_04G_,NULL,CC07_C_069.03,[CML52] 1889_1_6F_04G_069.03,NULL,NULL,1,1,10,NULL,NULL,NLB,"qEt1.06, qEt6.05",34
09CN1003,[CML52] 1889_1_6F_07D_06,09CN1,[CML52] 1889_1_6F_07D_,NULL,08FL0075_006s,[CML52] 1889_1_6F_07D_06,NULL,NULL,1,1,10,NULL,NULL,NLB,"qEt1.06, qEt6.05",34
09CN1004,[CML52] 1889_1_6F_07D_01,09CN1,[CML52] 1889_1_6F_07D_,NULL,08FL0075_001s,[CML52] 1889_1_6F_07D_01,NULL,NULL,1,1,10,NULL,NULL,NLB,"qEt1.06, qEt6.05",34
09CN1005,[CML52] 1889_1_6F_03G,09CN1,[CML52] 1889_1_6F_03G_,NULL,CC06_H_2-5_03G,[CML52] 1889_1_6F_03G,NULL,NULL,1,1,10,NULL,NULL,NLB,"qEt1.06, qEt6.05",34
09CN1006,[CML52] 1889_1_6F_03G_005.01,09CN1,[CML52] 1889_1_6F_03G_,NULL,CC07_C_005.01,[CML52] 1889_1_6F_03G_005.01,NULL,NULL,1,1,10,NULL,NULL,NLB,"qEt1.06, qEt6.05",34
09CN1007,[CML52] 1889_1_6F_02A_008.03,09CN1,[CML52] 1889_1_6F_02A_,NULL,CC07_C_008.03,[CML52] 1889_1_6F_02A_008.03,NULL,NULL,1,1,10,NULL,NULL,NLB,"qEt1.06, qEt6.05",34
09CN1008,[CML52] 1889_1_6F_02A_008.04,09CN1,[CML52] 1889_1_6F_02A_,NULL,CC07_C_008.04,[CML52] 1889_1_6F_02A_008.04,NULL,NULL,1,1,10,NULL,NULL,NLB,"qEt1.06, qEt6.05",34
09CN1009,[CML52] 1889_1_6F_02A_008.02,09CN1,[CML52] 1889_1_6F_02A_,NULL,CC07_C_008.02,[CML52] 1889_1_6F_02A_008.02,NULL,NULL,1,1,10,NULL,NULL,NLB,"qEt1.06, qEt6.05",34
09CN1010,[CML52] 1889_1_6F_04C_03,09CN1,[CML52] 1889_1_6F_04C_,NULL,08FL0072_003s,[CML52] 1889_1_6F_04C_03,NULL,NULL,1,1,10,NULL,NULL,NLB,"qEt1.06, qEt6.05",34
09CN1011,[CML52] 1889_1_6F_04C_003.01,09CN1,[CML52] 1889_1_6F_04C_,NULL,08CN0079_001s,[CML52] 1889_1_6F_04C_003.01,NULL,NULL,2,1,10,NULL,NULL,NLB,"qEt1.06, qEt6.05",34
09CN1012,[CML52] 1889_1_6F_04C_01,09CN1,[CML52] 1889_1_6F_04C_,NULL,08FL0072_001s,[CML52] 1889_1_6F_04C_01,NULL,NULL,2,1,10,NULL,NULL,NLB,"qEt1.06, qEt6.05",34
