10PR0001,NULL,10PR,(B73؃ML228)S7,NULL,10JH0858_000,.,NULL,NULL,NULL,NULL,18,NULL,NULL,NULL,NULL,31
10PR0002,NULL,10PR,(B73؃ML228)S7,NULL,10JH0858_000,.,NULL,NULL,NULL,NULL,18,NULL,NULL,NULL,NULL,31
10PR0003,NULL,10PR,(B73؃ML228)S7,NULL,10JH0858_000,.,NULL,NULL,NULL,NULL,18,NULL,NULL,NULL,NULL,31
10PR0004,NULL,10PR,(B73؃ML228)S7,NULL,10JH0859_000,.,NULL,NULL,NULL,NULL,18,NULL,NULL,NULL,NULL,31
10PR0005,NULL,10PR,(B73؃ML228)S7,NULL,10JH0859_000,.,NULL,NULL,NULL,NULL,18,NULL,NULL,NULL,NULL,31
10PR0006,NULL,10PR,(B73؃ML228)S7,NULL,10JH0860_000,.,NULL,NULL,NULL,NULL,18,NULL,NULL,NULL,NULL,31
10PR0007,NULL,10PR,(B73؃ML228)S7,NULL,10JH0860_000,.,NULL,NULL,NULL,NULL,18,NULL,NULL,NULL,NULL,31
10PR0008,NULL,10PR,(B73؃ML228)S7,NULL,10JH0861_000,.,NULL,NULL,NULL,NULL,18,NULL,NULL,NULL,NULL,31
10PR0009,NULL,10PR,(B73؃ML228)S7,NULL,10JH0861_000,.,NULL,NULL,NULL,NULL,18,NULL,NULL,NULL,NULL,31
10PR0010,NULL,10PR,(B73؃ML228)S7,NULL,10JH0862_000,.,NULL,NULL,NULL,NULL,18,NULL,NULL,NULL,NULL,31
10PR0011,NULL,10PR,(B73؃ML228)S7,NULL,10JH0862_000,.,NULL,NULL,NULL,NULL,18,NULL,NULL,NULL,NULL,31
10PR0012,NULL,10PR,(B73؃ML228)S7,NULL,10JH0862_000,.,NULL,NULL,NULL,NULL,18,NULL,NULL,NULL,NULL,31
10PR0013,NULL,10PR,(B73؃ML228)S7,NULL,10JH0863_000,.,NULL,NULL,NULL,NULL,18,NULL,NULL,NULL,NULL,31
10PR0014,NULL,10PR,(B73؃ML228)S7,NULL,10JH0863_000,.,NULL,NULL,NULL,NULL,18,NULL,NULL,NULL,NULL,31
10PR0015,NULL,10PR,(B73؃ML228)S7,NULL,10JH0864_000,.,NULL,NULL,NULL,NULL,18,NULL,NULL,NULL,NULL,31
10PR0016,NULL,10PR,(B73؃ML228)S7,NULL,10JH0864_000,.,NULL,NULL,NULL,NULL,18,NULL,NULL,NULL,NULL,31
10PR0017,NULL,10PR,(B73؃ML228)S7,NULL,10JH0865_000,.,NULL,NULL,NULL,NULL,18,NULL,NULL,NULL,NULL,31
10PR0018,NULL,10PR,(B73؃ML228)S7,NULL,10JH0865_000,.,NULL,NULL,NULL,NULL,18,NULL,NULL,NULL,NULL,31
10PR0019,NULL,10PR,(B73؃ML228)S7,NULL,10JH0866_000,.,NULL,NULL,NULL,NULL,18,NULL,NULL,NULL,NULL,31
10PR0020,NULL,10PR,(B73؃ML228)S7,NULL,10JH0866_000,.,NULL,NULL,NULL,NULL,18,NULL,NULL,NULL,NULL,31
10PR0021,NULL,10PR,(B73؃ML228)S7,NULL,10JH0866_000,.,NULL,NULL,NULL,NULL,18,NULL,NULL,NULL,NULL,31
10PR0022,NULL,10PR,(B73؃ML228)S7,NULL,10JH0867_000,.,NULL,NULL,NULL,NULL,18,NULL,NULL,NULL,NULL,31
10PR0023,NULL,10PR,(B73؃ML228)S7,NULL,10JH0867_000,.,NULL,NULL,NULL,NULL,18,NULL,NULL,NULL,NULL,31
10PR0024,NULL,10PR,(B73؃ML333)S7,NULL,10JH0979_000,.,NULL,NULL,NULL,NULL,18,NULL,NULL,NULL,NULL,31
10PR0025,NULL,10PR,(B73؃ML333)S7,NULL,10JH0979_000,.,NULL,NULL,NULL,NULL,18,NULL,NULL,NULL,NULL,31
10PR0026,NULL,10PR,(B73؃ML333)S7,NULL,10JH0979_000,.,NULL,NULL,NULL,NULL,18,NULL,NULL,NULL,NULL,31
10PR0027,NULL,10PR,(B73؃ML333)S7,NULL,10JH0979_000,.,NULL,NULL,NULL,NULL,18,NULL,NULL,NULL,NULL,31
10PR0028,NULL,10PR,(B73؃ML333)S7,NULL,10JH0981_000,.,NULL,NULL,NULL,NULL,18,NULL,NULL,NULL,NULL,31
