12TR0001,purple?,12TR,NULL,NULL,purple?,NULL,0,1,1,1,14,NULL,NULL,Rust,NULL,34
12TR0002,purple?,12TR,NULL,NULL,purple?,NULL,0,2,1,1,14,NULL,NULL,Rust,NULL,34
12TR0003,NULL,12TR,NULL,NULL,11TR2026_001s,NULL,0,3,1,1,14,NULL,NULL,Rust,NULL,34
12TR0004,NULL,12TR,NULL,NULL,11TR2115_001s,NULL,0,4,1,1,14,NULL,NULL,Rust,NULL,34
12TR0005,NULL,12TR,NULL,NULL,11TR2143_001s,NULL,0,5,1,1,14,NULL,NULL,Rust,NULL,34
12TR0006,NULL,12TR,NULL,NULL,10CH0069_005s,NULL,0,6,1,1,14,NULL,NULL,Rust,NULL,34
12TR0007,NULL,12TR,NULL,NULL,10CH0253_007s,NULL,0,7,1,1,14,NULL,NULL,Rust,NULL,34
12TR0008,NULL,12TR,NULL,NULL,11TR2083_001s,NULL,0,8,1,1,14,NULL,NULL,Rust,NULL,34
12TR0009,NULL,12TR,NULL,NULL,11TR2033_001s,NULL,0,9,1,1,14,NULL,NULL,Rust,NULL,34
12TR0010,NULL,12TR,NULL,NULL,10CH0245_007s,NULL,0,10,1,1,14,NULL,NULL,Rust,NULL,34
12TR0011,NULL,12TR,NULL,NULL,10TR2075_001s,NULL,0,11,1,1,14,NULL,NULL,Rust,NULL,34
12TR0012,NULL,12TR,NULL,NULL,11TR2035_001s,NULL,0,12,1,1,14,NULL,NULL,Rust,NULL,34
12TR0013,NULL,12TR,NULL,NULL,11TR2046_001s,NULL,0,13,1,1,14,NULL,NULL,Rust,NULL,34
12TR0014,NULL,12TR,NULL,NULL,11TR2108_001s,NULL,0,14,1,1,14,NULL,NULL,Rust,NULL,34
12TR0015,NULL,12TR,NULL,NULL,11TR2112_001s,NULL,0,15,1,1,14,NULL,NULL,Rust,NULL,34
12TR0016,NULL,12TR,NULL,NULL,1.06B73,NULL,0,16,1,1,14,NULL,NULL,Rust,NULL,34
12TR0017,NULL,12TR,NULL,NULL,1.06Tx303,NULL,0,17,1,1,14,NULL,NULL,Rust,NULL,34
12TR0018,NULL,12TR,NULL,NULL,10TR2068_001s,NULL,0,1,2,1,14,NULL,NULL,Rust,NULL,34
12TR0019,NULL,12TR,NULL,NULL,10CH0079_004s,NULL,0,2,2,1,14,NULL,NULL,Rust,NULL,34
12TR0020,NULL,12TR,NULL,NULL,11TR2044_001s,NULL,0,3,2,1,14,NULL,NULL,Rust,NULL,34
12TR0021,NULL,12TR,NULL,NULL,10TN2124_001s,NULL,0,4,2,1,14,NULL,NULL,Rust,NULL,34
12TR0022,NULL,12TR,NULL,NULL,10TN2230_001s,NULL,0,5,2,1,14,NULL,NULL,Rust,NULL,34
12TR0023,NULL,12TR,NULL,NULL,11TR2090_001s,NULL,0,6,2,1,14,NULL,NULL,Rust,NULL,34
12TR0024,purple?,12TR,NULL,NULL,purple?,NULL,0,7,2,1,14,NULL,NULL,Rust,NULL,34
12TR0025,NULL,12TR,NULL,NULL,10TR2017_001s,NULL,0,8,2,1,14,NULL,NULL,Rust,NULL,34
12TR0026,NULL,12TR,NULL,NULL,11TR2007_001s,NULL,0,9,2,1,14,NULL,NULL,Rust,NULL,34
12TR0027,NULL,12TR,NULL,NULL,10TN2028_001s,NULL,0,10,2,1,14,NULL,NULL,Rust,NULL,34
12TR0028,NULL,12TR,NULL,NULL,10CH0138_001s,NULL,0,11,2,1,14,NULL,NULL,Rust,NULL,34
12TR0029,NULL,12TR,NULL,NULL,10CH0258_005s,NULL,0,12,2,1,14,NULL,NULL,Rust,NULL,34
12TR0030,NULL,12TR,NULL,NULL,10TR2108_001s,NULL,0,13,2,1,14,NULL,NULL,Rust,NULL,34
12TR0031,NULL,12TR,NULL,NULL,10TN2282_001s,NULL,0,14,2,1,14,NULL,NULL,Rust,NULL,34
12TR0032,NULL,12TR,NULL,NULL,11TR2003_001s,NULL,0,15,2,1,14,NULL,NULL,Rust,NULL,34
12TR0033,NULL,12TR,NULL,NULL,1.06B73,NULL,0,16,2,1,14,NULL,NULL,Rust,NULL,34
12TR0034,NULL,12TR,NULL,NULL,1.06Tx303,NULL,0,17,2,1,14,NULL,NULL,Rust,NULL,34
12TR0035,NULL,12TR,NULL,NULL,10CH0081_005s,NULL,0,1,3,1,14,NULL,NULL,Rust,NULL,34
12TR0036,NULL,12TR,NULL,NULL,11TR2006_001s,NULL,0,2,3,1,14,NULL,NULL,Rust,NULL,34
12TR0037,purple?,12TR,NULL,NULL,purple?,NULL,0,3,3,1,14,NULL,NULL,Rust,NULL,34
12TR0038,NULL,12TR,NULL,NULL,11TR2072_001s,NULL,0,4,3,1,14,NULL,NULL,Rust,NULL,34
12TR0039,NULL,12TR,NULL,NULL,10CH0108_008s,NULL,0,5,3,1,14,NULL,NULL,Rust,NULL,34
12TR0040,NULL,12TR,NULL,NULL,10TR2063_001s,NULL,0,6,3,1,14,NULL,NULL,Rust,NULL,34
