12MN0013_002s,12MN0013_002,12MN0013,12MN,NULL,6633,NULL,self,NULL,NULL,NULL,NULL,NULL,8,NULL,packets labeled by row_name,NULL,NULL
12MN0013_003s,12MN0013_003,12MN0013,12MN,NULL,6633,NULL,self,NULL,NULL,NULL,NULL,NULL,8,NULL,packets labeled by row_name,NULL,NULL
12MN0013_004s,12MN0013_004,12MN0013,12MN,NULL,6633,NULL,self,NULL,NULL,NULL,NULL,NULL,8,NULL,packets labeled by row_name,NULL,NULL
12MN0013_005s,12MN0013_005,12MN0013,12MN,NULL,6633,NULL,self,NULL,NULL,NULL,NULL,NULL,8,NULL,packets labeled by row_name,NULL,NULL
12MN0013_006s,12MN0013_006,12MN0013,12MN,NULL,6633,NULL,self,NULL,NULL,NULL,NULL,NULL,8,NULL,packets labeled by row_name,NULL,NULL
12MN0013_007s,12MN0013_007,12MN0013,12MN,NULL,6633,NULL,self,NULL,NULL,NULL,NULL,NULL,8,NULL,packets labeled by row_name,NULL,NULL
12MN0013_008s,12MN0013_008,12MN0013,12MN,NULL,6633,NULL,self,NULL,NULL,NULL,NULL,NULL,8,NULL,packets labeled by row_name,NULL,NULL
12MN0014_001s,12MN0014_001,12MN0014,12MN,NULL,6634,NULL,self,NULL,NULL,NULL,NULL,NULL,8,NULL,packets labeled by row_name,NULL,NULL
12MN0014_002s,12MN0014_002,12MN0014,12MN,NULL,6634,NULL,self,NULL,NULL,NULL,NULL,NULL,8,NULL,packets labeled by row_name,NULL,NULL
12MN0014_003s,12MN0014_003,12MN0014,12MN,NULL,6634,NULL,self,NULL,NULL,NULL,NULL,NULL,8,NULL,packets labeled by row_name,NULL,NULL
12MN0014_004s,12MN0014_004,12MN0014,12MN,NULL,6634,NULL,self,NULL,NULL,NULL,NULL,NULL,8,NULL,packets labeled by row_name,NULL,NULL
12MN0015_001s,12MN0015_001,12MN0015,12MN,NULL,6635,NULL,self,NULL,NULL,NULL,NULL,NULL,8,NULL,packets labeled by row_name,NULL,NULL
12MN0016_001s,12MN0016_001,12MN0016,12MN,NULL,6636,NULL,self,NULL,NULL,NULL,NULL,NULL,8,NULL,packets labeled by row_name,NULL,NULL
12MN0016_002s,12MN0016_002,12MN0016,12MN,NULL,6636,NULL,self,NULL,NULL,NULL,NULL,NULL,8,NULL,packets labeled by row_name,NULL,NULL
12MN0016_003s,12MN0016_003,12MN0016,12MN,NULL,6636,NULL,self,NULL,NULL,NULL,NULL,NULL,8,NULL,packets labeled by row_name,NULL,NULL
12MN0016_004s,12MN0016_004,12MN0016,12MN,NULL,6636,NULL,self,NULL,NULL,NULL,NULL,NULL,8,NULL,packets labeled by row_name,NULL,NULL
12MN0016_005s,12MN0016_005,12MN0016,12MN,NULL,6636,NULL,self,NULL,NULL,NULL,NULL,NULL,8,NULL,packets labeled by row_name,NULL,NULL
12MN0016_006s,12MN0016_006,12MN0016,12MN,NULL,6636,NULL,self,NULL,NULL,NULL,NULL,NULL,8,NULL,packets labeled by row_name,NULL,NULL
12MN0018_002s,12MN0018_002,12MN0018,12MN,NULL,6638,NULL,self,NULL,NULL,NULL,NULL,NULL,8,NULL,packets labeled by row_name,NULL,NULL
12MN0018_003s,12MN0018_003,12MN0018,12MN,NULL,6638,NULL,self,NULL,NULL,NULL,NULL,NULL,8,NULL,packets labeled by row_name,NULL,NULL
12MN0018_004s,12MN0018_004,12MN0018,12MN,NULL,6638,NULL,self,NULL,NULL,NULL,NULL,NULL,8,NULL,packets labeled by row_name,NULL,NULL
12MN0018_005s,12MN0018_005,12MN0018,12MN,NULL,6638,NULL,self,NULL,NULL,NULL,NULL,NULL,8,NULL,packets labeled by row_name,NULL,NULL
12MN0018_006s,12MN0018_006,12MN0018,12MN,NULL,6638,NULL,self,NULL,NULL,NULL,NULL,NULL,8,NULL,packets labeled by row_name,NULL,NULL
12MN0018_007s,12MN0018_007,12MN0018,12MN,NULL,6638,NULL,self,NULL,NULL,NULL,NULL,NULL,8,NULL,packets labeled by row_name,NULL,NULL
12MN0018_008s,12MN0018_008,12MN0018,12MN,NULL,6638,NULL,self,NULL,NULL,NULL,NULL,NULL,8,NULL,packets labeled by row_name,NULL,NULL
12MN0019_001s,12MN0019_001,12MN0019,12MN,NULL,6639,NULL,self,NULL,NULL,NULL,NULL,NULL,8,NULL,packets labeled by row_name,NULL,NULL
12MN0019_002s,12MN0019_002,12MN0019,12MN,NULL,6639,NULL,self,NULL,NULL,NULL,NULL,NULL,8,NULL,packets labeled by row_name,NULL,NULL
12MN0019_003s,12MN0019_003,12MN0019,12MN,NULL,6639,NULL,self,NULL,NULL,NULL,NULL,NULL,8,NULL,packets labeled by row_name,NULL,NULL
12MN0020_001s,12MN0020_001,12MN0020,12MN,NULL,6640,NULL,self,NULL,NULL,NULL,NULL,NULL,8,NULL,packets labeled by row_name,NULL,NULL
12MN0020_002s,12MN0020_002,12MN0020,12MN,NULL,6640,NULL,self,NULL,NULL,NULL,NULL,NULL,8,NULL,packets labeled by row_name,NULL,NULL
12MN0021_001s,12MN0021_001,12MN0021,12MN,NULL,6641,NULL,self,NULL,NULL,NULL,NULL,NULL,8,NULL,packets labeled by row_name,NULL,NULL
12MN0021_002s,12MN0021_002,12MN0021,12MN,NULL,6641,NULL,self,NULL,NULL,NULL,NULL,NULL,8,NULL,packets labeled by row_name,NULL,NULL
12MN0021_003s,12MN0021_003,12MN0021,12MN,NULL,6641,NULL,self,NULL,NULL,NULL,NULL,NULL,8,NULL,packets labeled by row_name,NULL,NULL
12MN0022_001s,12MN0022_001,12MN0022,12MN,NULL,6642,NULL,self,NULL,NULL,NULL,NULL,NULL,8,NULL,packets labeled by row_name,NULL,NULL
12MN0022_002s,12MN0022_002,12MN0022,12MN,NULL,6642,NULL,self,NULL,NULL,NULL,NULL,NULL,8,NULL,packets labeled by row_name,NULL,NULL
12MN0022_003s,12MN0022_003,12MN0022,12MN,NULL,6642,NULL,self,NULL,NULL,NULL,NULL,NULL,8,NULL,packets labeled by row_name,NULL,NULL
12MN0022_004s,12MN0022_004,12MN0022,12MN,NULL,6642,NULL,self,NULL,NULL,NULL,NULL,NULL,8,NULL,packets labeled by row_name,NULL,NULL
12MN0022_005s,12MN0022_005,12MN0022,12MN,NULL,6642,NULL,self,NULL,NULL,NULL,NULL,NULL,8,NULL,packets labeled by row_name,NULL,NULL
12MN0022_006s,12MN0022_006,12MN0022,12MN,NULL,6642,NULL,self,NULL,NULL,NULL,NULL,NULL,8,NULL,packets labeled by row_name,NULL,NULL
12MN0022_007s,12MN0022_007,12MN0022,12MN,NULL,6642,NULL,self,NULL,NULL,NULL,NULL,NULL,8,NULL,packets labeled by row_name,NULL,NULL
12MN0023_001s,12MN0023_001,12MN0023,12MN,NULL,6643,NULL,self,NULL,NULL,NULL,NULL,NULL,8,NULL,packets labeled by row_name,NULL,NULL
12MN0023_002s,12MN0023_002,12MN0023,12MN,NULL,6643,NULL,self,NULL,NULL,NULL,NULL,NULL,8,NULL,packets labeled by row_name,NULL,NULL
12MN0023_003s,12MN0023_003,12MN0023,12MN,NULL,6643,NULL,self,NULL,NULL,NULL,NULL,NULL,8,NULL,packets labeled by row_name,NULL,NULL
12MN0023_004s,12MN0023_004,12MN0023,12MN,NULL,6643,NULL,self,NULL,NULL,NULL,NULL,NULL,8,NULL,packets labeled by row_name,NULL,NULL
12MN0025_001s,12MN0025_001,12MN0025,12MN,NULL,6645,NULL,self,NULL,NULL,NULL,NULL,NULL,8,NULL,packets labeled by row_name,NULL,NULL
12MN0025_002s,12MN0025_002,12MN0025,12MN,NULL,6645,NULL,self,NULL,NULL,NULL,NULL,NULL,8,NULL,packets labeled by row_name,NULL,NULL
12MN0025_003s,12MN0025_003,12MN0025,12MN,NULL,6645,NULL,self,NULL,NULL,NULL,NULL,NULL,8,NULL,packets labeled by row_name,NULL,NULL
12MN0026_001s,12MN0026_001,12MN0026,12MN,NULL,6646,NULL,self,NULL,NULL,NULL,NULL,NULL,8,NULL,packets labeled by row_name,NULL,NULL
12MN0026_002s,12MN0026_002,12MN0026,12MN,NULL,6646,NULL,self,NULL,NULL,NULL,NULL,NULL,8,NULL,packets labeled by row_name,NULL,NULL
12MN0026_003s,12MN0026_003,12MN0026,12MN,NULL,6646,NULL,self,NULL,NULL,NULL,NULL,NULL,8,NULL,packets labeled by row_name,NULL,NULL
12MN0027_001s,12MN0027_001,12MN0027,12MN,NULL,6647,NULL,self,NULL,NULL,NULL,NULL,NULL,8,NULL,packets labeled by row_name,NULL,NULL
12MN0027_002s,12MN0027_002,12MN0027,12MN,NULL,6647,NULL,self,NULL,NULL,NULL,NULL,NULL,8,NULL,packets labeled by row_name,NULL,NULL
12MN0028_001s,12MN0028_001,12MN0028,12MN,NULL,6648,NULL,self,NULL,NULL,NULL,NULL,NULL,8,NULL,packets labeled by row_name,NULL,NULL
12MN0029_001s,12MN0029_001,12MN0029,12MN,NULL,6649,NULL,self,NULL,NULL,NULL,NULL,NULL,8,NULL,packets labeled by row_name,NULL,NULL
12MN0029_002s,12MN0029_002,12MN0029,12MN,NULL,6649,NULL,self,NULL,NULL,NULL,NULL,NULL,8,NULL,packets labeled by row_name,NULL,NULL
12MN0029_003s,12MN0029_003,12MN0029,12MN,NULL,6649,NULL,self,NULL,NULL,NULL,NULL,NULL,8,NULL,packets labeled by row_name,NULL,NULL
12MN0029_004s,12MN0029_004,12MN0029,12MN,NULL,6649,NULL,self,NULL,NULL,NULL,NULL,NULL,8,NULL,packets labeled by row_name,NULL,NULL
12MN0030_001s,12MN0030_001,12MN0030,12MN,NULL,6650,NULL,self,NULL,NULL,NULL,NULL,NULL,8,NULL,packets labeled by row_name,NULL,NULL
12MN0030_002s,12MN0030_002,12MN0030,12MN,NULL,6650,NULL,self,NULL,NULL,NULL,NULL,NULL,8,NULL,packets labeled by row_name,NULL,NULL
12MN0030_003s,12MN0030_003,12MN0030,12MN,NULL,6650,NULL,self,NULL,NULL,NULL,NULL,NULL,8,NULL,packets labeled by row_name,NULL,NULL
12MN0030_004s,12MN0030_004,12MN0030,12MN,NULL,6650,NULL,self,NULL,NULL,NULL,NULL,NULL,8,NULL,packets labeled by row_name,NULL,NULL
12MN0031_001s,12MN0031_001,12MN0031,12MN,NULL,6651,NULL,self,NULL,NULL,NULL,NULL,NULL,8,NULL,packets labeled by row_name,NULL,NULL
12MN0032_001s,12MN0032_001,12MN0032,12MN,NULL,6652,NULL,self,NULL,NULL,NULL,NULL,NULL,8,NULL,packets labeled by row_name,NULL,NULL
12MN0032_002s,12MN0032_002,12MN0032,12MN,NULL,6652,NULL,self,NULL,NULL,NULL,NULL,NULL,8,NULL,packets labeled by row_name,NULL,NULL
12MN0034_001s,12MN0034_001,12MN0034,12MN,NULL,6654,NULL,self,NULL,NULL,NULL,NULL,NULL,8,NULL,packets labeled by row_name,NULL,NULL
12MN0034_002s,12MN0034_002,12MN0034,12MN,NULL,6654,NULL,self,NULL,NULL,NULL,NULL,NULL,8,NULL,packets labeled by row_name,NULL,NULL
12MN0035_001s,12MN0035_001,12MN0035,12MN,NULL,6655,NULL,self,NULL,NULL,NULL,NULL,NULL,8,NULL,packets labeled by row_name,NULL,NULL
12MN0035_002s,12MN0035_002,12MN0035,12MN,NULL,6655,NULL,self,NULL,NULL,NULL,NULL,NULL,8,NULL,packets labeled by row_name,NULL,NULL
12MN0035_003s,12MN0035_003,12MN0035,12MN,NULL,6655,NULL,self,NULL,NULL,NULL,NULL,NULL,8,NULL,packets labeled by row_name,NULL,NULL
12MN0037_001s,12MN0037_001,12MN0037,12MN,NULL,6657,NULL,self,NULL,NULL,NULL,NULL,NULL,8,NULL,packets labeled by row_name,NULL,NULL
12MN0037_002s,12MN0037_002,12MN0037,12MN,NULL,6657,NULL,self,NULL,NULL,NULL,NULL,NULL,8,NULL,packets labeled by row_name,NULL,NULL
12MN0037_004s,12MN0037_004,12MN0037,12MN,NULL,6657,NULL,self,NULL,NULL,NULL,NULL,NULL,8,NULL,packets labeled by row_name,NULL,NULL
12MN0037_005s,12MN0037_005,12MN0037,12MN,NULL,6657,NULL,self,NULL,NULL,NULL,NULL,NULL,8,NULL,packets labeled by row_name,NULL,NULL
12MN0040_001s,12MN0040_001,12MN0040,12MN,NULL,6660,NULL,self,NULL,NULL,NULL,NULL,NULL,8,NULL,packets labeled by row_name,NULL,NULL
12MN0040_002s,12MN0040_002,12MN0040,12MN,NULL,6660,NULL,self,NULL,NULL,NULL,NULL,NULL,8,NULL,packets labeled by row_name,NULL,NULL
12MN0041_001s,12MN0041_001,12MN0041,12MN,NULL,6661,NULL,self,NULL,NULL,NULL,NULL,NULL,8,NULL,packets labeled by row_name,NULL,NULL
12MN0041_002s,12MN0041_002,12MN0041,12MN,NULL,6661,NULL,self,NULL,NULL,NULL,NULL,NULL,8,NULL,packets labeled by row_name,NULL,NULL
12MN0041_003s,12MN0041_003,12MN0041,12MN,NULL,6661,NULL,self,NULL,NULL,NULL,NULL,NULL,8,NULL,packets labeled by row_name,NULL,NULL
12MN0041_004s,12MN0041_004,12MN0041,12MN,NULL,6661,NULL,self,NULL,NULL,NULL,NULL,NULL,8,NULL,packets labeled by row_name,NULL,NULL
12MN0041_005s,12MN0041_005,12MN0041,12MN,NULL,6661,NULL,self,NULL,NULL,NULL,NULL,NULL,8,NULL,packets labeled by row_name,NULL,NULL
12MN0042_001s,12MN0042_001,12MN0042,12MN,NULL,6662,NULL,self,NULL,NULL,NULL,NULL,NULL,8,NULL,packets labeled by row_name,NULL,NULL
12MN0042_002s,12MN0042_002,12MN0042,12MN,NULL,6662,NULL,self,NULL,NULL,NULL,NULL,NULL,8,NULL,packets labeled by row_name,NULL,NULL
12MN0042_003s,12MN0042_003,12MN0042,12MN,NULL,6662,NULL,self,NULL,NULL,NULL,NULL,NULL,8,NULL,packets labeled by row_name,NULL,NULL
12MN0042_004s,12MN0042_004,12MN0042,12MN,NULL,6662,NULL,self,NULL,NULL,NULL,NULL,NULL,8,NULL,packets labeled by row_name,NULL,NULL
12MN0043_001s,12MN0043_001,12MN0043,12MN,NULL,6663,NULL,self,NULL,NULL,NULL,NULL,NULL,8,NULL,packets labeled by row_name,NULL,NULL
12MN0043_002s,12MN0043_002,12MN0043,12MN,NULL,6663,NULL,self,NULL,NULL,NULL,NULL,NULL,8,NULL,packets labeled by row_name,NULL,NULL
12MN0044_001s,12MN0044_001,12MN0044,12MN,NULL,6664,NULL,self,NULL,NULL,NULL,NULL,NULL,8,NULL,packets labeled by row_name,NULL,NULL
12MN0044_002s,12MN0044_002,12MN0044,12MN,NULL,6664,NULL,self,NULL,NULL,NULL,NULL,NULL,8,NULL,packets labeled by row_name,NULL,NULL
12MN0044_003s,12MN0044_003,12MN0044,12MN,NULL,6664,NULL,self,NULL,NULL,NULL,NULL,NULL,8,NULL,packets labeled by row_name,NULL,NULL
12MN0044_004s,12MN0044_004,12MN0044,12MN,NULL,6664,NULL,self,NULL,NULL,NULL,NULL,NULL,8,NULL,packets labeled by row_name,NULL,NULL
12MN0044_005s,12MN0044_005,12MN0044,12MN,NULL,6664,NULL,self,NULL,NULL,NULL,NULL,NULL,8,NULL,packets labeled by row_name,NULL,NULL
12MN0044_006s,12MN0044_006,12MN0044,12MN,NULL,6664,NULL,self,NULL,NULL,NULL,NULL,NULL,8,NULL,packets labeled by row_name,NULL,NULL
12MN0044_007s,12MN0044_007,12MN0044,12MN,NULL,6664,NULL,self,NULL,NULL,NULL,NULL,NULL,8,NULL,packets labeled by row_name,NULL,NULL
12MN0045_001s,12MN0045_001,12MN0045,12MN,NULL,6665,NULL,self,NULL,NULL,NULL,NULL,NULL,8,NULL,packets labeled by row_name,NULL,NULL
12MN0045_002s,12MN0045_002,12MN0045,12MN,NULL,6665,NULL,self,NULL,NULL,NULL,NULL,NULL,8,NULL,packets labeled by row_name,NULL,NULL
12MN0045_003s,12MN0045_003,12MN0045,12MN,NULL,6665,NULL,self,NULL,NULL,NULL,NULL,NULL,8,NULL,packets labeled by row_name,NULL,NULL
12MN0045_004s,12MN0045_004,12MN0045,12MN,NULL,6665,NULL,self,NULL,NULL,NULL,NULL,NULL,8,NULL,packets labeled by row_name,NULL,NULL
12MN0045_005s,12MN0045_005,12MN0045,12MN,NULL,6665,NULL,self,NULL,NULL,NULL,NULL,NULL,8,NULL,packets labeled by row_name,NULL,NULL
12MN0045_006s,12MN0045_006,12MN0045,12MN,NULL,6665,NULL,self,NULL,NULL,NULL,NULL,NULL,8,NULL,packets labeled by row_name,NULL,NULL
12MN0046_001s,12MN0046_001,12MN0046,12MN,NULL,6666,NULL,self,NULL,NULL,NULL,NULL,NULL,8,NULL,packets labeled by row_name,NULL,NULL
12MN0046_002s,12MN0046_002,12MN0046,12MN,NULL,6666,NULL,self,NULL,NULL,NULL,NULL,NULL,8,NULL,packets labeled by row_name,NULL,NULL
12MN0046_003s,12MN0046_003,12MN0046,12MN,NULL,6666,NULL,self,NULL,NULL,NULL,NULL,NULL,8,NULL,packets labeled by row_name,NULL,NULL
12MN0046_004s,12MN0046_004,12MN0046,12MN,NULL,6666,NULL,self,NULL,NULL,NULL,NULL,NULL,8,NULL,packets labeled by row_name,NULL,NULL
12MN0046_005s,12MN0046_005,12MN0046,12MN,NULL,6666,NULL,self,NULL,NULL,NULL,NULL,NULL,8,NULL,packets labeled by row_name,NULL,NULL
12MN0046_006s,12MN0046_006,12MN0046,12MN,NULL,6666,NULL,self,NULL,NULL,NULL,NULL,NULL,8,NULL,packets labeled by row_name,NULL,NULL
12MN0047_001s,12MN0047_001,12MN0047,12MN,NULL,6667,NULL,self,NULL,NULL,NULL,NULL,NULL,8,NULL,packets labeled by row_name,NULL,NULL
12MN0047_002s,12MN0047_002,12MN0047,12MN,NULL,6667,NULL,self,NULL,NULL,NULL,NULL,NULL,8,NULL,packets labeled by row_name,NULL,NULL
12MN0047_003s,12MN0047_003,12MN0047,12MN,NULL,6667,NULL,self,NULL,NULL,NULL,NULL,NULL,8,NULL,packets labeled by row_name,NULL,NULL
12MN0047_004s,12MN0047_004,12MN0047,12MN,NULL,6667,NULL,self,NULL,NULL,NULL,NULL,NULL,8,NULL,packets labeled by row_name,NULL,NULL
12MN0047_005s,12MN0047_005,12MN0047,12MN,NULL,6667,NULL,self,NULL,NULL,NULL,NULL,NULL,8,NULL,packets labeled by row_name,NULL,NULL
12MN0048_001s,12MN0048_001,12MN0048,12MN,NULL,6668,NULL,self,NULL,NULL,NULL,NULL,NULL,8,NULL,packets labeled by row_name,NULL,NULL
12MN0048_002s,12MN0048_002,12MN0048,12MN,NULL,6668,NULL,self,NULL,NULL,NULL,NULL,NULL,8,NULL,packets labeled by row_name,NULL,NULL
12MN0048_003s,12MN0048_003,12MN0048,12MN,NULL,6668,NULL,self,NULL,NULL,NULL,NULL,NULL,8,NULL,packets labeled by row_name,NULL,NULL
12MN0048_004s,12MN0048_004,12MN0048,12MN,NULL,6668,NULL,self,NULL,NULL,NULL,NULL,NULL,8,NULL,packets labeled by row_name,NULL,NULL
12MN0049_001s,12MN0049_001,12MN0049,12MN,NULL,6669,NULL,self,NULL,NULL,NULL,NULL,NULL,8,NULL,packets labeled by row_name,NULL,NULL
12MN0049_002s,12MN0049_002,12MN0049,12MN,NULL,6669,NULL,self,NULL,NULL,NULL,NULL,NULL,8,NULL,packets labeled by row_name,NULL,NULL
12MN0049_003s,12MN0049_003,12MN0049,12MN,NULL,6669,NULL,self,NULL,NULL,NULL,NULL,NULL,8,NULL,packets labeled by row_name,NULL,NULL
12MN0049_004s,12MN0049_004,12MN0049,12MN,NULL,6669,NULL,self,NULL,NULL,NULL,NULL,NULL,8,NULL,packets labeled by row_name,NULL,NULL
12MN0049_005s,12MN0049_005,12MN0049,12MN,NULL,6669,NULL,self,NULL,NULL,NULL,NULL,NULL,8,NULL,packets labeled by row_name,NULL,NULL
12MN0049_006s,12MN0049_006,12MN0049,12MN,NULL,6669,NULL,self,NULL,NULL,NULL,NULL,NULL,8,NULL,packets labeled by row_name,NULL,NULL
12MN0049_007s,12MN0049_007,12MN0049,12MN,NULL,6669,NULL,self,NULL,NULL,NULL,NULL,NULL,8,NULL,packets labeled by row_name,NULL,NULL
12MN0050_001s,12MN0050_001,12MN0050,12MN,NULL,6670,NULL,self,NULL,NULL,NULL,NULL,NULL,8,NULL,packets labeled by row_name,NULL,NULL
12MN0050_002s,12MN0050_002,12MN0050,12MN,NULL,6670,NULL,self,NULL,NULL,NULL,NULL,NULL,8,NULL,packets labeled by row_name,NULL,NULL
12MN0050_003s,12MN0050_003,12MN0050,12MN,NULL,6670,NULL,self,NULL,NULL,NULL,NULL,NULL,8,NULL,packets labeled by row_name,NULL,NULL
12MN0050_005s,12MN0050_005,12MN0050,12MN,NULL,6670,NULL,self,NULL,NULL,NULL,NULL,NULL,8,NULL,packets labeled by row_name,NULL,NULL
12MN0050_006s,12MN0050_006,12MN0050,12MN,NULL,6670,NULL,self,NULL,NULL,NULL,NULL,NULL,8,NULL,packets labeled by row_name,NULL,NULL
12MN0050_007s,12MN0050_007,12MN0050,12MN,NULL,6670,NULL,self,NULL,NULL,NULL,NULL,NULL,8,NULL,packets labeled by row_name,NULL,NULL
12MN0050_008s,12MN0050_008,12MN0050,12MN,NULL,6670,NULL,self,NULL,NULL,NULL,NULL,NULL,8,NULL,packets labeled by row_name,NULL,NULL
12MN0052_001s,12MN0052_001,12MN0052,12MN,NULL,6672,NULL,self,NULL,NULL,NULL,NULL,NULL,8,NULL,packets labeled by row_name,NULL,NULL
12MN0052_002s,12MN0052_002,12MN0052,12MN,NULL,6672,NULL,self,NULL,NULL,NULL,NULL,NULL,8,NULL,packets labeled by row_name,NULL,NULL
12MN0052_003s,12MN0052_003,12MN0052,12MN,NULL,6672,NULL,self,NULL,NULL,NULL,NULL,NULL,8,NULL,packets labeled by row_name,NULL,NULL
12MN0052_004s,12MN0052_004,12MN0052,12MN,NULL,6672,NULL,self,NULL,NULL,NULL,NULL,NULL,8,NULL,packets labeled by row_name,NULL,NULL
12MN0052_005s,12MN0052_005,12MN0052,12MN,NULL,6672,NULL,self,NULL,NULL,NULL,NULL,NULL,8,NULL,packets labeled by row_name,NULL,NULL
12MN0055_001s,12MN0055_001,12MN0055,12MN,NULL,6675,NULL,self,NULL,NULL,NULL,NULL,NULL,8,NULL,packets labeled by row_name,NULL,NULL
12MN0055_002s,12MN0055_002,12MN0055,12MN,NULL,6675,NULL,self,NULL,NULL,NULL,NULL,NULL,8,NULL,packets labeled by row_name,NULL,NULL
