1,1,1,No Plant,No Plant,No Plant
2111,70170,1,1,NULL,NULL,NULL
2112,70171,1,1,NULL,NULL,NULL
2113,70172,1,1,NULL,NULL,NULL
2114,70173,1,1,NULL,NULL,NULL
2115,70174,1,1,NULL,NULL,NULL
2116,70175,1,1,NULL,NULL,NULL
2117,70176,1,1,NULL,NULL,NULL
2118,70177,1,1,NULL,NULL,NULL
2119,70178,1,1,NULL,NULL,NULL
2120,70179,1,1,NULL,NULL,NULL
2121,70180,1,1,NULL,NULL,NULL
2122,70181,1,1,NULL,NULL,NULL
2123,70182,1,1,NULL,NULL,NULL
2124,70183,1,1,NULL,NULL,NULL
2125,70184,1,1,NULL,NULL,NULL
2126,70185,1,1,NULL,NULL,NULL
2127,70186,1,1,NULL,NULL,NULL
2128,70187,1,1,NULL,NULL,NULL
2129,70188,1,1,NULL,NULL,NULL
2130,70189,1,1,NULL,NULL,NULL
2131,70190,1,1,NULL,NULL,NULL
2132,70191,1,1,NULL,NULL,NULL
2133,70192,1,1,NULL,NULL,NULL
2134,70193,1,1,NULL,NULL,NULL
2135,70194,1,1,NULL,NULL,NULL
2136,70195,1,1,NULL,NULL,NULL
2137,70196,1,1,NULL,NULL,NULL
2138,70197,1,1,NULL,NULL,NULL
2139,70198,1,1,NULL,NULL,NULL
2140,70199,1,1,NULL,NULL,NULL
2141,70200,1,1,NULL,NULL,NULL
2142,70201,1,1,NULL,NULL,NULL
2143,70202,1,1,NULL,NULL,NULL
2144,70203,1,1,NULL,NULL,NULL
2145,70204,1,1,NULL,NULL,NULL
2146,70205,1,1,NULL,NULL,NULL
2147,70206,1,1,NULL,NULL,NULL
2148,70207,1,1,NULL,NULL,NULL
2149,70208,1,1,NULL,NULL,NULL
2150,70209,1,1,NULL,NULL,NULL
2151,70210,1,1,NULL,NULL,NULL
2152,70211,585,1,06PN0031_001,06PN0031,1_001
2153,70212,585,1,06PN0031_006,06PN0031,1_006
2154,70213,585,1,06PN0031_007,06PN0031,1_007
2155,70214,585,1,06PN0031_009,06PN0031,1_009
2156,70215,586,1,06PN0032_003,06PN0032,1_013
2157,70216,586,1,06PN0032_004,06PN0032,1_014
2158,70217,586,1,06PN0032_006,06PN0032,1_016
2159,70218,586,1,06PN0032_007,06PN0032,1_017
2160,70219,586,1,06PN0032_008,06PN0032,1_018
2161,70220,586,1,06PN0032_009,06PN0032,1_019
2162,70221,586,1,06PN0032_010,06PN0032,1_020
2163,70222,588,1,06PN0034_002,06PN0034,1_022
2164,70223,588,1,06PN0034_003,06PN0034,1_023
2165,70224,588,1,06PN0034_004,06PN0034,1_024
2166,70225,588,1,06PN0034_006,06PN0034,1_026
2167,70226,588,1,06PN0034_007,06PN0034,1_027
2168,70227,589,1,06PN0035_002,06PN0035,1_032
2169,70228,589,1,06PN0035_004,06PN0035,1_034
2170,70229,589,1,06PN0035_005,06PN0035,1_035
2171,70230,589,1,06PN0035_006,06PN0035,1_036
2172,70231,589,1,06PN0035_007,06PN0035,1_037
2173,70232,589,1,06PN0035_008,06PN0035,1_038
2174,70233,589,1,06PN0035_009,06PN0035,1_039
2175,70234,589,1,06PN0035_010,06PN0035,1_040
2176,70235,591,1,06PN0037_003,06PN0037,1_043
2177,70236,591,1,06PN0037_004,06PN0037,1_044
2178,70237,591,1,06PN0037_006,06PN0037,1_046
2179,70238,591,1,06PN0037_009,06PN0037,1_049
2180,70239,594,1,06PN0040_001,06PN0040,4_001
2181,70240,594,1,06PN0040_002,06PN0040,4_002
2182,70241,594,1,06PN0040_003,06PN0040,4_003
2183,70242,594,1,06PN0040_004,06PN0040,4_004
2184,70243,594,1,06PN0040_005,06PN0040,4_005
2185,70244,594,1,06PN0040_006,06PN0040,4_006
2186,70245,594,1,06PN0040_007,06PN0040,4_007
2187,70246,594,1,06PN0040_008,06PN0040,4_008
2188,70247,594,1,06PN0040_010,06PN0040,4_010
2189,70248,595,1,06PN0041_001,06PN0041,4_011
2190,70249,595,1,06PN0041_005,06PN0041,4_015
2191,70250,595,1,06PN0041_009,06PN0041,4_019
2192,70251,597,1,06PN0043_005,06PN0043,4_025
2193,70252,597,1,06PN0043_006,06PN0043,4_026
2194,70253,597,1,06PN0043_009,06PN0043,4_029
2195,70254,597,1,06PN0043_010,06PN0043,4_030
2196,70255,598,1,06PN0044_008,06PN0044,4_038
2197,70256,600,1,06PN0046_001,06PN0046,4_041
2198,70257,603,1,06PN0049_001,06PN0049,156_001
2199,70258,603,1,06PN0049_002,06PN0049,156_002
2200,70259,603,1,06PN0049_003,06PN0049,156_003
2201,70260,603,1,06PN0049_004,06PN0049,156_004
2202,70261,603,1,06PN0049_005,06PN0049,156_005
2203,70262,603,1,06PN0049_006,06PN0049,156_006
2204,70263,603,1,06PN0049_008,06PN0049,156_008
2205,70264,603,1,06PN0049_009,06PN0049,156_009
2206,70265,603,1,06PN0049_010,06PN0049,156_010
2207,70266,604,1,06PN0050_001,06PN0050,156_011
2208,70267,604,1,06PN0050_003,06PN0050,156_013
2209,70268,604,1,06PN0050_004,06PN0050,156_014
2210,70269,604,1,06PN0050_005,06PN0050,156_015
2211,70270,604,1,06PN0050_008,06PN0050,156_018
2212,70271,604,1,06PN0050_009,06PN0050,156_019
2213,70272,604,1,06PN0050_010,06PN0050,156_020
2214,70273,606,1,06PN0052_004,06PN0052,156_024
2215,70274,606,1,06PN0052_005,06PN0052,156_025
2216,70275,606,1,06PN0052_006,06PN0052,156_026
2217,70276,606,1,06PN0052_007,06PN0052,156_027
2218,70277,606,1,06PN0052_009,06PN0052,156_029
2219,70278,606,1,06PN0052_010,06PN0052,156_030
2220,70279,607,1,06PN0053_001,06PN0053,156_031
2221,70280,607,1,06PN0053_003,06PN0053,156_033
2222,70281,607,1,06PN0053_007,06PN0053,156_037
2223,70282,607,1,06PN0053_008,06PN0053,156_038
2224,70283,607,1,06PN0053_009,06PN0053,156_039
2225,70284,607,1,06PN0053_010,06PN0053,156_040
2226,70285,609,1,06PN0055_001,06PN0055,156_041
2227,70286,609,1,06PN0055_004,06PN0055,156_044
2228,70287,609,1,06PN0055_006,06PN0055,156_046
2229,70288,609,1,06PN0055_007,06PN0055,156_047
2230,70289,609,1,06PN0055_009,06PN0055,156_049
2231,70290,609,1,06PN0055_010,06PN0055,156_050
2232,70291,610,1,06PN0056_002,06PN0056,156_052
2233,70292,610,1,06PN0056_004,06PN0056,156_054
2234,70293,610,1,06PN0056_006,06PN0056,156_056
2235,70294,612,1,06PN0058_003,06PN0058,13_003
2236,70295,612,1,06PN0058_006,06PN0058,13_006
2237,70296,612,1,06PN0058_010,06PN0058,13_010
2238,70297,613,1,06PN0059_001,06PN0059,13_011
2239,70298,613,1,06PN0059_009,06PN0059,13_019
2240,70299,613,1,06PN0059_010,06PN0059,13_020
2241,70300,615,1,06PN0061_001,06PN0061,13_021
2242,70301,615,1,06PN0061_002,06PN0061,13_022
2243,70302,615,1,06PN0061_004,06PN0061,13_024
2244,70303,615,1,06PN0061_009,06PN0061,13_029
2245,70304,616,1,06PN0062_001,06PN0062,13_031
2246,70305,616,1,06PN0062_002,06PN0062,13_032
2247,70306,616,1,06PN0062_003,06PN0062,13_033
2248,70307,616,1,06PN0062_006,06PN0062,13_036
2249,70308,616,1,06PN0062_009,06PN0062,13_039
2250,70309,618,1,06PN0064_002,06PN0064,13_042
2251,70310,618,1,06PN0064_003,06PN0064,13_043
2252,70311,618,1,06PN0064_005,06PN0064,13_045
2253,70312,618,1,06PN0064_006,06PN0064,13_046
2254,70313,618,1,06PN0064_007,06PN0064,13_047
2255,70314,618,1,06PN0064_009,06PN0064,13_049
2256,70315,619,1,06PN0065_002,06PN0065,13_052
2257,70316,621,1,06PN0067_001,06PN0067,166_051
2258,70317,621,1,06PN0067_003,06PN0067,166_053
2259,70318,621,1,06PN0067_005,06PN0067,166_055
2260,70319,621,1,06PN0067_009,06PN0067,166_059
2261,70320,621,1,06PN0067_010,06PN0067,166_060
2262,70321,622,1,06PN0068_004,06PN0068,166_064
2263,70322,622,1,06PN0068_008,06PN0068,166_068
2264,70323,622,1,06PN0068_010,06PN0068,166_070
2265,70324,624,1,06PN0070_002,06PN0070,166_072
2266,70325,624,1,06PN0070_004,06PN0070,166_074
2267,70326,624,1,06PN0070_009,06PN0070,166_079
2268,70327,625,1,06PN0071_004,06PN0071,166_084
2269,70328,625,1,06PN0071_005,06PN0071,166_085
2270,70329,625,1,06PN0071_007,06PN0071,166_087
2271,70330,625,1,06PN0071_008,06PN0071,166_088
2272,70331,625,1,06PN0071_009,06PN0071,166_089
2273,70332,627,1,06PN0073_002,06PN0073,166_092
2274,70333,627,1,06PN0073_003,06PN0073,166_093
2275,70334,627,1,06PN0073_008,06PN0073,166_098
2276,70335,627,1,06PN0073_009,06PN0073,166_099
2277,70336,628,1,06PN0074_006,06PN0074,166_106
2278,70337,628,1,06PN0074_009,06PN0074,166_109
2279,70338,628,1,06PN0074_010,06PN0074,166_110
2280,70339,630,1,06PN0076_001,06PN0076,22_051
2281,70340,630,1,06PN0076_002,06PN0076,22_052
2282,70341,630,1,06PN0076_003,06PN0076,22_053
2283,70342,630,1,06PN0076_008,06PN0076,22_058
2284,70343,630,1,06PN0076_010,06PN0076,22_060
2285,70344,631,1,06PN0077_001,06PN0077,22_061
2286,70345,631,1,06PN0077_005,06PN0077,22_065
2287,70346,631,1,06PN0077_006,06PN0077,22_066
2288,70347,631,1,06PN0077_009,06PN0077,22_069
2289,70348,633,1,06PN0079_001,06PN0079,22_071
2290,70349,633,1,06PN0079_002,06PN0079,22_072
2291,70350,633,1,06PN0079_003,06PN0079,22_073
2292,70351,633,1,06PN0079_005,06PN0079,22_075
2293,70352,633,1,06PN0079_008,06PN0079,22_078
2294,70353,633,1,06PN0079_009,06PN0079,22_079
2295,70354,634,1,06PN0080_001,06PN0080,22_081
2296,70355,634,1,06PN0080_002,06PN0080,22_082
2297,70356,634,1,06PN0080_003,06PN0080,22_083
2298,70357,634,1,06PN0080_004,06PN0080,22_084
2299,70358,634,1,06PN0080_005,06PN0080,22_085
2300,70359,634,1,06PN0080_007,06PN0080,22_087
2301,70360,634,1,06PN0080_008,06PN0080,22_088
2302,70361,634,1,06PN0080_009,06PN0080,22_089
2303,70362,634,1,06PN0080_010,06PN0080,22_090
2304,70363,636,1,06PN0082_001,06PN0082,22_091
2305,70364,636,1,06PN0082_002,06PN0082,22_092
2306,70365,636,1,06PN0082_003,06PN0082,22_093
2307,70366,636,1,06PN0082_004,06PN0082,22_094
2308,70367,636,1,06PN0082_005,06PN0082,22_095
2309,70368,636,1,06PN0082_006,06PN0082,22_096
2310,70369,636,1,06PN0082_007,06PN0082,22_097
2311,70370,636,1,06PN0082_008,06PN0082,22_098
2312,70371,636,1,06PN0082_009,06PN0082,22_099
2313,70372,636,1,06PN0082_010,06PN0082,22_100
2314,70373,637,1,06PN0083_001,06PN0083,22_101
2315,70374,637,1,06PN0083_002,06PN0083,22_102
2316,70375,637,1,06PN0083_003,06PN0083,22_103
2317,70376,637,1,06PN0083_004,06PN0083,22_104
2318,70377,637,1,06PN0083_005,06PN0083,22_105
2319,70378,637,1,06PN0083_006,06PN0083,22_106
2320,70379,648,1,06PN0094_003,06PN0094,40_003
2321,70380,648,1,06PN0094_008,06PN0094,40_008
2322,70381,648,1,06PN0094_009,06PN0094,40_009
2323,70382,648,1,06PN0094_010,06PN0094,40_010
2324,70383,649,1,06PN0095_002,06PN0095,40_012
2325,70384,649,1,06PN0095_008,06PN0095,40_018
2326,70385,651,1,06PN0097_002,06PN0097,40_022
2327,70386,651,1,06PN0097_005,06PN0097,40_025
2328,70387,651,1,06PN0097_006,06PN0097,40_026
2329,70388,651,1,06PN0097_007,06PN0097,40_027
2330,70389,652,1,06PN0098_007,06PN0098,40_037
2331,70390,652,1,06PN0098_009,06PN0098,40_039
2332,70391,654,1,06PN0100_002,06PN0100,40_042
2333,70392,654,1,06PN0100_004,06PN0100,40_044
2334,70393,654,1,06PN0100_005,06PN0100,40_045
2335,70394,657,1,06PN0103_001,06PN0103,176_051
2336,70395,657,1,06PN0103_002,06PN0103,176_052
2337,70396,657,1,06PN0103_003,06PN0103,176_053
2338,70397,657,1,06PN0103_005,06PN0103,176_055
2339,70398,657,1,06PN0103_006,06PN0103,176_056
2340,70399,657,1,06PN0103_008,06PN0103,176_058
2341,70400,657,1,06PN0103_009,06PN0103,176_059
2342,70401,657,1,06PN0103_010,06PN0103,176_060
2343,70402,658,1,06PN0104_001,06PN0104,176_061
2344,70403,658,1,06PN0104_002,06PN0104,176_062
2345,70404,658,1,06PN0104_003,06PN0104,176_063
2346,70405,658,1,06PN0104_006,06PN0104,176_066
2347,70406,658,1,06PN0104_007,06PN0104,176_067
2348,70407,658,1,06PN0104_008,06PN0104,176_068
2349,70408,658,1,06PN0104_010,06PN0104,176_070
2350,70409,660,1,06PN0106_001,06PN0106,176_071
2351,70410,660,1,06PN0106_003,06PN0106,176_073
2352,70411,660,1,06PN0106_004,06PN0106,176_074
2353,70412,660,1,06PN0106_005,06PN0106,176_075
2354,70413,660,1,06PN0106_006,06PN0106,176_076
2355,70414,660,1,06PN0106_008,06PN0106,176_078
2356,70415,660,1,06PN0106_009,06PN0106,176_079
2357,70416,660,1,06PN0106_010,06PN0106,176_080
2358,70417,661,1,06PN0107_001,06PN0107,176_081
2359,70418,661,1,06PN0107_003,06PN0107,176_083
2360,70419,661,1,06PN0107_004,06PN0107,176_084
2361,70420,661,1,06PN0107_005,06PN0107,176_085
2362,70421,661,1,06PN0107_007,06PN0107,176_087
2363,70422,661,1,06PN0107_008,06PN0107,176_088
2364,70423,661,1,06PN0107_009,06PN0107,176_089
2365,70424,661,1,06PN0107_010,06PN0107,176_090
2366,70425,663,1,06PN0109_001,06PN0109,176_091
2367,70426,663,1,06PN0109_002,06PN0109,176_092
2368,70427,663,1,06PN0109_003,06PN0109,176_093
2369,70428,663,1,06PN0109_005,06PN0109,176_095
2370,70429,663,1,06PN0109_006,06PN0109,176_096
2371,70430,663,1,06PN0109_007,06PN0109,176_097
2372,70431,664,1,06PN0110_001,06PN0110,176_101
2373,70432,664,1,06PN0110_007,06PN0110,176_107
2374,70433,666,1,06PN0112_001,06PN0112,32_051
2375,70434,666,1,06PN0112_002,06PN0112,32_052
2376,70435,666,1,06PN0112_003,06PN0112,32_053
2377,70436,666,1,06PN0112_004,06PN0112,32_054
2378,70437,666,1,06PN0112_006,06PN0112,32_056
2379,70438,666,1,06PN0112_008,06PN0112,32_058
2380,70439,666,1,06PN0112_009,06PN0112,32_059
2381,70440,666,1,06PN0112_010,06PN0112,32_060
2382,70441,667,1,06PN0113_001,06PN0113,32_061
2383,70442,667,1,06PN0113_002,06PN0113,32_062
2384,70443,667,1,06PN0113_003,06PN0113,32_063
2385,70444,667,1,06PN0113_004,06PN0113,32_064
2386,70445,667,1,06PN0113_005,06PN0113,32_065
2387,70446,667,1,06PN0113_007,06PN0113,32_067
2388,70447,667,1,06PN0113_009,06PN0113,32_069
2389,70448,669,1,06PN0115_001,06PN0115,32_071
2390,70449,669,1,06PN0115_004,06PN0115,32_074
2391,70450,669,1,06PN0115_006,06PN0115,32_076
2392,70451,669,1,06PN0115_007,06PN0115,32_077
2393,70452,670,1,06PN0116_001,06PN0116,32_081
2394,70453,670,1,06PN0116_002,06PN0116,32_082
2395,70454,670,1,06PN0116_003,06PN0116,32_083
2396,70455,670,1,06PN0116_005,06PN0116,32_085
2397,70456,670,1,06PN0116_006,06PN0116,32_086
2398,70457,670,1,06PN0116_007,06PN0116,32_087
2399,70458,670,1,06PN0116_008,06PN0116,32_088
2400,70459,670,1,06PN0116_009,06PN0116,32_089
2401,70460,672,1,06PN0118_001,06PN0118,32_091
2402,70461,672,1,06PN0118_004,06PN0118,32_094
2403,70462,672,1,06PN0118_005,06PN0118,32_095
2404,70463,672,1,06PN0118_006,06PN0118,32_096
2405,70464,672,1,06PN0118_007,06PN0118,32_097
2406,70465,672,1,06PN0118_009,06PN0118,32_099
2407,70466,673,1,06PN0119_001,06PN0119,32_101
2408,70467,673,1,06PN0119_002,06PN0119,32_102
2409,70468,673,1,06PN0119_003,06PN0119,32_103
2410,70469,673,1,06PN0119_004,06PN0119,32_104
2411,70470,673,1,06PN0119_005,06PN0119,32_105
2412,70471,684,1,06PN0130_007,06PN0130,61_007
2413,70472,684,1,06PN0130_010,06PN0130,61_010
2414,70473,685,1,06PN0131_004,06PN0131,61_014
2415,70474,685,1,06PN0131_010,06PN0131,61_020
2416,70475,687,1,06PN0133_004,06PN0133,61_024
2417,70476,687,1,06PN0133_006,06PN0133,61_026
2418,70477,688,1,06PN0134_001,06PN0134,61_031
2419,70478,688,1,06PN0134_006,06PN0134,61_036
2420,70479,688,1,06PN0134_010,06PN0134,61_040
2421,70480,690,1,06PN0136_007,06PN0136,61_047
2422,70481,690,1,06PN0136_010,06PN0136,61_050
2423,70482,691,1,06PN0137_001,06PN0137,61_051
2424,70483,691,1,06PN0137_004,06PN0137,61_054
2425,70484,702,1,06PN0148_001,06PN0148,72_001
2426,70485,702,1,06PN0148_005,06PN0148,72_005
2427,70486,702,1,06PN0148_008,06PN0148,72_008
2428,70487,702,1,06PN0148_009,06PN0148,72_009
2429,70488,702,1,06PN0148_010,06PN0148,72_010
2430,70489,703,1,06PN0149_010,06PN0149,72_020
2431,70490,705,1,06PN0151_010,06PN0151,72_030
2432,70491,706,1,06PN0152_002,06PN0152,72_032
2433,70492,706,1,06PN0152_007,06PN0152,72_037
2434,70493,706,1,06PN0152_008,06PN0152,72_038
2435,70494,708,1,06PN0154_003,06PN0154,72_043
2436,70495,708,1,06PN0154_005,06PN0154,72_045
2437,70496,708,1,06PN0154_006,06PN0154,72_046
2438,70497,708,1,06PN0154_007,06PN0154,72_047
2439,70498,708,1,06PN0154_008,06PN0154,72_048
2440,70499,708,1,06PN0154_010,06PN0154,72_050
2441,70500,1,27288,NULL,NULL,NULL
2442,70501,1,27317,NULL,NULL,NULL
2443,70502,1,27328,NULL,NULL,NULL
2444,70503,1,27299,NULL,NULL,NULL
2445,70504,1,27340,NULL,NULL,NULL
2446,70505,1,27302,NULL,NULL,NULL
2447,70506,1,27291,NULL,NULL,NULL
2448,70507,1,1,NULL,NULL,NULL
2449,70508,1,27315,NULL,NULL,NULL
2450,70509,1,27306,NULL,NULL,NULL
2451,70510,1,27377,NULL,NULL,NULL
2452,70511,1,27337,NULL,NULL,NULL
2453,70512,1,27354,NULL,NULL,NULL
2454,70513,1,27272,NULL,NULL,NULL
2455,70514,1,27282,NULL,NULL,NULL
2456,70515,1,27384,NULL,NULL,NULL
2457,70516,1,1,NULL,NULL,NULL
2458,70517,1,1,NULL,NULL,NULL
2459,70518,1,27373,NULL,NULL,NULL
2460,70519,1,27380,NULL,NULL,NULL
2461,70520,1,27323,NULL,NULL,NULL
2462,70521,1,27301,NULL,NULL,NULL
2463,70522,1,27285,NULL,NULL,NULL
2464,70523,1,27329,NULL,NULL,NULL
2465,70524,1,27324,NULL,NULL,NULL
2466,70525,1,27269,NULL,NULL,NULL
2467,70526,1,27325,NULL,NULL,NULL
2468,70527,1,27338,NULL,NULL,NULL
2469,70528,1,27319,NULL,NULL,NULL
2470,70529,1,27297,NULL,NULL,NULL
2471,70530,1,27274,NULL,NULL,NULL
2472,70531,1,27381,NULL,NULL,NULL
2473,70532,1,27294,NULL,NULL,NULL
2474,70533,1,27375,NULL,NULL,NULL
2475,70534,1,1,NULL,NULL,NULL
2476,70535,1,21504,NULL,NULL,NULL
2477,70536,1,27350,NULL,NULL,NULL
2478,70537,1,27332,NULL,NULL,NULL
2479,70538,1,27318,NULL,NULL,NULL
2480,70539,1,27327,NULL,NULL,NULL
2481,70540,1,27271,NULL,NULL,NULL
2482,70541,1,21457,NULL,NULL,NULL
2483,70542,1,27293,NULL,NULL,NULL
2484,70543,1,21398,NULL,NULL,NULL
2485,70544,1,27356,NULL,NULL,NULL
2486,70545,1,27368,NULL,NULL,NULL
2487,70546,1,27339,NULL,NULL,NULL
2488,70547,1,27333,NULL,NULL,NULL
2489,70548,1,27362,NULL,NULL,NULL
2490,70549,1,27312,NULL,NULL,NULL
2491,70550,1,27334,NULL,NULL,NULL
2492,70551,1,27352,NULL,NULL,NULL
2493,70552,1,27331,NULL,NULL,NULL
2494,70553,1,21521,NULL,NULL,NULL
2495,70554,1,27313,NULL,NULL,NULL
2496,70555,1,27367,NULL,NULL,NULL
2497,70556,1,27311,NULL,NULL,NULL
2498,70557,1,27369,NULL,NULL,NULL
2499,70558,1,27257,NULL,NULL,NULL
2500,70559,1,27276,NULL,NULL,NULL
2501,70560,1,27364,NULL,NULL,NULL
2502,70561,1,27344,NULL,NULL,NULL
2503,70562,1,21106,NULL,NULL,NULL
2504,70563,1,1,NULL,NULL,NULL
2505,70564,1,27345,NULL,NULL,NULL
2506,70565,1,27322,NULL,NULL,NULL
2507,70566,1,27275,NULL,NULL,NULL
2508,70567,1,27326,NULL,NULL,NULL
2509,70568,1,27359,NULL,NULL,NULL
2510,70569,1,27290,NULL,NULL,NULL
2511,70570,1,27371,NULL,NULL,NULL
2512,70571,1,27250,NULL,NULL,NULL
2513,70572,1,27363,NULL,NULL,NULL
2514,70573,1,27353,NULL,NULL,NULL
2515,70574,1,27304,NULL,NULL,NULL
2516,70575,1,27266,NULL,NULL,NULL
2517,70576,1,27254,NULL,NULL,NULL
2518,70577,1,27372,NULL,NULL,NULL
2519,70578,1,21412,NULL,NULL,NULL
2520,70579,1,21445,NULL,NULL,NULL
2521,70580,1,27374,NULL,NULL,NULL
2522,70581,1,27263,NULL,NULL,NULL
2523,70582,1,27320,NULL,NULL,NULL
2524,70583,1,21417,NULL,NULL,NULL
2525,70584,1,27309,NULL,NULL,NULL
2526,70585,1,27258,NULL,NULL,NULL
2527,70586,1,27261,NULL,NULL,NULL
2528,70587,1,27366,NULL,NULL,NULL
2529,70588,1,27273,NULL,NULL,NULL
2530,70589,1,27305,NULL,NULL,NULL
2531,70590,1,20986,NULL,NULL,NULL
2532,70591,1,27259,NULL,NULL,NULL
2533,70592,1,27316,NULL,NULL,NULL
2534,70593,1,27386,NULL,NULL,NULL
2535,70594,1,21076,NULL,NULL,NULL
2536,70595,19456,21618,NULL,NULL,NULL
2537,70596,19457,31606,NULL,NULL,NULL
2538,70597,19458,21622,NULL,NULL,NULL
2539,70598,19459,31609,NULL,NULL,NULL
2540,70599,19460,21620,NULL,NULL,NULL
2541,70600,19461,31611,NULL,NULL,NULL
2542,70601,19462,31601,NULL,NULL,NULL
2543,70602,19464,31616,NULL,NULL,NULL
2544,70603,19465,31608,NULL,NULL,NULL
2545,70604,19467,31613,NULL,NULL,NULL
2546,70605,19468,31615,NULL,NULL,NULL
2547,70606,19470,31607,NULL,NULL,NULL
2548,70607,19471,31603,NULL,NULL,NULL
2549,70608,19472,31604,NULL,NULL,NULL
2550,70609,19474,31610,NULL,NULL,NULL
2551,70610,19479,21607,NULL,NULL,NULL
2552,70611,19482,1,NULL,NULL,NULL
2553,70612,19483,1,NULL,NULL,NULL
2554,70613,19485,1,NULL,NULL,NULL
2555,70614,19487,1,NULL,NULL,NULL
2556,70615,19488,31559,NULL,NULL,NULL
2557,70616,19489,31602,NULL,NULL,NULL
2558,70617,19491,1,NULL,NULL,NULL
2559,70618,19492,1,NULL,NULL,NULL
2560,70619,19493,1,NULL,NULL,NULL
2561,70620,19494,1,NULL,NULL,NULL
2562,70621,19499,1,NULL,NULL,NULL
2563,70622,19506,20918,NULL,NULL,NULL
2564,70623,19509,27370,NULL,NULL,NULL
2565,70624,19513,21488,NULL,NULL,NULL
2566,70625,19514,1,NULL,NULL,NULL
2567,70626,19518,27278,NULL,NULL,NULL
2568,70627,19519,27330,NULL,NULL,NULL
2569,70628,19520,27310,NULL,NULL,NULL
2570,70629,19522,27253,NULL,NULL,NULL
2571,70630,19524,1,NULL,NULL,NULL
2572,70631,19525,27281,NULL,NULL,NULL
2573,70632,19527,1,NULL,NULL,NULL
2574,70633,19529,27256,NULL,NULL,NULL
2575,70634,19530,21047,NULL,NULL,NULL
2576,70635,19532,27351,NULL,NULL,NULL
2577,70636,19533,21413,NULL,NULL,NULL
2578,70637,19534,27260,NULL,NULL,NULL
2579,70638,19535,27262,NULL,NULL,NULL
2580,70639,19537,1,NULL,NULL,NULL
2581,70640,19538,1,NULL,NULL,NULL
2582,70641,19540,21515,NULL,NULL,NULL
2583,70642,19541,21473,NULL,NULL,NULL
2584,70643,19542,27255,NULL,NULL,NULL
2585,70644,19543,1,NULL,NULL,NULL
2586,70645,19544,1,NULL,NULL,NULL
2587,70646,19545,1,NULL,NULL,NULL
2588,70647,19547,27308,NULL,NULL,NULL
2589,70648,19549,21404,NULL,NULL,NULL
2590,70649,19550,1,NULL,NULL,NULL
2591,70650,19553,21440,NULL,NULL,NULL
2592,70651,19554,27296,NULL,NULL,NULL
2593,70652,19555,27277,NULL,NULL,NULL
2594,70653,19557,1,NULL,NULL,NULL
2595,70654,19559,27286,NULL,NULL,NULL
2596,70655,19563,21295,NULL,NULL,NULL
2597,70656,19564,27321,NULL,NULL,NULL
2598,70657,19565,21500,NULL,NULL,NULL
2599,70658,19570,27307,NULL,NULL,NULL
2600,70659,19571,27265,NULL,NULL,NULL
2601,70660,19574,27343,NULL,NULL,NULL
2602,70661,19577,27287,NULL,NULL,NULL
2603,70662,19578,27298,NULL,NULL,NULL
2604,70663,19579,1,NULL,NULL,NULL
2605,70664,19580,21456,NULL,NULL,NULL
2606,70665,19581,1,NULL,NULL,NULL
2607,70666,19582,1,NULL,NULL,NULL
2608,70667,19584,27335,NULL,NULL,NULL
2609,70668,19585,27387,NULL,NULL,NULL
2610,70669,19586,27349,NULL,NULL,NULL
2611,70670,19587,27303,NULL,NULL,NULL
2612,70671,19589,27355,NULL,NULL,NULL
2613,70672,19590,21492,NULL,NULL,NULL
2614,70673,19592,1,NULL,NULL,NULL
2615,70674,19596,1,NULL,NULL,NULL
2616,70675,19597,1,NULL,NULL,NULL
2617,70676,19598,27348,NULL,NULL,NULL
2618,70677,19599,1,NULL,NULL,NULL
2619,70678,19601,1,NULL,NULL,NULL
2620,70679,19602,1,NULL,NULL,NULL
2621,70680,19603,27383,NULL,NULL,NULL
2622,70681,19609,1,NULL,NULL,NULL
2623,70682,19610,1,NULL,NULL,NULL
2624,70683,19611,21380,NULL,NULL,NULL
2625,70684,19612,1,NULL,NULL,NULL
2626,70685,19616,1,NULL,NULL,NULL
2627,70686,19619,1,NULL,NULL,NULL
2628,70687,19620,1,NULL,NULL,NULL
2629,70688,19621,27379,NULL,NULL,NULL
2630,70689,19623,1,NULL,NULL,NULL
2631,70690,19624,27341,NULL,NULL,NULL
2632,70691,19625,27279,NULL,NULL,NULL
2633,70692,19626,27300,NULL,NULL,NULL
2634,70693,19627,27378,NULL,NULL,NULL
2635,70694,19628,21487,NULL,NULL,NULL
2636,70695,19629,27358,NULL,NULL,NULL
2637,70696,19630,1,NULL,NULL,NULL
2638,70697,19631,27267,NULL,NULL,NULL
2639,70698,19632,21424,NULL,NULL,NULL
2640,70699,19634,27347,NULL,NULL,NULL
2641,70700,19635,1,NULL,NULL,NULL
2642,70701,19638,1,NULL,NULL,NULL
2643,70702,19642,27382,NULL,NULL,NULL
2644,70703,19643,1,NULL,NULL,NULL
2645,70704,19647,1,NULL,NULL,NULL
2646,70705,19650,1,NULL,NULL,NULL
2647,70706,19651,1,NULL,NULL,NULL
2648,70707,19652,1,NULL,NULL,NULL
2649,70708,19653,27360,NULL,NULL,NULL
2650,70709,19654,1,NULL,NULL,NULL
2651,70710,19655,1,NULL,NULL,NULL
2652,70711,19656,27361,NULL,NULL,NULL
2653,70712,19657,1,NULL,NULL,NULL
