1,1,1,1
2,1,1,2
3,2,2,2
4,3,2,2
5,4,2,2
6,5,2,2
7,6,2,2
8,7,2,2
9,8,2,2
10,9,2,2
11,10,2,2
12,11,2,2
13,12,2,2
14,13,2,2
15,14,2,2
16,15,2,2
17,16,2,2
18,17,2,2
19,18,2,2
20,19,2,2
21,20,2,2
22,21,2,2
23,22,2,2
24,23,2,2
25,24,2,2
26,25,2,2
27,26,2,2
28,27,2,2
29,28,2,2
30,29,2,2
31,30,2,2
32,31,2,2
33,32,2,2
34,33,2,2
35,34,2,2
36,35,2,2
37,36,2,2
38,37,2,2
39,38,2,2
40,39,2,2
41,40,2,2
42,41,2,2
43,42,2,2
44,43,2,2
45,44,2,2
46,45,2,2
47,46,2,2
48,47,2,2
49,48,2,2
50,49,2,2
51,50,2,2
52,51,2,2
53,52,2,2
54,53,2,2
55,54,2,2
56,55,2,2
57,56,2,2
58,57,2,2
59,58,2,2
60,59,2,2
61,60,2,2
62,61,2,2
63,62,2,2
64,63,2,2
65,64,2,2
66,65,2,2
67,66,2,2
68,67,2,2
69,68,2,2
70,69,2,2
71,70,2,2
72,71,2,2
73,72,2,2
74,73,2,2
75,74,2,2
76,75,2,2
77,76,2,2
78,77,2,2
79,78,2,2
80,79,2,2
81,80,2,2
82,81,2,2
83,82,2,2
84,83,2,2
85,84,2,2
86,85,2,2
87,86,2,2
88,87,2,2
89,88,2,2
90,89,2,2
91,90,2,2
92,91,2,2
93,92,2,2
94,93,2,2
95,94,2,2
96,95,2,2
97,96,2,2
98,97,2,2
99,98,2,2
100,99,2,2
101,100,2,2
102,101,2,2
103,102,2,2
104,103,2,2
105,104,2,2
106,105,2,2
107,106,2,2
108,107,2,2
109,108,2,2
110,109,2,2
111,110,2,2
112,111,2,2
113,112,2,2
114,113,2,2
115,114,2,2
116,115,2,2
117,116,2,2
118,117,2,2
119,118,2,2
120,119,2,2
121,120,2,2
122,121,2,2
123,122,2,2
124,123,2,2
125,124,2,2
126,125,2,2
127,126,2,2
128,127,2,2
129,128,2,2
130,129,2,2
131,130,2,2
132,131,2,2
133,132,2,2
134,133,2,2
135,134,2,2
136,135,2,2
137,136,2,2
138,137,2,2
139,138,2,2
140,139,2,2
141,140,2,2
142,141,2,2
143,142,2,2
144,143,2,2
145,144,2,2
146,145,2,2
147,146,2,2
148,147,2,2
149,148,2,2
150,149,2,2
151,150,2,2
152,151,2,2
153,152,2,2
154,153,2,2
155,154,2,2
156,155,2,2
157,156,2,2
158,157,2,2
159,158,2,2
160,159,2,2
161,160,2,2
162,161,2,2
163,162,2,2
164,163,2,2
165,164,2,2
166,165,2,2
167,166,2,2
168,167,2,2
169,168,2,2
170,169,2,2
171,170,2,2
172,171,2,2
173,172,2,2
174,173,2,2
175,174,2,2
176,175,2,2
177,176,2,2
178,177,2,2
179,178,2,2
180,179,2,2
181,180,2,2
182,181,2,2
183,182,2,2
184,183,2,2
185,184,2,2
186,185,2,2
187,186,2,2
188,187,2,2
189,188,2,2
190,189,2,2
191,190,2,2
192,191,2,2
193,192,2,2
194,193,2,2
195,194,2,2
196,195,2,2
197,196,2,2
198,197,2,2
199,198,2,2
200,199,2,2
201,200,2,2
202,201,2,2
203,202,2,2
204,203,2,2
205,204,2,2
206,205,2,2
207,206,2,2
208,207,2,2
209,208,2,2
210,209,2,2
211,210,2,2
212,211,2,2
213,212,2,2
214,213,2,2
215,214,2,2
216,215,2,2
217,216,2,2
218,217,2,2
219,218,2,2
220,219,2,2
221,220,2,2
222,221,2,2
223,222,2,2
224,223,2,2
225,224,2,2
226,225,2,2
227,226,2,2
228,227,2,2
229,228,2,2
230,229,2,2
231,230,2,2
232,231,2,2
233,232,2,2
234,233,2,2
235,234,2,2
236,235,2,2
237,1,1,3
238,1,1,4
239,1,1,5
240,1,1,6
241,1,1,7
242,1,1,8
243,1,1,9
244,1,1,10
245,1,1,11
246,1,1,12
247,1,1,13
248,1,1,14
249,1,1,15
250,1,1,16
251,1,1,17
252,1,1,18
253,1,1,19
254,1,1,20
255,1,1,21
256,1,1,22
257,1,1,23
258,1,1,24
259,1,1,25
260,1,1,26
261,1,1,27
262,1,1,28
263,236,2,2
264,237,2,2
265,238,2,2
266,239,2,2
267,240,2,2
268,241,2,2
269,242,2,2
270,243,2,2
271,244,2,2
272,245,2,2
273,246,2,2
274,247,2,2
275,248,2,2
276,249,2,2
277,250,2,2
278,251,2,2
279,252,2,2
280,253,2,2
281,254,2,2
282,255,2,2
283,256,2,2
284,257,2,2
285,258,2,2
286,259,2,2
287,260,2,2
288,261,2,2
289,262,2,2
290,263,2,2
291,264,2,2
292,265,2,2
293,266,2,2
294,267,2,2
295,268,2,2
296,269,2,2
297,270,2,2
298,271,2,2
299,272,2,2
300,273,2,2
301,274,2,2
302,275,2,2
303,276,2,2
304,277,2,2
305,278,2,2
306,279,2,2
307,280,2,2
308,281,2,2
309,282,2,2
310,283,2,2
311,284,2,2
312,285,2,2
313,286,2,2
314,287,2,2
315,288,2,2
316,289,2,2
317,290,2,2
318,291,2,2
319,292,2,2
320,293,2,2
321,294,2,2
322,295,2,2
323,296,2,2
324,297,2,2
325,298,2,2
326,299,2,2
327,300,2,2
328,301,2,2
329,302,2,2
330,303,2,2
331,304,2,2
332,305,2,2
333,306,2,2
334,307,2,2
335,308,2,2
336,309,2,2
337,310,2,2
338,311,2,2
339,312,2,2
340,313,2,2
341,314,2,2
342,315,2,2
343,316,2,2
344,317,2,2
345,318,2,2
346,319,2,2
347,320,2,2
348,321,2,2
349,322,2,2
350,323,2,2
351,324,2,2
352,325,2,2
353,326,2,2
354,327,2,2
355,328,2,2
356,329,2,2
357,330,2,2
358,331,2,2
359,332,2,2
360,333,2,2
361,334,2,2
362,335,2,2
363,336,2,2
364,337,2,2
365,338,2,2
366,339,2,2
367,340,2,2
368,341,2,2
369,342,2,2
370,343,2,2
371,344,2,2
372,345,2,2
373,346,2,2
374,347,2,2
375,348,2,2
376,349,2,2
377,350,2,2
378,351,2,2
379,352,2,2
380,353,2,2
381,354,2,2
382,355,2,2
383,356,2,2
384,357,2,2
385,358,2,2
386,359,2,2
387,360,2,2
388,361,2,2
389,362,2,2
390,363,2,2
391,364,2,2
392,365,2,2
393,366,2,2
394,367,2,2
395,368,2,2
396,369,2,2
397,370,2,2
398,371,2,2
399,372,2,2
400,373,2,2
401,374,2,2
402,375,2,2
403,376,2,2
404,377,2,2
405,378,2,2
406,379,2,2
407,380,2,2
408,381,2,2
409,382,2,2
410,383,2,2
411,384,2,2
412,385,2,2
413,386,2,2
414,387,2,2
415,388,2,2
416,389,2,2
417,390,2,2
418,391,2,2
419,392,2,2
420,393,2,2
421,394,2,2
422,395,2,2
423,396,2,2
424,397,2,2
425,398,2,2
426,399,2,2
427,400,2,2
428,401,2,2
429,402,2,2
430,403,2,2
431,404,2,2
432,405,2,2
433,406,2,2
434,407,2,2
435,408,2,2
436,409,2,2
437,410,2,2
438,411,2,2
439,412,2,2
440,413,2,2
441,414,2,2
442,415,2,2
443,416,2,2
444,417,2,2
445,418,2,2
446,419,2,2
447,420,2,2
448,421,2,2
449,422,2,2
450,423,2,2
451,424,2,2
452,425,2,2
453,426,2,2
454,427,2,2
455,428,2,2
456,429,2,2
457,430,2,2
458,431,2,2
459,432,2,2
460,433,2,2
461,434,2,2
462,435,2,2
463,436,2,2
464,437,2,2
465,438,2,2
466,439,2,2
467,440,2,2
468,441,2,2
469,442,2,2
470,443,2,2
471,444,2,2
472,445,2,2
473,446,2,2
474,447,2,2
475,448,2,2
476,449,2,2
477,450,2,2
478,451,2,2
479,452,2,2
480,453,2,2
481,454,2,2
482,455,2,2
483,456,2,2
484,457,2,2
485,458,2,2
486,459,2,2
487,460,2,2
488,461,2,2
489,462,2,2
490,463,2,2
491,464,2,2
492,465,2,2
493,466,2,2
494,467,2,2
495,468,2,2
496,469,2,2
497,470,2,2
498,471,2,2
499,472,2,2
500,473,2,2
501,474,2,2
502,475,2,2
503,476,2,2
504,477,2,2
505,478,2,2
506,479,2,2
507,480,2,2
508,481,2,2
509,482,2,2
510,483,2,2
511,484,2,2
512,485,2,2
513,486,2,2
514,487,2,2
515,488,2,2
516,489,2,2
517,490,2,2
518,491,2,2
519,492,2,2
520,493,2,2
521,494,2,2
522,495,2,2
523,496,2,2
524,497,2,2
525,498,2,2
526,499,2,2
527,500,2,2
528,501,2,2
529,502,2,2
530,503,2,2
531,504,2,2
532,505,2,2
533,506,2,2
534,507,2,2
535,508,2,2
536,509,2,2
537,510,2,2
538,511,2,2
539,512,2,2
540,513,2,2
541,514,2,2
542,515,2,2
543,516,2,2
544,517,2,2
545,518,2,2
546,519,2,2
547,520,2,2
548,521,2,2
549,522,2,2
550,523,2,2
551,524,2,2
552,525,2,2
553,526,2,2
554,527,2,2
555,528,2,2
556,529,2,2
557,530,2,2
558,531,2,2
559,532,2,2
560,533,2,2
561,534,2,2
562,535,2,2
563,536,2,2
564,537,2,2
565,538,2,2
566,539,2,2
567,540,2,2
568,541,2,2
569,542,2,2
570,543,2,2
571,544,2,2
572,545,2,2
573,546,2,2
574,547,2,2
575,548,2,2
576,549,2,2
577,550,2,2
578,551,2,2
579,552,2,2
580,553,2,2
581,554,2,2
582,555,2,2
583,556,2,2
584,557,2,2
585,558,2,2
586,559,2,2
587,560,2,2
588,561,2,2
589,562,2,2
590,563,2,2
591,564,2,2
592,565,2,2
593,566,2,2
594,567,2,2
595,568,2,2
596,569,2,2
597,570,2,2
598,571,2,2
599,572,2,2
600,573,2,2
601,574,2,2
602,575,2,2
603,576,2,2
604,577,2,2
605,578,2,2
606,579,2,2
607,580,2,2
608,581,2,2
609,582,2,2
610,583,2,2
611,584,2,2
612,585,2,2
613,586,2,2
614,587,2,2
615,588,2,2
616,589,2,2
617,590,2,2
618,591,2,2
619,592,2,2
620,593,2,2
621,594,2,2
622,595,2,2
623,596,2,2
624,597,2,2
625,598,2,2
626,599,2,2
627,600,2,2
628,601,2,2
629,602,2,2
630,603,2,2
631,604,2,2
632,605,2,2
633,606,2,2
634,607,2,2
635,608,2,2
636,609,2,2
637,610,2,2
638,611,2,2
639,612,2,2
640,613,2,2
641,614,2,2
642,615,2,2
643,616,2,2
644,617,2,2
645,618,2,2
646,619,2,2
647,620,2,2
648,621,2,2
649,622,2,2
650,623,2,2
651,624,2,2
652,625,2,2
653,626,2,2
654,627,2,2
655,628,2,2
656,629,2,2
657,630,2,2
658,631,2,2
659,632,2,2
660,633,2,2
661,634,2,2
662,635,2,2
663,636,2,2
664,637,2,2
665,638,2,2
666,639,2,2
667,640,2,2
668,641,2,2
669,642,2,2
670,643,2,2
671,644,2,2
672,645,2,2
673,646,2,2
674,647,2,2
675,648,2,2
676,649,2,2
677,650,2,2
678,651,2,2
679,652,2,2
680,653,2,2
681,654,2,2
682,655,2,2
683,656,2,2
684,657,2,2
685,658,2,2
686,659,2,2
687,660,2,2
688,661,2,2
689,662,2,2
690,663,2,2
691,664,2,2
692,665,2,2
693,666,2,2
694,667,2,2
695,668,2,2
696,669,2,2
697,670,2,2
698,671,2,2
699,672,2,2
700,673,2,2
701,674,2,2
702,675,2,2
703,676,2,2
704,677,2,2
705,678,2,2
706,679,2,2
707,680,2,2
708,681,2,2
709,682,2,2
710,683,2,2
711,684,2,2
712,685,2,2
713,686,2,2
714,687,2,2
715,688,2,2
716,689,2,2
717,690,2,2
718,691,2,2
719,692,2,2
720,693,2,2
721,694,2,2
722,695,2,2
723,696,2,2
724,697,2,2
725,698,2,2
726,699,2,2
727,700,2,2
728,701,2,2
729,702,2,2
730,703,2,2
731,704,2,2
732,705,2,2
733,706,2,2
734,707,2,2
735,708,2,2
736,709,2,2
737,710,2,2
738,711,2,2
739,712,2,2
740,713,2,2
741,714,2,2
742,715,2,2
743,716,2,2
744,717,2,2
745,718,2,2
746,719,2,2
747,720,2,2
748,721,2,2
749,722,2,2
750,723,2,2
751,724,2,2
752,725,2,2
753,726,2,2
754,727,2,2
755,728,2,2
756,729,2,2
757,730,2,2
758,731,2,2
759,732,2,2
760,733,2,2
761,734,2,2
762,735,2,2
763,736,2,2
764,737,2,2
765,738,2,2
766,739,2,2
767,740,2,2
768,741,2,2
769,742,2,2
770,743,2,2
771,744,2,2
772,745,2,2
773,746,2,2
774,747,2,2
775,748,2,2
776,749,2,2
777,750,2,2
778,751,2,2
779,752,2,2
780,753,2,2
781,754,2,2
782,755,2,2
783,756,2,2
784,757,2,2
785,758,2,2
786,759,2,2
787,760,2,2
788,761,2,2
789,762,2,2
790,763,2,2
791,764,2,2
792,765,2,2
793,766,2,2
794,767,2,2
795,768,2,2
796,769,2,2
797,770,2,2
798,771,2,2
799,772,2,2
800,773,2,2
801,774,2,2
802,775,2,2
803,776,2,2
804,777,2,2
805,778,2,2
806,779,2,2
807,780,2,2
808,781,2,2
809,782,2,2
810,783,2,2
811,784,2,2
812,785,2,2
813,786,2,2
814,787,2,2
815,788,2,2
816,789,2,2
817,790,2,2
818,791,2,2
819,792,2,2
820,793,2,2
821,794,2,2
822,795,2,2
823,796,2,2
824,797,2,2
825,798,2,2
826,799,2,2
827,800,2,2
828,801,2,2
829,802,2,2
830,803,2,2
831,804,2,2
832,805,2,2
833,806,2,2
834,807,2,2
835,808,2,2
836,809,2,2
837,810,2,2
838,811,2,2
839,812,2,2
840,813,2,2
841,814,2,2
842,815,2,2
843,816,2,2
844,817,2,2
845,818,2,2
846,819,2,2
847,820,2,2
848,821,2,2
849,822,2,2
850,823,2,2
851,824,2,2
