12JH0001,NULL,12JH,(B73؃ML228)S9,NULL,11PR0386_003s,NULL,1,101,NULL,NULL,10,A,NULL,Trial,GLS_1.04 Screen,31
12JH0002,NULL,12JH,(B73xCML228)S8,NULL,11PR0275_002s,NULL,1,102,NULL,NULL,10,A,NULL,Trial,GLS_1.04 Screen,31
12JH0003,NULL,12JH,(B73؃ML228)S9,NULL,11PR0362_001s,NULL,1,103,NULL,NULL,10,A,NULL,Trial,GLS_1.04 Screen,31
12JH0004,NULL,12JH,(B73؃ML228)S10,NULL,11PR0354_005s,NULL,1,104,NULL,NULL,10,A,NULL,Trial,GLS_1.04 Screen,31
12JH0005,NULL,12JH,(B73؃ML228)S10,NULL,11PR0327_006s,NULL,1,105,NULL,NULL,10,A,NULL,Trial,GLS_1.04 Screen,31
12JH0006,NULL,12JH,(B73؃ML228)S10,NULL,11PR0302_003s,NULL,1,106,NULL,NULL,10,A,NULL,Trial,GLS_1.04 Screen,31
12JH0007,NULL,12JH,(B73xCML228)S8,NULL,11PR0267_006s,NULL,1,107,NULL,NULL,10,A,NULL,Trial,GLS_1.04 Screen,31
12JH0008,NULL,12JH,B73,NULL,11PR0298_001s,NULL,1,108,NULL,NULL,10,A,NULL,Check,GLS_1.04 Screen,31
12JH0009,NULL,12JH,(B73؃ML228)S10,NULL,11PR0352_007s,NULL,1,109,NULL,NULL,10,A,NULL,Trial,GLS_1.04 Screen,31
12JH0010,NULL,12JH,(B73؃ML228)S9,NULL,11PR0362_005s,NULL,1,110,NULL,NULL,10,A,NULL,Trial,GLS_1.04 Screen,31
12JH0011,NULL,12JH,(B73؃ML228)S10,NULL,11PR0335_006s,NULL,1,111,NULL,NULL,10,A,NULL,Trial,GLS_1.04 Screen,31
12JH0012,NULL,12JH,(B73؃ML228)S9,NULL,11PR0374_001s,NULL,1,112,NULL,NULL,10,A,NULL,Trial,GLS_1.04 Screen,31
12JH0013,NULL,12JH,(B73؃ML228)S10,NULL,11PR0324_002s,NULL,1,113,NULL,NULL,10,A,NULL,Trial,GLS_1.04 Screen,31
12JH0014,NULL,12JH,(B73xCML228)S8,NULL,11PR0243_005s,NULL,1,114,NULL,NULL,10,A,NULL,Trial,GLS_1.04 Screen,31
12JH0015,NULL,12JH,B73,NULL,11PR0298_001s,NULL,1,115,NULL,NULL,10,A,NULL,Check,GLS_1.04 Screen,31
12JH0016,NULL,12JH,(B73xCML228)S8,NULL,11PR0259_003s,NULL,1,116,NULL,NULL,10,A,NULL,Trial,GLS_1.04 Screen,31
12JH0017,NULL,12JH,(B73؃ML228)S8,NULL,11PR0384_006s,NULL,1,117,NULL,NULL,10,A,NULL,Trial,GLS_1.04 Screen,31
12JH0018,NULL,12JH,(B73xCML228)S8,NULL,11PR0257_001s,NULL,1,118,NULL,NULL,10,A,NULL,Trial,GLS_1.04 Screen,31
12JH0019,NULL,12JH,(B73xCML228)S8,NULL,11PR0282_004s,NULL,1,119,NULL,NULL,10,A,NULL,Trial,GLS_1.04 Screen,31
12JH0020,NULL,12JH,(B73؃ML228)S9,NULL,11PR0372_002s,NULL,1,120,NULL,NULL,10,A,NULL,Trial,GLS_1.04 Screen,31
12JH0021,NULL,12JH,(B73؃ML228)S10,NULL,11PR0337_004s,NULL,1,121,NULL,NULL,10,A,NULL,Trial,GLS_1.04 Screen,31
12JH0022,NULL,12JH,(B73xCML228)S8,NULL,11PR0257_004s,NULL,1,122,NULL,NULL,10,A,NULL,Trial,GLS_1.04 Screen,31
12JH0023,NULL,12JH,(B73xCML228)S8,NULL,11PR0285_004s,NULL,1,123,NULL,NULL,10,A,NULL,Trial,GLS_1.04 Screen,31
12JH0024,NULL,12JH,(B73؃ML228)S8,NULL,11PR0378_002s,NULL,1,124,NULL,NULL,10,A,NULL,Trial,GLS_1.04 Screen,31
12JH0025,NULL,12JH,(B73xCML228)S8,NULL,11PR0269_002s,NULL,1,125,NULL,NULL,10,A,NULL,Trial,GLS_1.04 Screen,31
12JH0026,NULL,12JH,(B73؃ML228)S10,NULL,11PR0349_007s,NULL,1,126,NULL,NULL,10,A,NULL,Trial,GLS_1.04 Screen,31
12JH0027,NULL,12JH,(B73xCML228)S8,NULL,11PR0255_006s,NULL,1,127,NULL,NULL,10,A,NULL,Trial,GLS_1.04 Screen,31
12JH0028,NULL,12JH,(B73؃ML228)S10,NULL,11PR0308_004s,NULL,1,128,NULL,NULL,10,A,NULL,Trial,GLS_1.04 Screen,31
12JH0029,NULL,12JH,(B73؃ML228)S8,NULL,11PR0384_005s,NULL,1,129,NULL,NULL,10,A,NULL,Trial,GLS_1.04 Screen,31
12JH0030,NULL,12JH,(B73؃ML228)S8,NULL,11PR0370_003s,NULL,1,130,NULL,NULL,10,A,NULL,Trial,GLS_1.04 Screen,31
12JH0031,NULL,12JH,(B73؃ML228)S8,NULL,11PR0399_005s,NULL,1,131,NULL,NULL,10,A,NULL,Trial,GLS_1.04 Screen,31
12JH0032,NULL,12JH,(B73؃ML228)S9,NULL,11PR0373_002s,NULL,1,132,NULL,NULL,10,A,NULL,Trial,GLS_1.04 Screen,31
12JH0033,NULL,12JH,(B73xCML228)S8,NULL,11PR0237_004s,NULL,1,133,NULL,NULL,10,A,NULL,Trial,GLS_1.04 Screen,31
12JH0034,NULL,12JH,(B73xCML228)S8,NULL,11PR0266_002s,NULL,1,134,NULL,NULL,10,A,NULL,Trial,GLS_1.04 Screen,31
12JH0035,NULL,12JH,(B73؃ML228)S10,NULL,11PR0327_004s,NULL,1,135,NULL,NULL,10,A,NULL,Trial,GLS_1.04 Screen,31
12JH0036,NULL,12JH,(B73؃ML228)S10,NULL,11PR0330_003s,NULL,1,136,NULL,NULL,10,A,NULL,Trial,GLS_1.04 Screen,31
12JH0037,NULL,12JH,(B73؃ML228)S10,NULL,11PR0302_009s,NULL,1,137,NULL,NULL,10,A,NULL,Trial,GLS_1.04 Screen,31
12JH0038,NULL,12JH,(B73xCML228)S8,NULL,11PR0272_006s,NULL,1,138,NULL,NULL,10,A,NULL,Trial,GLS_1.04 Screen,31
12JH0039,NULL,12JH,(B73xCML228)S8,NULL,11PR0274_001s,NULL,1,139,NULL,NULL,10,A,NULL,Trial,GLS_1.04 Screen,31
12JH0040,NULL,12JH,(B73؃ML228)S9,NULL,11PR0387_001s,NULL,1,140,NULL,NULL,10,A,NULL,Trial,GLS_1.04 Screen,31
12JH0041,NULL,12JH,(B73xCML228)S8,NULL,11PR0236_006s,NULL,1,141,NULL,NULL,10,A,NULL,Trial,GLS_1.04 Screen,31
12JH0042,NULL,12JH,(B73xCML228)S8,NULL,11PR0242_007s,NULL,1,142,NULL,NULL,10,A,NULL,Trial,GLS_1.04 Screen,31
12JH0043,NULL,12JH,(B73xCML228)S8,NULL,11PR0238_005s,NULL,1,143,NULL,NULL,10,A,NULL,Trial,GLS_1.04 Screen,31
12JH0044,NULL,12JH,(B73؃ML228)S10,NULL,11PR0333_001s,NULL,1,144,NULL,NULL,10,A,NULL,Trial,GLS_1.04 Screen,31
12JH0045,NULL,12JH,(B73xCML228)S8,NULL,11PR0270_005s,NULL,1,145,NULL,NULL,10,A,NULL,Trial,GLS_1.04 Screen,31
12JH0046,NULL,12JH,(B73؃ML228)S8,NULL,11PR0371_002s,NULL,1,146,NULL,NULL,10,A,NULL,Trial,GLS_1.04 Screen,31
12JH0047,NULL,12JH,(B73؃ML228)S9,NULL,11PR0365_006s,NULL,1,147,NULL,NULL,10,A,NULL,Trial,GLS_1.04 Screen,31
12JH0048,NULL,12JH,(B73xCML228)S8,NULL,11PR0237_005s,NULL,1,148,NULL,NULL,10,A,NULL,Trial,GLS_1.04 Screen,31
12JH0049,NULL,12JH,(B73xCML228)S8,NULL,11PR0256_002s,NULL,1,149,NULL,NULL,10,A,NULL,Trial,GLS_1.04 Screen,31
12JH0050,NULL,12JH,(B73؃ML228)S9,NULL,11PR0372_003s,NULL,1,150,NULL,NULL,10,A,NULL,Trial,GLS_1.04 Screen,31
12JH0051,NULL,12JH,(B73؃ML228)S10,NULL,11PR0328_006s,NULL,1,151,NULL,NULL,10,A,NULL,Trial,GLS_1.04 Screen,31
12JH0052,NULL,12JH,(B73xCML228)S8,NULL,11PR0280_001s,NULL,1,152,NULL,NULL,10,A,NULL,Trial,GLS_1.04 Screen,31
12JH0053,NULL,12JH,(B73xCML228)S8,NULL,11PR0234_004s,NULL,1,153,NULL,NULL,10,A,NULL,Trial,GLS_1.04 Screen,31
12JH0054,NULL,12JH,(B73؃ML228)S10,NULL,11PR0312_003s,NULL,1,154,NULL,NULL,10,A,NULL,Trial,GLS_1.04 Screen,31
12JH0055,NULL,12JH,(B73؃ML228)S8,NULL,11PR0383_003s,NULL,1,155,NULL,NULL,10,A,NULL,Trial,GLS_1.04 Screen,31
12JH0056,NULL,12JH,(B73؃ML228)S8,NULL,11PR0396_004s,NULL,1,156,NULL,NULL,10,A,NULL,Trial,GLS_1.04 Screen,31
12JH0057,NULL,12JH,(B73؃ML228)S9,NULL,11PR0387_004s,NULL,1,157,NULL,NULL,10,A,NULL,Trial,GLS_1.04 Screen,31
12JH0058,NULL,12JH,(B73؃ML228)S10,NULL,11PR0339_005s,NULL,1,158,NULL,NULL,10,A,NULL,Trial,GLS_1.04 Screen,31
12JH0059,NULL,12JH,(B73؃ML228)S10,NULL,11PR0321_002s,NULL,1,159,NULL,NULL,10,A,NULL,Trial,GLS_1.04 Screen,31
12JH0060,NULL,12JH,(B73؃ML228)S10,NULL,11PR0352_005s,NULL,1,160,NULL,NULL,10,A,NULL,Trial,GLS_1.04 Screen,31
12JH0061,NULL,12JH,(B73؃ML228)S9,NULL,11PR0361_004s,NULL,1,161,NULL,NULL,10,A,NULL,Trial,GLS_1.04 Screen,31
12JH0062,NULL,12JH,(B73xCML228)S8,NULL,11PR0252_007s,NULL,1,162,NULL,NULL,10,A,NULL,Trial,GLS_1.04 Screen,31
