08GC0809_003x,08GC0809_003,08GC0809,08GC08,Pa91Ht2,NULL,Pa91Ht2 / Pa91,cross,08GC0807,Pa91,NULL,Pa91Ht2/Pa91 F1,NULL,2,NULL,NULL,NULL,NULL
08GC0809_004x,08GC0809_004,08GC0809,08GC08,Pa91Ht2,NULL,Pa91Ht2 / 1851_1_2_2_02F_01-07F,cross,08GC0802,1851_1_2_2_02F_01-07F,NULL,Pa91Ht2/qEt8.06S11 F1,NULL,2,NULL,NULL,NULL,NULL
08GC0809_005x,08GC0809_005,08GC0809,08GC08,Pa91Ht2,NULL,Pa91Ht2 / 1851_1_2_2_04F_03-03E,cross,08GC0804,1851_1_2_2_04F_03-03E,NULL,Pa91Ht2/qEt8.06DK888 F1,NULL,2,NULL,NULL,NULL,NULL
08GC0810_001x,08GC0810_001,08GC0810,08GC08,Pa91Ht3,NULL,Pa91Ht3 / 1851_1_2_2_04F_03-03E,cross,08GC0804,1851_1_2_2_04F_03-03E,NULL,Pa91Ht3/qEt8.06DK888 F1,NULL,2,NULL,NULL,NULL,NULL
08GC0810_002x,08GC0810_002,08GC0810,08GC08,Pa91Ht3,NULL,Pa91Ht3 / 1851_1_2_2_02F_01-07F,cross,08GC0802,1851_1_2_2_02F_01-07F,NULL,Pa91Ht3/qEt8.06S11 F1,NULL,2,NULL,NULL,NULL,NULL
08GC0810_003x,08GC0810_003,08GC0810,08GC08,Pa91Ht3,NULL,Pa91Ht3 / 1851_1_2_2_06A_06-04A,cross,08GC0805,1851_1_2_2_06A_06-04A,NULL,Pa91Ht3/qEt8.06DK888 F1,NULL,2,NULL,NULL,NULL,NULL
08GC0810_004x,08GC0810_004,08GC0810,08GC08,Pa91Ht3,NULL,Pa91Ht3 / 1851_1_2_2_06A_06-04A,cross,08GC0805,1851_1_2_2_06A_06-04A,NULL,Pa91Ht3/qEt8.06DK888 F1,NULL,2,NULL,NULL,NULL,NULL
08GC0810_005x,08GC0810_005,08GC0810,08GC08,Pa91Ht3,NULL,Pa91Ht3 / Pa91,cross,08GC0807,Pa91,NULL,Pa91Ht3/Pa91 F1,NULL,2,NULL,NULL,NULL,NULL
08GC0810_006x,08GC0810_006,08GC0810,08GC08,Pa91Ht3,NULL,Pa91Ht3 / 1851_1_2_2_02F_01-07F,cross,08GC0802,1851_1_2_2_02F_01-07F,NULL,Pa91Ht3/qEt8.06S11 F1,NULL,2,NULL,NULL,NULL,NULL
08GC0812_001x,08GC0812_001,08GC0812,08GC08,B68HtN,NULL,B68HtN / 1851_1_2_2_02F_01-07F or 1851_1_2_2_02F_01-09D,cross,08GC0802 or 08GC0803,1851_1_2_2_02F_01-07F or 1851_1_2_2_02F_01-09D,NULL,B68HtN/qEt8.06S11 F1,NULL,2,NULL,NULL,NULL,NULL
08GC0812_002x,08GC0812_002,08GC0812,08GC08,B68HtN,NULL,B68HtN / 1851_1_2_2_06A_06-04A,cross,08GC0805,1851_1_2_2_06A_06-04A,NULL,B68HtN/qEt8.06DK888 F1,NULL,2,NULL,NULL,NULL,NULL
08GC0812_003x,08GC0812_003,08GC0812,08GC08,B68HtN,NULL,B68HtN / 1851_1_2_2_04F_03-03E,cross,08GC0804,1851_1_2_2_04F_03-03E,NULL,B68HtN/qEt8.06DK888 F1,NULL,2,NULL,NULL,NULL,NULL
08GC1201_001s,08GC1201_001,08GC1201,08GC12,1851_1_2_2_01F_0106F_20609B,NULL,1851_1_2_2_01F_0106F_20609B_0101A,self,NULL,NULL,NULL,S11 x DK888 HIFs,NULL,2,NULL,qEt8.06 recombinants; plant source: 08GC05,NULL,NULL
08GC1201_003s,08GC1201_003,08GC1201,08GC12,1851_1_2_2_01F_0106F_20609B,NULL,1851_1_2_2_01F_0106F_20609B_0101C,self,NULL,NULL,NULL,S11 x DK888 HIFs,NULL,2,NULL,qEt8.06 recombinants; plant source: 08GC05,NULL,NULL
08GC1201_014s,08GC1201_014,08GC1201,08GC12,1851_1_2_2_01F_0106F_20609B,NULL,1851_1_2_2_01F_0106F_20609B_0102F,self,NULL,NULL,NULL,S11 x DK888 HIFs,NULL,2,NULL,qEt8.06 recombinants; plant source: 08GC05,NULL,NULL
08GC1201_017s,08GC1201_017,08GC1201,08GC12,1851_1_2_2_01F_0106F_20609B,NULL,1851_1_2_2_01F_0106F_20609B_0103A,self,NULL,NULL,NULL,S11 x DK888 HIFs,NULL,2,NULL,qEt8.06 recombinants; plant source: 08GC05,NULL,NULL
08GC1201_021s,08GC1201_021,08GC1201,08GC12,1851_1_2_2_01F_0106F_20609B,NULL,1851_1_2_2_01F_0106F_20609B_0103E,self,NULL,NULL,NULL,S11 x DK888 HIFs,NULL,2,NULL,qEt8.06 recombinants; plant source: 08GC05,NULL,NULL
08GC1202_001s,08GC1202_001,08GC1202,08GC12,1851_1_2_2_10G_30506A,NULL,1851_1_2_2_10G_30506A_0104A,self,NULL,NULL,NULL,S11 x DK888 HIFs,NULL,2,NULL,qEt8.06 recombinants; plant source: 08CF2007_040,NULL,NULL
08GC1202_002s,08GC1202_002,08GC1202,08GC12,1851_1_2_2_10G_30506A,NULL,1851_1_2_2_10G_30506A_0104B,self,NULL,NULL,NULL,S11 x DK888 HIFs,NULL,2,NULL,qEt8.06 recombinants; plant source: 08CF2007_040,NULL,NULL
08GC1202_006s,08GC1202_006,08GC1202,08GC12,1851_1_2_2_10G_30506A,NULL,1851_1_2_2_10G_30506A_0104F,self,NULL,NULL,NULL,S11 x DK888 HIFs,NULL,2,NULL,qEt8.06 recombinants; plant source: 08CF2007_040,NULL,NULL
08GC1202_008s,08GC1202_008,08GC1202,08GC12,1851_1_2_2_10G_30506A,NULL,1851_1_2_2_10G_30506A_0104H,self,NULL,NULL,NULL,S11 x DK888 HIFs,NULL,2,NULL,qEt8.06 recombinants; plant source: 08CF2007_040,NULL,NULL
08GC1202_010s,08GC1202_010,08GC1202,08GC12,1851_1_2_2_10G_30506A,NULL,1851_1_2_2_10G_30506A_0105B,self,NULL,NULL,NULL,S11 x DK888 HIFs,NULL,2,NULL,qEt8.06 recombinants; plant source: 08CF2007_040,NULL,NULL
08GC1202_012s,08GC1202_012,08GC1202,08GC12,1851_1_2_2_10G_30506A,NULL,1851_1_2_2_10G_30506A_0105D,self,NULL,NULL,NULL,S11 x DK888 HIFs,NULL,2,NULL,qEt8.06 recombinants; plant source: 08CF2007_040,NULL,NULL
08GC1203_007s,08GC1203_007,08GC1203,08GC12,1851_1_2_2_06A_30211A,NULL,1851_1_2_2_06A_30211A_0107G,self,NULL,NULL,NULL,S11 x DK888 HIFs,NULL,2,NULL,qEt8.06 recombinants; plant source: 08CF2005_075,NULL,NULL
08GC1203_024s,08GC1203_024,08GC1203,08GC12,1851_1_2_2_06A_30211A,NULL,1851_1_2_2_06A_30211A_0109H,self,NULL,NULL,NULL,S11 x DK888 HIFs,NULL,2,NULL,qEt8.06 recombinants; plant source: 08CF2005_075,NULL,NULL
08GC1204_001s,08GC1204_001,08GC1204,08GC12,1851_1_2_2_10G_30506F,NULL,1851_1_2_2_10G_30506F_0110A,self,NULL,NULL,NULL,S11 x DK888 HIFs,NULL,2,NULL,qEt8.06 recombinants; plant source: 08CF2007_045,NULL,NULL
08GC1204_004s,08GC1204_004,08GC1204,08GC12,1851_1_2_2_10G_30506F,NULL,1851_1_2_2_10G_30506F_0110D,self,NULL,NULL,NULL,S11 x DK888 HIFs,NULL,2,NULL,qEt8.06 recombinants; plant source: 08CF2007_045,NULL,NULL
08GC1204_014s,08GC1204_014,08GC1204,08GC12,1851_1_2_2_10G_30506F,NULL,1851_1_2_2_10G_30506F_0111F,self,NULL,NULL,NULL,S11 x DK888 HIFs,NULL,2,NULL,qEt8.06 recombinants; plant source: 08CF2007_045,NULL,NULL
08GC1204_018s,08GC1204_018,08GC1204,08GC12,1851_1_2_2_10G_30506F,NULL,1851_1_2_2_10G_30506F_0112B,self,NULL,NULL,NULL,S11 x DK888 HIFs,NULL,2,NULL,qEt8.06 recombinants; plant source: 08CF2007_045,NULL,NULL
08GC1206_001s,08GC1206_001,08GC1206,08GC12,1851_1_2_2_06G_30306F,NULL,1851_1_2_2_06G_30306F_0204A,self,NULL,NULL,NULL,S11 x DK888 HIFs,NULL,2,NULL,qEt8.06 recombinants; plant source: 08CF2006_035,NULL,NULL
08GC1206_009s,08GC1206_009,08GC1206,08GC12,1851_1_2_2_06G_30306F,NULL,1851_1_2_2_06G_30306F_0205A,self,NULL,NULL,NULL,S11 x DK888 HIFs,NULL,2,NULL,qEt8.06 recombinants; plant source: 08CF2006_035,NULL,NULL
08GC1206_017s,08GC1206_017,08GC1206,08GC12,1851_1_2_2_06G_30306F,NULL,1851_1_2_2_06G_30306F_0206A,self,NULL,NULL,NULL,S11 x DK888 HIFs,NULL,2,NULL,qEt8.06 recombinants; plant source: 08CF2006_035,NULL,NULL
08GC1206_018s,08GC1206_018,08GC1206,08GC12,1851_1_2_2_06G_30306F,NULL,1851_1_2_2_06G_30306F_0206B,self,NULL,NULL,NULL,S11 x DK888 HIFs,NULL,2,NULL,qEt8.06 recombinants; plant source: 08CF2006_035,NULL,NULL
08GC1206_021s,08GC1206_021,08GC1206,08GC12,1851_1_2_2_06G_30306F,NULL,1851_1_2_2_06G_30306F_0206E,self,NULL,NULL,NULL,S11 x DK888 HIFs,NULL,2,NULL,qEt8.06 recombinants; plant source: 08CF2006_035,NULL,NULL
08GC1207_001s,08GC1207_001,08GC1207,08GC12,1851_1_2_2_10H_30603D,NULL,1851_1_2_2_10H_30603D_0207A,self,NULL,NULL,NULL,S11 x DK888 HIFs,NULL,2,NULL,qEt8.06 recombinants; plant source: 08CF2008_003,NULL,NULL
08GC1208_002s,08GC1208_002,08GC1208,08GC12,1851_1_2_2_10H_30604D,NULL,1851_1_2_2_10H_30604D_0210B,self,NULL,NULL,NULL,S11 x DK888 HIFs,NULL,2,NULL,qEt8.06 recombinants; plant source: 08CF2008_011,NULL,NULL
08GC1209_001s,08GC1209_001,08GC1209,08GC12,1851_1_2_2_10H_30604H,NULL,1851_1_2_2_10H_30604H_0301A,self,NULL,NULL,NULL,S11 x DK888 HIFs,NULL,2,NULL,qEt8.06 recombinants; plant source: 08CF2008_015,NULL,NULL
08GC1210_004s,08GC1210_004,08GC1210,08GC12,1851_1_2_2_11D_30903A,NULL,1851_1_2_2_11D_30903A_0304D,self,NULL,NULL,NULL,S11 x DK888 HIFs,NULL,2,NULL,qEt8.06 recombinants; plant source: 08CF2010_032,NULL,NULL
08GC1211_007s,08GC1211_007,08GC1211,08GC12,1851_1_2_2_11E_30909B,NULL,1851_1_2_2_11E_30909B_0307G,self,NULL,NULL,NULL,S11 x DK888 HIFs,NULL,2,NULL,qEt8.06 recombinants; plant source: 08CF2011_032,NULL,NULL
08GC1211_011s,08GC1211_011,08GC1211,08GC12,1851_1_2_2_11E_30909B,NULL,1851_1_2_2_11E_30909B_0308C,self,NULL,NULL,NULL,S11 x DK888 HIFs,NULL,2,NULL,qEt8.06 recombinants; plant source: 08CF2011_032,NULL,NULL
08GC1211_015s,08GC1211_015,08GC1211,08GC12,1851_1_2_2_11E_30909B,NULL,1851_1_2_2_11E_30909B_0308G,self,NULL,NULL,NULL,S11 x DK888 HIFs,NULL,2,NULL,qEt8.06 recombinants; plant source: 08CF2011_032,NULL,NULL
08GC1212_001s,08GC1212_001,08GC1212,08GC12,1851_1_2_2_11C_30801H,NULL,1851_1_2_2_11C_30801H_0310A,self,NULL,NULL,NULL,S11 x DK888 HIFs,NULL,2,NULL,qEt8.06 recombinants; plant source: 08CF2009_028,NULL,NULL
08GC1212_003s,08GC1212_003,08GC1212,08GC12,1851_1_2_2_11C_30801H,NULL,1851_1_2_2_11C_30801H_0310C,self,NULL,NULL,NULL,S11 x DK888 HIFs,NULL,2,NULL,qEt8.06 recombinants; plant source: 08CF2009_028,NULL,NULL
08GC1212_006s,08GC1212_006,08GC1212,08GC12,1851_1_2_2_11C_30801H,NULL,1851_1_2_2_11C_30801H_0310F,self,NULL,NULL,NULL,S11 x DK888 HIFs,NULL,2,NULL,qEt8.06 recombinants; plant source: 08CF2009_028,NULL,NULL
08GC1212_010s,08GC1212_010,08GC1212,08GC12,1851_1_2_2_11C_30801H,NULL,1851_1_2_2_11C_30801H_0311B,self,NULL,NULL,NULL,S11 x DK888 HIFs,NULL,2,NULL,qEt8.06 recombinants; plant source: 08CF2009_028,NULL,NULL
08GC1212_015s,08GC1212_015,08GC1212,08GC12,1851_1_2_2_11C_30801H,NULL,1851_1_2_2_11C_30801H_0311G,self,NULL,NULL,NULL,S11 x DK888 HIFs,NULL,2,NULL,qEt8.06 recombinants; plant source: 08CF2009_028,NULL,NULL
08GC1212_016s,08GC1212_016,08GC1212,08GC12,1851_1_2_2_11C_30801H,NULL,1851_1_2_2_11C_30801H_0311H,self,NULL,NULL,NULL,S11 x DK888 HIFs,NULL,2,NULL,qEt8.06 recombinants; plant source: 08CF2009_028,NULL,NULL
08GC1213_003s,08GC1213_003,08GC1213,08GC12,1851_1_2_2_11C_30710F,NULL,1851_1_2_2_11C_30710F_0401C,self,NULL,NULL,NULL,S11 x DK888 HIFs,NULL,2,NULL,qEt8.06 recombinants; plant source: 08CF2009_002,NULL,NULL
