10TF2001,NULL,10TF,(09TF2001_005)S1,NULL,09TF2001_005s,NULL,1,NULL,NULL,NULL,16,NULL,NULL,fix recombinants,NULL,34
10TF2002,NULL,10TF,(09TF2002_001)S1,NULL,09TF2002_001s,NULL,1,NULL,NULL,NULL,16,NULL,NULL,fix recombinants,NULL,34
10TF2003,NULL,10TF,(09TF2002_006)S1,NULL,09TF2002_006s,NULL,1,NULL,NULL,NULL,16,NULL,NULL,fix recombinants,NULL,34
10TF2004,NULL,10TF,(09TF1052_009)S1,NULL,09TF1052_009s,NULL,1,NULL,NULL,NULL,16,NULL,NULL,fix recombinants,NULL,34
10TF2005,NULL,10TF,(09TF2004_011)S1,NULL,09TF2004_011s,NULL,1,NULL,NULL,NULL,16,NULL,NULL,fix recombinants,NULL,34
10TF2006,NULL,10TF,(09TF2005_008)S1,NULL,09TF2005_008s,NULL,1,NULL,NULL,NULL,16,NULL,NULL,fix recombinants,NULL,34
10TF2007,NULL,10TF,(09TF2005_010)S1,NULL,09TF2005_010s,NULL,1,NULL,NULL,NULL,16,NULL,NULL,fix recombinants,NULL,34
10TF2008,NULL,10TF,(09TF2006_001)S1,NULL,09TF2006_001s,NULL,1,NULL,NULL,NULL,16,NULL,NULL,fix recombinants,NULL,34
10TF2009,NULL,10TF,(09TF2007_004)S1,NULL,09TF2007_004s,NULL,1,NULL,NULL,NULL,16,NULL,NULL,fix recombinants,NULL,34
10TF2010,NULL,10TF,(09TF2008_013)S1,NULL,09TF2008_013s,NULL,1,NULL,NULL,NULL,16,NULL,NULL,fix recombinants,NULL,34
10TF2011,NULL,10TF,(09TF2009_001)S1,NULL,09TF2009_001s,NULL,1,NULL,NULL,NULL,16,NULL,NULL,fix recombinants,NULL,34
10TF2012,NULL,10TF,(09TF2009_004)S1,NULL,09TF2009_004s,NULL,1,NULL,NULL,NULL,16,NULL,NULL,fix recombinants,NULL,34
10TF2013,NULL,10TF,(09TF2009_005)S1,NULL,09TF2009_005s,NULL,1,NULL,NULL,NULL,16,NULL,NULL,fix recombinants,NULL,34
10TF2014,NULL,10TF,(09TF2009_012)S1,NULL,09TF2009_012s,NULL,1,NULL,NULL,NULL,16,NULL,NULL,fix recombinants,NULL,34
10TF2015,NULL,10TF,(09TF2011_011)S1,NULL,09TF2011_011s,NULL,1,NULL,NULL,NULL,16,NULL,NULL,fix recombinants,NULL,34
10TF2016,NULL,10TF,(09TF2012_010)S1,NULL,09TF2012_010s,NULL,1,NULL,NULL,NULL,16,NULL,NULL,fix recombinants,NULL,34
10TF2017,NULL,10TF,(09TF2012_011)S1,NULL,09TF2012_011s,NULL,1,NULL,NULL,NULL,16,NULL,NULL,fix recombinants,NULL,34
10TF2018,NULL,10TF,(09TF2013_013)S1,NULL,09TF2013_013s,NULL,1,NULL,NULL,NULL,16,NULL,NULL,fix recombinants,NULL,34
10TF2019,NULL,10TF,(09TF2014_010)S1,NULL,09TF2014_010s,NULL,1,NULL,NULL,NULL,16,NULL,NULL,fix recombinants,NULL,34
10TF2020,NULL,10TF,(09TF1052_012)S1,NULL,09TF1052_012s,NULL,1,NULL,NULL,NULL,16,NULL,NULL,fix recombinants,NULL,34
10TF2021,NULL,10TF,(09TF2016_001)S1,NULL,09TF2016_001s,NULL,1,NULL,NULL,NULL,16,NULL,NULL,fix recombinants,NULL,34
10TF2022,NULL,10TF,(09TF2016_004)S1,NULL,09TF2016_004s,NULL,1,NULL,NULL,NULL,16,NULL,NULL,fix recombinants,NULL,34
10TF2023,NULL,10TF,(09TF2016_010)S1,NULL,09TF2016_010s,NULL,1,NULL,NULL,NULL,16,NULL,NULL,fix recombinants,NULL,34
10TF2024,NULL,10TF,(09TF2017_006)S1,NULL,09TF2017_006s,NULL,1,NULL,NULL,NULL,16,NULL,NULL,fix recombinants,NULL,34
10TF2025,NULL,10TF,(09TF1053_003)S1,NULL,09TF1053_003s,NULL,1,NULL,NULL,NULL,16,NULL,NULL,fix recombinants,NULL,34
10TF2026,NULL,10TF,(09TF2017_010)S1,NULL,09TF2017_010s,NULL,1,NULL,NULL,NULL,16,NULL,NULL,fix recombinants,NULL,34
10TF2027,NULL,10TF,(09TF2017_011)S1,NULL,09TF2017_011s,NULL,1,NULL,NULL,NULL,16,NULL,NULL,fix recombinants,NULL,34
10TF2028,NULL,10TF,(09TF2019_003)S1,NULL,09TF2019_003s,NULL,1,NULL,NULL,NULL,16,NULL,NULL,fix recombinants,NULL,34
10TF2029,NULL,10TF,(09TF2019_011)S1,NULL,09TF2019_011s,NULL,1,NULL,NULL,NULL,16,NULL,NULL,fix recombinants,NULL,34
10TF2030,NULL,10TF,(09TF2020_010)S1,NULL,09TF2020_010s,NULL,1,NULL,NULL,NULL,16,NULL,NULL,fix recombinants,NULL,34
10TF2031,NULL,10TF,(09TF2021_012)S1,NULL,09TF2021_012s,NULL,1,NULL,NULL,NULL,16,NULL,NULL,fix recombinants,NULL,34
10TF2032,NULL,10TF,(09TF2022_006)S1,NULL,09TF2022_006s,NULL,1,NULL,NULL,NULL,16,NULL,NULL,fix recombinants,NULL,34
