08JD1001,NULL,08JD,B73,NULL,NULL,"""JK07-P13,14,19,20,27,28 x sib""",NULL,NULL,1,1,10,NULL,NULL,check,Notes: sib mate as many as I can!,1
08JD1002,NULL,08JD,PA Plt Path Comp (GLS)C1 (LD) [PI 517967],NULL,NULL,A'05 ;row 71; sib 2,NULL,1,1,1,10,NULL,NULL,trial,NULL,1
08JD1003,NULL,08JD,K64,NULL,NULL,03ncai01,NULL,2,1,1,10,NULL,NULL,trial,NULL,1
08JD1004,NULL,08JD,B73,NULL,NULL,"""JK07-P13,14,19,20,27,28 x sib""",NULL,NULL,1,1,10,NULL,NULL,check,NULL,1
08JD1005,NULL,08JD,B73Htrhm,NULL,NULL,JK08-35.1 x sib,NULL,3,1,1,10,NULL,NULL,trial,NULL,1
08JD1006,NULL,08JD,W64A,NULL,NULL,JK07-D1-171.2,NULL,4,1,1,10,NULL,NULL,trial,NULL,1
08JD1007,NULL,08JD,B73,NULL,NULL,"""JK07-P13,14,19,20,27,28 x sib""",NULL,NULL,1,1,10,NULL,NULL,check,NULL,1
08JD1008,NULL,08JD,R4,NULL,NULL,04ncai01,NULL,5,1,1,10,NULL,NULL,trial,NULL,1
08JD1009,NULL,08JD,H84,NULL,NULL,JK07-D1-051.1,NULL,6,1,1,10,NULL,NULL,trial,NULL,1
08JD1010,NULL,08JD,B73,NULL,NULL,"""JK07-P13,14,19,20,27,28 x sib""",NULL,NULL,1,1,10,NULL,NULL,check,NULL,1
08JD1011,NULL,08JD,DE811,NULL,NULL,04ncai01,NULL,7,1,1,10,NULL,NULL,trial,NULL,1
08JD1012,NULL,08JD,SC 213R,NULL,NULL,JK08-153,NULL,8,1,1,10,NULL,NULL,trial,NULL,1
08JD1013,NULL,08JD,B73,NULL,NULL,"""JK07-P13,14,19,20,27,28 x sib""",NULL,NULL,1,1,10,NULL,NULL,check,NULL,1
08JD1014,NULL,08JD,W117HT,NULL,NULL,JK07-D1-036.1,NULL,9,1,1,10,NULL,NULL,trial,NULL,1
08JD1015,NULL,08JD,CML 333,NULL,NULL,JK08-140.1 x sib,NULL,10,1,1,10,NULL,NULL,trial,NULL,1
08JD1016,NULL,08JD,B73,NULL,NULL,"""JK07-P13,14,19,20,27,28 x sib""",NULL,NULL,1,1,10,NULL,NULL,check,NULL,1
08JD1017,NULL,08JD,CML 103,NULL,NULL,07FL483.2,NULL,11,1,1,10,NULL,NULL,trial,NULL,1
08JD1018,NULL,08JD,I29,NULL,NULL,JK07-D1-471.1,NULL,12,1,1,10,NULL,NULL,trial,NULL,1
08JD1019,NULL,08JD,B73,NULL,NULL,"""JK07-P13,14,19,20,27,28 x sib""",NULL,NULL,1,1,10,NULL,NULL,check,NULL,1
08JD1020,NULL,08JD,N6,NULL,NULL,03ncai01,NULL,13,1,1,10,NULL,NULL,trial,NULL,1
08JD1021,NULL,08JD,4226,NULL,NULL,04ncai01,NULL,14,1,1,10,NULL,NULL,trial,NULL,1
08JD1022,NULL,08JD,B73,NULL,NULL,"""JK07-P13,14,19,20,27,28 x sib""",NULL,NULL,1,1,10,NULL,NULL,check,NULL,1
08JD1023,NULL,08JD,Mo45,NULL,NULL,99ncai01,NULL,15,1,1,10,NULL,NULL,trial,NULL,1
08JD1024,NULL,08JD,A188,NULL,NULL,JK07-D1-233,NULL,16,1,1,10,NULL,NULL,trial,NULL,1
08JD1025,NULL,08JD,B73,NULL,NULL,"""JK07-P13,14,19,20,27,28 x sib""",NULL,NULL,1,1,10,NULL,NULL,check,NULL,1
08JD1026,NULL,08JD,IDS91,NULL,NULL,99ncai01,NULL,17,1,1,10,NULL,NULL,trial,NULL,1
08JD1027,NULL,08JD,CO106,NULL,NULL,JK07-D1-146.1,NULL,18,1,1,10,NULL,NULL,trial,NULL,1
08JD1028,NULL,08JD,B73,NULL,NULL,"""JK07-P13,14,19,20,27,28 x sib""",NULL,NULL,1,1,10,NULL,NULL,check,NULL,1
08JD1029,NULL,08JD,B73,NULL,NULL,"""JK07-P13,14,19,20,27,28 x sib""",NULL,NULL,2,1,10,NULL,NULL,check,NULL,1
08JD1030,NULL,08JD,CI 7 Goodman-Buckler,NULL,NULL,JK08-40.1 x sib,NULL,19,2,1,10,NULL,NULL,trial,NULL,1
08JD1031,NULL,08JD,CML 45,NULL,NULL,05ncei01,NULL,20,2,1,10,NULL,NULL,trial,NULL,1
08JD1032,NULL,08JD,B73,NULL,NULL,"""JK07-P13,14,19,20,27,28 x sib""",NULL,NULL,2,1,10,NULL,NULL,check,NULL,1
08JD1033,NULL,08JD,81-1,NULL,NULL,JK07-D1-463.1,NULL,21,2,1,10,NULL,NULL,trial,NULL,1
08JD1034,NULL,08JD,A554,NULL,NULL,94ncai02,NULL,22,2,1,10,NULL,NULL,trial,NULL,1
08JD1035,NULL,08JD,B73,NULL,NULL,"""JK07-P13,14,19,20,27,28 x sib""",NULL,NULL,2,1,10,NULL,NULL,check,NULL,1
08JD1036,NULL,08JD,CI 44,NULL,NULL,JK08-148,NULL,23,2,1,10,NULL,NULL,trial,NULL,1
08JD1037,NULL,08JD,CML 328,NULL,NULL,JK07-D1-285.1,NULL,24,2,1,10,NULL,NULL,trial,NULL,1
08JD1038,NULL,08JD,B73,NULL,NULL,"""JK07-P13,14,19,20,27,28 x sib""",NULL,NULL,2,1,10,NULL,NULL,check,NULL,1
08JD1039,NULL,08JD,Oh603,NULL,NULL,JK08-33.1,NULL,25,2,1,10,NULL,NULL,trial,NULL,1
08JD1040,NULL,08JD,N192,NULL,NULL,JK07-D1-080.1,NULL,26,2,1,10,NULL,NULL,trial,NULL,1
08JD1041,NULL,08JD,B73,NULL,NULL,"""JK07-P13,14,19,20,27,28 x sib""",NULL,NULL,2,1,10,NULL,NULL,check,NULL,1
08JD1042,NULL,08JD,NC322,NULL,NULL,JK07-D1-465.1,NULL,27,2,1,10,NULL,NULL,trial,NULL,1
08JD1043,NULL,08JD,B164,NULL,NULL,JK08-59.1 x sib,NULL,28,2,1,10,NULL,NULL,trial,NULL,1
08JD1044,NULL,08JD,B73,NULL,NULL,"""JK07-P13,14,19,20,27,28 x sib""",NULL,NULL,2,1,10,NULL,NULL,check,NULL,1
08JD1045,NULL,08JD,CML 323,NULL,NULL,JK07-D1-444.1,NULL,29,2,1,10,NULL,NULL,trial,NULL,1
08JD1046,NULL,08JD,CML 322,NULL,NULL,JK07-D1-129.1 x sib,NULL,30,2,1,10,NULL,NULL,trial,NULL,1
08JD1047,NULL,08JD,B73,NULL,NULL,"""JK07-P13,14,19,20,27,28 x sib""",NULL,NULL,2,1,10,NULL,NULL,check,NULL,1
08JD1048,NULL,08JD,HP301,NULL,NULL,07K2749 x sib,NULL,31,2,1,10,NULL,NULL,trial,NULL,1
08JD1049,NULL,08JD,CML 92,NULL,NULL,JK08-63.1 x sib,NULL,32,2,1,10,NULL,NULL,trial,NULL,1
08JD1050,NULL,08JD,B73,NULL,NULL,"""JK07-P13,14,19,20,27,28 x sib""",NULL,NULL,2,1,10,NULL,NULL,check,NULL,1
08JD1051,NULL,08JD,H105W,NULL,NULL,95ncab01,NULL,33,2,1,10,NULL,NULL,trial,NULL,1
08JD1052,NULL,08JD,CO109,NULL,NULL,JK07-D1-298.1,NULL,34,2,1,10,NULL,NULL,trial,NULL,1
08JD1053,NULL,08JD,B73,NULL,NULL,"""JK07-P13,14,19,20,27,28 x sib""",NULL,NULL,2,1,10,NULL,NULL,check,NULL,1
08JD1054,NULL,08JD,U267Y,NULL,NULL,04ncai01,NULL,35,2,1,10,NULL,NULL,trial,NULL,1
