11TN2001_001s,11TN2001_001,11TN2001,11TN,NULL,NULL,NULL,self,NULL,NULL,NULL,(09TF2070_006s)S3,NULL,34,NULL,NULL,NULL,NULL
11TN2022_001s,11TN2022_001,11TN2022,11TN,NULL,NULL,NULL,self,NULL,NULL,NULL,(09TF2016_010s)S3,NULL,34,NULL,NULL,NULL,NULL
11TN2023_001s,11TN2023_001,11TN2023,11TN,NULL,NULL,NULL,self,NULL,NULL,NULL,(09TF2129_009s)S3,NULL,34,NULL,NULL,NULL,NULL
11TN2024_001s,11TN2024_001,11TN2024,11TN,NULL,NULL,NULL,self,NULL,NULL,NULL,(09TF2057_001s)S3,NULL,34,NULL,NULL,NULL,NULL
11TN2024_002s,11TN2024_002,11TN2024,11TN,NULL,NULL,NULL,self,NULL,NULL,NULL,(09TF2057_001s)S3,NULL,34,NULL,NULL,NULL,NULL
11TN2069_001s,11TN2069_001,11TN2069,11TN,NULL,NULL,NULL,self,NULL,NULL,NULL,(09TF1096_010s)S3,NULL,34,NULL,NULL,NULL,NULL
11TN2069_002s,11TN2069_002,11TN2069,11TN,NULL,NULL,NULL,self,NULL,NULL,NULL,(09TF1096_010s)S3,NULL,34,NULL,NULL,NULL,NULL
11TN2070_001s,11TN2070_001,11TN2070,11TN,NULL,NULL,NULL,self,NULL,NULL,NULL,(09TF2099_008s)S3,NULL,34,NULL,NULL,NULL,NULL
11TN2071_001s,11TN2071_001,11TN2071,11TN,NULL,NULL,NULL,self,NULL,NULL,NULL,(09TF2163_008s)S3,NULL,34,NULL,NULL,NULL,NULL
11TN2071_002s,11TN2071_002,11TN2071,11TN,NULL,NULL,NULL,self,NULL,NULL,NULL,(09TF2163_008s)S3,NULL,34,NULL,NULL,NULL,NULL
11TN2087_001s,11TN2087_001,11TN2087,11TN,NULL,NULL,NULL,self,NULL,NULL,NULL,(09TF2202_003s)S3,NULL,34,NULL,NULL,NULL,NULL
11TN2091_001s,11TN2091_001,11TN2091,11TN,NULL,NULL,NULL,self,NULL,NULL,NULL,(09TF2017_006s)S3,NULL,34,NULL,NULL,NULL,NULL
11TN2103_001s,11TN2103_001,11TN2103,11TN,NULL,NULL,NULL,self,NULL,NULL,NULL,(09TF2201_002s)S3,NULL,34,NULL,NULL,NULL,NULL
11TN2103_002s,11TN2103_002,11TN2103,11TN,NULL,NULL,NULL,self,NULL,NULL,NULL,(09TF2201_002s)S3,NULL,34,NULL,NULL,NULL,NULL
11TN2125_001s,11TN2125_001,11TN2125,11TN,NULL,NULL,NULL,self,NULL,NULL,NULL,NULL,NULL,34,NULL,NULL,NULL,NULL
11TN2127_001s,11TN2127_001,11TN2127,11TN,NULL,NULL,NULL,self,NULL,NULL,NULL,(09TF2223_005s)S3,NULL,34,NULL,NULL,NULL,NULL
11TN2132_001s,11TN2132_001,11TN2132,11TN,NULL,NULL,NULL,self,NULL,NULL,NULL,(09TF2088_005s)S3,NULL,34,NULL,NULL,NULL,NULL
11TN2133_001s,11TN2133_001,11TN2133,11TN,NULL,NULL,NULL,self,NULL,NULL,NULL,NULL,NULL,34,NULL,NULL,NULL,NULL
11TN2135_001s,11TN2135_001,11TN2135,11TN,NULL,NULL,NULL,self,NULL,NULL,NULL,(09TF2101_010s)S3,NULL,34,NULL,NULL,NULL,NULL
11TN2137_001s,11TN2137_001,11TN2137,11TN,NULL,NULL,NULL,self,NULL,NULL,NULL,(09TF2050_007s)S3,NULL,34,NULL,NULL,NULL,NULL
11TN2140_001s,11TN2140_001,11TN2140,11TN,NULL,NULL,NULL,self,NULL,NULL,NULL,(09TF2087_014s)S3,NULL,34,NULL,NULL,NULL,NULL
11TN2145_001s,11TN2145_001,11TN2145,11TN,NULL,NULL,NULL,self,NULL,NULL,NULL,(09TF2164_005s)S3,NULL,34,NULL,NULL,NULL,NULL
11TN2147_001s,11TN2147_001,11TN2147,11TN,NULL,NULL,NULL,self,NULL,NULL,NULL,(09TF2100_008s)S3,NULL,34,NULL,NULL,NULL,NULL
11TN2147_002s,11TN2147_002,11TN2147,11TN,NULL,NULL,NULL,self,NULL,NULL,NULL,(09TF2100_008s)S3,NULL,34,NULL,NULL,NULL,NULL
11TN2148_001s,11TN2148_001,11TN2148,11TN,NULL,NULL,NULL,self,NULL,NULL,NULL,(09TF2115_015s)S3,NULL,34,NULL,NULL,NULL,NULL
11TN2150_001s,11TN2150_001,11TN2150,11TN,NULL,NULL,NULL,self,NULL,NULL,NULL,(09TF2227_008s)S3,NULL,34,NULL,NULL,NULL,NULL
11TN2155_001s,11TN2155_001,11TN2155,11TN,NULL,NULL,NULL,self,NULL,NULL,NULL,(09TF2042_009s)S3,NULL,34,NULL,NULL,NULL,NULL
11TN2156_001s,11TN2156_001,11TN2156,11TN,NULL,NULL,NULL,self,NULL,NULL,NULL,(09TF2099_009s)S3,NULL,34,NULL,NULL,NULL,NULL
11TN2156_002s,11TN2156_002,11TN2156,11TN,NULL,NULL,NULL,self,NULL,NULL,NULL,(09TF2099_009s)S3,NULL,34,NULL,NULL,NULL,NULL
11TN2156_003s,11TN2156_003,11TN2156,11TN,NULL,NULL,NULL,self,NULL,NULL,NULL,(09TF2099_009s)S3,NULL,34,NULL,NULL,NULL,NULL
11TN2157_001s,11TN2157_001,11TN2157,11TN,NULL,NULL,NULL,self,NULL,NULL,NULL,(09TF2071_003s)S3,NULL,34,NULL,NULL,NULL,NULL
11TN2157_002s,11TN2157_002,11TN2157,11TN,NULL,NULL,NULL,self,NULL,NULL,NULL,(09TF2071_003s)S3,NULL,34,NULL,NULL,NULL,NULL
11TN2226_001s,11TN2226_001,11TN2226,11TN,NULL,NULL,NULL,self,NULL,NULL,NULL,(09TF2224_009s)S3,NULL,34,NULL,NULL,NULL,NULL
11TN2226_002s,11TN2226_002,11TN2226,11TN,NULL,NULL,NULL,self,NULL,NULL,NULL,(09TF2224_009s)S3,NULL,34,NULL,NULL,NULL,NULL
11TN2244_001s,11TN2244_001,11TN2244,11TN,NULL,NULL,NULL,self,NULL,NULL,NULL,(09TF2072_013s)S3,NULL,34,NULL,NULL,NULL,NULL
11TN2247_001s,11TN2247_001,11TN2247,11TN,NULL,NULL,NULL,self,NULL,NULL,NULL,(09TF2182_009s)S3,NULL,34,NULL,NULL,NULL,NULL
11TN2247_002s,11TN2247_002,11TN2247,11TN,NULL,NULL,NULL,self,NULL,NULL,NULL,(09TF2182_009s)S3,NULL,34,NULL,NULL,NULL,NULL
11TN2250_001s,11TN2250_001,11TN2250,11TN,NULL,NULL,NULL,self,NULL,NULL,NULL,(09TF2057_014s)S3,NULL,34,NULL,NULL,NULL,NULL
11TN2250_002s,11TN2250_002,11TN2250,11TN,NULL,NULL,NULL,self,NULL,NULL,NULL,(09TF2057_014s)S3,NULL,34,NULL,NULL,NULL,NULL
11TN2252_001s,11TN2252_001,11TN2252,11TN,NULL,NULL,NULL,self,NULL,NULL,NULL,(09TF2038_011s)S3,NULL,34,NULL,NULL,NULL,NULL
11TN2252_002s,11TN2252_002,11TN2252,11TN,NULL,NULL,NULL,self,NULL,NULL,NULL,(09TF2038_011s)S3,NULL,34,NULL,NULL,NULL,NULL
11TN2256_001s,11TN2256_001,11TN2256,11TN,NULL,NULL,NULL,self,NULL,NULL,NULL,(09TF2030_008s)S3,NULL,34,NULL,NULL,NULL,NULL
11TN2257_001s,11TN2257_001,11TN2257,11TN,NULL,NULL,NULL,self,NULL,NULL,NULL,(09TF2203_010s)S3,NULL,34,NULL,NULL,NULL,NULL
11TN2257_002s,11TN2257_002,11TN2257,11TN,NULL,NULL,NULL,self,NULL,NULL,NULL,NULL,NULL,34,NULL,NULL,NULL,NULL
11TN2259_001s,11TN2259_001,11TN2259,11TN,NULL,NULL,NULL,self,NULL,NULL,NULL,(09TF2101_011s)S3,NULL,34,NULL,NULL,NULL,NULL
11TN2259_002s,11TN2259_002,11TN2259,11TN,NULL,NULL,NULL,self,NULL,NULL,NULL,(09TF2101_011s)S3,NULL,34,NULL,NULL,NULL,NULL
11TN2261_001s,11TN2261_001,11TN2261,11TN,NULL,NULL,NULL,self,NULL,NULL,NULL,(09TF2064_003s)S3,NULL,34,NULL,NULL,NULL,NULL
11TN2261_002s,11TN2261_002,11TN2261,11TN,NULL,NULL,NULL,self,NULL,NULL,NULL,(09TF2064_003s)S3,NULL,34,NULL,NULL,NULL,NULL
11TN2263_001s,11TN2263_001,11TN2263,11TN,NULL,NULL,NULL,self,NULL,NULL,NULL,(09TF2226_011s)S3,NULL,34,NULL,NULL,NULL,NULL
11TN2264_001s,11TN2264_001,11TN2264,11TN,NULL,NULL,NULL,self,NULL,NULL,NULL,(09TF2221_008s)S3,NULL,34,NULL,NULL,NULL,NULL
11TN2266_001s,11TN2266_001,11TN2266,11TN,NULL,NULL,NULL,self,NULL,NULL,NULL,(09TF2197_008s)S3,NULL,34,NULL,NULL,NULL,NULL
