10TS2001,NULL,10TS2,NULL,NULL,09PR0005_002s,NULL,9,NULL,1,1,12,NULL,NULL,Stewart's Wilt,NULL,34
10TS2002,NULL,10TS2,NULL,NULL,09PR0183_008s,NULL,9,NULL,1,1,12,NULL,NULL,Stewart's Wilt,NULL,34
10TS2003,NULL,10TS2,NULL,NULL,09PR0006_001s,NULL,9,NULL,1,1,12,NULL,NULL,Stewart's Wilt,NULL,34
10TS2004,NULL,10TS2,NULL,NULL,09PR0024_003s,NULL,9,NULL,1,1,12,NULL,NULL,Stewart's Wilt,NULL,34
10TS2005,NULL,10TS2,NULL,NULL,09PR0107_001s,NULL,9,NULL,1,1,12,NULL,NULL,Stewart's Wilt,NULL,34
10TS2006,NULL,10TS2,NULL,NULL,09PR0036_004s,NULL,9,NULL,1,1,12,NULL,NULL,Stewart's Wilt,NULL,34
10TS2007,NULL,10TS2,NULL,NULL,09PR0246_001s,NULL,9,NULL,1,1,12,NULL,NULL,Stewart's Wilt,NULL,34
10TS2008,NULL,10TS2,NULL,NULL,08FL0078_004s,NULL,9,NULL,1,1,12,NULL,NULL,Stewart's Wilt,NULL,34
10TS2009,NULL,10TS2,NULL,NULL,09PR0089_002s,NULL,9,NULL,1,1,12,NULL,NULL,Stewart's Wilt,NULL,34
10TS2010,NULL,10TS2,NULL,NULL,09PR0091_004s,NULL,9,NULL,1,1,12,NULL,NULL,Stewart's Wilt,NULL,34
10TS2011,NULL,10TS2,NULL,NULL,09PN0029_000b,NULL,9,NULL,1,1,12,NULL,NULL,Stewart's Wilt,NULL,34
10TS2012,NULL,10TS2,NULL,NULL,09PR0227_004s,NULL,9,NULL,1,1,12,NULL,NULL,Stewart's Wilt,NULL,34
10TS2013,NULL,10TS2,NULL,NULL,09PR0120_004s,NULL,9,NULL,1,1,12,NULL,NULL,Stewart's Wilt,NULL,34
10TS2014,NULL,10TS2,NULL,NULL,09PR0101_004s,NULL,9,NULL,1,1,12,NULL,NULL,Stewart's Wilt,NULL,34
10TS2015,NULL,10TS2,NULL,NULL,09PR0176_004s,NULL,9,NULL,1,1,12,NULL,NULL,Stewart's Wilt,NULL,34
10TS2016,NULL,10TS2,NULL,NULL,09PR0074_003s,NULL,9,NULL,2,1,12,NULL,NULL,Stewart's Wilt,NULL,34
10TS2017,NULL,10TS2,NULL,NULL,09PR0177_001s,NULL,9,NULL,2,1,12,NULL,NULL,Stewart's Wilt,NULL,34
10TS2018,NULL,10TS2,NULL,NULL,09PR0085_002s,NULL,9,NULL,2,1,12,NULL,NULL,Stewart's Wilt,NULL,34
10TS2019,NULL,10TS2,NULL,NULL,08FL0078_004s,NULL,9,NULL,2,1,12,NULL,NULL,Stewart's Wilt,NULL,34
10TS2020,NULL,10TS2,NULL,NULL,09PR0269_005s,NULL,9,NULL,2,1,12,NULL,NULL,Stewart's Wilt,NULL,34
10TS2021,NULL,10TS2,NULL,NULL,09PR0130_002s,NULL,9,NULL,2,1,12,NULL,NULL,Stewart's Wilt,NULL,34
