10NC0001,NULL,10NC,B73,B73,09PN0033_000b,NULL,NULL,NULL,1,1,14,5,NULL,check,NULL,3
10NC0002,NULL,10NC,B73/[32-24]-5_095_02_01_sib,P05L0095,09PF0165_000b,NULL,NULL,NULL,1,1,14,5,NULL,trial,NULL,3
10NC0003,NULL,10NC,B73/[32-24]-5_315_02_01_sib,P05L0315,09PF0050_000b,NULL,NULL,NULL,1,1,14,5,NULL,trial,NULL,3
10NC0004,NULL,10NC,B73/[32-24]-5_325_02_01_sib,P05L0325,09PF0152_000b,NULL,NULL,NULL,1,1,14,5,NULL,trial,NULL,3
10NC0005,NULL,10NC,B73/[32-24]-5_113_02_01_sib,P05L0113,09PF0097_000b,NULL,NULL,NULL,1,1,14,5,NULL,trial,NULL,3
10NC0006,NULL,10NC,B73,B73,09PN0033_000b,NULL,NULL,NULL,1,1,14,5,NULL,check,NULL,3
10NC0007,NULL,10NC,B73/[32-24]-5_312_02_01_sib,P05L0312,09PF0146_000b,NULL,NULL,NULL,1,1,14,5,NULL,trial,NULL,3
10NC0008,NULL,10NC,B73/[32-24]-5_101_02_01_sib,P05L0101,09PF0136_000b,NULL,NULL,NULL,1,1,14,5,NULL,trial,NULL,3
10NC0009,NULL,10NC,B73/[32-24]-5_332_02_01_sib,P05L0332,09PF0043_000b,NULL,NULL,NULL,1,1,14,5,NULL,trial,NULL,3
10NC0010,NULL,10NC,B73/[32-24]-5_275_02_01_sib,P05L0275,09PF0081_000b,NULL,NULL,NULL,1,1,14,5,NULL,trial,NULL,3
10NC0011,NULL,10NC,B73/[32-24]-5_262_02_01_sib,P05L0262,09PF0137_000b,NULL,NULL,NULL,1,1,14,5,NULL,trial,NULL,3
10NC0012,NULL,10NC,B73/[32-24]-5_033_02_01_sib,P05L0033,09PF0195_000b,NULL,NULL,NULL,1,1,14,5,NULL,trial,NULL,3
10NC0013,NULL,10NC,B73/[32-24]-5_144_02_01_sib,P05L0144,09PF0014_000b,NULL,NULL,NULL,1,1,14,5,NULL,trial,NULL,3
10NC0014,NULL,10NC,B73/[32-24]-5_264_02_01_sib,P05L0264,09PF0012_000b,NULL,NULL,NULL,1,1,14,5,NULL,trial,NULL,3
10NC0015,NULL,10NC,B73/[32-24]-5_044_02_01_sib,P05L0044,09PF0038_000b,NULL,NULL,NULL,1,1,14,5,NULL,trial,NULL,3
10NC0016,NULL,10NC,B73/[32-24]-5_052_02_01_sib,P05L0052,09PF0170_000b,NULL,NULL,NULL,1,1,14,5,NULL,trial,NULL,3
10NC0017,NULL,10NC,B73/[32-24]-5_229_02_01_sib,P05L0229,09PF0488_000b,NULL,NULL,NULL,1,1,14,5,NULL,trial,NULL,3
10NC0018,NULL,10NC,B73/[32-24]-5_323_02_01_sib,P05L0323,09PF0183_000b,NULL,NULL,NULL,1,1,14,5,NULL,trial,NULL,3
10NC0019,NULL,10NC,B73/[32-24]-5_042_02_01_sib,P05L0042,09PF0148_000b,NULL,NULL,NULL,2,1,14,5,NULL,trial,NULL,3
10NC0020,NULL,10NC,B73/[32-24]-5_282_02_01_sib,P05L0282,09PF0127_000b,NULL,NULL,NULL,2,1,14,5,NULL,trial,NULL,3
10NC0021,NULL,10NC,B73/[32-24]-5_298_02_01_sib,P05L0298,09PF0160_000b,NULL,NULL,NULL,2,1,14,5,NULL,trial,NULL,3
10NC0022,NULL,10NC,B73/[32-24]-5_102_02_01_sib,P05L0102,09PF0093_000b,NULL,NULL,NULL,2,1,14,5,NULL,trial,NULL,3
10NC0023,NULL,10NC,B73/[32-24]-5_020_02_01_sib,P05L0020,09PF0094_000b,NULL,NULL,NULL,2,1,14,5,NULL,trial,NULL,3
10NC0024,NULL,10NC,B73,B73,09PN0033_000b,NULL,NULL,NULL,2,1,14,5,NULL,check,NULL,3
10NC0025,NULL,10NC,B73/[32-24]-5_231_02_01_sib,P05L0231,09PF0075_000b,NULL,NULL,NULL,2,1,14,5,NULL,trial,NULL,3
10NC0026,NULL,10NC,B73/[32-24]-5_224_02_01_sib,P05L0224,09PF0123_000b,NULL,NULL,NULL,2,1,14,5,NULL,trial,NULL,3
10NC0027,NULL,10NC,B73/[32-24]-5_346_02_01_sib,P05L0346,09PF0158_000b,NULL,NULL,NULL,2,1,14,5,NULL,trial,NULL,3
10NC0028,NULL,10NC,B73/[32-24]-5_072_02_01_sib,P05L0072,09PF0095_000b,NULL,NULL,NULL,2,1,14,5,NULL,trial,NULL,3
10NC0029,NULL,10NC,B73/[32-24]-5_138_02_01_sib,P05L0138,09PF0190_000b,NULL,NULL,NULL,2,1,14,5,NULL,trial,NULL,3
10NC0030,NULL,10NC,B73/[32-24]-5_239_02_01_sib,P05L0239,09PF0110_000b,NULL,NULL,NULL,2,1,14,5,NULL,trial,NULL,3
10NC0031,NULL,10NC,B73/[32-24]-5_269_02_01_sib,P05L0269,09PF0099_000b,NULL,NULL,NULL,2,1,14,5,NULL,trial,NULL,3
