07PN0041_008s,07PN0041_008,07PN0041,07PN,07N41.08,07N41,NULL,self,07PN0041_008,NULL,NULL,B73/[32-2]-18,NULL,3,NULL,P30_Et4 S1,NULL,NULL
07PN0041_010s,07PN0041_010,07PN0041,07PN,07N41.10,07N41,NULL,self,07PN0041_010,NULL,NULL,B73/[32-2]-20,NULL,3,NULL,P30_Et4 S1,NULL,NULL
07PN0041_011s,07PN0041_011,07PN0041,07PN,07N41.11,07N41,NULL,self,07PN0041_011,NULL,NULL,B73/[32-2]-21,NULL,3,NULL,P30_Et4 S1,NULL,NULL
07PN0042_001s,07PN0042_001,07PN0042,07PN,07N42.01,07N42,NULL,self,07PN0042_001,NULL,NULL,B73/[32-7]-11,NULL,3,NULL,P30_Et4 S1,NULL,NULL
07PN0042_002s,07PN0042_002,07PN0042,07PN,07N42.02,07N42,NULL,self,07PN0042_002,NULL,NULL,B73/[32-7]-12,NULL,3,NULL,P30_Et4 S1,NULL,NULL
07PN0042_003s,07PN0042_003,07PN0042,07PN,07N42.03,07N42,NULL,self,07PN0042_003,NULL,NULL,B73/[32-7]-13,NULL,3,NULL,P30_Et4 S1,NULL,NULL
07PN0042_004s,07PN0042_004,07PN0042,07PN,07N42.04,07N42,NULL,self,07PN0042_004,NULL,NULL,B73/[32-7]-14,NULL,3,NULL,P30_Et4 S1,NULL,NULL
07PN0042_005s,07PN0042_005,07PN0042,07PN,NULL,07N42.05,07N42.05,self,NULL,NULL,NULL,B73/[32-7]-15,NULL,3,NULL,P30_Et4 [32-7] S1,NULL,NULL
07PN0042_007s,07PN0042_007,07PN0042,07PN,07N42.07,07N42,NULL,self,07PN0042_007,NULL,NULL,B73/[32-7]-17,NULL,3,NULL,P30_Et4 S1,NULL,NULL
07PN0042_008s,07PN0042_008,07PN0042,07PN,07N42.08,07N42,NULL,self,07PN0042_008,NULL,NULL,B73/[32-7]-18,NULL,3,NULL,P30_Et4 S1,NULL,NULL
07PN0042_009s,07PN0042_009,07PN0042,07PN,07N42.09,07N42,NULL,self,07PN0042_009,NULL,NULL,B73/[32-7]-19,NULL,3,NULL,P30_Et4 S1,NULL,NULL
07PN0042_010s,07PN0042_010,07PN0042,07PN,07N42.10,07N42,NULL,self,07PN0042_010,NULL,NULL,B73/[32-7]-20,NULL,3,NULL,P30_Et4 S1,NULL,NULL
07PN0042_011s,07PN0042_011,07PN0042,07PN,07N42.11,07N42,NULL,self,07PN0042_011,NULL,NULL,B73/[32-7]-21,NULL,3,NULL,P30_Et4 S1,NULL,NULL
07PN0042_012s,07PN0042_012,07PN0042,07PN,07N42.12,07N42,NULL,self,07PN0042_012,NULL,NULL,B73/[32-7]-22,NULL,3,NULL,P30_Et4 S1,NULL,NULL
07PN0042_013s,07PN0042_013,07PN0042,07PN,07N42.13,07N42,NULL,self,07PN0042_013,NULL,NULL,B73/[32-7]-23,NULL,3,NULL,P30_Et4 S1,NULL,NULL
07PN0042_016s,07PN0042_016,07PN0042,07PN,07N42.16,07N42,NULL,self,07PN0042_016,NULL,NULL,B73/[32-7]-26,NULL,3,NULL,P30_Et4 S1,NULL,NULL
07PN0043_001s,07PN0043_001,07PN0043,07PN,07N43.01,07N43,NULL,self,07PN0043_001,NULL,NULL,B73/[32-9]-11,NULL,3,NULL,P30_Et4 S1,NULL,NULL
07PN0043_002s,07PN0043_002,07PN0043,07PN,07N43.02,07N43,NULL,self,07PN0043_002,NULL,NULL,B73/[32-9]-12,NULL,3,NULL,P30_Et4 S1,NULL,NULL
07PN0043_004s,07PN0043_004,07PN0043,07PN,07N43.04,07N43,NULL,self,07PN0043_004,NULL,NULL,B73/[32-9]-14,NULL,3,NULL,P30_Et4 S1,NULL,NULL
08CF2001_001s,08CF2001_001,08CF2001,08CF,1851_1_2_2_01F,08CF2001,1851_1_2_2_01F_30101A,self,NULL,NULL,NULL,S11 x DK888 HIF,NULL,2,NULL,dereived from 806FM(3) |,NULL,NULL
08CF2001_002s,08CF2001_002,08CF2001,08CF,1851_1_2_2_01F,08CF2001,1851_1_2_2_01F_30101B,self,NULL,NULL,NULL,S11 x DK888 HIF,NULL,2,NULL,dereived from 806FM(3) |,NULL,NULL
08CF2003_003s,08CF2003_003,08CF2003,08CF,1851_1_2_2_04F,08CF2003,1851_1_2_2_04F_30102D,self,NULL,NULL,NULL,S11 x DK888 HIF,NULL,2,NULL,dereived from 806FM(3) |,NULL,NULL
08CF2003_004s,08CF2003_004,08CF2003,08CF,1851_1_2_2_04F,08CF2003,1851_1_2_2_04F_30102E,self,NULL,NULL,NULL,S11 x DK888 HIF,NULL,2,NULL,dereived from 806FM(3) |,NULL,NULL
08CF2003_008s,08CF2003_008,08CF2003,08CF,1851_1_2_2_04F,08CF2003,1851_1_2_2_04F_30103A,self,NULL,NULL,NULL,S11 x DK888 HIF,NULL,2,NULL,dereived from 806FM(3) |,NULL,NULL
08CF2003_009s,08CF2003_009,08CF2003,08CF,1851_1_2_2_04F,08CF2003,1851_1_2_2_04F_30103B,self,NULL,NULL,NULL,S11 x DK888 HIF,NULL,2,NULL,dereived from 806FM(3) |,NULL,NULL
08CF2003_012s,08CF2003_012,08CF2003,08CF,1851_1_2_2_04F,08CF2003,1851_1_2_2_04F_30103E,self,NULL,NULL,NULL,S11 x DK888 HIF,NULL,2,NULL,dereived from 806FM(3) |,NULL,NULL
08CF2003_016s,08CF2003_016,08CF2003,08CF,1851_1_2_2_04F,08CF2003,1851_1_2_2_04F_30104A,self,NULL,NULL,NULL,S11 x DK888 HIF,NULL,2,NULL,dereived from 806FM(3) |,NULL,NULL
