09PR0021_007s,09PR0021_007,09PR0021,09PR,NULL,NULL,NULL,self,NULL,NULL,NULL,(09TF2023_009)S2,NULL,34,NULL,NULL,NULL,NULL
09PR0021_008s,09PR0021_008,09PR0021,09PR,NULL,NULL,NULL,self,NULL,NULL,NULL,(09TF2023_009)S2,NULL,34,NULL,NULL,NULL,NULL
09PR0022_001s,09PR0022_001,09PR0022,09PR,NULL,NULL,NULL,self,NULL,NULL,NULL,(09TF2025_003)S2,NULL,34,NULL,NULL,NULL,NULL
09PR0022_002s,09PR0022_002,09PR0022,09PR,NULL,NULL,NULL,self,NULL,NULL,NULL,(09TF2025_003)S2,NULL,34,NULL,NULL,NULL,NULL
09PR0022_003s,09PR0022_003,09PR0022,09PR,NULL,NULL,NULL,self,NULL,NULL,NULL,(09TF2025_003)S2,NULL,34,NULL,NULL,NULL,NULL
09PR0023_001s,09PR0023_001,09PR0023,09PR,NULL,NULL,NULL,self,NULL,NULL,NULL,(09TF2025_012)S2,NULL,34,NULL,NULL,NULL,NULL
09PR0023_002s,09PR0023_002,09PR0023,09PR,NULL,NULL,NULL,self,NULL,NULL,NULL,(09TF2025_012)S2,NULL,34,NULL,NULL,NULL,NULL
09PR0023_003s,09PR0023_003,09PR0023,09PR,NULL,NULL,NULL,self,NULL,NULL,NULL,(09TF2025_012)S2,NULL,34,NULL,NULL,NULL,NULL
09PR0023_004s,09PR0023_004,09PR0023,09PR,NULL,NULL,NULL,self,NULL,NULL,NULL,(09TF2025_012)S2,NULL,34,NULL,NULL,NULL,NULL
09PR0023_005s,09PR0023_005,09PR0023,09PR,NULL,NULL,NULL,self,NULL,NULL,NULL,(09TF2025_012)S2,NULL,34,NULL,NULL,NULL,NULL
09PR0023_006s,09PR0023_006,09PR0023,09PR,NULL,NULL,NULL,self,NULL,NULL,NULL,(09TF2025_012)S2,NULL,34,NULL,NULL,NULL,NULL
09PR0024_001s,09PR0024_001,09PR0024,09PR,NULL,NULL,NULL,self,NULL,NULL,NULL,(09TF2026_008)S2,NULL,34,NULL,NULL,NULL,NULL
09PR0024_002s,09PR0024_002,09PR0024,09PR,NULL,NULL,NULL,self,NULL,NULL,NULL,(09TF2026_008)S2,NULL,34,NULL,NULL,NULL,NULL
09PR0024_003s,09PR0024_003,09PR0024,09PR,NULL,NULL,NULL,self,NULL,NULL,NULL,(09TF2026_008)S2,NULL,34,NULL,NULL,NULL,NULL
09PR0024_004s,09PR0024_004,09PR0024,09PR,NULL,NULL,NULL,self,NULL,NULL,NULL,(09TF2026_008)S2,NULL,34,NULL,NULL,NULL,NULL
09PR0024_005s,09PR0024_005,09PR0024,09PR,NULL,NULL,NULL,self,NULL,NULL,NULL,(09TF2026_008)S2,NULL,34,NULL,NULL,NULL,NULL
09PR0024_006s,09PR0024_006,09PR0024,09PR,NULL,NULL,NULL,self,NULL,NULL,NULL,(09TF2026_008)S2,NULL,34,NULL,NULL,NULL,NULL
09PR0024_007s,09PR0024_007,09PR0024,09PR,NULL,NULL,NULL,self,NULL,NULL,NULL,(09TF2026_008)S2,NULL,34,NULL,NULL,NULL,NULL
09PR0024_008s,09PR0024_008,09PR0024,09PR,NULL,NULL,NULL,self,NULL,NULL,NULL,(09TF2026_008)S2,NULL,34,NULL,NULL,NULL,NULL
09PR0025_001s,09PR0025_001,09PR0025,09PR,NULL,NULL,NULL,self,NULL,NULL,NULL,(09TF2027_005)S2,NULL,34,NULL,NULL,NULL,NULL
09PR0025_002s,09PR0025_002,09PR0025,09PR,NULL,NULL,NULL,self,NULL,NULL,NULL,(09TF2027_005)S2,NULL,34,NULL,NULL,NULL,NULL
09PR0025_003s,09PR0025_003,09PR0025,09PR,NULL,NULL,NULL,self,NULL,NULL,NULL,(09TF2027_005)S2,NULL,34,NULL,NULL,NULL,NULL
09PR0025_004s,09PR0025_004,09PR0025,09PR,NULL,NULL,NULL,self,NULL,NULL,NULL,(09TF2027_005)S2,NULL,34,NULL,NULL,NULL,NULL
09PR0026_001s,09PR0026_001,09PR0026,09PR,NULL,NULL,NULL,self,NULL,NULL,NULL,(09TF2027_009)S2,NULL,34,NULL,NULL,NULL,NULL
09PR0026_002s,09PR0026_002,09PR0026,09PR,NULL,NULL,NULL,self,NULL,NULL,NULL,(09TF2027_009)S2,NULL,34,NULL,NULL,NULL,NULL
09PR0026_003s,09PR0026_003,09PR0026,09PR,NULL,NULL,NULL,self,NULL,NULL,NULL,(09TF2027_009)S2,NULL,34,NULL,NULL,NULL,NULL
09PR0026_004s,09PR0026_004,09PR0026,09PR,NULL,NULL,NULL,self,NULL,NULL,NULL,(09TF2027_009)S2,NULL,34,NULL,NULL,NULL,NULL
09PR0026_005s,09PR0026_005,09PR0026,09PR,NULL,NULL,NULL,self,NULL,NULL,NULL,(09TF2027_009)S2,NULL,34,NULL,NULL,NULL,NULL
09PR0026_006s,09PR0026_006,09PR0026,09PR,NULL,NULL,NULL,self,NULL,NULL,NULL,(09TF2027_009)S2,NULL,34,NULL,NULL,NULL,NULL
09PR0027_001s,09PR0027_001,09PR0027,09PR,NULL,NULL,NULL,self,NULL,NULL,NULL,(09TF2028_007)S2,NULL,34,NULL,NULL,NULL,NULL
09PR0027_002s,09PR0027_002,09PR0027,09PR,NULL,NULL,NULL,self,NULL,NULL,NULL,(09TF2028_007)S2,NULL,34,NULL,NULL,NULL,NULL
09PR0028_001s,09PR0028_001,09PR0028,09PR,NULL,NULL,NULL,self,NULL,NULL,NULL,(09TF2028_012)S2,NULL,34,NULL,NULL,NULL,NULL
09PR0028_002s,09PR0028_002,09PR0028,09PR,NULL,NULL,NULL,self,NULL,NULL,NULL,(09TF2028_012)S2,NULL,34,NULL,NULL,NULL,NULL
09PR0028_003s,09PR0028_003,09PR0028,09PR,NULL,NULL,NULL,self,NULL,NULL,NULL,(09TF2028_012)S2,NULL,34,NULL,NULL,NULL,NULL
09PR0028_004s,09PR0028_004,09PR0028,09PR,NULL,NULL,NULL,self,NULL,NULL,NULL,(09TF2028_012)S2,NULL,34,NULL,NULL,NULL,NULL
09PR0028_005s,09PR0028_005,09PR0028,09PR,NULL,NULL,NULL,self,NULL,NULL,NULL,(09TF2028_012)S2,NULL,34,NULL,NULL,NULL,NULL
09PR0028_006s,09PR0028_006,09PR0028,09PR,NULL,NULL,NULL,self,NULL,NULL,NULL,(09TF2028_012)S2,NULL,34,NULL,NULL,NULL,NULL
09PR0029_001s,09PR0029_001,09PR0029,09PR,NULL,NULL,NULL,self,NULL,NULL,NULL,(09TF2188_008)S2,NULL,34,NULL,NULL,NULL,NULL
09PR0030_001s,09PR0030_001,09PR0030,09PR,NULL,NULL,NULL,self,NULL,NULL,NULL,(09TF2030_010)S2,NULL,34,NULL,NULL,NULL,NULL
09PR0030_002s,09PR0030_002,09PR0030,09PR,NULL,NULL,NULL,self,NULL,NULL,NULL,(09TF2030_010)S2,NULL,34,NULL,NULL,NULL,NULL
09PR0030_003s,09PR0030_003,09PR0030,09PR,NULL,NULL,NULL,self,NULL,NULL,NULL,(09TF2030_010)S2,NULL,34,NULL,NULL,NULL,NULL
09PR0030_004s,09PR0030_004,09PR0030,09PR,NULL,NULL,NULL,self,NULL,NULL,NULL,(09TF2030_010)S2,NULL,34,NULL,NULL,NULL,NULL
09PR0030_005s,09PR0030_005,09PR0030,09PR,NULL,NULL,NULL,self,NULL,NULL,NULL,(09TF2030_010)S2,NULL,34,NULL,NULL,NULL,NULL
09PR0030_006s,09PR0030_006,09PR0030,09PR,NULL,NULL,NULL,self,NULL,NULL,NULL,(09TF2030_010)S2,NULL,34,NULL,NULL,NULL,NULL
09PR0030_007s,09PR0030_007,09PR0030,09PR,NULL,NULL,NULL,self,NULL,NULL,NULL,(09TF2030_010)S2,NULL,34,NULL,NULL,NULL,NULL
09PR0030_008s,09PR0030_008,09PR0030,09PR,NULL,NULL,NULL,self,NULL,NULL,NULL,(09TF2030_010)S2,NULL,34,NULL,NULL,NULL,NULL
09PR0030_009s,09PR0030_009,09PR0030,09PR,NULL,NULL,NULL,self,NULL,NULL,NULL,(09TF2030_010)S2,NULL,34,NULL,NULL,NULL,NULL
09PR0031_001s,09PR0031_001,09PR0031,09PR,NULL,NULL,NULL,self,NULL,NULL,NULL,(09TF2030_013)S2,NULL,34,NULL,NULL,NULL,NULL
09PR0031_002s,09PR0031_002,09PR0031,09PR,NULL,NULL,NULL,self,NULL,NULL,NULL,(09TF2030_013)S2,NULL,34,NULL,NULL,NULL,NULL
09PR0031_003s,09PR0031_003,09PR0031,09PR,NULL,NULL,NULL,self,NULL,NULL,NULL,(09TF2030_013)S2,NULL,34,NULL,NULL,NULL,NULL
09PR0031_004s,09PR0031_004,09PR0031,09PR,NULL,NULL,NULL,self,NULL,NULL,NULL,(09TF2030_013)S2,NULL,34,NULL,NULL,NULL,NULL
09PR0031_005s,09PR0031_005,09PR0031,09PR,NULL,NULL,NULL,self,NULL,NULL,NULL,(09TF2030_013)S2,NULL,34,NULL,NULL,NULL,NULL
09PR0031_006s,09PR0031_006,09PR0031,09PR,NULL,NULL,NULL,self,NULL,NULL,NULL,(09TF2030_013)S2,NULL,34,NULL,NULL,NULL,NULL
09PR0032_001s,09PR0032_001,09PR0032,09PR,NULL,NULL,NULL,self,NULL,NULL,NULL,(09TF2031_005)S2,NULL,34,NULL,NULL,NULL,NULL
09PR0032_002s,09PR0032_002,09PR0032,09PR,NULL,NULL,NULL,self,NULL,NULL,NULL,(09TF2031_005)S2,NULL,34,NULL,NULL,NULL,NULL
09PR0032_003s,09PR0032_003,09PR0032,09PR,NULL,NULL,NULL,self,NULL,NULL,NULL,(09TF2031_005)S2,NULL,34,NULL,NULL,NULL,NULL
09PR0032_004s,09PR0032_004,09PR0032,09PR,NULL,NULL,NULL,self,NULL,NULL,NULL,(09TF2031_005)S2,NULL,34,NULL,NULL,NULL,NULL
09PR0032_005s,09PR0032_005,09PR0032,09PR,NULL,NULL,NULL,self,NULL,NULL,NULL,(09TF2031_005)S2,NULL,34,NULL,NULL,NULL,NULL
09PR0033_001s,09PR0033_001,09PR0033,09PR,NULL,NULL,NULL,self,NULL,NULL,NULL,(09TF2032_004)S2,NULL,34,NULL,NULL,NULL,NULL
09PR0033_002s,09PR0033_002,09PR0033,09PR,NULL,NULL,NULL,self,NULL,NULL,NULL,(09TF2032_004)S2,NULL,34,NULL,NULL,NULL,NULL
09PR0033_003s,09PR0033_003,09PR0033,09PR,NULL,NULL,NULL,self,NULL,NULL,NULL,(09TF2032_004)S2,NULL,34,NULL,NULL,NULL,NULL
09PR0033_004s,09PR0033_004,09PR0033,09PR,NULL,NULL,NULL,self,NULL,NULL,NULL,(09TF2032_004)S2,NULL,34,NULL,NULL,NULL,NULL
09PR0033_005s,09PR0033_005,09PR0033,09PR,NULL,NULL,NULL,self,NULL,NULL,NULL,(09TF2032_004)S2,NULL,34,NULL,NULL,NULL,NULL
09PR0033_006s,09PR0033_006,09PR0033,09PR,NULL,NULL,NULL,self,NULL,NULL,NULL,(09TF2032_004)S2,NULL,34,NULL,NULL,NULL,NULL
09PR0033_007s,09PR0033_007,09PR0033,09PR,NULL,NULL,NULL,self,NULL,NULL,NULL,(09TF2032_004)S2,NULL,34,NULL,NULL,NULL,NULL
09PR0034_001s,09PR0034_001,09PR0034,09PR,NULL,NULL,NULL,self,NULL,NULL,NULL,(09TF2032_014)S2,NULL,34,NULL,NULL,NULL,NULL
09PR0034_002s,09PR0034_002,09PR0034,09PR,NULL,NULL,NULL,self,NULL,NULL,NULL,(09TF2032_014)S2,NULL,34,NULL,NULL,NULL,NULL
09PR0034_003s,09PR0034_003,09PR0034,09PR,NULL,NULL,NULL,self,NULL,NULL,NULL,(09TF2032_014)S2,NULL,34,NULL,NULL,NULL,NULL
09PR0034_004s,09PR0034_004,09PR0034,09PR,NULL,NULL,NULL,self,NULL,NULL,NULL,(09TF2032_014)S2,NULL,34,NULL,NULL,NULL,NULL
09PR0034_005s,09PR0034_005,09PR0034,09PR,NULL,NULL,NULL,self,NULL,NULL,NULL,(09TF2032_014)S2,NULL,34,NULL,NULL,NULL,NULL
09PR0034_006s,09PR0034_006,09PR0034,09PR,NULL,NULL,NULL,self,NULL,NULL,NULL,(09TF2032_014)S2,NULL,34,NULL,NULL,NULL,NULL
09PR0034_007s,09PR0034_007,09PR0034,09PR,NULL,NULL,NULL,self,NULL,NULL,NULL,(09TF2032_014)S2,NULL,34,NULL,NULL,NULL,NULL
09PR0034_008s,09PR0034_008,09PR0034,09PR,NULL,NULL,NULL,self,NULL,NULL,NULL,(09TF2032_014)S2,NULL,34,NULL,NULL,NULL,NULL
09PR0035_001s,09PR0035_001,09PR0035,09PR,NULL,NULL,NULL,self,NULL,NULL,NULL,(09TF2033_007)S2,NULL,34,NULL,NULL,NULL,NULL
09PR0035_002s,09PR0035_002,09PR0035,09PR,NULL,NULL,NULL,self,NULL,NULL,NULL,(09TF2033_007)S2,NULL,34,NULL,NULL,NULL,NULL
09PR0035_003s,09PR0035_003,09PR0035,09PR,NULL,NULL,NULL,self,NULL,NULL,NULL,(09TF2033_007)S2,NULL,34,NULL,NULL,NULL,NULL
09PR0035_004s,09PR0035_004,09PR0035,09PR,NULL,NULL,NULL,self,NULL,NULL,NULL,(09TF2033_007)S2,NULL,34,NULL,NULL,NULL,NULL
09PR0035_005s,09PR0035_005,09PR0035,09PR,NULL,NULL,NULL,self,NULL,NULL,NULL,(09TF2033_007)S2,NULL,34,NULL,NULL,NULL,NULL
09PR0035_006s,09PR0035_006,09PR0035,09PR,NULL,NULL,NULL,self,NULL,NULL,NULL,(09TF2033_007)S2,NULL,34,NULL,NULL,NULL,NULL
09PR0035_007s,09PR0035_007,09PR0035,09PR,NULL,NULL,NULL,self,NULL,NULL,NULL,(09TF2033_007)S2,NULL,34,NULL,NULL,NULL,NULL
09PR0035_008s,09PR0035_008,09PR0035,09PR,NULL,NULL,NULL,self,NULL,NULL,NULL,(09TF2033_007)S2,NULL,34,NULL,NULL,NULL,NULL
09PR0036_001s,09PR0036_001,09PR0036,09PR,NULL,NULL,NULL,self,NULL,NULL,NULL,(09TF2034_007)S2,NULL,34,NULL,NULL,NULL,NULL
09PR0036_002s,09PR0036_002,09PR0036,09PR,NULL,NULL,NULL,self,NULL,NULL,NULL,(09TF2034_007)S2,NULL,34,NULL,NULL,NULL,NULL
09PR0036_003s,09PR0036_003,09PR0036,09PR,NULL,NULL,NULL,self,NULL,NULL,NULL,(09TF2034_007)S2,NULL,34,NULL,NULL,NULL,NULL
09PR0036_004s,09PR0036_004,09PR0036,09PR,NULL,NULL,NULL,self,NULL,NULL,NULL,(09TF2034_007)S2,NULL,34,NULL,NULL,NULL,NULL
