12MH0019,1851_1_2_2_10G_30506C,12MH,1851_1_2_2_10G_,NULL,08GC1216_022s,NULL,NULL,NULL,3,1,12,NULL,NULL,NLB,NULL,65
12MH0020,1851_1_2_2_10G_30602F,12MH,1851_1_2_2_10G_,NULL,08GC1222_004s,NULL,NULL,NULL,3,1,12,NULL,NULL,NLB,NULL,65
12MH0021,1851_1_2_2_10G_30506F,12MH,1851_1_2_2_10G_,NULL,08GC1204_004s,NULL,NULL,NULL,3,1,12,NULL,NULL,NLB,NULL,65
12MH0022,1851_1_2_2_10G_30504A,12MH,1851_1_2_2_10G_,NULL,08GC1215_010s,NULL,NULL,NULL,3,1,12,NULL,NULL,NLB,NULL,65
12MH0023,1851_1_2_2_10G_30602F,12MH,1851_1_2_2_10G_,NULL,08GC1222_003s,NULL,NULL,NULL,3,1,12,NULL,NULL,NLB,NULL,65
12MH0024,1851_1_2_2_10G_30504A,12MH,1851_1_2_2_10G_,NULL,08GC1215_020s,NULL,NULL,NULL,3,1,12,NULL,NULL,NLB,NULL,65
12MH0025,1851_1_2_2_10G_30602F,12MH,1851_1_2_2_10G_,NULL,08GC1222_008s,NULL,NULL,NULL,3,1,12,NULL,NULL,NLB,NULL,65
12MH0026,1851_1_2_2_10G_30504A,12MH,1851_1_2_2_10G_,NULL,08GC1215_006s,NULL,NULL,NULL,3,1,12,NULL,NULL,NLB,NULL,65
12MH0027,1851_1_2_2_10G,12MH,1851_1_2_2_10G,NULL,08CF2007_007s,NULL,NULL,NULL,3-check,1,12,NULL,NULL,NLB,NULL,65
12MH0028,1851_1_2_2_10G,12MH,1851_1_2_2_10G,NULL,08CF2007_026s,NULL,NULL,NULL,3-check,1,12,NULL,NULL,NLB,NULL,65
12MH0029,1851_1_2_2_10H_30608E,12MH,1851_1_2_2_10H_,NULL,08GC1223_022s,NULL,NULL,NULL,4,1,12,NULL,NULL,NLB,NULL,65
12MH0030,1851_1_2_2_10H,12MH,1851_1_2_2_10H,NULL,08CF2008_057s,NULL,NULL,NULL,4-check,1,12,NULL,NULL,NLB,NULL,65
12MH0031,1851_1_2_2_10H,12MH,1851_1_2_2_10H,NULL,08CF2008_086s,NULL,NULL,NULL,4-check,1,12,NULL,NULL,NLB,NULL,65
12MH0032,1851_1_2_2_11C_30810D,12MH,1851_1_2_2_11C_,NULL,08GC1218_018s,NULL,NULL,NULL,5,1,12,NULL,NULL,NLB,NULL,65
12MH0033,1851_1_2_2_11C_30808D,12MH,1851_1_2_2_11C_,NULL,08GC1224_024s,NULL,NULL,NULL,5,1,12,NULL,NULL,NLB,NULL,65
12MH0034,1851_1_2_2_11C_30810D,12MH,1851_1_2_2_11C_,NULL,08GC1218_016s,NULL,NULL,NULL,5,1,12,NULL,NULL,NLB,NULL,65
12MH0035,1851_1_2_2_11C_30810D,12MH,1851_1_2_2_11C_,NULL,08GC1218_004s,NULL,NULL,NULL,5,1,12,NULL,NULL,NLB,NULL,65
12MH0036,1851_1_2_2_11C_30808D,12MH,1851_1_2_2_11C_,NULL,08GC1224_009s,NULL,NULL,NULL,5,1,12,NULL,NULL,NLB,NULL,65
12MH0037,1851_1_2_2_11C_30808D,12MH,1851_1_2_2_11C_,NULL,08GC1224_022s,NULL,NULL,NULL,5,1,12,NULL,NULL,NLB,NULL,65
12MH0038,1851_1_2_2_11C_30808D,12MH,1851_1_2_2_11C_,NULL,08GC1224_007s,NULL,NULL,NULL,5,1,12,NULL,NULL,NLB,NULL,65
12MH0039,1851_1_2_2_11C,12MH,1851_1_2_2_11C,NULL,08CF2009_036s,NULL,NULL,NULL,5-check,1,12,NULL,NULL,NLB,NULL,65
12MH0040,1851_1_2_2_11C,12MH,1851_1_2_2_11C,NULL,08CF2009_057s,NULL,NULL,NULL,5-check,1,12,NULL,NULL,NLB,NULL,65
12MH0041,1851_1_2_2_11E_30909B,12MH,1851_1_2_2_11E_,NULL,08GC1211_015s,NULL,NULL,NULL,6,1,12,NULL,NULL,NLB,NULL,65
12MH0042,1851_1_2_2_11E_30909B,12MH,1851_1_2_2_11E_,NULL,08GC1211_011s,NULL,NULL,NULL,6,1,12,NULL,NULL,NLB,NULL,65
12MH0043,1851_1_2_2_11E,12MH,1851_1_2_2_11E,NULL,08CF2011_007s,NULL,NULL,NULL,6-check,1,12,NULL,NULL,NLB,NULL,65
12MH0044,1851_1_2_2_11E,12MH,1851_1_2_2_11E,NULL,08CF2011_011s,NULL,NULL,NULL,6-check,1,12,NULL,NULL,NLB,NULL,65
12MH0045,1851_1_2_2_11H_31009B,12MH,1851_1_2_2_11H_,NULL,08GC1225_007s,NULL,NULL,NULL,7,1,12,NULL,NULL,NLB,NULL,65
12MH0046,1851_1_2_2_11H_31007C,12MH,1851_1_2_2_11H_,NULL,08GC1219_005s,NULL,NULL,NULL,7,1,12,NULL,NULL,NLB,NULL,65
12MH0047,1851_1_2_2_11H_31009B,12MH,1851_1_2_2_11H_,NULL,08GC1225_017s,NULL,NULL,NULL,7,1,12,NULL,NULL,NLB,NULL,65
12MH0048,1851_1_2_2_11H_31007C,12MH,1851_1_2_2_11H_,NULL,08GC1219_006s,NULL,NULL,NULL,7,1,12,NULL,NULL,NLB,NULL,65
12MH0049,1851_1_2_2_11H_31007C,12MH,1851_1_2_2_11H_,NULL,08GC1219_014s,NULL,NULL,NULL,7,1,12,NULL,NULL,NLB,NULL,65
12MH0050,1851_1_2_2_11H_31007C,12MH,1851_1_2_2_11H_,NULL,08GC1219_002s,NULL,NULL,NULL,7,1,12,NULL,NULL,NLB,NULL,65
12MH0051,1851_1_2_2_11H_31007C,12MH,1851_1_2_2_11H_,NULL,08GC1219_022s,NULL,NULL,NULL,7,1,12,NULL,NULL,NLB,NULL,65
12MH0052,1851_1_2_2_11H,12MH,1851_1_2_2_11H,NULL,08CF2012_033s,NULL,NULL,NULL,7-check,1,12,NULL,NULL,NLB,NULL,65
12MH0053,1851_1_2_2_11H,12MH,1851_1_2_2_11H,NULL,08CF2012_022s,NULL,NULL,NULL,7-check,1,12,NULL,NULL,NLB,NULL,65
12MH0054,marker(1851_1_2_2_01F_0106F_20609B),12MH,1851_1_2_2_01F_,NULL,08GC1201_017s,NULL,NULL,NULL,1-Jan,2,12,NULL,NULL,NLB,NULL,65
12MH0055,marker(1851_1_2_2_01F_0106F_20609B),12MH,1851_1_2_2_01F_,NULL,08GC1201_014s,NULL,NULL,NULL,1-Jan,2,12,NULL,NULL,NLB,NULL,65
12MH0056,1851_1_2_2_04F_30108E,12MH,1851_1_2_2_04F_30108E,NULL,08GC1220_010s,NULL,NULL,NULL,2-Jan,2,12,NULL,NULL,NLB,NULL,65
12MH0057,1851_1_2_2_04F,12MH,1851_1_2_2_04F,NULL,08CF2003_009s,NULL,NULL,NULL,1-check,2,12,NULL,NULL,NLB,NULL,65
12MH0058,1851_1_2_2_04F,12MH,1851_1_2_2_04F,NULL,08CF2003_008s,NULL,NULL,NULL,1-check,2,12,NULL,NULL,NLB,NULL,65
12MH0059,1851_1_2_2_06G_30411A,12MH,1851_1_2_2_06G_30411A,NULL,08GC1214_013s,NULL,NULL,NULL,2,2,12,NULL,NULL,NLB,NULL,65
12MH0060,1851_1_2_2_06G_30411A,12MH,1851_1_2_2_06G_30411A,NULL,08GC1214_005s,NULL,NULL,NULL,2,2,12,NULL,NULL,NLB,NULL,65
12MH0061,1851_1_2_2_06G_30411A,12MH,1851_1_2_2_06G_30411A,NULL,08GC1214_010s,NULL,NULL,NULL,2,2,12,NULL,NULL,NLB,NULL,65
12MH0062,1851_1_2_2_06G_30411A,12MH,1851_1_2_2_06G_30411A,NULL,08GC1214_004s,NULL,NULL,NULL,2,2,12,NULL,NULL,NLB,NULL,65
12MH0063,1851_1_2_2_06G,12MH,1851_1_2_2_06G,NULL,08CF2006_031s,NULL,NULL,NULL,2-check,2,12,NULL,NULL,NLB,NULL,65
12MH0064,1851_1_2_2_06G,12MH,1851_1_2_2_06G,NULL,08CF2006_050s,NULL,NULL,NULL,2-check,2,12,NULL,NULL,NLB,NULL,65
12MH0065,1851_1_2_2_10G_30506C,12MH,1851_1_2_2_10G_30506C,NULL,08GC1216_022s,NULL,NULL,NULL,3,2,12,NULL,NULL,NLB,NULL,65
12MH0066,1851_1_2_2_10G_30511G,12MH,1851_1_2_2_10G_30511G,NULL,08GC1221_016s,NULL,NULL,NULL,3,2,12,NULL,NULL,NLB,NULL,65
12MH0067,1851_1_2_2_10G_30504A,12MH,1851_1_2_2_10G_30504A,NULL,08GC1215_010s,NULL,NULL,NULL,3,2,12,NULL,NULL,NLB,NULL,65
12MH0068,1851_1_2_2_10G_30602F,12MH,1851_1_2_2_10G_30602F,NULL,08GC1222_015s,NULL,NULL,NULL,3,2,12,NULL,NULL,NLB,NULL,65
12MH0069,1851_1_2_2_10G_30506F,12MH,1851_1_2_2_10G_30506F,NULL,08GC1204_014s,NULL,NULL,NULL,3,2,12,NULL,NULL,NLB,NULL,65
12MH0070,1851_1_2_2_10G_30602F,12MH,1851_1_2_2_10G_30602F,NULL,08GC1222_008s,NULL,NULL,NULL,3,2,12,NULL,NULL,NLB,NULL,65
12MH0071,marker(1851_1_2_2_10G_30506C),12MH,1851_1_2_2_10G_30506C,NULL,08GC1216_005s,NULL,NULL,NULL,3,2,12,NULL,NULL,NLB,NULL,65
12MH0072,1851_1_2_2_10G_30602F,12MH,1851_1_2_2_10G_30602F,NULL,08GC1222_004s,NULL,NULL,NULL,3,2,12,NULL,NULL,NLB,NULL,65
12MH0073,1851_1_2_2_10G_30504A,12MH,1851_1_2_2_10G_30504A,NULL,08GC1215_006s,NULL,NULL,NULL,3,2,12,NULL,NULL,NLB,NULL,65
12MH0074,1851_1_2_2_10G_30511G,12MH,1851_1_2_2_10G_30511G,NULL,08GC1221_012s,NULL,NULL,NULL,3,2,12,NULL,NULL,NLB,NULL,65
12MH0075,1851_1_2_2_10G_30602F,12MH,1851_1_2_2_10G_30602F,NULL,08GC1222_012s,NULL,NULL,NULL,3,2,12,NULL,NULL,NLB,NULL,65
12MH0076,1851_1_2_2_10G_30506F,12MH,1851_1_2_2_10G_30506F,NULL,08GC1204_004s,NULL,NULL,NULL,3,2,12,NULL,NULL,NLB,NULL,65
12MH0077,1851_1_2_2_10G_30602F,12MH,1851_1_2_2_10G_30602F,NULL,08GC1222_003s,NULL,NULL,NULL,3,2,12,NULL,NULL,NLB,NULL,65
12MH0078,1851_1_2_2_10G_30506F,12MH,1851_1_2_2_10G_30506F,NULL,08GC1204_018s,NULL,NULL,NULL,3,2,12,NULL,NULL,NLB,NULL,65
12MH0079,1851_1_2_2_10G_30504A,12MH,1851_1_2_2_10G_30504A,NULL,08GC1215_020s,NULL,NULL,NULL,3,2,12,NULL,NULL,NLB,NULL,65
12MH0080,1851_1_2_2_10G,12MH,1851_1_2_2_10G,NULL,08CF2007_007s,NULL,NULL,NULL,3-check,2,12,NULL,NULL,NLB,NULL,65
12MH0081,1851_1_2_2_10G,12MH,1851_1_2_2_10G,NULL,08CF2007_026s,NULL,NULL,NULL,3-check,2,12,NULL,NULL,NLB,NULL,65
12MH0082,1851_1_2_2_10H_30608E,12MH,1851_1_2_2_10H_30608E,NULL,08GC1223_022s,NULL,NULL,NULL,4,2,12,NULL,NULL,NLB,NULL,65
12MH0083,1851_1_2_2_10H,12MH,1851_1_2_2_10H,NULL,08CF2008_086s,NULL,NULL,NULL,4-check,2,12,NULL,NULL,NLB,NULL,65
12MH0084,1851_1_2_2_10H,12MH,1851_1_2_2_10H,NULL,08CF2008_057s,NULL,NULL,NULL,4-check,2,12,NULL,NULL,NLB,NULL,65
12MH0085,1851_1_2_2_11C_30808D,12MH,1851_1_2_2_11C_30808D,NULL,08GC1224_024s,NULL,NULL,NULL,5,2,12,NULL,NULL,NLB,NULL,65
12MH0086,1851_1_2_2_11C_30810D,12MH,1851_1_2_2_11C_30810D,NULL,08GC1218_004s,NULL,NULL,NULL,5,2,12,NULL,NULL,NLB,NULL,65
12MH0087,1851_1_2_2_11C_30810D,12MH,1851_1_2_2_11C_30810D,NULL,08GC1218_018s,NULL,NULL,NULL,5,2,12,NULL,NULL,NLB,NULL,65
12MH0088,marker(1851_1_2_2_11C_30808D),12MH,1851_1_2_2_11C_30808D,NULL,08GC1224_009s,NULL,NULL,NULL,5,2,12,NULL,NULL,NLB,NULL,65
12MH0089,1851_1_2_2_11C_30810D,12MH,1851_1_2_2_11C_30810D,NULL,08GC1218_016s,NULL,NULL,NULL,5,2,12,NULL,NULL,NLB,NULL,65
12MH0090,1851_1_2_2_11C_30808D,12MH,1851_1_2_2_11C_30808D,NULL,08GC1224_007s,NULL,NULL,NULL,5,2,12,NULL,NULL,NLB,NULL,65
12MH0091,1851_1_2_2_11C_30808D,12MH,1851_1_2_2_11C_30808D,NULL,08GC1224_022s,NULL,NULL,NULL,5,2,12,NULL,NULL,NLB,NULL,65
12MH0092,1851_1_2_2_11C,12MH,1851_1_2_2_11C,NULL,08CF2009_057s,NULL,NULL,NULL,5-check,2,12,NULL,NULL,NLB,NULL,65
12MH0093,1851_1_2_2_11C,12MH,1851_1_2_2_11C,NULL,08CF2009_036s,NULL,NULL,NULL,5-check,2,12,NULL,NULL,NLB,NULL,65
12MH0094,1851_1_2_2_11E_30909B,12MH,1851_1_2_2_11E_30909B,NULL,08GC1211_015s,NULL,NULL,NULL,6,2,12,NULL,NULL,NLB,NULL,65
12MH0095,1851_1_2_2_11E_30909B,12MH,1851_1_2_2_11E_30909B,NULL,08GC1211_011s,NULL,NULL,NULL,6,2,12,NULL,NULL,NLB,NULL,65
12MH0096,1851_1_2_2_11E,12MH,1851_1_2_2_11E,NULL,08CF2011_007s,NULL,NULL,NULL,6-check,2,12,NULL,NULL,NLB,NULL,65
12MH0097,1851_1_2_2_11E,12MH,1851_1_2_2_11E,NULL,08CF2011_011s,NULL,NULL,NULL,6-check,2,12,NULL,NULL,NLB,NULL,65
12MH0098,1851_1_2_2_11H_31007C,12MH,1851_1_2_2_11H_31007C,NULL,08GC1219_022s,NULL,NULL,NULL,7,2,12,NULL,NULL,NLB,NULL,65
12MH0099,1851_1_2_2_11H_31007C,12MH,1851_1_2_2_11H_31007C,NULL,08GC1219_002s,NULL,NULL,NULL,7,2,12,NULL,NULL,NLB,NULL,65
12MH0100,1851_1_2_2_11H_31007C,12MH,1851_1_2_2_11H_31007C,NULL,08GC1219_006s,NULL,NULL,NULL,7,2,12,NULL,NULL,NLB,NULL,65
12MH0101,1851_1_2_2_11H_31009B,12MH,1851_1_2_2_11H_31009B,NULL,08GC1225_007s,NULL,NULL,NULL,7,2,12,NULL,NULL,NLB,NULL,65
12MH0102,1851_1_2_2_11H_31007C,12MH,1851_1_2_2_11H_31007C,NULL,08GC1219_005s,NULL,NULL,NULL,7,2,12,NULL,NULL,NLB,NULL,65
12MH0103,1851_1_2_2_11H_31009B,12MH,1851_1_2_2_11H_31009B,NULL,08GC1225_017s,NULL,NULL,NULL,7,2,12,NULL,NULL,NLB,NULL,65
12MH0104,1851_1_2_2_11H_31007C,12MH,1851_1_2_2_11H_31007C,NULL,08GC1219_014s,NULL,NULL,NULL,7,2,12,NULL,NULL,NLB,NULL,65
12MH0105,1851_1_2_2_11H,12MH,1851_1_2_2_11H,NULL,08CF2012_022s,NULL,NULL,NULL,7-check,2,12,NULL,NULL,NLB,NULL,65
12MH0106,1851_1_2_2_11H,12MH,1851_1_2_2_11H,NULL,08CF2012_033s,NULL,NULL,NULL,7-check,2,12,NULL,NULL,NLB,NULL,65
12MH0107,marker(1851_1_2_2_01F_0106F_20609B),12MH,1851_1_2_2_01F_0106F_20609B,NULL,08GC1201_017s,NULL,NULL,NULL,1-Jan,3,12,NULL,NULL,NLB,NULL,65
12MH0108,marker(1851_1_2_2_01F_0106F_20609B),12MH,1851_1_2_2_01F_0106F_20609B,NULL,08GC1201_014s,NULL,NULL,NULL,1-Jan,3,12,NULL,NULL,NLB,NULL,65
12MH0109,1851_1_2_2_04F_30108E,12MH,1851_1_2_2_04F_30108E,NULL,08GC1220_010s,NULL,NULL,NULL,2-Jan,3,12,NULL,NULL,NLB,NULL,65
12MH0110,1851_1_2_2_04F,12MH,1851_1_2_2_04F,NULL,08CF2003_009s,NULL,NULL,NULL,1-check,3,12,NULL,NULL,NLB,NULL,65
12MH0111,1851_1_2_2_04F,12MH,1851_1_2_2_04F,NULL,08CF2003_008s,NULL,NULL,NULL,1-check,3,12,NULL,NULL,NLB,NULL,65
12MH0112,1851_1_2_2_06G_30411A,12MH,1851_1_2_2_06G_30411A,NULL,08GC1214_010s,NULL,NULL,NULL,2,3,12,NULL,NULL,NLB,NULL,65
12MH0113,1851_1_2_2_06G_30411A,12MH,1851_1_2_2_06G_30411A,NULL,08GC1214_005s,NULL,NULL,NULL,2,3,12,NULL,NULL,NLB,NULL,65
12MH0114,1851_1_2_2_06G_30411A,12MH,1851_1_2_2_06G_30411A,NULL,08GC1214_013s,NULL,NULL,NULL,2,3,12,NULL,NULL,NLB,NULL,65
12MH0115,1851_1_2_2_06G_30411A,12MH,1851_1_2_2_06G_30411A,NULL,08GC1214_004s,NULL,NULL,NULL,2,3,12,NULL,NULL,NLB,NULL,65
12MH0116,1851_1_2_2_06G,12MH,1851_1_2_2_06G,NULL,08CF2006_031s,NULL,NULL,NULL,2-check,3,12,NULL,NULL,NLB,NULL,65
12MH0117,1851_1_2_2_06G,12MH,1851_1_2_2_06G,NULL,08CF2006_050s,NULL,NULL,NULL,2-check,3,12,NULL,NULL,NLB,NULL,65
12MH0118,1851_1_2_2_10G_30504A,12MH,1851_1_2_2_10G_30504A,NULL,08GC1215_020s,NULL,NULL,NULL,3,3,12,NULL,NULL,NLB,NULL,65
12MH0119,1851_1_2_2_10G_30506F,12MH,1851_1_2_2_10G_30506F,NULL,08GC1204_014s,NULL,NULL,NULL,3,3,12,NULL,NULL,NLB,NULL,65
12MH0120,1851_1_2_2_10G_30506F,12MH,1851_1_2_2_10G_30506F,NULL,08GC1204_018s,NULL,NULL,NULL,3,3,12,NULL,NULL,NLB,NULL,65
12MH0121,1851_1_2_2_10G_30602F,12MH,1851_1_2_2_10G_30602F,NULL,08GC1222_008s,NULL,NULL,NULL,3,3,12,NULL,NULL,NLB,NULL,65
12MH0122,1851_1_2_2_10G_30602F,12MH,1851_1_2_2_10G_30602F,NULL,08GC1222_015s,NULL,NULL,NULL,3,3,12,NULL,NULL,NLB,NULL,65
12MH0123,1851_1_2_2_10G_30602F,12MH,1851_1_2_2_10G_30602F,NULL,08GC1222_012s,NULL,NULL,NULL,3,3,12,NULL,NULL,NLB,NULL,65
12MH0124,1851_1_2_2_10G_30506F,12MH,1851_1_2_2_10G_30506F,NULL,08GC1204_004s,NULL,NULL,NULL,3,3,12,NULL,NULL,NLB,NULL,65
12MH0125,1851_1_2_2_10G_30511G,12MH,1851_1_2_2_10G_30511G,NULL,08GC1221_012s,NULL,NULL,NULL,3,3,12,NULL,NULL,NLB,NULL,65
12MH0126,1851_1_2_2_10G_30504A,12MH,1851_1_2_2_10G_30504A,NULL,08GC1215_010s,NULL,NULL,NULL,3,3,12,NULL,NULL,NLB,NULL,65
12MH0127,1851_1_2_2_10G_30504A,12MH,1851_1_2_2_10G_30504A,NULL,08GC1215_006s,NULL,NULL,NULL,3,3,12,NULL,NULL,NLB,NULL,65
12MH0128,1851_1_2_2_10G_30506C,12MH,1851_1_2_2_10G_30506C,NULL,08GC1216_005s,NULL,NULL,NULL,3,3,12,NULL,NULL,NLB,NULL,65
12MH0129,1851_1_2_2_10G_30506C,12MH,1851_1_2_2_10G_30506C,NULL,08GC1216_022s,NULL,NULL,NULL,3,3,12,NULL,NULL,NLB,NULL,65
12MH0130,1851_1_2_2_10G_30511G,12MH,1851_1_2_2_10G_30511G,NULL,08GC1221_016s,NULL,NULL,NULL,3,3,12,NULL,NULL,NLB,NULL,65
12MH0131,1851_1_2_2_10G_30602F,12MH,1851_1_2_2_10G_30602F,NULL,08GC1222_003s,NULL,NULL,NULL,3,3,12,NULL,NULL,NLB,NULL,65
12MH0132,1851_1_2_2_10G_30602F,12MH,1851_1_2_2_10G_30602F,NULL,08GC1222_004s,NULL,NULL,NULL,3,3,12,NULL,NULL,NLB,NULL,65
12MH0133,1851_1_2_2_10G,12MH,1851_1_2_2_10G,NULL,08CF2007_026s,NULL,NULL,NULL,3-check,3,12,NULL,NULL,NLB,NULL,65
12MH0134,1851_1_2_2_10G,12MH,1851_1_2_2_10G,NULL,08CF2007_007s,NULL,NULL,NULL,3-check,3,12,NULL,NULL,NLB,NULL,65
12MH0135,1851_1_2_2_10H_30608E,12MH,1851_1_2_2_10H_30608E,NULL,08GC1223_022s,NULL,NULL,NULL,4,3,12,NULL,NULL,NLB,NULL,65
12MH0136,1851_1_2_2_10H,12MH,1851_1_2_2_10H,NULL,08CF2008_086s,NULL,NULL,NULL,4-check,3,12,NULL,NULL,NLB,NULL,65
12MH0137,1851_1_2_2_10H,12MH,1851_1_2_2_10H,NULL,08CF2008_057s,NULL,NULL,NULL,4-check,3,12,NULL,NULL,NLB,NULL,65
12MH0138,marker(1851_1_2_2_11C_30808D),12MH,1851_1_2_2_11C_30808D,NULL,08GC1224_009s,NULL,NULL,NULL,5,3,12,NULL,NULL,NLB,NULL,65
12MH0139,1851_1_2_2_11C_30810D,12MH,1851_1_2_2_11C_30810D,NULL,08GC1218_016s,NULL,NULL,NULL,5,3,12,NULL,NULL,NLB,NULL,65
12MH0140,1851_1_2_2_11C_30808D,12MH,1851_1_2_2_11C_30808D,NULL,08GC1224_007s,NULL,NULL,NULL,5,3,12,NULL,NULL,NLB,NULL,65
12MH0141,1851_1_2_2_11C_30810D,12MH,1851_1_2_2_11C_30810D,NULL,08GC1218_018s,NULL,NULL,NULL,5,3,12,NULL,NULL,NLB,NULL,65
12MH0142,1851_1_2_2_11C_30810D,12MH,1851_1_2_2_11C_30810D,NULL,08GC1218_004s,NULL,NULL,NULL,5,3,12,NULL,NULL,NLB,NULL,65
12MH0143,1851_1_2_2_11C_30808D,12MH,1851_1_2_2_11C_30808D,NULL,08GC1224_022s,NULL,NULL,NULL,5,3,12,NULL,NULL,NLB,NULL,65
12MH0144,1851_1_2_2_11C_30808D,12MH,1851_1_2_2_11C_30808D,NULL,08GC1224_024s,NULL,NULL,NULL,5,3,12,NULL,NULL,NLB,NULL,65
12MH0145,1851_1_2_2_11C,12MH,1851_1_2_2_11C,NULL,08CF2009_036s,NULL,NULL,NULL,5-check,3,12,NULL,NULL,NLB,NULL,65
12MH0146,1851_1_2_2_11C,12MH,1851_1_2_2_11C,NULL,08CF2009_057s,NULL,NULL,NULL,5-check,3,12,NULL,NULL,NLB,NULL,65
12MH0147,1851_1_2_2_11E_30909B,12MH,1851_1_2_2_11E_30909B,NULL,08GC1211_015s,NULL,NULL,NULL,6,3,12,NULL,NULL,NLB,NULL,65
12MH0148,1851_1_2_2_11E_30909B,12MH,1851_1_2_2_11E_30909B,NULL,08GC1211_011s,NULL,NULL,NULL,6,3,12,NULL,NULL,NLB,NULL,65
12MH0149,1851_1_2_2_11E,12MH,1851_1_2_2_11E,NULL,08CF2011_011s,NULL,NULL,NULL,6-check,3,12,NULL,NULL,NLB,NULL,65
12MH0150,1851_1_2_2_11E,12MH,1851_1_2_2_11E,NULL,08CF2011_007s,NULL,NULL,NULL,6-check,3,12,NULL,NULL,NLB,NULL,65
12MH0151,1851_1_2_2_11H_31007C,12MH,1851_1_2_2_11H_31007C,NULL,08GC1219_022s,NULL,NULL,NULL,7,3,12,NULL,NULL,NLB,NULL,65
12MH0152,1851_1_2_2_11H_31007C,12MH,1851_1_2_2_11H_31007C,NULL,08GC1219_014s,NULL,NULL,NULL,7,3,12,NULL,NULL,NLB,NULL,65
12MH0153,1851_1_2_2_11H_31009B,12MH,1851_1_2_2_11H_31009B,NULL,08GC1225_017s,NULL,NULL,NULL,7,3,12,NULL,NULL,NLB,NULL,65
12MH0154,1851_1_2_2_11H_31007C,12MH,1851_1_2_2_11H_31007C,NULL,08GC1219_002s,NULL,NULL,NULL,7,3,12,NULL,NULL,NLB,NULL,65
12MH0155,1851_1_2_2_11H_31009B,12MH,1851_1_2_2_11H_31009B,NULL,08GC1225_007s,NULL,NULL,NULL,7,3,12,NULL,NULL,NLB,NULL,65
12MH0156,1851_1_2_2_11H_31007C,12MH,1851_1_2_2_11H_31007C,NULL,08GC1219_005s,NULL,NULL,NULL,7,3,12,NULL,NULL,NLB,NULL,65
