Current_barcode,Timestamp_barcode,Weight (g),Pedigree,Row,Year,Person,Cross Type,Ear Num,Source State,Source Name,Source Year,Source Row,Population,NewStorageBox,Date Entered,Entered By,Entered Initials,Range,Purpose,Male_parent_name,male_parent_id,notes
11PR0416_006,20140801135749,47,(B73*CML333)S10,416,2011,jaci_benson,Self,6,NULL,NULL,,,,11PR_Box006,7/11/2014,Astra Hwang,AH,,,,,
11PR0417_001,20140801135750,55,(B73*CML333)S10,417,2011,jaci_benson,Self,1,NULL,NULL,,,,11PR_Box006,7/11/2014,Astra Hwang,AH,,,,,
11PR0417_002,20140801135751,45,(B73*CML333)S10,417,2011,jaci_benson,Self,2,NULL,NULL,,,,11PR_Box006,7/11/2014,Astra Hwang,AH,,,,,
11PR0417_003,20140801135752,34,(B73*CML333)S10,417,2011,jaci_benson,Self,3,NULL,NULL,,,,11PR_Box006,7/11/2014,Astra Hwang,AH,,,,,
11PR0417_004,20140801135753,32,(B73*CML333)S10,417,2011,jaci_benson,Self,4,NULL,NULL,,,,11PR_Box006,7/11/2014,Astra Hwang,AH,,,,,
11PR0417_005,20140801135754,22,(B73*CML333)S10,417,2011,jaci_benson,Self,5,NULL,NULL,,,,11PR_Box006,7/11/2014,Astra Hwang,AH,,,,,
11PR0417_006,20140801135755,51,(B73*CML333)S10,417,2011,jaci_benson,Self,6,NULL,NULL,,,,11PR_Box006,7/11/2014,Astra Hwang,AH,,,,,
11PR0418_001,20140801135756,45,(B73*CML333)S10,418,2011,jaci_benson,Self,1,NULL,NULL,,,,11PR_Box006,7/11/2014,Astra Hwang,AH,,,,,
11PR0418_002,20140801135757,31,(B73*CML333)S10,418,2011,jaci_benson,Self,2,NULL,NULL,,,,11PR_Box006,7/11/2014,Astra Hwang,AH,,,,,
11PR0418_003,20140801135758,27,(B73*CML333)S10,418,2011,jaci_benson,Self,3,NULL,NULL,,,,11PR_Box006,7/11/2014,Astra Hwang,AH,,,,,
11PR0418_004,20140801135759,40,(B73*CML333)S10,418,2011,jaci_benson,Self,4,NULL,NULL,,,,11PR_Box006,7/11/2014,Astra Hwang,AH,,,,,
11PR0419_001,20140801135800,41,(B73*CML333)S10,419,2011,jaci_benson,Self,1,NULL,NULL,,,,11PR_Box006,7/11/2014,Astra Hwang,AH,,,,,
11PR0419_002,20140801135801,29,(B73*CML333)S10,419,2011,jaci_benson,Self,2,NULL,NULL,,,,11PR_Box006,7/11/2014,Astra Hwang,AH,,,,,
11PR0419_003,20140801135802,29,(B73*CML333)S10,419,2011,jaci_benson,Self,3,NULL,NULL,,,,11PR_Box006,7/11/2014,Astra Hwang,AH,,,,,
11PR0419_004,20140801135803,27,(B73*CML333)S10,419,2011,jaci_benson,Self,4,NULL,NULL,,,,11PR_Box006,7/11/2014,Astra Hwang,AH,,,,,
11PR0419_005,20140801135804,26,(B73*CML333)S10,419,2011,jaci_benson,Self,5,NULL,NULL,,,,11PR_Box006,7/11/2014,Astra Hwang,AH,,,,,
11PR0419_006,20140801135805,8,(B73*CML333)S10,419,2011,jaci_benson,Self,6,NULL,NULL,,,,11PR_Box006,7/11/2014,Astra Hwang,AH,,,,,
11PR0419_007,20140801135806,54,(B73*CML333)S10,419,2011,jaci_benson,Self,7,NULL,NULL,,,,11PR_Box006,7/11/2014,Astra Hwang,AH,,,,,
11PR0420_001,20140801135807,58,(B73*CML333)S10,420,2011,jaci_benson,Self,1,NULL,NULL,,,,11PR_Box006,7/11/2014,Astra Hwang,AH,,,,,
11PR0420_002,20140801135808,37,(B73*CML333)S10,420,2011,jaci_benson,Self,2,NULL,NULL,,,,11PR_Box006,7/11/2014,Astra Hwang,AH,,,,,
11PR0420_003,20140801135809,32,(B73*CML333)S10,420,2011,jaci_benson,Self,3,NULL,NULL,,,,11PR_Box006,7/11/2014,Astra Hwang,AH,,,,,
11PR0420_004,20140801135810,7,(B73*CML333)S10,420,2011,jaci_benson,Self,4,NULL,NULL,,,,11PR_Box006,7/11/2014,Astra Hwang,AH,,,,,
11PR0420_005,20140801135811,44,(B73*CML333)S10,420,2011,jaci_benson,Self,5,NULL,NULL,,,,11PR_Box006,7/11/2014,Astra Hwang,AH,,,,,
11PR0421_001,20140801135812,47,(B73*CML333)S10,421,2011,jaci_benson,Self,1,NULL,NULL,,,,11PR_Box006,7/11/2014,Astra Hwang,AH,,,,,
11PR0421_002,20140801135813,34,(B73*CML333)S10,421,2011,jaci_benson,Self,2,NULL,NULL,,,,11PR_Box006,7/11/2014,Astra Hwang,AH,,,,,
11PR0421_003,20140801135814,39,(B73*CML333)S10,421,2011,jaci_benson,Self,3,NULL,NULL,,,,11PR_Box006,7/11/2014,Astra Hwang,AH,,,,,
11PR0421_004,20140801135815,44,(B73*CML333)S10,421,2011,jaci_benson,Self,4,NULL,NULL,,,,11PR_Box006,7/11/2014,Astra Hwang,AH,,,,,
11PR0421_005,20140801135816,31,(B73*CML333)S10,421,2011,jaci_benson,Self,5,NULL,NULL,,,,11PR_Box006,7/11/2014,Astra Hwang,AH,,,,,
11PR0421_006,20140801135817,32,(B73*CML333)S10,421,2011,jaci_benson,Self,6,NULL,NULL,,,,11PR_Box006,7/11/2014,Astra Hwang,AH,,,,,
11PR0421_007,20140801135818,33,(B73*CML333)S10,421,2011,jaci_benson,Self,7,NULL,NULL,,,,11PR_Box006,7/11/2014,Astra Hwang,AH,,,,,
11PR0421_008,20140801135819,24,(B73*CML333)S10,421,2011,jaci_benson,Self,8,NULL,NULL,,,,11PR_Box006,7/11/2014,Astra Hwang,AH,,,,,
11PR0421_009,20140801135820,5,(B73*CML333)S10,421,2011,jaci_benson,Self,9,NULL,NULL,,,,11PR_Box006,7/11/2014,Astra Hwang,AH,,,,,
11PR0421_010,20140801135821,59,(B73*CML333)S10,421,2011,jaci_benson,Self,10,NULL,NULL,,,,11PR_Box006,7/11/2014,Astra Hwang,AH,,,,,
11PR0422_001,20140801135822,60,(B73*CML333)S10,422,2011,jaci_benson,Self,1,NULL,NULL,,,,11PR_Box006,7/11/2014,Astra Hwang,AH,,,,,
11PR0422_002,20140801135823,48,(B73*CML333)S10,422,2011,jaci_benson,Self,2,NULL,NULL,,,,11PR_Box006,7/11/2014,Astra Hwang,AH,,,,,
11PR0422_003,20140801135824,30,(B73*CML333)S10,422,2011,jaci_benson,Self,3,NULL,NULL,,,,11PR_Box006,7/11/2014,Astra Hwang,AH,,,,,
11PR0422_004,20140801135825,39,(B73*CML333)S10,422,2011,jaci_benson,Self,4,NULL,NULL,,,,11PR_Box006,7/11/2014,Astra Hwang,AH,,,,,
11PR0422_005,20140801135826,46,(B73*CML333)S10,422,2011,jaci_benson,Self,5,NULL,NULL,,,,11PR_Box006,7/11/2014,Astra Hwang,AH,,,,,
11PR0422_006,20140801135827,36,(B73*CML333)S10,422,2011,jaci_benson,Self,6,NULL,NULL,,,,11PR_Box006,7/11/2014,Astra Hwang,AH,,,,,
11PR0422_007,20140801135828,44,(B73*CML333)S10,422,2011,jaci_benson,Self,7,NULL,NULL,,,,11PR_Box006,7/11/2014,Astra Hwang,AH,,,,,
11PR0422_008,20140801135829,34,(B73*CML333)S10,422,2011,jaci_benson,Self,8,NULL,NULL,,,,11PR_Box006,7/11/2014,Astra Hwang,AH,,,,,
11PR0422_009,20140801135830,11,(B73*CML333)S10,422,2011,jaci_benson,Self,9,NULL,NULL,,,,11PR_Box006,7/11/2014,Astra Hwang,AH,,,,,
11PR0423_001,20140801135831,62,(B73*CML333)S10,423,2011,jaci_benson,Self,1,NULL,NULL,,,,11PR_Box006,7/11/2014,Astra Hwang,AH,,,,,
11PR0423_002,20140801135832,34,(B73*CML333)S10,423,2011,jaci_benson,Self,2,NULL,NULL,,,,11PR_Box006,7/11/2014,Astra Hwang,AH,,,,,
11PR0423_003,20140801135833,42,(B73*CML333)S10,423,2011,jaci_benson,Self,3,NULL,NULL,,,,11PR_Box006,7/11/2014,Astra Hwang,AH,,,,,
11PR0423_004,20140801135834,38,(B73*CML333)S10,423,2011,jaci_benson,Self,4,NULL,NULL,,,,11PR_Box006,7/11/2014,Astra Hwang,AH,,,,,
11PR0423_005,20140801135835,44,(B73*CML333)S10,423,2011,jaci_benson,Self,5,NULL,NULL,,,,11PR_Box006,7/11/2014,Astra Hwang,AH,,,,,
11PR0423_006,20140801135836,39,(B73*CML333)S10,423,2011,jaci_benson,Self,6,NULL,NULL,,,,11PR_Box006,7/11/2014,Astra Hwang,AH,,,,,
11PR0424_001,20140801135837,43,(B73*CML333)S10,424,2011,jaci_benson,Self,1,NULL,NULL,,,,11PR_Box006,7/11/2014,Astra Hwang,AH,,,,,
11PR0424_002,20140801135838,32,(B73*CML333)S10,424,2011,jaci_benson,Self,2,NULL,NULL,,,,11PR_Box006,7/11/2014,Astra Hwang,AH,,,,,
11PR0425_001,20140801135839,66,(B73*CML333)S10,425,2011,jaci_benson,Self,1,NULL,NULL,,,,11PR_Box006,7/11/2014,Astra Hwang,AH,,,,,
11PR0425_002,20140801135840,37,(B73*CML333)S10,425,2011,jaci_benson,Self,2,NULL,NULL,,,,11PR_Box006,7/11/2014,Astra Hwang,AH,,,,,
11PR0425_003,20140801135841,52,(B73*CML333)S10,425,2011,jaci_benson,Self,3,NULL,NULL,,,,11PR_Box006,7/11/2014,Astra Hwang,AH,,,,,
11PR0425_004,20140801135842,41,(B73*CML333)S10,425,2011,jaci_benson,Self,4,NULL,NULL,,,,11PR_Box006,7/11/2014,Astra Hwang,AH,,,,,
11PR0425_005,20140801135843,28,(B73*CML333)S10,425,2011,jaci_benson,Self,5,NULL,NULL,,,,11PR_Box006,7/11/2014,Astra Hwang,AH,,,,,
11PR0425_006,20140801135844,13,(B73*CML333)S10,425,2011,jaci_benson,Self,6,NULL,NULL,,,,11PR_Box006,7/11/2014,Astra Hwang,AH,,,,,
11PR0426_001,20140801135845,50,(B73*CML333)S10,426,2011,jaci_benson,Self,1,NULL,NULL,,,,11PR_Box006,7/11/2014,Astra Hwang,AH,,,,,
11PR0426_002,20140801135846,52,(B73*CML333)S10,426,2011,jaci_benson,Self,2,NULL,NULL,,,,11PR_Box006,7/11/2014,Astra Hwang,AH,,,,,
11PR0426_003,20140801135847,39,(B73*CML333)S10,426,2011,jaci_benson,Self,3,NULL,NULL,,,,11PR_Box006,7/11/2014,Astra Hwang,AH,,,,,
11PR0426_004,20140801135848,38,(B73*CML333)S10,426,2011,jaci_benson,Self,4,NULL,NULL,,,,11PR_Box006,7/11/2014,Astra Hwang,AH,,,,,
11PR0426_005,20140801135849,47,(B73*CML333)S10,426,2011,jaci_benson,Self,5,NULL,NULL,,,,11PR_Box006,7/11/2014,Astra Hwang,AH,,,,,
11PR0426_006,20140801135850,49,(B73*CML333)S10,426,2011,jaci_benson,Self,6,NULL,NULL,,,,11PR_Box006,7/11/2014,Astra Hwang,AH,,,,,
11PR0426_007,20140801135851,56,(B73*CML333)S10,426,2011,jaci_benson,Self,7,NULL,NULL,,,,11PR_Box006,7/11/2014,Astra Hwang,AH,,,,,
11PR0426_008,20140801135852,53,(B73*CML333)S10,426,2011,jaci_benson,Self,8,NULL,NULL,,,,11PR_Box006,7/11/2014,Astra Hwang,AH,,,,,
11PR0426_009,20140801135853,34,(B73*CML333)S10,426,2011,jaci_benson,Self,9,NULL,NULL,,,,11PR_Box006,7/11/2014,Astra Hwang,AH,,,,,
11PR0426_010,20140801135854,44,(B73*CML333)S10,426,2011,jaci_benson,Self,10,NULL,NULL,,,,11PR_Box006,7/11/2014,Astra Hwang,AH,,,,,
11PR0426_011,20140801135855,33,(B73*CML333)S10,426,2011,jaci_benson,Self,11,NULL,NULL,,,,11PR_Box006,7/11/2014,Astra Hwang,AH,,,,,
11PR0427_001,20140801135856,34,(B73*CML333)S10,427,2011,jaci_benson,Self,1,NULL,NULL,,,,11PR_Box006,7/11/2014,Astra Hwang,AH,,,,,
11PR0427_002,20140801135857,33,(B73*CML333)S10,427,2011,jaci_benson,Self,2,NULL,NULL,,,,11PR_Box006,7/11/2014,Astra Hwang,AH,,,,,
11PR0427_003,20140801135858,8,(B73*CML333)S10,427,2011,jaci_benson,Self,3,NULL,NULL,,,,11PR_Box006,7/11/2014,Astra Hwang,AH,,,,,
11PR0427_004,20140801135859,11,(B73*CML333)S10,427,2011,jaci_benson,Self,4,NULL,NULL,,,,11PR_Box006,7/11/2014,Astra Hwang,AH,,,,,
11PR0428_001,20140801135900,53,(B73*CML333)S10,428,2011,jaci_benson,Self,1,NULL,NULL,,,,11PR_Box006,7/11/2014,Astra Hwang,AH,,,,,
11PR0428_002,20140801135901,44,(B73*CML333)S10,428,2011,jaci_benson,Self,2,NULL,NULL,,,,11PR_Box006,7/11/2014,Astra Hwang,AH,,,,,
11PR0428_003,20140801135902,28,(B73*CML333)S10,428,2011,jaci_benson,Self,3,NULL,NULL,,,,11PR_Box006,7/11/2014,Astra Hwang,AH,,,,,
11PR0428_004,20140801135903,39,(B73*CML333)S10,428,2011,jaci_benson,Self,4,NULL,NULL,,,,11PR_Box006,7/11/2014,Astra Hwang,AH,,,,,
11PR0428_005,20140801135904,26,(B73*CML333)S10,428,2011,jaci_benson,Self,5,NULL,NULL,,,,11PR_Box006,7/11/2014,Astra Hwang,AH,,,,,
11PR0428_006,20140801135905,11,(B73*CML333)S10,428,2011,jaci_benson,Self,6,NULL,NULL,,,,11PR_Box006,7/11/2014,Astra Hwang,AH,,,,,
11PR0429_001,20140801135906,61,(B73*CML333)S10,429,2011,jaci_benson,Self,1,NULL,NULL,,,,11PR_Box006,7/11/2014,Astra Hwang,AH,,,,,
11PR0429_002,20140801135907,58,(B73*CML333)S10,429,2011,jaci_benson,Self,2,NULL,NULL,,,,11PR_Box006,7/11/2014,Astra Hwang,AH,,,,,
11PR0429_003,20140801135908,51,(B73*CML333)S10,429,2011,jaci_benson,Self,3,NULL,NULL,,,,11PR_Box006,7/11/2014,Astra Hwang,AH,,,,,
11PR0429_004,20140801135909,50,(B73*CML333)S10,429,2011,jaci_benson,Self,4,NULL,NULL,,,,11PR_Box006,7/11/2014,Astra Hwang,AH,,,,,
11PR0429_005,20140801135910,45,(B73*CML333)S10,429,2011,jaci_benson,Self,5,NULL,NULL,,,,11PR_Box006,7/11/2014,Astra Hwang,AH,,,,,
11PR0429_006,20140801135911,36,(B73*CML333)S10,429,2011,jaci_benson,Self,6,NULL,NULL,,,,11PR_Box006,7/11/2014,Astra Hwang,AH,,,,,
11PR0429_007,20140801135912,31,(B73*CML333)S10,429,2011,jaci_benson,Self,7,NULL,NULL,,,,11PR_Box006,7/11/2014,Astra Hwang,AH,,,,,
11PR0429_008,20140801135913,23,(B73*CML333)S10,429,2011,jaci_benson,Self,8,NULL,NULL,,,,11PR_Box006,7/11/2014,Astra Hwang,AH,,,,,
11PR0429_009,20140801135914,37,(B73*CML333)S10,429,2011,jaci_benson,Self,9,NULL,NULL,,,,11PR_Box006,7/11/2014,Astra Hwang,AH,,,,,
11PR0429_010,20140801135915,28,(B73*CML333)S10,429,2011,jaci_benson,Self,10,NULL,NULL,,,,11PR_Box006,7/11/2014,Astra Hwang,AH,,,,,
11PR0429_011,20140801135916,24,(B73*CML333)S10,429,2011,jaci_benson,Self,11,NULL,NULL,,,,11PR_Box006,7/11/2014,Astra Hwang,AH,,,,,
11PR0429_012,20140801135917,17,(B73*CML333)S10,429,2011,jaci_benson,Self,12,NULL,NULL,,,,11PR_Box006,7/11/2014,Astra Hwang,AH,,,,,
11PR0430_001,20140801135918,64,(B73*CML333)S10,430,2011,jaci_benson,Self,1,NULL,NULL,,,,11PR_Box006,7/11/2014,Astra Hwang,AH,,,,,
11PR0430_002,20140801135919,61,(B73*CML333)S10,430,2011,jaci_benson,Self,2,NULL,NULL,,,,11PR_Box006,7/11/2014,Astra Hwang,AH,,,,,
11PR0430_003,20140801135920,42,(B73*CML333)S10,430,2011,jaci_benson,Self,3,NULL,NULL,,,,11PR_Box006,7/11/2014,Astra Hwang,AH,,,,,
11PR0430_004,20140801135921,45,(B73*CML333)S10,430,2011,jaci_benson,Self,4,NULL,NULL,,,,11PR_Box006,7/11/2014,Astra Hwang,AH,,,,,
11PR0430_005,20140801135922,38,(B73*CML333)S10,430,2011,jaci_benson,Self,5,NULL,NULL,,,,11PR_Box006,7/11/2014,Astra Hwang,AH,,,,,
11PR0430_006,20140801135923,37,(B73*CML333)S10,430,2011,jaci_benson,Self,6,NULL,NULL,,,,11PR_Box006,7/11/2014,Astra Hwang,AH,,,,,
11PR0430_007,20140801135924,43,(B73*CML333)S10,430,2011,jaci_benson,Self,7,NULL,NULL,,,,11PR_Box006,7/11/2014,Astra Hwang,AH,,,,,
11PR0430_008,20140801135925,38,(B73*CML333)S10,430,2011,jaci_benson,Self,8,NULL,NULL,,,,11PR_Box006,7/11/2014,Astra Hwang,AH,,,,,
11PR0430_009,20140801135926,40,(B73*CML333)S10,430,2011,jaci_benson,Self,9,NULL,NULL,,,,11PR_Box006,7/11/2014,Astra Hwang,AH,,,,,
11PR0432_001,20140801135927,41,(B73*CML333)S10,432,2011,jaci_benson,Self,1,NULL,NULL,,,,11PR_Box006,7/11/2014,Astra Hwang,AH,,,,,
11PR0432_002,20140801135928,40,(B73*CML333)S10,432,2011,jaci_benson,Self,2,NULL,NULL,,,,11PR_Box006,7/11/2014,Astra Hwang,AH,,,,,
11PR0432_003,20140801135929,25,(B73*CML333)S10,432,2011,jaci_benson,Self,3,NULL,NULL,,,,11PR_Box006,7/11/2014,Astra Hwang,AH,,,,,
11PR0432_004,20140801135930,22,(B73*CML333)S10,432,2011,jaci_benson,Self,4,NULL,NULL,,,,11PR_Box006,7/11/2014,Astra Hwang,AH,,,,,
11PR0432_005,20140801135931,18,(B73*CML333)S10,432,2011,jaci_benson,Self,5,NULL,NULL,,,,11PR_Box006,7/11/2014,Astra Hwang,AH,,,,,
11PR0432_006,20140801135932,18,(B73*CML333)S10,432,2011,jaci_benson,Self,6,NULL,NULL,,,,11PR_Box006,7/11/2014,Astra Hwang,AH,,,,,
11PR0433_001,20140801135933,49,(B73*CML333)S10,433,2011,jaci_benson,Self,1,NULL,NULL,,,,11PR_Box006,7/11/2014,Astra Hwang,AH,,,,,
11PR0433_002,20140801135934,43,(B73*CML333)S10,433,2011,jaci_benson,Self,2,NULL,NULL,,,,11PR_Box006,7/11/2014,Astra Hwang,AH,,,,,
11PR0433_003,20140801135935,31,(B73*CML333)S10,433,2011,jaci_benson,Self,3,NULL,NULL,,,,11PR_Box006,7/11/2014,Astra Hwang,AH,,,,,
11PR0433_004,20140801135936,21,(B73*CML333)S10,433,2011,jaci_benson,Self,4,NULL,NULL,,,,11PR_Box006,7/11/2014,Astra Hwang,AH,,,,,
11PR0433_005,20140801135937,6,(B73*CML333)S10,433,2011,jaci_benson,Self,5,NULL,NULL,,,,11PR_Box006,7/11/2014,Astra Hwang,AH,,,,,
11PR0434_001,20140801135938,53,(B73*CML333)S10,434,2011,jaci_benson,Self,1,NULL,NULL,,,,11PR_Box006,7/11/2014,Astra Hwang,AH,,,,,
11PR0434_002,20140801135939,42,(B73*CML333)S10,434,2011,jaci_benson,Self,2,NULL,NULL,,,,11PR_Box006,7/11/2014,Astra Hwang,AH,,,,,
11PR0434_003,20140801135940,36,(B73*CML333)S10,434,2011,jaci_benson,Self,3,NULL,NULL,,,,11PR_Box006,7/11/2014,Astra Hwang,AH,,,,,
11PR0434_004,20140801135941,32,(B73*CML333)S10,434,2011,jaci_benson,Self,4,NULL,NULL,,,,11PR_Box006,7/11/2014,Astra Hwang,AH,,,,,
11PR0434_005,20140801135942,44,(B73*CML333)S10,434,2011,jaci_benson,Self,5,NULL,NULL,,,,11PR_Box006,7/11/2014,Astra Hwang,AH,,,,,
11PR0435_001,20140801135943,35,(B73*CML333)S10,435,2011,jaci_benson,Self,1,NULL,NULL,,,,11PR_Box006,7/11/2014,Astra Hwang,AH,,,,,
11PR0435_002,20140801135944,14,(B73*CML333)S10,435,2011,jaci_benson,Self,2,NULL,NULL,,,,11PR_Box006,7/11/2014,Astra Hwang,AH,,,,,
11PR0436_001,20140801135945,76,(B73*CML333)S10,436,2011,jaci_benson,Self,1,NULL,NULL,,,,11PR_Box006,7/11/2014,Astra Hwang,AH,,,,,
11PR0436_002,20140801135946,33,(B73*CML333)S10,436,2011,jaci_benson,Self,2,NULL,NULL,,,,11PR_Box006,7/11/2014,Astra Hwang,AH,,,,,
11PR0436_003,20140801135947,31,(B73*CML333)S10,436,2011,jaci_benson,Self,3,NULL,NULL,,,,11PR_Box006,7/11/2014,Astra Hwang,AH,,,,,
11PR0436_004,20140801135948,21,(B73*CML333)S10,436,2011,jaci_benson,Self,4,NULL,NULL,,,,11PR_Box006,7/11/2014,Astra Hwang,AH,,,,,
11PR0436_005,20140801135949,30,(B73*CML333)S10,436,2011,jaci_benson,Self,5,NULL,NULL,,,,11PR_Box006,7/11/2014,Astra Hwang,AH,,,,,
11PR0436_006,20140801135950,12,(B73*CML333)S10,436,2011,jaci_benson,Self,6,NULL,NULL,,,,11PR_Box006,7/11/2014,Astra Hwang,AH,,,,,
11PR0437_001,20140801135951,54,(B73*CML333)S10,437,2011,jaci_benson,Self,1,NULL,NULL,,,,11PR_Box006,7/11/2014,Astra Hwang,AH,,,,,
11PR0437_002,20140801135952,31,(B73*CML333)S10,437,2011,jaci_benson,Self,2,NULL,NULL,,,,11PR_Box006,7/11/2014,Astra Hwang,AH,,,,,
11PR0437_003,20140801135953,31,(B73*CML333)S10,437,2011,jaci_benson,Self,3,NULL,NULL,,,,11PR_Box006,7/11/2014,Astra Hwang,AH,,,,,
11PR0437_004,20140801135954,26,(B73*CML333)S10,437,2011,jaci_benson,Self,4,NULL,NULL,,,,11PR_Box006,7/11/2014,Astra Hwang,AH,,,,,
11PR0437_005,20140801135955,31,(B73*CML333)S10,437,2011,jaci_benson,Self,5,NULL,NULL,,,,11PR_Box006,7/11/2014,Astra Hwang,AH,,,,,
11PR0437_006,20140801135956,21,(B73*CML333)S10,437,2011,jaci_benson,Self,6,NULL,NULL,,,,11PR_Box006,7/11/2014,Astra Hwang,AH,,,,,
11PR0437_007,20140801135957,13,(B73*CML333)S10,437,2011,jaci_benson,Self,7,NULL,NULL,,,,11PR_Box006,7/11/2014,Astra Hwang,AH,,,,,
11PR0438_001,20140801135958,33,(B73*CML333)S10,438,2011,jaci_benson,Self,1,NULL,NULL,,,,11PR_Box006,7/11/2014,Astra Hwang,AH,,,,,
11PR0438_002,20140801135959,49,(B73*CML333)S10,438,2011,jaci_benson,Self,2,NULL,NULL,,,,11PR_Box006,7/11/2014,Astra Hwang,AH,,,,,
11PR0438_003,20140801140000,36,(B73*CML333)S10,438,2011,jaci_benson,Self,3,NULL,NULL,,,,11PR_Box006,7/11/2014,Astra Hwang,AH,,,,,
11PR0438_004,20140801140001,30,(B73*CML333)S10,438,2011,jaci_benson,Self,4,NULL,NULL,,,,11PR_Box006,7/11/2014,Astra Hwang,AH,,,,,
11PR0438_005,20140801140002,24,(B73*CML333)S10,438,2011,jaci_benson,Self,5,NULL,NULL,,,,11PR_Box006,7/11/2014,Astra Hwang,AH,,,,,
11PR0438_006,20140801140003,15,(B73*CML333)S10,438,2011,jaci_benson,Self,6,NULL,NULL,,,,11PR_Box006,7/11/2014,Astra Hwang,AH,,,,,
11PR0438_007,20140801140004,7,(B73*CML333)S10,438,2011,jaci_benson,Self,7,NULL,NULL,,,,11PR_Box006,7/11/2014,Astra Hwang,AH,,,,,
11PR0438_008,20140801140005,8,(B73*CML333)S10,438,2011,jaci_benson,Self,8,NULL,NULL,,,,11PR_Box006,7/11/2014,Astra Hwang,AH,,,,,
11PR0439_001,20140801140006,66,(B73*CML333)S10,439,2011,jaci_benson,Self,1,NULL,NULL,,,,11PR_Box006,7/11/2014,Astra Hwang,AH,,,,,
11PR0439_002,20140801140007,54,(B73*CML333)S10,439,2011,jaci_benson,Self,2,NULL,NULL,,,,11PR_Box006,7/11/2014,Astra Hwang,AH,,,,,
11PR0439_003,20140801140008,54,(B73*CML333)S10,439,2011,jaci_benson,Self,3,NULL,NULL,,,,11PR_Box006,7/11/2014,Astra Hwang,AH,,,,,
11PR0439_004,20140801140009,37,(B73*CML333)S10,439,2011,jaci_benson,Self,4,NULL,NULL,,,,11PR_Box006,7/11/2014,Astra Hwang,AH,,,,,
11PR0439_005,20140801140010,16,(B73*CML333)S10,439,2011,jaci_benson,Self,5,NULL,NULL,,,,11PR_Box006,7/11/2014,Astra Hwang,AH,,,,,
11PR0439_006,20140801140011,17,(B73*CML333)S10,439,2011,jaci_benson,Self,6,NULL,NULL,,,,11PR_Box006,7/11/2014,Astra Hwang,AH,,,,,
11PR0439_007,20140801140012,16,(B73*CML333)S10,439,2011,jaci_benson,Self,7,NULL,NULL,,,,11PR_Box006,7/11/2014,Astra Hwang,AH,,,,,
11PR0439_008,20140801140013,6,(B73*CML333)S10,439,2011,jaci_benson,Self,8,NULL,NULL,,,,11PR_Box006,7/11/2014,Astra Hwang,AH,,,,,
11PR0441_001,20140801140014,43,(B73*CML333)S10,441,2011,jaci_benson,Self,1,NULL,NULL,,,,11PR_Box006,7/11/2014,Astra Hwang,AH,,,,,
11PR0441_002,20140801140015,30,(B73*CML333)S10,441,2011,jaci_benson,Self,2,NULL,NULL,,,,11PR_Box006,7/11/2014,Astra Hwang,AH,,,,,
11PR0442_001,20140801140016,37,(B73*CML333)S10,442,2011,jaci_benson,Self,1,NULL,NULL,,,,11PR_Box006,7/11/2014,Astra Hwang,AH,,,,,
11PR0442_002,20140801140017,34,(B73*CML333)S10,442,2011,jaci_benson,Self,2,NULL,NULL,,,,11PR_Box006,7/11/2014,Astra Hwang,AH,,,,,
11PR0442_003,20140801140018,55,(B73*CML333)S10,442,2011,jaci_benson,Self,3,NULL,NULL,,,,11PR_Box006,7/11/2014,Astra Hwang,AH,,,,,
11PR0442_004,20140801140019,31,(B73*CML333)S10,442,2011,jaci_benson,Self,4,NULL,NULL,,,,11PR_Box006,7/11/2014,Astra Hwang,AH,,,,,
11PR0443_001,20140801140020,58,(B73*CML333)S10,443,2011,jaci_benson,Self,1,NULL,NULL,,,,11PR_Box006,7/11/2014,Astra Hwang,AH,,,,,
11PR0443_002,20140801140021,47,(B73*CML333)S10,443,2011,jaci_benson,Self,2,NULL,NULL,,,,11PR_Box006,7/11/2014,Astra Hwang,AH,,,,,
11PR0443_003,20140801140022,59,(B73*CML333)S10,443,2011,jaci_benson,Self,3,NULL,NULL,,,,11PR_Box006,7/11/2014,Astra Hwang,AH,,,,,
11PR0443_004,20140801140023,46,(B73*CML333)S10,443,2011,jaci_benson,Self,4,NULL,NULL,,,,11PR_Box006,7/11/2014,Astra Hwang,AH,,,,,
11PR0444_001,20140801140024,68,(B73*CML333)S10,444,2011,jaci_benson,Self,1,NULL,NULL,,,,11PR_Box006,7/11/2014,Astra Hwang,AH,,,,,
11PR0444_002,20140801140025,49,(B73*CML333)S10,444,2011,jaci_benson,Self,2,NULL,NULL,,,,11PR_Box006,7/11/2014,Astra Hwang,AH,,,,,
11PR0444_003,20140801140026,46,(B73*CML333)S10,444,2011,jaci_benson,Self,3,NULL,NULL,,,,11PR_Box006,7/11/2014,Astra Hwang,AH,,,,,
11PR0444_004,20140801140027,48,(B73*CML333)S10,444,2011,jaci_benson,Self,4,NULL,NULL,,,,11PR_Box006,7/11/2014,Astra Hwang,AH,,,,,
11PR0444_005,20140801140028,36,(B73*CML333)S10,444,2011,jaci_benson,Self,5,NULL,NULL,,,,11PR_Box006,7/11/2014,Astra Hwang,AH,,,,,
11PR0444_006,20140801140029,33,(B73*CML333)S10,444,2011,jaci_benson,Self,6,NULL,NULL,,,,11PR_Box006,7/11/2014,Astra Hwang,AH,,,,,
