Current_barcode,Timestamp_barcode,Weight (g),Pedigree,Row,Year,Person,Cross Type,Ear Num,Source State,Source Name,Source Year,Source Row,Population,NewStorageBox,Date Entered,Entered By,Entered Initials,Range,Purpose,Male_parent_name,male_parent_id,notes
09JR1104_001s,20140801133247,103.9,P1-12,1104,2008,judy_kolkman,Self,1,NY,Aurora,2008,103,RS F4S,09JR_Box001,7/3/2014,Nick M Diana A,NM,57,NLB,,,
09JR1104_002s,20140801133248,54.1,P1-12,1104,2008,judy_kolkman,Self,2,NY,Aurora,2008,103,RS F4S,09JR_Box001,7/3/2014,Nick M Diana A,NM,57,NLB,,,
09JR1104_003s,20140801133249,86.1,P1-12,1104,2008,judy_kolkman,Self,3,NY,Aurora,2008,103,RS F4S,09JR_Box001,7/3/2014,Nick M Diana A,NM,57,NLB,,,
09JR1105_001s,20140801133250,24.4,P1-183,1105,2009,judy_kolkman,Self,1,NY,Aurora,2008,118,RS F4S,09JR_Box001,7/3/2014,Nick M Diana A,NM,57,NLB,,,
09JR1105_002s,20140801133251,49.3,P1-183,1105,2009,judy_kolkman,Self,2,NY,Aurora,2008,118,RS F4S,09JR_Box001,7/3/2014,Nick M Diana A,NM,57,NLB,,,
09JR1105_003s,20140801133252,66.3,P1-183,1105,2009,judy_kolkman,Self,3,NY,Aurora,2008,118,RS F4S,09JR_Box001,7/3/2014,Nick M Diana A,NM,57,NLB,,,
09JR1105_004s,20140801133253,59.2,P1-183,1105,2009,judy_kolkman,Self,4,NY,Aurora,2008,118,RS F4S,09JR_Box001,7/3/2014,Nick M Diana A,NM,57,NLB,,,
09JR1106_001s,20140801133254,31.7,P1-143,1106,2009,judy_kolkman,Self,1,NY,Aurora,2008,1117,RS F4S,09JR_Box001,7/3/2014,Nick M Diana A,NM,57,NLB,,,
09JR1106_002s,20140801133255,20.6,P1-143,1106,2009,judy_kolkman,Self,2,NY,Aurora,2008,1117,RS F4S,09JR_Box001,7/3/2014,Nick M Diana A,NM,57,NLB,,,
09JR1107_001s,20140801133256,47.6,P1-115,1107,2009,judy_kolkman,Self,1,NY,Aurora,2008,1104,RS F4S,09JR_Box001,7/3/2014,Nick M Diana A,NM,57,NLB,,,
09JR1108_001s,20140801133257,36.4,P1-31,1108,2009,judy_kolkman,Self,1,NY,Aurora,2008,1118,RS F4S,09JR_Box001,7/3/2014,Nick M Diana A,NM,57,NLB,,,
09JR1108_002s,20140801133258,71.8,P1-31,1108,2009,judy_kolkman,Self,2,NY,Aurora,2008,1118,RS F4S,09JR_Box001,7/3/2014,Nick M Diana A,NM,57,NLB,,,
09JR1110_001s,20140801133259,53.2,P1-34,1110,2009,judy_kolkman,Self,1,NY,Aurora,2008,113,RS F4S,09JR_Box001,7/3/2014,Nick M Diana A,NM,57,NLB,,,
09JR1110_002s,20140801133300,34,P1-34,1110,2009,judy_kolkman,Self,2,NY,Aurora,2008,113,RS F4S,09JR_Box001,7/3/2014,Nick M Diana A,NM,57,NLB,,,
09JR1110_003s,20140801133301,9.4,P1-34,1110,2009,judy_kolkman,Self,3,NY,Aurora,2008,113,RS F4S,09JR_Box001,7/3/2014,Nick M Diana A,NM,57,NLB,,,
09JR1111_001s,20140801133302,42.4,P1-96,1111,2009,judy_kolkman,Self,1,NY,Aurora,2008,1130,RS F4S,09JR_Box001,7/3/2014,Nick M Diana A,NM,57,NLB,,,
09JR1111_002s,20140801133303,41.8,P1-96,1111,2009,judy_kolkman,Self,2,NY,Aurora,2008,1130,RS F4S,09JR_Box001,7/3/2014,Nick M Diana A,NM,57,NLB,,,
09JR1112_001s,20140801133304,14.8,P1-66,1112,2009,judy_kolkman,Self,1,NY,Aurora,2008,1125,RS F4S,09JR_Box001,7/3/2014,Nick M Diana A,NM,57,NLB,,,
09JR1112_002s,20140801133305,5.5,P1-66,1112,2009,judy_kolkman,Self,2,NY,Aurora,2008,1125,RS F4S,09JR_Box001,7/3/2014,Nick M Diana A,NM,57,NLB,,,
09JR1129_001s,20140801133306,34.8,P1-35,1129,2009,judy_kolkman,Self,1,NY,Aurora,2008,115,RS F4S,09JR_Box001,7/3/2014,Nick M Diana A,NM,57,NLB,,,
09JR1132_001s,20140801133307,77.8,P1-25,1132,2009,judy_kolkman,Self,1,NY,Aurora,2008,1128,RS F4S,09JR_Box001,7/3/2014,Nick M Diana A,NM,57,NLB,,,
09JR1132_002s,20140801133308,41.1,P1-25,1132,2009,judy_kolkman,Self,2,NY,Aurora,2008,1128,RS F4S,09JR_Box001,7/3/2014,Nick M Diana A,NM,57,NLB,,,
09JR1132_003s,20140801133309,91.9,P1-25,1132,2009,judy_kolkman,Self,3,NY,Aurora,2008,1128,RS F4S,09JR_Box001,7/3/2014,Nick M Diana A,NM,57,NLB,,,
09JR1135_001s,20140801133310,64.4,P1-155,1135,2009,judy_kolkman,Self,1,NY,Aurora,2008,1108,RS F4S,09JR_Box001,7/3/2014,Nick M Diana A,NM,57,NLB,,,
09JR1135_002s,20140801133311,58.8,P1-155,1135,2009,judy_kolkman,Self,2,NY,Aurora,2008,1108,RS F4S,09JR_Box001,7/3/2014,Nick M Diana A,NM,57,NLB,,,
09JR1135_003s,20140801133312,51.4,P1-155,1135,2009,judy_kolkman,Self,3,NY,Aurora,2008,1108,RS F4S,09JR_Box001,7/3/2014,Nick M Diana A,NM,57,NLB,,,
09JR1135_004s,20140801133313,62.2,P1-155,1135,2009,judy_kolkman,Self,4,NY,Aurora,2008,1108,RS F4S,09JR_Box001,7/3/2014,Nick M Diana A,NM,57,NLB,,,
09JR1136_001s,20140801133314,48.5,P1-001,1136,2009,judy_kolkman,Self,1,NY,Aurora,2008,1109,RS F4S,09JR_Box001,7/3/2014,Nick M Diana A,NM,57,NLB,,,
09JR1136_002s,20140801133315,55.7,P1-002,1136,2009,judy_kolkman,Self,2,NY,Aurora,2008,1109,RS F4S,09JR_Box001,7/3/2014,Nick M Diana A,NM,57,NLB,,,
09JR1136_003s,20140801133316,58.5,P1-003,1136,2009,judy_kolkman,Self,3,NY,Aurora,2008,1109,RS F4S,09JR_Box001,7/3/2014,Nick M Diana A,NM,57,NLB,,,
09JR1137_001s,20140801133317,8.4,P1-13,1137,2009,judy_kolkman,Self,1,NY,Aurora,2008,112,RS F4S,09JR_Box001,7/3/2014,Nick M Diana A,NM,57,NLB,,,
09JR1137_002s,20140801133318,25.6,P1-13,1137,2009,judy_kolkman,Self,2,NY,Aurora,2008,112,RS F4S,09JR_Box001,7/3/2014,Nick M Diana A,NM,57,NLB,,,
09JR1137_003s,20140801133319,27.9,P1-13,1137,2009,judy_kolkman,Self,3,NY,Aurora,2008,112,RS F4S,09JR_Box001,7/3/2014,Nick M Diana A,NM,57,NLB,,,
09JR1137_004s,20140801133320,67.1,P1-13,1137,2009,judy_kolkman,Self,4,NY,Aurora,2008,112,RS F4S,09JR_Box001,7/3/2014,Nick M Diana A,NM,57,NLB,,,
09JR1137_005s,20140801133321,36.2,P1-13,1137,2009,judy_kolkman,Self,5,NY,Aurora,2008,112,RS F4S,09JR_Box001,7/3/2014,Nick M Diana A,NM,57,NLB,,,
09JR1139_001s,20140801133322,52.8,P1-141,1139,2009,judy_kolkman,Self,1,NY,Aurora,2008,1121,RS F4S,09JR_Box001,7/3/2014,Nick M Diana A,NM,57,NLB,,,
09JR1141_001s,20140801133323,43.7,P1-142,1141,2009,judy_kolkman,Self,1,NY,Aurora,2008,1135,RS F4S,09JR_Box001,7/3/2014,Nick M Diana A,NM,57,NLB,,,
09JR1141_002s,20140801133324,64.2,P1-142,1141,2009,judy_kolkman,Self,2,NY,Aurora,2008,1135,RS F4S,09JR_Box001,7/3/2014,Nick M Diana A,NM,57,NLB,,,
09JR1141_003s,20140801133325,50.8,P1-142,1141,2009,judy_kolkman,Self,3,NY,Aurora,2008,1135,RS F4S,09JR_Box001,7/3/2014,Nick M Diana A,NM,57,NLB,,,
09JR1141_004s,20140801133326,19.6,P1-142,1141,2009,judy_kolkman,Self,4,NY,Aurora,2008,1135,RS F4S,09JR_Box001,7/3/2014,Nick M Diana A,NM,57,NLB,,,
09JR1141_005s,20140801133327,10.5,P1-142,1141,2009,judy_kolkman,Self,5,NY,Aurora,2008,1135,RS F4S,09JR_Box001,7/3/2014,Nick M Diana A,NM,57,NLB,,,
09JR1138_001s,20140801133328,61.5,P1-110,1138,2009,judy_kolkman,Self,1,NY,Aurora,2008,1103,RS F4S,09JR_Box001,7/3/2014,Nick M Diana A,NM,57,NLB,,,
09JR1138_002s,20140801133329,44.5,P1-110,1138,2009,judy_kolkman,Self,2,NY,Aurora,2008,1103,RS F4S,09JR_Box001,7/3/2014,Nick M Diana A,NM,57,NLB,,,
09JR1140_001s,20140801133330,40.8,P1-99,1140,2009,judy_kolkman,Self,1,NY,Aurora,2008,1145,RS F4S,09JR_Box001,7/3/2014,Nick M Diana A,NM,57,NLB,,,
09JR1140_002s,20140801133331,46.8,P1-99,1140,2009,judy_kolkman,Self,2,NY,Aurora,2008,1145,RS F4S,09JR_Box001,7/3/2014,Nick M Diana A,NM,57,NLB,,,
09JR1140_003s,20140801133332,12.4,P1-99,1140,2009,judy_kolkman,Self,3,NY,Aurora,2008,1145,RS F4S,09JR_Box001,7/3/2014,Nick M Diana A,NM,57,NLB,,,
09JR1140_004s,20140801133333,51.3,P1-99,1140,2009,judy_kolkman,Self,4,NY,Aurora,2008,1145,RS F4S,09JR_Box001,7/3/2014,Nick M Diana A,NM,57,NLB,,,
09JR1142_001s,20140801133334,78.6,P1-124,1142,2009,judy_kolkman,Self,1,NY,Aurora,2008,1126,RS F4S,09JR_Box001,7/3/2014,Nick M Diana A,NM,57,NLB,,,
09JR1142_002s,20140801133335,61.6,P1-124,1142,2009,judy_kolkman,Self,2,NY,Aurora,2008,1126,RS F4S,09JR_Box001,7/3/2014,Nick M Diana A,NM,57,NLB,,,
09JR1142_003s,20140801133336,91.6,P1-124,1142,2009,judy_kolkman,Self,3,NY,Aurora,2008,1126,RS F4S,09JR_Box001,7/3/2014,Nick M Diana A,NM,57,NLB,,,
09JR1143_001s,20140801133337,49.5,P1-171,1143,2009,judy_kolkman,Self,1,NY,Aurora,2008,1120,RS F4S,09JR_Box001,7/3/2014,Nick M Diana A,NM,57,NLB,,,
09JR1143_002s,20140801133338,27.3,P1-171,1143,2009,judy_kolkman,Self,2,NY,Aurora,2008,1120,RS F4S,09JR_Box001,7/3/2014,Nick M Diana A,NM,57,NLB,,,
09JR1146_001s,20140801133339,61.2,P1-80,1146,2009,judy_kolkman,Self,1,NY,Aurora,2008,1127,RS F4S,09JR_Box001,7/3/2014,Nick M Diana A,NM,57,NLB,,,
09JR1146_002s,20140801133340,64.8,P1-80,1146,2009,judy_kolkman,Self,2,NY,Aurora,2008,1127,RS F4S,09JR_Box001,7/3/2014,Nick M Diana A,NM,57,NLB,,,
09JR1146_003s,20140801133341,50.9,P1-80,1146,2009,judy_kolkman,Self,3,NY,Aurora,2008,1127,RS F4S,09JR_Box001,7/3/2014,Nick M Diana A,NM,57,NLB,,,
09JR1146_004s,20140801133342,67.8,P1-80,1146,2009,judy_kolkman,Self,4,NY,Aurora,2008,1127,RS F4S,09JR_Box001,7/3/2014,Nick M Diana A,NM,57,NLB,,,
09JR1146_005s,20140801133343,93.7,P1-80,1146,2009,judy_kolkman,Self,5,NY,Aurora,2008,1127,RS F4S,09JR_Box001,7/3/2014,Nick M Diana A,NM,57,NLB,,,
09JR1147_001s,20140801133344,33.2,P1-178,1147,2009,judy_kolkman,Self,1,NY,Aurora,2008,1107,RS F4S,09JR_Box001,7/3/2014,Nick M Diana A,NM,57,NLB,,,
09JR1148_001s,20140801133345,24.8,P1-148,1148,2009,judy_kolkman,Self,1,NY,Aurora,2008,1101,RS F4S,09JR_Box001,7/3/2014,Nick M Diana A,NM,57,NLB,,,
09JR1149_001s,20140801133346,73.1,P1-22,1149,2009,judy_kolkman,Self,1,NY,Aurora,2008,1133,RS F4S,09JR_Box001,7/3/2014,Nick M Diana A,NM,57,NLB,,,
09JR1149_002s,20140801133347,41.1,P1-22,1149,2009,judy_kolkman,Self,2,NY,Aurora,2008,1133,RS F4S,09JR_Box001,7/3/2014,Nick M Diana A,NM,57,NLB,,,
09JR1149_003s,20140801133348,48.4,P1-22,1149,2009,judy_kolkman,Self,3,NY,Aurora,2008,1133,RS F4S,09JR_Box001,7/3/2014,Nick M Diana A,NM,57,NLB,,,
09JR1150_001s,20140801133349,75.1,P1-127,1150,2009,judy_kolkman,Self,1,NY,Aurora,2008,111,RS F4S,09JR_Box001,7/3/2014,Nick M Diana A,NM,57,NLB,,,
09JR1150_002s,20140801133350,73.6,P1-127,1150,2009,judy_kolkman,Self,2,NY,Aurora,2008,111,RS F4S,09JR_Box001,7/3/2014,Nick M Diana A,NM,57,NLB,,,
09JR1150_003s,20140801133351,11,P1-127,1150,2009,judy_kolkman,Self,3,NY,Aurora,2008,111,RS F4S,09JR_Box001,7/3/2014,Nick M Diana A,NM,57,NLB,,,
09JR1151_001s,20140801133352,26.4,P1-155,1151,2009,judy_kolkman,Self,1,NY,Aurora,2008,1114,RS F4S,09JR_Box001,7/3/2014,Nick M Diana A,NM,57,NLB,,,
09JR1151_002s,20140801133353,64.7,P1-155,1151,2009,judy_kolkman,Self,2,NY,Aurora,2008,1114,RS F4S,09JR_Box001,7/3/2014,Nick M Diana A,NM,57,NLB,,,
09JR1152_001s,20140801133354,29.8,P1-19,1152,2009,judy_kolkman,Self,1,NY,Aurora,2008,1119,RS F4S,09JR_Box001,7/3/2014,Nick M Diana A,NM,57,NLB,,,
09JR1152_002s,20140801133355,21.9,P1-19,1152,2009,judy_kolkman,Self,2,NY,Aurora,2008,1119,RS F4S,09JR_Box001,7/3/2014,Nick M Diana A,NM,57,NLB,,,
09JR1152_003s,20140801133356,47.5,P1-19,1152,2009,judy_kolkman,Self,3,NY,Aurora,2008,1119,RS F4S,09JR_Box001,7/3/2014,Nick M Diana A,NM,57,NLB,,,
09JR1201_001s,20140801133357,57.2,P1-51,1201,2009,judy_kolkman,Self,1,NY,Aurora,2008,114,RS F4S,09JR_Box001,7/3/2014,Nick M Diana A,NM,57,NLB,,,
09JR1201_002s,20140801133358,34.8,P1-51,1201,2009,judy_kolkman,Self,2,NY,Aurora,2008,114,RS F4S,09JR_Box001,7/3/2014,Nick M Diana A,NM,57,NLB,,,
09JR1201_003s,20140801133359,29.7,P1-51,1201,2009,judy_kolkman,Self,3,NY,Aurora,2008,114,RS F4S,09JR_Box001,7/3/2014,Nick M Diana A,NM,57,NLB,,,
09JR1201_004s,20140801133400,58.3,P1-51,1201,2009,judy_kolkman,Self,4,NY,Aurora,2008,114,RS F4S,09JR_Box001,7/3/2014,Nick M Diana A,NM,57,NLB,,,
09JR1202_001s,20140801133401,14.3,P1-159,1202,2009,judy_kolkman,Self,1,NY,Aurora,2008,106,RS F4S,09JR_Box001,7/3/2014,Nick M Diana A,NM,57,NLB,,,
09JR1202_002s,20140801133402,10.3,P1-159,1202,2009,judy_kolkman,Self,2,NY,Aurora,2008,106,RS F4S,09JR_Box001,7/3/2014,Nick M Diana A,NM,57,NLB,,,
09JR1204_001s,20140801133403,33.6,P1-12,1204,2009,judy_kolkman,Self,1,NY,Aurora,2008,103,RS F4S,09JR_Box001,7/3/2014,Nick M Diana A,NM,57,NLB,,,
09JR1204_002s,20140801133404,15.2,P1-12,1204,2009,judy_kolkman,Self,2,NY,Aurora,2008,103,RS F4S,09JR_Box001,7/3/2014,Nick M Diana A,NM,57,NLB,,,
09JR1214_001s,20140801133405,32.7,P1-142,1214,2009,judy_kolkman,Self,1,NY,Aurora,2008,1135,RS F4S,09JR_Box001,7/3/2014,Nick M Diana A,NM,57,NLB,,,
09JR1215_001s,20140801133406,5.9,P1-121,1215,2009,judy_kolkman,Self,1,NY,Aurora,2008,1123,RS F4S,09JR_Box001,7/3/2014,Nick M Diana A,NM,57,NLB,,,
09JR1215_002s,20140801133407,20.1,P1-121,1215,2009,judy_kolkman,Self,2,NY,Aurora,2008,1123,RS F4S,09JR_Box001,7/3/2014,Nick M Diana A,NM,57,NLB,,,
09JR1215_003s,20140801133408,26.4,P1-121,1215,2009,judy_kolkman,Self,3,NY,Aurora,2008,1123,RS F4S,09JR_Box001,7/3/2014,Nick M Diana A,NM,57,NLB,,,
09JR1216_001s,20140801133409,46.7,P1-153,1216,2009,judy_kolkman,Self,1,NY,Aurora,2008,117,RS F4S,09JR_Box001,7/3/2014,Nick M Diana A,NM,57,NLB,,,
09JR1216_002s,20140801133410,4.5,P1-153,1216,2009,judy_kolkman,Self,2,NY,Aurora,2008,117,RS F4S,09JR_Box001,7/3/2014,Nick M Diana A,NM,57,NLB,,,
09JR1217_001s,20140801133411,4.8,P1-148,1217,2009,judy_kolkman,Self,1,NY,Aurora,2008,1101,RS F4S,09JR_Box001,7/3/2014,Nick M Diana A,NM,57,NLB,,,
09JR1218_001s,20140801133412,35.8,P1-13,1218,2009,judy_kolkman,Self,1,NY,Aurora,2008,112,RS F4S,09JR_Box001,7/3/2014,Nick M Diana A,NM,57,NLB,,,
09JR1218_002s,20140801133413,10.6,P1-13,1218,2009,judy_kolkman,Self,2,NY,Aurora,2008,112,RS F4S,09JR_Box001,7/3/2014,Nick M Diana A,NM,57,NLB,,,
09JR1218_003s,20140801133414,22.9,P1-13,1218,2009,judy_kolkman,Self,3,NY,Aurora,2008,112,RS F4S,09JR_Box001,7/3/2014,Nick M Diana A,NM,57,NLB,,,
09JR1218_004s,20140801133415,51.3,P1-13,1218,2009,judy_kolkman,Self,4,NY,Aurora,2008,112,RS F4S,09JR_Box001,7/3/2014,Nick M Diana A,NM,57,NLB,,,
09JR1219_001s,20140801133416,40.7,P1-145,1219,2009,judy_kolkman,Self,1,NY,Aurora,2008,1124,RS F4S,09JR_Box001,7/3/2014,Nick M Diana A,NM,57,NLB,,,
09JR1219_002s,20140801133417,54,P1-145,1219,2009,judy_kolkman,Self,2,NY,Aurora,2008,1124,RS F4S,09JR_Box001,7/3/2014,Nick M Diana A,NM,57,NLB,,,
09JR1219_003s,20140801133418,22.5,P1-145,1219,2009,judy_kolkman,Self,3,NY,Aurora,2008,1124,RS F4S,09JR_Box001,7/3/2014,Nick M Diana A,NM,57,NLB,,,
09JR1219_004s,20140801133419,8.2,P1-145,1219,2009,judy_kolkman,Self,4,NY,Aurora,2008,1124,RS F4S,09JR_Box001,7/3/2014,Nick M Diana A,NM,57,NLB,,,
09JR1220_001s,20140801133420,50.3,P1-35,1220,2009,judy_kolkman,Self,1,NY,Aurora,2008,115,RS F4S,09JR_Box001,7/3/2014,Nick M Diana A,NM,57,NLB,,,
09JR1220_002s,20140801133421,50.4,P1-35,1220,2009,judy_kolkman,Self,2,NY,Aurora,2008,115,RS F4S,09JR_Box001,7/3/2014,Nick M Diana A,NM,57,NLB,,,
09JR1220_003s,20140801133422,48.6,P1-35,1220,2009,judy_kolkman,Self,3,NY,Aurora,2008,115,RS F4S,09JR_Box001,7/3/2014,Nick M Diana A,NM,57,NLB,,,
09JR1220_004s,20140801133423,54.2,P1-35,1220,2009,judy_kolkman,Self,4,NY,Aurora,2008,115,RS F4S,09JR_Box001,7/3/2014,Nick M Diana A,NM,57,NLB,,,
09JR1221_001s,20140801133424,34.9,P1-22,1221,2009,judy_kolkman,Self,1,NY,Aurora,2008,1133,RS F4S,09JR_Box001,7/3/2014,Nick M Diana A,NM,57,NLB,,,
09JR1223_001s,20140801133425,51.3,P1-99,1223,2009,judy_kolkman,Self,1,NY,Aurora,2008,1145,RS F4S,09JR_Box001,7/3/2014,Nick M Diana A,NM,57,NLB,,,
09JR1223_002s,20140801133426,21.1,P1-99,1223,2009,judy_kolkman,Self,2,NY,Aurora,2008,1145,RS F4S,09JR_Box001,7/3/2014,Nick M Diana A,NM,57,NLB,,,
09JR1223_003s,20140801133427,35.6,P1-99,1223,2009,judy_kolkman,Self,3,NY,Aurora,2008,1145,RS F4S,09JR_Box001,7/3/2014,Nick M Diana A,NM,57,NLB,,,
09JR1224_001s,20140801133428,61,P1-20,1224,2009,judy_kolkman,Self,1,NY,Aurora,2008,1111,RS F4S,09JR_Box001,7/3/2014,Nick M Diana A,NM,57,NLB,,,
09JR1224_002s,20140801133429,77.1,P1-20,1224,2009,judy_kolkman,Self,2,NY,Aurora,2008,1111,RS F4S,09JR_Box001,7/3/2014,Nick M Diana A,NM,57,NLB,,,
09JR1224_003s,20140801133430,58.5,P1-20,1224,2009,judy_kolkman,Self,3,NY,Aurora,2008,1111,RS F4S,09JR_Box001,7/3/2014,Nick M Diana A,NM,57,NLB,,,
09JR1225_001s,20140801133431,27.1,P1-19,1225,2009,judy_kolkman,Self,1,NY,Aurora,2008,1119,RS F4S,09JR_Box001,7/3/2014,Nick M Diana A,NM,57,NLB,,,
09JR1225_002s,20140801133432,40.1,P1-19,1225,2009,judy_kolkman,Self,2,NY,Aurora,2008,1119,RS F4S,09JR_Box001,7/3/2014,Nick M Diana A,NM,57,NLB,,,
09JR1225_003s,20140801133433,35.9,P1-19,1225,2009,judy_kolkman,Self,3,NY,Aurora,2008,1119,RS F4S,09JR_Box001,7/3/2014,Nick M Diana A,NM,57,NLB,,,
09JR1227_001s,20140801133434,70.7,P1-124,1227,2009,judy_kolkman,Self,1,NY,Aurora,2008,1126,RS F4S,09JR_Box001,7/3/2014,Nick M Diana A,NM,57,NLB,,,
09JR1227_002s,20140801133435,30,P1-124,1227,2009,judy_kolkman,Self,2,NY,Aurora,2008,1126,RS F4S,09JR_Box001,7/3/2014,Nick M Diana A,NM,57,NLB,,,
09JR1227_003s,20140801133436,83,P1-124,1227,2009,judy_kolkman,Self,3,NY,Aurora,2008,1126,RS F4S,09JR_Box001,7/3/2014,Nick M Diana A,NM,57,NLB,,,
09JR1228_001s,20140801133437,11.9,P1-177,1228,2009,judy_kolkman,Self,1,NY,Aurora,2008,109,RS F4S,09JR_Box001,7/3/2014,Nick M Diana A,NM,57,NLB,,,
09JR1228_002s,20140801133438,10.7,P1-177,1228,2009,judy_kolkman,Self,2,NY,Aurora,2008,109,RS F4S,09JR_Box001,7/3/2014,Nick M Diana A,NM,57,NLB,,,
09JR1228_003s,20140801133439,39.9,P1-177,1228,2009,judy_kolkman,Self,3,NY,Aurora,2008,109,RS F4S,09JR_Box001,7/3/2014,Nick M Diana A,NM,57,NLB,,,
09JR1228_004s,20140801133440,21.6,P1-177,1228,2009,judy_kolkman,Self,4,NY,Aurora,2008,109,RS F4S,09JR_Box001,7/3/2014,Nick M Diana A,NM,57,NLB,,,
09JR1229_001s,20140801133441,61.3,P1-31,1229,2009,judy_kolkman,Self,1,NY,Aurora,2008,1118,RS F4S,09JR_Box001,7/3/2014,Nick M Diana A,NM,57,NLB,,,
09JR1229_002s,20140801133442,76.4,P1-31,1229,2009,judy_kolkman,Self,2,NY,Aurora,2008,1118,RS F4S,09JR_Box001,7/3/2014,Nick M Diana A,NM,57,NLB,,,
09JR1231_001s,20140801133443,58.6,P1-18,1231,2009,judy_kolkman,Self,1,NY,Aurora,2008,1115,RS F4S,09JR_Box001,7/3/2014,Nick M Diana A,NM,57,NLB,,,
09JR1231_002s,20140801133444,79.6,P1-18,1231,2009,judy_kolkman,Self,2,NY,Aurora,2008,1115,RS F4S,09JR_Box001,7/3/2014,Nick M Diana A,NM,57,NLB,,,
09JR1231_003s,20140801133445,30.2,P1-18,1231,2009,judy_kolkman,Self,3,NY,Aurora,2008,1115,RS F4S,09JR_Box001,7/3/2014,Nick M Diana A,NM,57,NLB,,,
09JR1245_001s,20140801133446,49.2,P1-71,1245,2009,judy_kolkman,Self,1,NY,Aurora,2008,1120,RS F4S,09JR_Box001,7/3/2014,Nick M Diana A,NM,57,NLB,,,
09JR1245_002s,20140801133447,5.6,P1-71,1245,2009,judy_kolkman,Self,2,NY,Aurora,2008,1120,RS F4S,09JR_Box001,7/3/2014,Nick M Diana A,NM,57,NLB,,,
09JR1245_003s,20140801133448,50.3,P1-71,1245,2009,judy_kolkman,Self,3,NY,Aurora,2008,1120,RS F4S,09JR_Box001,7/3/2014,Nick M Diana A,NM,57,NLB,,,
09JR1248_001s,20140801133449,6.4,P1-28,1248,2009,judy_kolkman,Self,1,NY,Aurora,2008,1105,RS F4S,09JR_Box001,7/3/2014,Nick M Diana A,NM,57,NLB,,,
09JR1249_001s,20140801133450,56.2,Mo17,1249,2009,judy_kolkman,Self,1,NY,Aurora,2008,20,RS F4S,09JR_Box001,7/3/2014,Nick M Diana A,NM,57,NLB,,,
09JR1249_002s,20140801133451,40.5,Mo17,1249,2009,judy_kolkman,Self,2,NY,Aurora,2008,20,RS F4S,09JR_Box001,7/3/2014,Nick M Diana A,NM,57,NLB,,,
09JR1250_001s,20140801133452,29.8,P1-80,1250,2009,judy_kolkman,Self,1,NY,Aurora,2008,1127,RS F4S,09JR_Box001,7/3/2014,Nick M Diana A,NM,57,NLB,,,
09JR1250_002s,20140801133453,29.6,P1-80,1250,2009,judy_kolkman,Self,2,NY,Aurora,2008,1127,RS F4S,09JR_Box001,7/3/2014,Nick M Diana A,NM,57,NLB,,,
09JR1250_003s,20140801133454,74,P1-80,1250,2009,judy_kolkman,Self,3,NY,Aurora,2008,1127,RS F4S,09JR_Box001,7/3/2014,Nick M Diana A,NM,57,NLB,,,
09JR1250_004s,20140801133455,48.2,P1-80,1250,2009,judy_kolkman,Self,4,NY,Aurora,2008,1127,RS F4S,09JR_Box001,7/3/2014,Nick M Diana A,NM,57,NLB,,,
09JR1251_001s,20140801133456,63,P1-34,1251,2009,judy_kolkman,Self,1,NY,Aurora,2008,113,RS F4S,09JR_Box001,7/3/2014,Nick M Diana A,NM,57,NLB,,,
09JR1251_002s,20140801133457,43.4,P1-34,1251,2009,judy_kolkman,Self,2,NY,Aurora,2008,113,RS F4S,09JR_Box001,7/3/2014,Nick M Diana A,NM,57,NLB,,,
09JR1252_001s,20140801133458,35.6,P1-15,1252,2009,judy_kolkman,Self,1,NY,Aurora,2008,1114,RS F4S,09JR_Box001,7/3/2014,Nick M Diana A,NM,57,NLB,,,
09JR1232_001s,20140801133459,39.7,P1-178,1232,2009,judy_kolkman,Self,1,NY,Aurora,2008,1107,RS F4S,09JR_Box001,7/3/2014,Nick M Diana A,NM,57,NLB,,,
09JR1233_001s,20140801133500,19.4,P1-155,1233,2009,judy_kolkman,Self,1,NY,Aurora,2008,1108,RS F4S,09JR_Box001,7/3/2014,Nick M Diana A,NM,57,NLB,,,
09JR1233_002s,20140801133501,29.2,P1-155,1233,2009,judy_kolkman,Self,2,NY,Aurora,2008,1108,RS F4S,09JR_Box001,7/3/2014,Nick M Diana A,NM,57,NLB,,,
09JR1234_001s,20140801133502,52.3,P1-42,1234,2009,judy_kolkman,Self,1,NY,Aurora,2008,1131,RS F4S,09JR_Box001,7/3/2014,Nick M Diana A,NM,57,NLB,,,
09JR1234_002s,20140801133503,25.6,P1-42,1234,2009,judy_kolkman,Self,2,NY,Aurora,2008,1131,RS F4S,09JR_Box001,7/3/2014,Nick M Diana A,NM,57,NLB,,,
09JR1234_003s,20140801133504,9.6,P1-42,1234,2009,judy_kolkman,Self,3,NY,Aurora,2008,1131,RS F4S,09JR_Box001,7/3/2014,Nick M Diana A,NM,57,NLB,,,
09JR1236_001s,20140801133505,21.4,P1-37,1236,2009,judy_kolkman,Self,1,NY,Aurora,2008,1112,RS F4S,09JR_Box001,7/3/2014,Nick M Diana A,NM,57,NLB,,,
09JR1236_002s,20140801133506,32.1,P1-37,1236,2009,judy_kolkman,Self,2,NY,Aurora,2008,1112,RS F4S,09JR_Box001,7/3/2014,Nick M Diana A,NM,57,NLB,,,
