10MB0001,1,10MB,Z006E0069,NULL,07FL0354_000b,NULL,1,large,3,1,20,NULL,NULL,NULL,"Exp2, locally Exp34",8
10MB0002,2,10MB,Z006E0034,NULL,08SC1063_000b,NULL,1,large,3,1,20,NULL,NULL,NULL,"Exp2, locally Exp34",8
10MB0003,3,10MB,Z006E0078,NULL,07FL0358_000b,NULL,1,large,3,1,20,NULL,NULL,NULL,"Exp2, locally Exp34",8
10MB0004,4,10MB,Z006E0125,NULL,07FL0383_000b,NULL,1,large,3,1,20,NULL,NULL,NULL,"Exp2, locally Exp34",8
10MB0005,5,10MB,Z006E0215,NULL,NULL,JH04FL745801,1,large,3,1,20,NULL,NULL,NULL,"Exp2, locally Exp34",8
10MB0006,6,10MB,Z006E0179,NULL,NULL,05C059151A,1,large,3,1,20,NULL,NULL,NULL,"Exp2, locally Exp34",8
10MB0007,7,10MB,Z006E0123,NULL,NULL,24MM1412,1,large,3,1,20,NULL,NULL,NULL,"Exp2, locally Exp34",8
10MB0008,8,10MB,Z006E0124,NULL,07FL0382_000b,NULL,1,large,3,1,20,NULL,NULL,NULL,"Exp2, locally Exp34",8
10MB0009,9,10MB,Z006E0115,NULL,NULL,24MM1401,1,large,3,1,20,NULL,NULL,NULL,"Exp2, locally Exp34",8
10MB0010,10,10MB,Z006E0093,NULL,07FL0369_000b,NULL,1,large,3,1,20,NULL,NULL,NULL,"Exp2, locally Exp34",8
10MB0011,11,10MB,Z006E0017,NULL,08SC1011_000b,NULL,1,large,3,1,20,NULL,NULL,NULL,"Exp2, locally Exp34",8
10MB0012,12,10MB,Z006E0113,NULL,07FL0376_000b,NULL,1,large,3,1,20,NULL,NULL,NULL,"Exp2, locally Exp34",8
10MB0013,13,10MB,Z006E0047,NULL,NULL,JH04FL748501,1,large,3,1,20,NULL,NULL,NULL,"Exp2, locally Exp34",8
10MB0014,14,10MB,Z006E0043,NULL,07FL0335_000b,NULL,1,large,3,1,20,NULL,NULL,NULL,"Exp2, locally Exp34",8
10MB0015,15,10MB,Z006E0181,NULL,NULL,05C060551A,1,large,3,1,20,NULL,NULL,NULL,"Exp2, locally Exp34",8
10MB0016,16,10MB,Z006E0199,NULL,07FL0427_000b,NULL,1,large,3,1,20,NULL,NULL,NULL,"Exp2, locally Exp34",8
10MB0017,17,10MB,Z006E0145,NULL,08SC1028_000b,NULL,2,large,3,1,20,NULL,NULL,NULL,"Exp2, locally Exp34",8
10MB0018,18,10MB,Z006E0110,NULL,08SC1025_000b,NULL,2,large,3,1,20,NULL,NULL,NULL,"Exp2, locally Exp34",8
10MB0019,19,10MB,Z006E0106,NULL,NULL,24MM1381,2,large,3,1,20,NULL,NULL,NULL,"Exp2, locally Exp34",8
10MB0020,20,10MB,Z006E0170,NULL,08SC1040_000b,NULL,2,large,3,1,20,NULL,NULL,NULL,"Exp2, locally Exp34",8
10MB0021,21,10MB,Z006E0197,NULL,07FL0426_000b,NULL,2,large,3,1,20,NULL,NULL,NULL,"Exp2, locally Exp34",8
10MB0022,22,10MB,Z006E0107,NULL,08SC1149_000b,NULL,2,large,3,1,20,NULL,NULL,NULL,"Exp2, locally Exp34",8
10MB0023,23,10MB,Z006E0090,NULL,07FL0366_000b,NULL,2,large,3,1,20,NULL,NULL,NULL,"Exp2, locally Exp34",8
10MB0024,24,10MB,Z006E0036,NULL,07FL0331_000b,NULL,2,large,3,1,20,NULL,NULL,NULL,"Exp2, locally Exp34",8
10MB0025,25,10MB,Z006E0192,NULL,08SC1067_000b,NULL,2,large,3,1,20,NULL,NULL,NULL,"Exp2, locally Exp34",8
10MB0026,26,10MB,Z006E0148,NULL,07FL0397_000b,NULL,2,large,3,1,20,NULL,NULL,NULL,"Exp2, locally Exp34",8
10MB0027,27,10MB,Z006E0190,NULL,08SC1048_000b,NULL,2,large,3,1,20,NULL,NULL,NULL,"Exp2, locally Exp34",8
10MB0028,28,10MB,Z006E0026,NULL,07FL0325_000b,NULL,2,large,3,1,20,NULL,NULL,NULL,"Exp2, locally Exp34",8
10MB0029,29,10MB,Z006E0185,NULL,07FL0420_000b,NULL,2,large,3,1,20,NULL,NULL,NULL,"Exp2, locally Exp34",8
10MB0030,30,10MB,Z006E0083,NULL,08FL0024_000b,NULL,2,large,3,1,20,NULL,NULL,NULL,"Exp2, locally Exp34",8
10MB0031,31,10MB,Z006E0142,NULL,08FL0032_000b,NULL,2,large,3,1,20,NULL,NULL,NULL,"Exp2, locally Exp34",8
10MB0032,32,10MB,Z006E0087,NULL,07FL0365_000b,NULL,2,large,3,1,20,NULL,NULL,NULL,"Exp2, locally Exp34",8
10MB0033,33,10MB,Z006E0182,NULL,08FL0042_000b,NULL,3,large,3,1,20,NULL,NULL,NULL,"Exp2, locally Exp34",8
10MB0034,34,10MB,Z006E0065,NULL,08SC1079_000b,NULL,3,large,3,1,20,NULL,NULL,NULL,"Exp2, locally Exp34",8
10MB0035,35,10MB,Z006E0063,NULL,08SC1135_000b,NULL,3,large,3,1,20,NULL,NULL,NULL,"Exp2, locally Exp34",8
10MB0036,36,10MB,Z006E0080,NULL,08SC1057_000b,NULL,3,large,3,1,20,NULL,NULL,NULL,"Exp2, locally Exp34",8
10MB0037,37,10MB,B73,NULL,08SB0107_000b,NULL,3,large,3,1,20,NULL,NULL,NULL,"Exp2, locally Exp34",8
10MB0038,38,10MB,Z006E0079,NULL,NULL,24MM1346,3,large,3,1,20,NULL,NULL,NULL,"Exp2, locally Exp34",8
10MB0039,39,10MB,Z006E0055,NULL,07FL0342_000b,NULL,3,large,3,1,20,NULL,NULL,NULL,"Exp2, locally Exp34",8
10MB0040,40,10MB,Z006E0003,NULL,08SC1015_000b,NULL,3,large,3,1,20,NULL,NULL,NULL,"Exp2, locally Exp34",8
10MB0041,41,10MB,Z006E0059,NULL,07FL0346_000b,NULL,3,large,3,1,20,NULL,NULL,NULL,"Exp2, locally Exp34",8
10MB0042,42,10MB,Z006E0007,NULL,07FL0314_000b,NULL,3,large,3,1,20,NULL,NULL,NULL,"Exp2, locally Exp34",8
10MB0043,43,10MB,Z006E0159,NULL,08SC1077_000b,NULL,3,large,3,1,20,NULL,NULL,NULL,"Exp2, locally Exp34",8
10MB0044,44,10MB,Z006E0189,NULL,NULL,08A662351A,3,large,3,1,20,NULL,NULL,NULL,"Exp2, locally Exp34",8
10MB0045,45,10MB,Z006E0149,NULL,07FL0398_000b,NULL,3,large,3,1,20,NULL,NULL,NULL,"Exp2, locally Exp34",8
10MB0046,46,10MB,Z006E0195,NULL,NULL,06A609051A,3,large,3,1,20,NULL,NULL,NULL,"Exp2, locally Exp34",8
10MB0047,47,10MB,Z006E0097,NULL,NULL,24MM1367,3,large,3,1,20,NULL,NULL,NULL,"Exp2, locally Exp34",8
10MB0048,48,10MB,Z006E0014,NULL,08SC1070_000b,NULL,3,large,3,1,20,NULL,NULL,NULL,"Exp2, locally Exp34",8
10MB0049,49,10MB,Z006E0108,NULL,07FL0374_000b,NULL,4,large,3,1,20,NULL,NULL,NULL,"Exp2, locally Exp34",8
10MB0050,50,10MB,Z006E0009,NULL,07FL0316_000b,NULL,4,large,3,1,20,NULL,NULL,NULL,"Exp2, locally Exp34",8
10MB0051,51,10MB,Z006E0219,NULL,NULL,JH04FL746701,4,large,3,1,20,NULL,NULL,NULL,"Exp2, locally Exp34",8
10MB0052,52,10MB,Z006E0135,NULL,07FL0389_000b,NULL,4,large,3,1,20,NULL,NULL,NULL,"Exp2, locally Exp34",8
10MB0053,53,10MB,Z006E0054,NULL,07FL0341_000b,NULL,4,large,3,1,20,NULL,NULL,NULL,"Exp2, locally Exp34",8
10MB0054,54,10MB,Z006E0104,NULL,08SC1002_000b,NULL,4,large,3,1,20,NULL,NULL,NULL,"Exp2, locally Exp34",8
10MB0055,55,10MB,Z006E0224,NULL,NULL,JH04FL741201,4,large,3,1,20,NULL,NULL,NULL,"Exp2, locally Exp34",8
10MB0056,56,10MB,Z006E0153,NULL,07FL0402_000b,NULL,4,large,3,1,20,NULL,NULL,NULL,"Exp2, locally Exp34",8
10MB0057,57,10MB,Z006E0162,NULL,08FL0039_000b,NULL,4,large,3,1,20,NULL,NULL,NULL,"Exp2, locally Exp34",8
10MB0058,58,10MB,Z006E0033,NULL,08SC1119_000b,NULL,4,large,3,1,20,NULL,NULL,NULL,"Exp2, locally Exp34",8
10MB0059,59,10MB,Z006E0101,NULL,07FL0371_000b,NULL,4,large,3,1,20,NULL,NULL,NULL,"Exp2, locally Exp34",8
10MB0060,60,10MB,Z006E0015,NULL,07FL0318_000b,NULL,4,large,3,1,20,NULL,NULL,NULL,"Exp2, locally Exp34",8
10MB0061,61,10MB,Z006E0012,NULL,08FL0017_000b,NULL,4,large,3,1,20,NULL,NULL,NULL,"Exp2, locally Exp34",8
10MB0062,62,10MB,Z006E0117,NULL,08FL0028_000b,NULL,4,large,3,1,20,NULL,NULL,NULL,"Exp2, locally Exp34",8
10MB0063,63,10MB,Z006E0091,NULL,08SC1096_000b,NULL,4,large,3,1,20,NULL,NULL,NULL,"Exp2, locally Exp34",8
10MB0064,64,10MB,Z006E0058,NULL,07FL0345_000b,NULL,4,large,3,1,20,NULL,NULL,NULL,"Exp2, locally Exp34",8
