05RW0317,317,05RW,B73/31-2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,NULL,na,self_10,P30_Et3(F1s),0
05RW0318,318,05RW,B73/31-4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,NULL,na,self_10,P30_Et3(F1s),0
05RW0319,319,05RW,B73/31-5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,NULL,na,self_10,P30_Et3(F1s),0
05RW0320,320,05RW,B73/31-7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,NULL,na,self_10,P30_Et3(F1s),0
05RW0321,321,05RW,B73/31-8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,NULL,na,self_10,P30_Et3(F1s),0
05RW0322,322,05RW,B73/31-10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,NULL,na,self_10,P30_Et3(F1s),0
05RW0323,323,05RW,B73/31-11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,NULL,na,self_10,P30_Et3(F1s),0
05RW0324,324,05RW,B73/31-12,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,NULL,na,self_10,P30_Et3(F1s),0
05RW0325,325,05RW,B73/31-14,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,NULL,na,self_10,P30_Et3(F1s),0
05RW0326,326,05RW,B73/31-15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,NULL,na,self_10,P30_Et3(F1s),0
05RW0327,327,05RW,B73/31-18,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,NULL,na,self_10,P30_Et3(F1s),0
05RW0328,328,05RW,B73/31-19,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,NULL,na,self_10,P30_Et3(F1s),0
05RW0329,329,05RW,B73/31-20,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,NULL,na,self_10,P30_Et3(F1s),0
05RW0330,330,05RW,B73/32-2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,NULL,na,self_10,P30_Et4(F1s),0
05RW0331,331,05RW,B73/32-6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,NULL,na,self_10,P30_Et4(F1s),0
05RW0332,332,05RW,B73/32-9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,NULL,na,self_10,P30_Et4(F1s),0
05RW0333,333,05RW,B73/32-13,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,NULL,na,self_10,P30_Et4(F1s),0
05RW0334,334,05RW,B73/32-15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,NULL,na,self_10,P30_Et4(F1s),0
05RW0335,335,05RW,B73/32-18,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,NULL,na,self_10,P30_Et4(F1s),0
05RW0336,336,05RW,B73/32-19,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,NULL,na,self_10,P30_Et4(F1s),0
05RW0337,337,05RW,B73/32-20,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,NULL,na,self_10,P30_Et4(F1s),0
05RW0338,338,05RW,B73/32-22,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,NULL,na,self_10,P30_Et4(F1s),0
05RW0339,339,05RW,B73/32-24,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,NULL,na,self_10,P30_Et4(F1s),0
05RW0340,340,05RW,B73/32-25,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,NULL,na,self_10,P30_Et4(F1s),0
05RW0341,341,05RW,B73/32-27,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,NULL,na,self_10,P30_Et4(F1s),0
05RW0342,342,05RW,B73/32-28,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,NULL,na,self_10,P30_Et4(F1s),0
05RW0343,343,05RW,B73/32-30,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,NULL,na,self_10,P30_Et4(F1s),0
05RW0344,344,05RW,B73/32-36,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,NULL,na,self_10,P30_Et4(F1s),0
05RW0345,345,05RW,B73/19-1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,NULL,na,self_10,P29_Et1(F1s),0
05RW0346,346,05RW,B73/19-2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,NULL,na,self_10,P29_Et1(F1s),0
05RW0347,347,05RW,B73/19-3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,NULL,na,self_10,P29_Et1(F1s),0
05RW0348,348,05RW,B73/19-5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,NULL,na,self_10,P29_Et1(F1s),0
05RW0349,349,05RW,B73/19-6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,NULL,na,self_10,P29_Et1(F1s),0
05RW0350,350,05RW,B73/19-7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,NULL,na,self_10,P29_Et1(F1s),0
05RW0351,351,05RW,B73/19-8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,NULL,na,self_10,P29_Et1(F1s),0
05RW0352,352,05RW,B73/19-10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,NULL,na,self_10,P29_Et1(F1s),0
05RW0353,353,05RW,B73/19-11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,NULL,na,self_10,P29_Et1(F1s),0
05RW0354,354,05RW,B73/19-12,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,NULL,na,self_10,P29_Et1(F1s),0
05RW0355,355,05RW,B73/19-13,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,NULL,na,self_10,P29_Et1(F1s),0
05RW0356,356,05RW,B73/19-14,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,NULL,na,self_10,P29_Et1(F1s),0
05RW0357,357,05RW,B73/19-15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,NULL,na,self_10,P29_Et1(F1s),0
05RW0358,358,05RW,B73/19-16,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,NULL,na,self_10,P29_Et1(F1s),0
05RW0359,359,05RW,B73/19-17,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,NULL,na,self_10,P29_Et1(F1s),0
05RW0360,360,05RW,B73/19-21,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,NULL,na,self_10,P29_Et1(F1s),0
05RW0361,361,05RW,B73/19-22,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,NULL,na,self_10,P29_Et1(F1s),0
05RW0362,362,05RW,B73/19-23,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,NULL,na,self_10,P29_Et1(F1s),0
05RW0363,363,05RW,B73/19-24,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,NULL,na,self_10,P29_Et1(F1s),0
05RW0364,364,05RW,B73/19-25,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,NULL,na,self_10,P29_Et1(F1s),0
05RW0365,365,05RW,B73/19-28,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,NULL,na,self_10,P29_Et1(F1s),0
05RW0366,366,05RW,B73/19-29,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,NULL,na,self_10,P29_Et1(F1s),0
05RW0367,367,05RW,B73/19-30,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,NULL,na,self_10,P29_Et1(F1s),0
05RW0368,368,05RW,B73/19-32,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,NULL,na,self_10,P29_Et1(F1s),0
05RW0369,369,05RW,B73/19-33,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,NULL,na,self_10,P29_Et1(F1s),0
05RW0370,370,05RW,B73/19-34,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,NULL,na,self_10,P29_Et1(F1s),0
05RW0371,371,05RW,B73/19-36,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,NULL,na,self_10,P29_Et1(F1s),0
05RW0372,372,05RW,B73/19-37,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,NULL,na,self_10,P29_Et1(F1s),0
05RW0373,373,05RW,B73/19-38,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,NULL,na,self_10,P29_Et1(F1s),0
05RW0374,374,05RW,B73/19-39,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,NULL,na,self_10,P29_Et1(F1s),0
05RW0375,375,05RW,B73/21-1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,NULL,na,self_10,P29_Et3(F1s),0
05RW0376,376,05RW,B73/21-2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,NULL,na,self_10,P29_Et3(F1s),0
05RW0377,377,05RW,B73/21-3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,NULL,na,self_10,P29_Et3(F1s),0
05RW0378,378,05RW,B73/21-4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,NULL,na,self_10,P29_Et3(F1s),0
05RW0379,379,05RW,B73/21-7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,NULL,na,self_10,P29_Et3(F1s),0
05RW0380,380,05RW,B73/21-8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,NULL,na,self_10,P29_Et3(F1s),0
05RW0381,381,05RW,B73/21-9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,NULL,na,self_10,P29_Et3(F1s),0
05RW0382,382,05RW,B73/21-10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,NULL,na,self_10,P29_Et3(F1s),0
05RW0383,383,05RW,B73/21-11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,NULL,na,self_10,P29_Et3(F1s),0
05RW0384,384,05RW,B73/21-12,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,NULL,na,self_10,P29_Et3(F1s),0
05RW0385,385,05RW,B73/21-14,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,NULL,na,self_10,P29_Et3(F1s),0
05RW0386,386,05RW,B73/21-15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,NULL,na,self_10,P29_Et3(F1s),0
05RW0387,387,05RW,B73/21-16,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,NULL,na,self_10,P29_Et3(F1s),0
05RW0388,388,05RW,B73/58-1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,NULL,na,self_10,P33_Et1(F1s),0
05RW0389,389,05RW,B73/58-3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,NULL,na,self_10,P33_Et1(F1s),0
05RW0390,390,05RW,B73/58-5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,NULL,na,self_10,P33_Et1(F1s),0
05RW0391,391,05RW,B73/58-6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,NULL,na,self_10,P33_Et1(F1s),0
05RW0392,392,05RW,B73/58-7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,NULL,na,self_10,P33_Et1(F1s),0
05RW0393,393,05RW,B73/58-8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,NULL,na,self_10,P33_Et1(F1s),0
05RW0394,394,05RW,B73/58-9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,NULL,na,self_10,P33_Et1(F1s),0
05RW0395,395,05RW,B73/58-10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,NULL,na,self_10,P33_Et1(F1s),0
05RW0396,396,05RW,B73/58-11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,NULL,na,self_10,P33_Et1(F1s),0
05RW0397,397,05RW,B73/58-12,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,NULL,na,self_10,P33_Et1(F1s),0
05RW0398,398,05RW,B73/58-13,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,NULL,na,self_10,P33_Et1(F1s),0
05RW0399,399,05RW,B73/58-15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,NULL,na,self_10,P33_Et1(F1s),0
05RW0400,400,05RW,B73/58-16,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,NULL,na,self_10,P33_Et1(F1s),0
05RW0401,401,05RW,B73/58-17,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,NULL,na,self_10,P33_Et1(F1s),0
05RW0402,402,05RW,B73/58-19,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,NULL,na,self_10,P33_Et1(F1s),0
05RW0403,403,05RW,B73/58-20,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,NULL,na,self_10,P33_Et1(F1s),0
05RW0404,404,05RW,B73/58-22,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,NULL,na,self_10,P33_Et1(F1s),0
05RW0405,405,05RW,B73/58-24,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,NULL,na,self_10,P33_Et1(F1s),0
05RW0406,406,05RW,B73/58-25,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,NULL,na,self_10,P33_Et1(F1s),0
05RW0407,407,05RW,B73/58-26,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,NULL,na,self_10,P33_Et1(F1s),0
05RW0408,408,05RW,B73/58-27,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,NULL,na,self_10,P33_Et1(F1s),0
05RW0409,409,05RW,B73/58-28,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,NULL,na,self_10,P33_Et1(F1s),0
05RW0410,410,05RW,B73/58-29,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,NULL,na,self_10,P33_Et1(F1s),0
05RW0411,411,05RW,B73/58-30,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,NULL,na,self_10,P33_Et1(F1s),0
05RW0412,412,05RW,B73/58-32,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,NULL,na,self_10,P33_Et1(F1s),0
05RW0413,413,05RW,B73/58-33,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,NULL,na,self_10,P33_Et1(F1s),0
05RW0414,414,05RW,B73/60-1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,NULL,na,self_10,P33_Et3(F1s),0
05RW0415,415,05RW,B73/60-3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,NULL,na,self_10,P33_Et3(F1s),0
05RW0416,416,05RW,B73/60-4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,NULL,na,self_10,P33_Et3(F1s),0
05RW0417,417,05RW,B73/60-5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,NULL,na,self_10,P33_Et3(F1s),0
05RW0418,418,05RW,B73/60-7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,NULL,na,self_10,P33_Et3(F1s),0
05RW0419,419,05RW,B73/60-10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,NULL,na,self_10,P33_Et3(F1s),0
05RW0420,420,05RW,B73/60-11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,NULL,na,self_10,P33_Et3(F1s),0
05RW0421,421,05RW,B73/60-12,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,NULL,na,self_10,P33_Et3(F1s),0
05RW0422,422,05RW,B73/60-13,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,NULL,na,self_10,P33_Et3(F1s),0
05RW0423,423,05RW,B73/60-14,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,NULL,na,self_10,P33_Et3(F1s),0
05RW0424,424,05RW,B73/60-15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,NULL,na,self_10,P33_Et3(F1s),0
05RW0425,425,05RW,B73/60-17,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,NULL,na,self_10,P33_Et3(F1s),0
05RW0426,426,05RW,B73/60-18,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,NULL,na,self_10,P33_Et3(F1s),0
05RW0427,427,05RW,B73/60-19,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,NULL,na,self_10,P33_Et3(F1s),0
05RW0428,428,05RW,B73/69-1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,NULL,na,self_10,P34_Et1(F1s),0
05RW0429,429,05RW,B73/69-2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,NULL,na,self_10,P34_Et1(F1s),0
05RW0430,430,05RW,B73/69-3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,NULL,na,self_10,P34_Et1(F1s),0
05RW0431,431,05RW,B73/69-4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,NULL,na,self_10,P34_Et1(F1s),0
05RW0432,432,05RW,B73/69-5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,NULL,na,self_10,P34_Et1(F1s),0
05RW0433,433,05RW,B73/69-7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,NULL,na,self_10,P34_Et1(F1s),0
05RW0434,434,05RW,B73/69-8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,NULL,na,self_10,P34_Et1(F1s),0
05RW0435,435,05RW,B73/69-11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,NULL,na,self_10,P34_Et1(F1s),0
05RW0436,436,05RW,B73/69-12,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,NULL,na,self_10,P34_Et1(F1s),0
05RW0437,437,05RW,B73/69-13,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,NULL,na,self_10,P34_Et1(F1s),0
05RW0438,438,05RW,B73/69-14,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,NULL,na,self_10,P34_Et1(F1s),0
05RW0439,439,05RW,B73/69-15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,NULL,na,self_10,P34_Et1(F1s),0
05RW0440,440,05RW,B73/69-16,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,NULL,na,self_10,P34_Et1(F1s),0
05RW0441,441,05RW,B73/69-18,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,NULL,na,self_10,P34_Et1(F1s),0
05RW0442,442,05RW,B73/69-21,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,NULL,na,self_10,P34_Et1(F1s),0
05RW0443,443,05RW,B73/69-23,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,NULL,na,self_10,P34_Et1(F1s),0
05RW0444,444,05RW,B73/69-25,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,NULL,na,self_10,P34_Et1(F1s),0
05RW0445,445,05RW,B73/69-26,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,NULL,na,self_10,P34_Et1(F1s),0
05RW0446,446,05RW,B73/69-27,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,NULL,na,self_10,P34_Et1(F1s),0
05RW0447,447,05RW,B73/69-28,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,NULL,na,self_10,P34_Et1(F1s),0
05RW0448,448,05RW,B73/69-29,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,NULL,na,self_10,P34_Et1(F1s),0
05RW0449,449,05RW,B73/69-30,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,NULL,na,self_10,P34_Et1(F1s),0
05RW0450,450,05RW,B73/69-31,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,NULL,na,self_10,P34_Et1(F1s),0
05RW0451,451,05RW,B73/69-32,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,NULL,na,self_10,P34_Et1(F1s),0
05RW0452,452,05RW,B73/69-33,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,NULL,na,self_10,P34_Et1(F1s),0
05RW0453,453,05RW,B73/69-36,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,NULL,na,self_10,P34_Et1(F1s),0
05RW0454,454,05RW,B73/69-38,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,NULL,na,self_10,P34_Et1(F1s),0
05RW0455,455,05RW,B73/69-39,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,NULL,na,self_10,P34_Et1(F1s),0
05RW0456,456,05RW,B73/69-40,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,NULL,na,self_10,P34_Et1(F1s),0
05RW0457,457,05RW,B73/71-1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,NULL,na,self_10,P34_Et3(F1s),0
05RW0458,458,05RW,B73/71-2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,NULL,na,self_10,P34_Et3(F1s),0
05RW0459,459,05RW,B73/71-3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,NULL,na,self_10,P34_Et3(F1s),0
05RW0460,460,05RW,B73/71-4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,NULL,na,self_10,P34_Et3(F1s),0
05RW0461,461,05RW,B73/71-5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,NULL,na,self_10,P34_Et3(F1s),0
05RW0462,462,05RW,B73/71-6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,NULL,na,self_10,P34_Et3(F1s),0
05RW0463,463,05RW,B73/71-8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,NULL,na,self_10,P34_Et3(F1s),0
