07FL0206_006s,07FL0206_006,07FL0206,07FL,07FL0206.6,NULL,NULL,self,NULL,NULL,NULL,B73/[32-24]-10_118,NULL,3,NULL,32-24-10 F2:3,NULL,NULL
07FL0206_007s,07FL0206_007,07FL0206,07FL,07FL0206.7,NULL,NULL,self,NULL,NULL,NULL,B73/[32-24]-10_119,NULL,3,NULL,32-24-10 F2:3,NULL,NULL
07FL0206_008s,07FL0206_008,07FL0206,07FL,07FL0206.8,NULL,NULL,self,NULL,NULL,NULL,B73/[32-24]-10_120,NULL,3,NULL,32-24-10 F2:3,NULL,NULL
07FL0207_001s,07FL0207_001,07FL0207,07FL,07FL0207.1,NULL,NULL,self,NULL,NULL,NULL,B73/[32-24]-10_096,NULL,3,NULL,32-24-10 F2:3,NULL,NULL
07FL0207_002s,07FL0207_002,07FL0207,07FL,07FL0207.2,NULL,NULL,self,NULL,NULL,NULL,B73/[32-24]-10_097,NULL,3,NULL,32-24-10 F2:3,NULL,NULL
07FL0207_003s,07FL0207_003,07FL0207,07FL,07FL0207.3,NULL,NULL,self,NULL,NULL,NULL,B73/[32-24]-10_098,NULL,3,NULL,32-24-10 F2:3,NULL,NULL
07FL0207_004s,07FL0207_004,07FL0207,07FL,07FL0207.4,NULL,NULL,self,NULL,NULL,NULL,B73/[32-24]-10_099,NULL,3,NULL,32-24-10 F2:3,NULL,NULL
07FL0207_005s,07FL0207_005,07FL0207,07FL,07FL0207.5,NULL,NULL,self,NULL,NULL,NULL,B73/[32-24]-10_100,NULL,3,NULL,32-24-10 F2:3,NULL,NULL
07FL0207_006s,07FL0207_006,07FL0207,07FL,07FL0207.6,NULL,NULL,self,NULL,NULL,NULL,B73/[32-24]-10_101,NULL,3,NULL,32-24-10 F2:3,NULL,NULL
07FL0207_007s,07FL0207_007,07FL0207,07FL,07FL0207.7,NULL,NULL,self,NULL,NULL,NULL,B73/[32-24]-10_102,NULL,3,NULL,32-24-10 F2:3,NULL,NULL
07FL0207_008s,07FL0207_008,07FL0207,07FL,07FL0207.8,NULL,NULL,self,NULL,NULL,NULL,B73/[32-24]-10_103,NULL,3,NULL,32-24-10 F2:3,NULL,NULL
07FL0208_001s,07FL0208_001,07FL0208,07FL,07FL0208.1,NULL,NULL,self,NULL,NULL,NULL,B73/[32-24]-10_104,NULL,3,NULL,32-24-10 F2:3,NULL,NULL
07FL0208_002s,07FL0208_002,07FL0208,07FL,07FL0208.2,NULL,NULL,self,NULL,NULL,NULL,B73/[32-24]-10_105,NULL,3,NULL,32-24-10 F2:3,NULL,NULL
07FL0208_003s,07FL0208_003,07FL0208,07FL,07FL0208.3,NULL,NULL,self,NULL,NULL,NULL,B73/[32-24]-10_106,NULL,3,NULL,32-24-10 F2:3,NULL,NULL
07FL0208_004s,07FL0208_004,07FL0208,07FL,07FL0208.4,NULL,NULL,self,NULL,NULL,NULL,B73/[32-24]-10_107,NULL,3,NULL,32-24-10 F2:3,NULL,NULL
07FL0208_005s,07FL0208_005,07FL0208,07FL,07FL0208.5,NULL,NULL,self,NULL,NULL,NULL,B73/[32-24]-10_108,NULL,3,NULL,32-24-10 F2:3,NULL,NULL
07FL0208_006s,07FL0208_006,07FL0208,07FL,07FL0208.6,NULL,NULL,self,NULL,NULL,NULL,B73/[32-24]-10_109,NULL,3,NULL,32-24-10 F2:3,NULL,NULL
07FL0208_007s,07FL0208_007,07FL0208,07FL,07FL0208.7,NULL,NULL,self,NULL,NULL,NULL,B73/[32-24]-10_110,NULL,3,NULL,32-24-10 F2:3,NULL,NULL
07FL0208_008s,07FL0208_008,07FL0208,07FL,07FL0208.8,NULL,NULL,self,NULL,NULL,NULL,B73/[32-24]-10_111,NULL,3,NULL,32-24-10 F2:3,NULL,NULL
07FL0208_009s,07FL0208_009,07FL0208,07FL,07FL0208.9,NULL,NULL,self,NULL,NULL,NULL,B73/[32-24]-10_112,NULL,3,NULL,32-24-10 F2:3,NULL,NULL
07FL0209_001s,07FL0209_001,07FL0209,07FL,07FL0209.1,NULL,NULL,self,NULL,NULL,NULL,B73/[32-24]-10_089,NULL,3,NULL,32-24-10 F2:3,NULL,NULL
07FL0209_002s,07FL0209_002,07FL0209,07FL,07FL0209.2,NULL,NULL,self,NULL,NULL,NULL,B73/[32-24]-10_090,NULL,3,NULL,32-24-10 F2:3,NULL,NULL
07FL0209_003s,07FL0209_003,07FL0209,07FL,07FL0209.3,NULL,NULL,self,NULL,NULL,NULL,B73/[32-24]-10_091,NULL,3,NULL,32-24-10 F2:3,NULL,NULL
07FL0209_004s,07FL0209_004,07FL0209,07FL,07FL0209.4,NULL,NULL,self,NULL,NULL,NULL,B73/[32-24]-10_092,NULL,3,NULL,32-24-10 F2:3,NULL,NULL
07FL0209_005s,07FL0209_005,07FL0209,07FL,07FL0209.5,NULL,NULL,self,NULL,NULL,NULL,B73/[32-24]-10_093,NULL,3,NULL,32-24-10 F2:3,NULL,NULL
07FL0209_006s,07FL0209_006,07FL0209,07FL,07FL0209.6,NULL,NULL,self,NULL,NULL,NULL,B73/[32-24]-10_094,NULL,3,NULL,32-24-10 F2:3,NULL,NULL
07FL0209_007s,07FL0209_007,07FL0209,07FL,07FL0209.7,NULL,NULL,self,NULL,NULL,NULL,B73/[32-24]-10_095,NULL,3,NULL,32-24-10 F2:3,NULL,NULL
07FL0210_001s,07FL0210_001,07FL0210,07FL,07FL0210.1,NULL,NULL,self,NULL,NULL,NULL,B73/[32-24]-10_078,NULL,3,NULL,32-24-10 F2:3,NULL,NULL
07FL0210_002s,07FL0210_002,07FL0210,07FL,07FL0210.2,NULL,NULL,self,NULL,NULL,NULL,B73/[32-24]-10_079,NULL,3,NULL,32-24-10 F2:3,NULL,NULL
07FL0210_003s,07FL0210_003,07FL0210,07FL,07FL0210.3,NULL,NULL,self,NULL,NULL,NULL,B73/[32-24]-10_080,NULL,3,NULL,32-24-10 F2:3,NULL,NULL
07FL0210_004s,07FL0210_004,07FL0210,07FL,07FL0210.4,NULL,NULL,self,NULL,NULL,NULL,B73/[32-24]-10_081,NULL,3,NULL,32-24-10 F2:3,NULL,NULL
07FL0210_005s,07FL0210_005,07FL0210,07FL,07FL0210.5,NULL,NULL,self,NULL,NULL,NULL,B73/[32-24]-10_082,NULL,3,NULL,32-24-10 F2:3,NULL,NULL
07FL0210_006s,07FL0210_006,07FL0210,07FL,07FL0210.6,NULL,NULL,self,NULL,NULL,NULL,B73/[32-24]-10_083,NULL,3,NULL,32-24-10 F2:3,NULL,NULL
07FL0210_007s,07FL0210_007,07FL0210,07FL,07FL0210.7,NULL,NULL,self,NULL,NULL,NULL,B73/[32-24]-10_084,NULL,3,NULL,32-24-10 F2:3,NULL,NULL
07FL0211_001s,07FL0211_001,07FL0211,07FL,07FL0211.1,NULL,NULL,self,NULL,NULL,NULL,B73/[32-24]-10_068,NULL,3,NULL,32-24-10 F2:3,NULL,NULL
07FL0211_002s,07FL0211_002,07FL0211,07FL,07FL0211.2,NULL,NULL,self,NULL,NULL,NULL,B73/[32-24]-10_069,NULL,3,NULL,32-24-10 F2:3,NULL,NULL
07FL0211_003s,07FL0211_003,07FL0211,07FL,07FL0211.3,NULL,NULL,self,NULL,NULL,NULL,B73/[32-24]-10_070,NULL,3,NULL,32-24-10 F2:3,NULL,NULL
07FL0211_004s,07FL0211_004,07FL0211,07FL,07FL0211.4,NULL,NULL,self,NULL,NULL,NULL,B73/[32-24]-10_071,NULL,3,NULL,32-24-10 F2:3,NULL,NULL
07FL0212_001s,07FL0212_001,07FL0212,07FL,07FL0212.1,NULL,NULL,self,NULL,NULL,NULL,B73/[32-24]-10_072,NULL,3,NULL,32-24-10 F2:3,NULL,NULL
07FL0212_002s,07FL0212_002,07FL0212,07FL,07FL0212.2,NULL,NULL,self,NULL,NULL,NULL,B73/[32-24]-10_073,NULL,3,NULL,32-24-10 F2:3,NULL,NULL
07FL0212_003s,07FL0212_003,07FL0212,07FL,07FL0212.3,NULL,NULL,self,NULL,NULL,NULL,B73/[32-24]-10_074,NULL,3,NULL,32-24-10 F2:3,NULL,NULL
07FL0212_004s,07FL0212_004,07FL0212,07FL,07FL0212.4,NULL,NULL,self,NULL,NULL,NULL,B73/[32-24]-10_075,NULL,3,NULL,32-24-10 F2:3,NULL,NULL
07FL0212_005s,07FL0212_005,07FL0212,07FL,07FL0212.5,NULL,NULL,self,NULL,NULL,NULL,B73/[32-24]-10_076,NULL,3,NULL,32-24-10 F2:3,NULL,NULL
07FL0212_006s,07FL0212_006,07FL0212,07FL,07FL0212.6,NULL,NULL,self,NULL,NULL,NULL,B73/[32-24]-10_077,NULL,3,NULL,32-24-10 F2:3,NULL,NULL
07FL0213_001s,07FL0213_001,07FL0213,07FL,07FL0213.1,NULL,NULL,self,NULL,NULL,NULL,B73/[32-24]-10_053,NULL,3,NULL,32-24-10 F2:3,NULL,NULL
07FL0213_002s,07FL0213_002,07FL0213,07FL,07FL0213.2,NULL,NULL,self,NULL,NULL,NULL,B73/[32-24]-10_054,NULL,3,NULL,32-24-10 F2:3,NULL,NULL
07FL0213_003s,07FL0213_003,07FL0213,07FL,07FL0213.3,NULL,NULL,self,NULL,NULL,NULL,B73/[32-24]-10_055,NULL,3,NULL,32-24-10 F2:3,NULL,NULL
07FL0213_004s,07FL0213_004,07FL0213,07FL,07FL0213.4,NULL,NULL,self,NULL,NULL,NULL,B73/[32-24]-10_056,NULL,3,NULL,32-24-10 F2:3,NULL,NULL
07FL0213_005s,07FL0213_005,07FL0213,07FL,07FL0213.5,NULL,NULL,self,NULL,NULL,NULL,B73/[32-24]-10_057,NULL,3,NULL,32-24-10 F2:3,NULL,NULL
07FL0213_006s,07FL0213_006,07FL0213,07FL,07FL0213.6,NULL,NULL,self,NULL,NULL,NULL,B73/[32-24]-10_058,NULL,3,NULL,32-24-10 F2:3,NULL,NULL
07FL0213_007s,07FL0213_007,07FL0213,07FL,07FL0213.7,NULL,NULL,self,NULL,NULL,NULL,B73/[32-24]-10_059,NULL,3,NULL,32-24-10 F2:3,NULL,NULL
07FL0213_008s,07FL0213_008,07FL0213,07FL,07FL0213.8,NULL,NULL,self,NULL,NULL,NULL,B73/[32-24]-10_060,NULL,3,NULL,32-24-10 F2:3,NULL,NULL
07FL0213_009s,07FL0213_009,07FL0213,07FL,07FL0213.9,NULL,NULL,self,NULL,NULL,NULL,B73/[32-24]-10_061,NULL,3,NULL,32-24-10 F2:3,NULL,NULL
07FL0214_001s,07FL0214_001,07FL0214,07FL,07FL0214.1,NULL,NULL,self,NULL,NULL,NULL,B73/[32-24]-10_062,NULL,3,NULL,32-24-10 F2:3,NULL,NULL
07FL0214_002s,07FL0214_002,07FL0214,07FL,07FL0214.2,NULL,NULL,self,NULL,NULL,NULL,B73/[32-24]-10_063,NULL,3,NULL,32-24-10 F2:3,NULL,NULL
07FL0214_003s,07FL0214_003,07FL0214,07FL,07FL0214.3,NULL,NULL,self,NULL,NULL,NULL,B73/[32-24]-10_064,NULL,3,NULL,32-24-10 F2:3,NULL,NULL
07FL0214_004s,07FL0214_004,07FL0214,07FL,07FL0214.4,NULL,NULL,self,NULL,NULL,NULL,B73/[32-24]-10_065,NULL,3,NULL,32-24-10 F2:3,NULL,NULL
07FL0214_005s,07FL0214_005,07FL0214,07FL,07FL0214.5,NULL,NULL,self,NULL,NULL,NULL,B73/[32-24]-10_066,NULL,3,NULL,32-24-10 F2:3,NULL,NULL
07FL0214_006s,07FL0214_006,07FL0214,07FL,07FL0214.6,NULL,NULL,self,NULL,NULL,NULL,B73/[32-24]-10_067,NULL,3,NULL,32-24-10 F2:3,NULL,NULL
07FL0216_001s,07FL0216_001,07FL0216,07FL,07FL0216.1,NULL,NULL,self,NULL,NULL,NULL,B73/[32-24]-10_046,NULL,3,NULL,32-24-10 F2:3,NULL,NULL
07FL0216_002s,07FL0216_002,07FL0216,07FL,07FL0216.2,NULL,NULL,self,NULL,NULL,NULL,B73/[32-24]-10_047,NULL,3,NULL,32-24-10 F2:3,NULL,NULL
07FL0216_003s,07FL0216_003,07FL0216,07FL,07FL0216.3,NULL,NULL,self,NULL,NULL,NULL,B73/[32-24]-10_048,NULL,3,NULL,32-24-10 F2:3,NULL,NULL
07FL0216_004s,07FL0216_004,07FL0216,07FL,07FL0216.4,NULL,NULL,self,NULL,NULL,NULL,B73/[32-24]-10_049,NULL,3,NULL,32-24-10 F2:3,NULL,NULL
07FL0216_005s,07FL0216_005,07FL0216,07FL,07FL0216.5,NULL,NULL,self,NULL,NULL,NULL,B73/[32-24]-10_050,NULL,3,NULL,32-24-10 F2:3,NULL,NULL
07FL0216_006s,07FL0216_006,07FL0216,07FL,07FL0216.6,NULL,NULL,self,NULL,NULL,NULL,B73/[32-24]-10_051,NULL,3,NULL,32-24-10 F2:3,NULL,NULL
07FL0216_007s,07FL0216_007,07FL0216,07FL,07FL0216.7,NULL,NULL,self,NULL,NULL,NULL,B73/[32-24]-10_052,NULL,3,NULL,32-24-10 F2:3,NULL,NULL
07FL0217_001s,07FL0217_001,07FL0217,07FL,07FL0217.1,NULL,NULL,self,NULL,NULL,NULL,B73/[32-24]-10_024,NULL,3,NULL,32-24-10 F2:3,NULL,NULL
07FL0217_002s,07FL0217_002,07FL0217,07FL,07FL0217.2,NULL,NULL,self,NULL,NULL,NULL,B73/[32-24]-10_025,NULL,3,NULL,32-24-10 F2:3,NULL,NULL
07FL0217_003s,07FL0217_003,07FL0217,07FL,07FL0217.3,NULL,NULL,self,NULL,NULL,NULL,B73/[32-24]-10_026,NULL,3,NULL,32-24-10 F2:3,NULL,NULL
07FL0217_004s,07FL0217_004,07FL0217,07FL,07FL0217.4,NULL,NULL,self,NULL,NULL,NULL,B73/[32-24]-10_027,NULL,3,NULL,32-24-10 F2:3,NULL,NULL
07FL0217_005s,07FL0217_005,07FL0217,07FL,07FL0217.5,NULL,NULL,self,NULL,NULL,NULL,B73/[32-24]-10_028,NULL,3,NULL,32-24-10 F2:3,NULL,NULL
07FL0217_006s,07FL0217_006,07FL0217,07FL,07FL0217.6,NULL,NULL,self,NULL,NULL,NULL,B73/[32-24]-10_029,NULL,3,NULL,32-24-10 F2:3,NULL,NULL
07FL0218_001s,07FL0218_001,07FL0218,07FL,07FL0218.1,NULL,NULL,self,NULL,NULL,NULL,B73/[32-24]-10_042,NULL,3,NULL,32-24-10 F2:3,NULL,NULL
07FL0218_002s,07FL0218_002,07FL0218,07FL,07FL0218.2,NULL,NULL,self,NULL,NULL,NULL,B73/[32-24]-10_043,NULL,3,NULL,32-24-10 F2:3,NULL,NULL
07FL0218_003s,07FL0218_003,07FL0218,07FL,07FL0218.3,NULL,NULL,self,NULL,NULL,NULL,B73/[32-24]-10_044,NULL,3,NULL,32-24-10 F2:3,NULL,NULL
07FL0218_004s,07FL0218_004,07FL0218,07FL,07FL0218.4,NULL,NULL,self,NULL,NULL,NULL,B73/[32-24]-10_045,NULL,3,NULL,32-24-10 F2:3,NULL,NULL
07FL0219_001s,07FL0219_001,07FL0219,07FL,07FL0219.1,NULL,NULL,self,NULL,NULL,NULL,B73/[32-24]-10_030,NULL,3,NULL,32-24-10 F2:3,NULL,NULL
07FL0219_002s,07FL0219_002,07FL0219,07FL,07FL0219.2,NULL,NULL,self,NULL,NULL,NULL,B73/[32-24]-10_031,NULL,3,NULL,32-24-10 F2:3,NULL,NULL
07FL0219_003s,07FL0219_003,07FL0219,07FL,07FL0219.3,NULL,NULL,self,NULL,NULL,NULL,B73/[32-24]-10_032,NULL,3,NULL,32-24-10 F2:3,NULL,NULL
07FL0219_004s,07FL0219_004,07FL0219,07FL,07FL0219.4,NULL,NULL,self,NULL,NULL,NULL,B73/[32-24]-10_033,NULL,3,NULL,32-24-10 F2:3,NULL,NULL
07FL0219_005s,07FL0219_005,07FL0219,07FL,07FL0219.5,NULL,NULL,self,NULL,NULL,NULL,B73/[32-24]-10_034,NULL,3,NULL,32-24-10 F2:3,NULL,NULL
07FL0219_006s,07FL0219_006,07FL0219,07FL,07FL0219.6,NULL,NULL,self,NULL,NULL,NULL,B73/[32-24]-10_035,NULL,3,NULL,32-24-10 F2:3,NULL,NULL
07FL0220_001s,07FL0220_001,07FL0220,07FL,07FL0220.1,NULL,NULL,self,NULL,NULL,NULL,B73/[32-24]-10_036,NULL,3,NULL,32-24-10 F2:3,NULL,NULL
07FL0220_002s,07FL0220_002,07FL0220,07FL,07FL0220.2,NULL,NULL,self,NULL,NULL,NULL,B73/[32-24]-10_037,NULL,3,NULL,32-24-10 F2:3,NULL,NULL
07FL0220_003s,07FL0220_003,07FL0220,07FL,07FL0220.3,NULL,NULL,self,NULL,NULL,NULL,B73/[32-24]-10_038,NULL,3,NULL,32-24-10 F2:3,NULL,NULL
07FL0220_004s,07FL0220_004,07FL0220,07FL,07FL0220.4,NULL,NULL,self,NULL,NULL,NULL,B73/[32-24]-10_039,NULL,3,NULL,32-24-10 F2:3,NULL,NULL
07FL0220_005s,07FL0220_005,07FL0220,07FL,07FL0220.5,NULL,NULL,self,NULL,NULL,NULL,B73/[32-24]-10_040,NULL,3,NULL,32-24-10 F2:3,NULL,NULL
07FL0220_006s,07FL0220_006,07FL0220,07FL,07FL0220.6,NULL,NULL,self,NULL,NULL,NULL,B73/[32-24]-10_041,NULL,3,NULL,32-24-10 F2:3,NULL,NULL
07FL0221_001s,07FL0221_001,07FL0221,07FL,07FL0221.1,NULL,NULL,self,NULL,NULL,NULL,B73/[32-24]-10_018,NULL,3,NULL,32-24-10 F2:3,NULL,NULL
07FL0221_002s,07FL0221_002,07FL0221,07FL,07FL0221.2,NULL,NULL,self,NULL,NULL,NULL,B73/[32-24]-10_019,NULL,3,NULL,32-24-10 F2:3,NULL,NULL
07FL0221_003s,07FL0221_003,07FL0221,07FL,07FL0221.3,NULL,NULL,self,NULL,NULL,NULL,B73/[32-24]-10_020,NULL,3,NULL,32-24-10 F2:3,NULL,NULL
07FL0221_004s,07FL0221_004,07FL0221,07FL,07FL0221.4,NULL,NULL,self,NULL,NULL,NULL,B73/[32-24]-10_021,NULL,3,NULL,32-24-10 F2:3,NULL,NULL
07FL0221_005s,07FL0221_005,07FL0221,07FL,07FL0221.5,NULL,NULL,self,NULL,NULL,NULL,B73/[32-24]-10_022,NULL,3,NULL,32-24-10 F2:3,NULL,NULL
07FL0221_006s,07FL0221_006,07FL0221,07FL,07FL0221.6,NULL,NULL,self,NULL,NULL,NULL,B73/[32-24]-10_023,NULL,3,NULL,32-24-10 F2:3,NULL,NULL
07FL0222_001s,07FL0222_001,07FL0222,07FL,07FL0222.1,NULL,NULL,self,NULL,NULL,NULL,B73/[32-24]-10_006,NULL,3,NULL,32-24-10 F2:3,NULL,NULL
07FL0222_002s,07FL0222_002,07FL0222,07FL,07FL0222.2,NULL,NULL,self,NULL,NULL,NULL,B73/[32-24]-10_007,NULL,3,NULL,32-24-10 F2:3,NULL,NULL
07FL0222_003s,07FL0222_003,07FL0222,07FL,07FL0222.3,NULL,NULL,self,NULL,NULL,NULL,B73/[32-24]-10_008,NULL,3,NULL,32-24-10 F2:3,NULL,NULL
07FL0222_004s,07FL0222_004,07FL0222,07FL,07FL0222.4,NULL,NULL,self,NULL,NULL,NULL,B73/[32-24]-10_009,NULL,3,NULL,32-24-10 F2:3,NULL,NULL
07FL0222_005s,07FL0222_005,07FL0222,07FL,07FL0222.5,NULL,NULL,self,NULL,NULL,NULL,B73/[32-24]-10_010,NULL,3,NULL,32-24-10 F2:3,NULL,NULL
07FL0222_006s,07FL0222_006,07FL0222,07FL,07FL0222.6,NULL,NULL,self,NULL,NULL,NULL,B73/[32-24]-10_011,NULL,3,NULL,32-24-10 F2:3,NULL,NULL
07FL0223_001s,07FL0223_001,07FL0223,07FL,07FL0223.1,NULL,NULL,self,NULL,NULL,NULL,B73/[32-24]-10_012,NULL,3,NULL,32-24-10 F2:3,NULL,NULL
07FL0223_002s,07FL0223_002,07FL0223,07FL,07FL0223.2,NULL,NULL,self,NULL,NULL,NULL,B73/[32-24]-10_013,NULL,3,NULL,32-24-10 F2:3,NULL,NULL
07FL0223_003s,07FL0223_003,07FL0223,07FL,07FL0223.3,NULL,NULL,self,NULL,NULL,NULL,B73/[32-24]-10_014,NULL,3,NULL,32-24-10 F2:3,NULL,NULL
07FL0223_004s,07FL0223_004,07FL0223,07FL,07FL0223.4,NULL,NULL,self,NULL,NULL,NULL,B73/[32-24]-10_015,NULL,3,NULL,32-24-10 F2:3,NULL,NULL
07FL0223_005s,07FL0223_005,07FL0223,07FL,07FL0223.5,NULL,NULL,self,NULL,NULL,NULL,B73/[32-24]-10_016,NULL,3,NULL,32-24-10 F2:3,NULL,NULL
07FL0223_006s,07FL0223_006,07FL0223,07FL,07FL0223.6,NULL,NULL,self,NULL,NULL,NULL,B73/[32-24]-10_017,NULL,3,NULL,32-24-10 F2:3,NULL,NULL
07FL0224_001s,07FL0224_001,07FL0224,07FL,07FL0224.1,NULL,NULL,self,NULL,NULL,NULL,B73/[32-24]-10_001,NULL,3,NULL,32-24-10 F2:3,NULL,NULL
07FL0224_002s,07FL0224_002,07FL0224,07FL,07FL0224.2,NULL,NULL,self,NULL,NULL,NULL,B73/[32-24]-10_002,NULL,3,NULL,32-24-10 F2:3,NULL,NULL
07FL0224_003s,07FL0224_003,07FL0224,07FL,07FL0224.3,NULL,NULL,self,NULL,NULL,NULL,B73/[32-24]-10_003,NULL,3,NULL,32-24-10 F2:3,NULL,NULL
07FL0224_004s,07FL0224_004,07FL0224,07FL,07FL0224.4,NULL,NULL,self,NULL,NULL,NULL,B73/[32-24]-10_004,NULL,3,NULL,32-24-10 F2:3,NULL,NULL
07FL0224_005s,07FL0224_005,07FL0224,07FL,07FL0224.5,NULL,NULL,self,NULL,NULL,NULL,B73/[32-24]-10_005,NULL,3,NULL,32-24-10 F2:3,NULL,NULL
07FL0225_001s,07FL0225_001,07FL0225,07FL,07FL0225.1,NULL,NULL,self,NULL,NULL,NULL,B73/[32-24]-10_242,NULL,3,NULL,32-24-10 F2:3,NULL,NULL
07FL0225_002s,07FL0225_002,07FL0225,07FL,07FL0225.2,NULL,NULL,self,NULL,NULL,NULL,B73/[32-24]-10_243,NULL,3,NULL,32-24-10 F2:3,NULL,NULL
07FL0225_003s,07FL0225_003,07FL0225,07FL,07FL0225.3,NULL,NULL,self,NULL,NULL,NULL,B73/[32-24]-10_244,NULL,3,NULL,32-24-10 F2:3,NULL,NULL
07FL0225_004s,07FL0225_004,07FL0225,07FL,07FL0225.4,NULL,NULL,self,NULL,NULL,NULL,B73/[32-24]-10_245,NULL,3,NULL,32-24-10 F2:3,NULL,NULL
07FL0225_005s,07FL0225_005,07FL0225,07FL,07FL0225.5,NULL,NULL,self,NULL,NULL,NULL,B73/[32-24]-10_246,NULL,3,NULL,32-24-10 F2:3,NULL,NULL
07FL0225_006s,07FL0225_006,07FL0225,07FL,07FL0225.6,NULL,NULL,self,NULL,NULL,NULL,B73/[32-24]-10_247,NULL,3,NULL,32-24-10 F2:3,NULL,NULL
07FL0225_007s,07FL0225_007,07FL0225,07FL,07FL0225.7,NULL,NULL,self,NULL,NULL,NULL,B73/[32-24]-10_248,NULL,3,NULL,32-24-10 F2:3,NULL,NULL
07FL0226_001s,07FL0226_001,07FL0226,07FL,07FL0226.1,NULL,NULL,self,NULL,NULL,NULL,B73/[32-24]-10_229,NULL,3,NULL,32-24-10 F2:3,NULL,NULL
07FL0226_002s,07FL0226_002,07FL0226,07FL,07FL0226.2,NULL,NULL,self,NULL,NULL,NULL,B73/[32-24]-10_230,NULL,3,NULL,32-24-10 F2:3,NULL,NULL
07FL0226_003s,07FL0226_003,07FL0226,07FL,07FL0226.3,NULL,NULL,self,NULL,NULL,NULL,B73/[32-24]-10_231,NULL,3,NULL,32-24-10 F2:3,NULL,NULL
07FL0226_004s,07FL0226_004,07FL0226,07FL,07FL0226.4,NULL,NULL,self,NULL,NULL,NULL,B73/[32-24]-10_232,NULL,3,NULL,32-24-10 F2:3,NULL,NULL
07FL0227_001s,07FL0227_001,07FL0227,07FL,07FL0227.1,NULL,NULL,self,NULL,NULL,NULL,B73/[32-24]-10_218,NULL,3,NULL,32-24-10 F2:3,NULL,NULL
07FL0227_002s,07FL0227_002,07FL0227,07FL,07FL0227.2,NULL,NULL,self,NULL,NULL,NULL,B73/[32-24]-10_219,NULL,3,NULL,32-24-10 F2:3,NULL,NULL
07FL0227_003s,07FL0227_003,07FL0227,07FL,07FL0227.3,NULL,NULL,self,NULL,NULL,NULL,B73/[32-24]-10_220,NULL,3,NULL,32-24-10 F2:3,NULL,NULL
07FL0227_004s,07FL0227_004,07FL0227,07FL,07FL0227.4,NULL,NULL,self,NULL,NULL,NULL,B73/[32-24]-10_221,NULL,3,NULL,32-24-10 F2:3,NULL,NULL
07FL0227_005s,07FL0227_005,07FL0227,07FL,07FL0227.5,NULL,NULL,self,NULL,NULL,NULL,B73/[32-24]-10_222,NULL,3,NULL,32-24-10 F2:3,NULL,NULL
