08PT0097,.,08PT,(B73+Ames 21889)BC4S2,Z036E0086,NULL,07PR144901A,16,49,4,2,12,A,NULL,Trial,packet # 33,10
08PT0098,.,08PT,(B73+Ames 21889)BC4S2,Z036E0002,NULL,07PR138801A,16,49,4,2,12,A,NULL,Trial,packet # 2,10
08PT0099,.,08PT,(B73+Ames 21889)BC4S2,Z036E0028,NULL,07PR141801A,16,50,4,2,12,A,NULL,Trial,packet # 17,10
08PT0100,.,08PT,(B73+Ames 21889)BC4S2,Z036E0008,NULL,07PR139401A,16,50,4,2,12,A,NULL,Trial,packet # 5,10
08PT0101,.,08PT,(B73+Ames 21889)BC4S2,Z036E0025,NULL,07PR141401A,16,51,4,2,12,A,NULL,Trial,packet # 16,10
08PT0102,.,08PT,(B73+Ames 21889)BC4S2,Z036E0057,NULL,07PR145301A,16,51,4,2,12,A,NULL,Trial,packet # 35,10
08PT0103,.,08PT,(B73+Ames 21889)BC4S2,Z036E0034,NULL,07PR142501A,16,52,4,2,12,A,NULL,Trial,packet # 21,10
08PT0104,.,08PT,(B73+Ames 21889)BC4S2,Z036E0072,NULL,07PR146901A,16,52,4,2,12,A,NULL,Trial,packet # 43,10
08PT0105,.,08PT,B73,NULL,NULL,07FG116101,16,53,4,2,12,A,NULL,Check,NULL,10
08PT0106,.,08PT,(B73+Ames 21889)BC4S2,Z036E0010,NULL,07PR139701A,16,53,4,2,12,A,NULL,Trial,packet # 6,10
08PT0107,.,08PT,(B73+Ames 21889)BC4S2,Z036E0054,NULL,07PR144801A,16,54,4,2,12,A,NULL,Trial,packet # 32,10
08PT0108,.,08PT,B73,NULL,NULL,07FG116101,16,54,4,2,12,A,NULL,Check,NULL,10
08PT0109,.,08PT,(B73+Ames 21889)BC4S2,Z036E0029,NULL,07PR141901A,16,55,5,2,12,A,NULL,Trial,packet # 18,10
08PT0110,.,08PT,B73,NULL,NULL,07FG116101,16,55,5,2,12,A,NULL,Check,NULL,10
08PT0111,.,08PT,(B73+Ames 21889)BC4S2,Z036E0088,NULL,07PR146701A,16,56,5,2,12,A,NULL,Trial,packet # 42,10
08PT0112,.,08PT,B73,NULL,NULL,07FG116101,16,56,5,2,12,A,NULL,Check,NULL,10
08PT0113,.,08PT,(B73+Ames 21889)BC4S2,Z036E0017,NULL,07PR140501A,16,57,5,2,12,A,NULL,Trial,packet # 11,10
08PT0114,.,08PT,(B73+Ames 21889)BC4S2,Z036E0065,NULL,07PR146101A,16,57,5,2,12,A,NULL,Trial,packet # 40,10
08PT0115,.,08PT,(B73+Ames 21889)BC4S2,Z036E0043,NULL,07PR143401A,16,58,5,2,12,A,NULL,Trial,packet # 25,10
08PT0116,.,08PT,(B73+Ames 21889)BC4S2,Z036E0004,NULL,07PR139001A,16,58,5,2,12,A,NULL,Trial,packet # 3,10
