12TN2289_001s,12TN2289_001,12TN2289,12TN,NULL,NULL,NULL,self,NULL,NULL,NULL,NULL,NULL,34,NULL,NULL,NULL,NULL
12TN2289_002s,12TN2289_002,12TN2289,12TN,NULL,NULL,NULL,self,NULL,NULL,NULL,NULL,NULL,34,NULL,NULL,NULL,NULL
12TN2292_001s,12TN2292_001,12TN2292,12TN,NULL,NULL,NULL,self,NULL,NULL,NULL,NULL,NULL,34,NULL,NULL,NULL,NULL
12TN2298_001s,12TN2298_001,12TN2298,12TN,NULL,NULL,NULL,self,NULL,NULL,NULL,NULL,NULL,34,NULL,NULL,NULL,NULL
12TN2301_001s,12TN2301_001,12TN2301,12TN,NULL,NULL,NULL,self,NULL,NULL,NULL,NULL,NULL,34,NULL,NULL,NULL,NULL
12TN2302_001s,12TN2302_001,12TN2302,12TN,NULL,NULL,NULL,self,NULL,NULL,NULL,NULL,NULL,34,NULL,NULL,NULL,NULL
12TN2303_001s,12TN2303_001,12TN2303,12TN,NULL,NULL,NULL,self,NULL,NULL,NULL,NULL,NULL,34,NULL,NULL,NULL,NULL
12TN2307_001s,12TN2307_001,12TN2307,12TN,NULL,NULL,NULL,self,NULL,NULL,NULL,NULL,NULL,34,NULL,NULL,NULL,NULL
12TN2307_002s,12TN2307_002,12TN2307,12TN,NULL,NULL,NULL,self,NULL,NULL,NULL,NULL,NULL,34,NULL,NULL,NULL,NULL
12TN2309_001s,12TN2309_001,12TN2309,12TN,NULL,NULL,NULL,self,NULL,NULL,NULL,NULL,NULL,34,NULL,NULL,NULL,NULL
12TN2311_001s,12TN2311_001,12TN2311,12TN,NULL,NULL,NULL,self,NULL,NULL,NULL,NULL,NULL,34,NULL,NULL,NULL,NULL
12TN2313_001s,12TN2313_001,12TN2313,12TN,NULL,NULL,NULL,self,NULL,NULL,NULL,NULL,NULL,34,NULL,NULL,NULL,NULL
12TN2314_001s,12TN2314_001,12TN2314,12TN,NULL,NULL,NULL,self,NULL,NULL,NULL,NULL,NULL,34,NULL,NULL,NULL,NULL
12TN2315_001s,12TN2315_001,12TN2315,12TN,NULL,NULL,NULL,self,NULL,NULL,NULL,NULL,NULL,34,NULL,NULL,NULL,NULL
12TN2318_001s,12TN2318_001,12TN2318,12TN,NULL,NULL,NULL,self,NULL,NULL,NULL,NULL,NULL,34,NULL,NULL,NULL,NULL
12TN2321_001s,12TN2321_001,12TN2321,12TN,NULL,NULL,NULL,self,NULL,NULL,NULL,NULL,NULL,34,NULL,NULL,NULL,NULL
