10SN0017_001b,NULL,10SN0017,10SN,NULL,NULL,NULL,sib,NULL,NULL,NULL,(B73xCML103)BC5S3,NULL,8,NULL,NULL,NULL,NULL
10SN0017_002b,NULL,10SN0017,10SN,NULL,NULL,NULL,sib,NULL,NULL,NULL,(B73xCML103)BC5S3,NULL,8,NULL,NULL,NULL,NULL
10SN0018_001x,NULL,10SN0018,10SX,NULL,NULL,NIL_99,backcross,10SX0022_009,NULL,NULL,B73/((B73/Tx303)BC5S3),NULL,8,NULL,NULL,NULL,NULL
