13TR0001,pan2-3,13TR,NULL,NULL,Q77-1 x sib pan2-3/pan2-3;B73(4),NULL,1,NULL,NULL,1,12,NULL,NULL,Rust,NULL,34
13TR0002,brk2,13TR,NULL,NULL,Q8-1,NULL,1,NULL,NULL,1,12,NULL,NULL,Rust,NULL,34
13TR0003,pan1-mu; pan2-0,13TR,NULL,NULL,O284-10 self pan1-Mu/pan1-Mu; pan2-O/pan2-O;B73(3) with Q284-10xpan1Mu; pan,NULL,1,NULL,NULL,1,12,NULL,NULL,Rust,NULL,34
13TR0004,pan2-0,13TR,NULL,NULL,P29-6 X sib,NULL,1,NULL,NULL,1,12,NULL,NULL,Rust,NULL,34
13TR0005,pan2-2,13TR,NULL,NULL,Q74-1 self pan2-2/pan2-2;B73(4),NULL,1,NULL,NULL,1,12,NULL,NULL,Rust,NULL,34
13TR0006,brk3,13TR,NULL,NULL,Q10-5 brk3 x brk3 sib,NULL,1,NULL,NULL,1,12,NULL,NULL,Rust,NULL,34
13TR0007,B73,13TR,NULL,NULL,Q50xsib B73,NULL,1,NULL,NULL,1,12,NULL,NULL,Rust,NULL,34
13TR0008,pan1-Mu,13TR,NULL,NULL,P24-1xsib; both pan1-mu/pan1-Mu; B73(4),NULL,1,NULL,NULL,1,12,NULL,NULL,Rust; self,self,34
13TR0009,pan1-ems,13TR,NULL,NULL,Q58-2 X sib,NULL,1,NULL,NULL,1,12,NULL,NULL,Rust,NULL,34
13TR0010,B73,13TR,NULL,NULL,Q50xsib B73,NULL,1,NULL,NULL,2,12,NULL,NULL,Rust,NULL,34
13TR0011,pan1-Mu,13TR,NULL,NULL,P24-1xsib; both pan1-mu/pan1-Mu; B73(4),NULL,1,NULL,NULL,2,12,NULL,NULL,Rust; self,self,34
13TR0012,brk3,13TR,NULL,NULL,Q10-5 brk3 x brk3 sib,NULL,1,NULL,NULL,2,12,NULL,NULL,Rust,NULL,34
13TR0013,brk2,13TR,NULL,NULL,Q8-1,NULL,1,NULL,NULL,2,12,NULL,NULL,Rust,NULL,34
13TR0014,pan2-0,13TR,NULL,NULL,P29-6 X sib,NULL,1,NULL,NULL,2,12,NULL,NULL,Rust,NULL,34
13TR0015,pan1-mu; pan2-0,13TR,NULL,NULL,O284-10 self pan1-Mu/pan1-Mu; pan2-O/pan2-O;B73(3) with Q284-10xpan1Mu; pan,NULL,1,NULL,NULL,2,12,NULL,NULL,Rust,NULL,34
13TR0016,pan2-3,13TR,NULL,NULL,Q77-1 x sib pan2-3/pan2-3;B73(4),NULL,1,NULL,NULL,2,12,NULL,NULL,Rust,NULL,34
13TR0017,pan1-ems,13TR,NULL,NULL,Q58-2 X sib,NULL,1,NULL,NULL,2,12,NULL,NULL,Rust,NULL,34
13TR0018,pan2-2,13TR,NULL,NULL,Q74-1 self pan2-2/pan2-2;B73(4),NULL,1,NULL,NULL,2,12,NULL,NULL,Rust,NULL,34
13TR0019,pan1-Mu,13TR,NULL,NULL,P24-1xsib; both pan1-mu/pan1-Mu; B73(4),NULL,1,NULL,NULL,3,12,NULL,NULL,Rust; self,self,34
13TR0020,brk3,13TR,NULL,NULL,Q10-5 brk3 x brk3 sib,NULL,1,NULL,NULL,3,12,NULL,NULL,Rust,NULL,34
13TR0021,brk2,13TR,NULL,NULL,Q8-1,NULL,1,NULL,NULL,3,12,NULL,NULL,Rust,NULL,34
13TR0022,B73,13TR,NULL,NULL,Q50xsib B73,NULL,1,NULL,NULL,3,12,NULL,NULL,Rust,NULL,34
13TR0023,pan1-ems,13TR,NULL,NULL,Q58-2 X sib,NULL,1,NULL,NULL,3,12,NULL,NULL,Rust,NULL,34
13TR0024,pan2-3,13TR,NULL,NULL,Q77-1 x sib pan2-3/pan2-3;B73(4),NULL,1,NULL,NULL,3,12,NULL,NULL,Rust,NULL,34
13TR0025,pan2-2,13TR,NULL,NULL,Q74-1 self pan2-2/pan2-2;B73(4),NULL,1,NULL,NULL,3,12,NULL,NULL,Rust,NULL,34
13TR0026,pan2-0,13TR,NULL,NULL,P29-6 X sib,NULL,1,NULL,NULL,3,12,NULL,NULL,Rust,NULL,34
13TR0027,pan1-mu; pan2-0,13TR,NULL,NULL,O284-10 self pan1-Mu/pan1-Mu; pan2-O/pan2-O;B73(3) with Q284-10xpan1Mu; pan,NULL,1,NULL,NULL,3,12,NULL,NULL,Rust,NULL,34
13TR0028,pan2-0,13TR,NULL,NULL,P29-6 X sib,NULL,1,NULL,NULL,4,12,NULL,NULL,Rust,NULL,34
13TR0029,pan1-Mu,13TR,NULL,NULL,P24-1xsib; both pan1-mu/pan1-Mu; B73(4),NULL,1,NULL,NULL,4,12,NULL,NULL,Rust; self,self,34
13TR0030,brk3,13TR,NULL,NULL,Q10-5 brk3 x brk3 sib,NULL,1,NULL,NULL,4,12,NULL,NULL,Rust,NULL,34
13TR0031,pan1-ems,13TR,NULL,NULL,Q58-2 X sib,NULL,1,NULL,NULL,4,12,NULL,NULL,Rust,NULL,34
13TR0032,pan2-3,13TR,NULL,NULL,Q77-1 x sib pan2-3/pan2-3;B73(4),NULL,1,NULL,NULL,4,12,NULL,NULL,Rust,NULL,34
13TR0033,pan1-mu; pan2-0,13TR,NULL,NULL,O284-10 self pan1-Mu/pan1-Mu; pan2-O/pan2-O;B73(3) with Q284-10xpan1Mu; pan,NULL,1,NULL,NULL,4,12,NULL,NULL,Rust,NULL,34
13TR0034,pan2-2,13TR,NULL,NULL,Q74-1 self pan2-2/pan2-2;B73(4),NULL,1,NULL,NULL,4,12,NULL,NULL,Rust,NULL,34
13TR0035,brk2,13TR,NULL,NULL,Q8-1,NULL,1,NULL,NULL,4,12,NULL,NULL,Rust,NULL,34
13TR0036,B73,13TR,NULL,NULL,Q50xsib B73,NULL,1,NULL,NULL,4,12,NULL,NULL,Rust,NULL,34
13TR0037,pan1-Mu,13TR,NULL,NULL,P24-1xsib; both pan1-mu/pan1-Mu; B73(4),NULL,1,NULL,NULL,5,12,NULL,NULL,Rust; self,self,34
13TR0038,brk3,13TR,NULL,NULL,Q10-5 brk3 x brk3 sib,NULL,1,NULL,NULL,5,12,NULL,NULL,Rust,NULL,34
13TR0039,pan1-ems,13TR,NULL,NULL,Q58-2 X sib,NULL,1,NULL,NULL,5,12,NULL,NULL,Rust,NULL,34
13TR0040,brk2,13TR,NULL,NULL,Q8-1,NULL,1,NULL,NULL,5,12,NULL,NULL,Rust,NULL,34
13TR0041,B73,13TR,NULL,NULL,Q50xsib B73,NULL,1,NULL,NULL,5,12,NULL,NULL,Rust,NULL,34
13TR0042,pan2-0,13TR,NULL,NULL,P29-6 X sib,NULL,1,NULL,NULL,5,12,NULL,NULL,Rust,NULL,34
13TR0043,pan1-mu; pan2-0,13TR,NULL,NULL,O284-10 self pan1-Mu/pan1-Mu; pan2-O/pan2-O;B73(3) with Q284-10xpan1Mu; pan,NULL,1,NULL,NULL,5,12,NULL,NULL,Rust,NULL,34
13TR0044,pan2-3,13TR,NULL,NULL,Q77-1 x sib pan2-3/pan2-3;B73(4),NULL,1,NULL,NULL,5,12,NULL,NULL,Rust,NULL,34
13TR0045,pan2-2,13TR,NULL,NULL,Q74-1 self pan2-2/pan2-2;B73(4),NULL,1,NULL,NULL,5,12,NULL,NULL,Rust,NULL,34
