12TS0001,pan1-mu; pan2-0,12TS,NULL,NULL,NULL,NULL,6,NULL,NULL,1,15,NULL,NULL,NLB,NULL,34
12TS0002,pan2-l2,12TS,NULL,NULL,NULL,NULL,6,NULL,NULL,1,15,NULL,NULL,NLB,NULL,34
12TS0003,pan2-0,12TS,NULL,NULL,NULL,NULL,6,NULL,NULL,1,15,NULL,NULL,NLB,NULL,34
12TS0004,1.06b,12TS,NULL,NULL,NULL,NULL,6,NULL,NULL,1,15,NULL,NULL,NLB,NULL,34
12TS0005,pan2-L3,12TS,NULL,NULL,NULL,NULL,6,NULL,NULL,1,15,NULL,NULL,NLB,NULL,34
12TS0006,pan1-Mu,12TS,NULL,NULL,NULL,NULL,6,NULL,NULL,1,15,NULL,NULL,NLB,NULL,34
12TS0007,1.06t,12TS,NULL,NULL,NULL,NULL,6,NULL,NULL,1,15,NULL,NULL,NLB,NULL,34
12TS0008,b73,12TS,NULL,NULL,NULL,NULL,6,NULL,NULL,1,15,NULL,NULL,NLB,NULL,34
12TS0009,brk3-1,12TS,NULL,NULL,NULL,NULL,6,NULL,NULL,1,15,NULL,NULL,NLB,NULL,34
12TS0010,pan1-ems,12TS,NULL,NULL,NULL,NULL,6,NULL,NULL,1,15,NULL,NULL,NLB,NULL,34
12TS0011,1.06b,12TS,NULL,NULL,NULL,NULL,6,NULL,NULL,2,15,NULL,NULL,NLB,NULL,34
12TS0012,b73,12TS,NULL,NULL,NULL,NULL,6,NULL,NULL,2,15,NULL,NULL,NLB,NULL,34
12TS0013,1.06t,12TS,NULL,NULL,NULL,NULL,6,NULL,NULL,2,15,NULL,NULL,NLB,NULL,34
12TS0014,pan2-L3,12TS,NULL,NULL,NULL,NULL,6,NULL,NULL,2,15,NULL,NULL,NLB,NULL,34
12TS0015,pan2-0,12TS,NULL,NULL,NULL,NULL,6,NULL,NULL,2,15,NULL,NULL,NLB,NULL,34
12TS0016,pan1-Mu,12TS,NULL,NULL,NULL,NULL,6,NULL,NULL,2,15,NULL,NULL,NLB,NULL,34
12TS0017,brk3-1,12TS,NULL,NULL,NULL,NULL,6,NULL,NULL,2,15,NULL,NULL,NLB,NULL,34
12TS0018,pan2-l2,12TS,NULL,NULL,NULL,NULL,6,NULL,NULL,2,15,NULL,NULL,NLB,NULL,34
12TS0019,pan1-ems,12TS,NULL,NULL,NULL,NULL,6,NULL,NULL,2,15,NULL,NULL,NLB,NULL,34
12TS0020,pan1-mu; pan2-0,12TS,NULL,NULL,NULL,NULL,6,NULL,NULL,2,15,NULL,NULL,NLB,NULL,34
12TS0021,pan1-Mu,12TS,NULL,NULL,NULL,NULL,6,NULL,NULL,3,15,NULL,NULL,NLB,NULL,34
12TS0022,1.06b,12TS,NULL,NULL,NULL,NULL,6,NULL,NULL,3,15,NULL,NULL,NLB,NULL,34
12TS0023,1.06t,12TS,NULL,NULL,NULL,NULL,6,NULL,NULL,3,15,NULL,NULL,NLB,NULL,34
12TS0024,pan1-mu; pan2-0,12TS,NULL,NULL,NULL,NULL,6,NULL,NULL,3,15,NULL,NULL,NLB,NULL,34
12TS0025,pan1-ems,12TS,NULL,NULL,NULL,NULL,6,NULL,NULL,3,15,NULL,NULL,NLB,NULL,34
12TS0026,brk3-1,12TS,NULL,NULL,NULL,NULL,6,NULL,NULL,3,15,NULL,NULL,NLB,NULL,34
12TS0027,pan2-L3,12TS,NULL,NULL,NULL,NULL,6,NULL,NULL,3,15,NULL,NULL,NLB,NULL,34
12TS0028,pan2-0,12TS,NULL,NULL,NULL,NULL,6,NULL,NULL,3,15,NULL,NULL,NLB,NULL,34
12TS0029,b73,12TS,NULL,NULL,NULL,NULL,6,NULL,NULL,3,15,NULL,NULL,NLB,NULL,34
12TS0030,pan2-l2,12TS,NULL,NULL,NULL,NULL,6,NULL,NULL,3,15,NULL,NULL,NLB,NULL,34
12TS0031,pan2-l2,12TS,NULL,NULL,NULL,NULL,6,NULL,NULL,4,15,NULL,NULL,NLB,NULL,34
12TS0032,1.06b,12TS,NULL,NULL,NULL,NULL,6,NULL,NULL,4,15,NULL,NULL,NLB,NULL,34
12TS0033,pan2-L3,12TS,NULL,NULL,NULL,NULL,6,NULL,NULL,4,15,NULL,NULL,NLB,NULL,34
12TS0034,pan1-Mu,12TS,NULL,NULL,NULL,NULL,6,NULL,NULL,4,15,NULL,NULL,NLB,NULL,34
12TS0035,pan1-mu; pan2-0,12TS,NULL,NULL,NULL,NULL,6,NULL,NULL,4,15,NULL,NULL,NLB,NULL,34
12TS0036,1.06t,12TS,NULL,NULL,NULL,NULL,6,NULL,NULL,4,15,NULL,NULL,NLB,NULL,34
12TS0037,pan1-ems,12TS,NULL,NULL,NULL,NULL,6,NULL,NULL,4,15,NULL,NULL,NLB,NULL,34
12TS0038,b73,12TS,NULL,NULL,NULL,NULL,6,NULL,NULL,4,15,NULL,NULL,NLB,NULL,34
12TS0039,pan2-0,12TS,NULL,NULL,NULL,NULL,6,NULL,NULL,4,15,NULL,NULL,NLB,NULL,34
12TS0040,brk3-1,12TS,NULL,NULL,NULL,NULL,6,NULL,NULL,4,15,NULL,NULL,NLB,NULL,34
12TS0041,pan2-l2,12TS,NULL,NULL,NULL,NULL,6,NULL,NULL,5,15,NULL,NULL,NLB,NULL,34
12TS0042,1.06b,12TS,NULL,NULL,NULL,NULL,6,NULL,NULL,5,15,NULL,NULL,NLB,NULL,34
12TS0043,pan1-mu; pan2-0,12TS,NULL,NULL,NULL,NULL,6,NULL,NULL,5,15,NULL,NULL,NLB,NULL,34
12TS0044,pan2-0,12TS,NULL,NULL,NULL,NULL,6,NULL,NULL,5,15,NULL,NULL,NLB,NULL,34
12TS0045,1.06t,12TS,NULL,NULL,NULL,NULL,6,NULL,NULL,5,15,NULL,NULL,NLB,NULL,34
12TS0046,pan1-Mu,12TS,NULL,NULL,NULL,NULL,6,NULL,NULL,5,15,NULL,NULL,NLB,NULL,34
12TS0047,pan1-ems,12TS,NULL,NULL,NULL,NULL,6,NULL,NULL,5,15,NULL,NULL,NLB,NULL,34
12TS0048,b73,12TS,NULL,NULL,NULL,NULL,6,NULL,NULL,5,15,NULL,NULL,NLB,NULL,34
12TS0049,brk3-1,12TS,NULL,NULL,NULL,NULL,6,NULL,NULL,5,15,NULL,NULL,NLB,NULL,34
12TS0050,pan2-L3,12TS,NULL,NULL,NULL,NULL,6,NULL,NULL,5,15,NULL,NULL,NLB,NULL,34
12TS2001,NULL,12TS,NULL,NULL,10CH0075_001s,NULL,6,1,1,1,12,NULL,NULL,NULL,"""evaluate fixed row, stw""",34
12TS2002,purple,12TS,NULL,NULL,purple,NULL,6,2,1,1,12,NULL,NULL,NULL,"""evaluate fixed row, stw""",34
12TS2003,B73,12TS,NULL,NULL,11PR0233_001s,NULL,6,3,1,1,12,NULL,NULL,NULL,"""evaluate fixed row, stw""",34
12TS2004,NULL,12TS,NULL,NULL,10CH0178_003s,NULL,6,4,1,1,12,NULL,NULL,NULL,"""evaluate fixed row, stw""",34
12TS2005,NULL,12TS,NULL,NULL,10TN2143_001s,NULL,6,5,1,1,12,NULL,NULL,NULL,"""evaluate fixed row, stw""",34
12TS2006,NULL,12TS,NULL,NULL,10CH0059_002s,NULL,6,6,1,1,12,NULL,NULL,NULL,"""evaluate fixed row, stw""",34
12TS2007,NULL,12TS,NULL,NULL,10TN2080_001s,NULL,6,7,1,1,12,NULL,NULL,NULL,"""evaluate fixed row, stw""",34
12TS2008,NULL,12TS,NULL,NULL,10TS2021_001s,NULL,6,8,1,1,12,NULL,NULL,NULL,"""evaluate fixed row, stw""",34
12TS2009,NULL,12TS,NULL,NULL,11TN2024_001s,NULL,6,9,1,1,12,NULL,NULL,NULL,"""evaluate fixed row, stw""",34
12TS2010,NULL,12TS,NULL,NULL,10CH0255_006s,NULL,6,10,1,1,12,NULL,NULL,NULL,"""evaluate fixed row, stw""",34
12TS2011,NULL,12TS,NULL,NULL,11TN2022_001s,NULL,6,11,1,1,12,NULL,NULL,NULL,"""evaluate fixed row, stw""",34
12TS2012,NULL,12TS,NULL,NULL,10CH0272_006s,NULL,6,12,1,1,12,NULL,NULL,NULL,"""evaluate fixed row, stw""",34
12TS2013,NULL,12TS,NULL,NULL,10TN2374_001s,NULL,6,13,1,1,12,NULL,NULL,NULL,"""evaluate fixed row, stw""",34
12TS2014,NULL,12TS,NULL,NULL,10TN2242_001s,NULL,6,14,1,1,12,NULL,NULL,NULL,"""evaluate fixed row, stw""",34
12TS2015,NULL,12TS,NULL,NULL,09PR0043_003s,NULL,6,15,1,1,12,NULL,NULL,NULL,"""evaluate fixed row, stw""",34
12TS2016,NULL,12TS,NULL,NULL,10CH0160_001s,NULL,6,16,1,1,12,NULL,NULL,NULL,"""evaluate fixed row, stw""",34
12TS2017,NULL,12TS,NULL,NULL,marker,NULL,6,17,1,1,12,NULL,NULL,NULL,"""evaluate fixed row, stw""",34
12TS2018,NULL,12TS,NULL,NULL,10CH0166_001s,NULL,6,18,1,1,12,NULL,NULL,NULL,"""evaluate fixed row, stw""",34
12TS2019,NULL,12TS,NULL,NULL,10CH0170_003s,NULL,6,19,1,1,12,NULL,NULL,NULL,"""evaluate fixed row, stw""",34
12TS2020,NULL,12TS,NULL,NULL,11TN2070_001s,NULL,6,20,1,1,12,NULL,NULL,NULL,"""evaluate fixed row, stw""",34
12TS2021,NULL,12TS,NULL,NULL,10CH0191_001s,NULL,6,21,1,1,12,NULL,NULL,NULL,"""evaluate fixed row, stw""",34
12TS2022,NULL,12TS,NULL,NULL,10CH0105_001s,NULL,6,22,1,1,12,NULL,NULL,NULL,"""evaluate fixed row, stw""",34
12TS2023,NULL,12TS,NULL,NULL,102b73,NULL,6,23,1,1,12,NULL,NULL,NULL,"""evaluate fixed row, stw""",34
12TS2024,NULL,12TS,NULL,NULL,102tx303,NULL,6,24,1,1,12,NULL,NULL,NULL,"""evaluate fixed row, stw""",34
12TS2025,NULL,12TS,NULL,NULL,10CH0254_004s,NULL,7,1,2,1,12,NULL,NULL,NULL,"""evaluate fixed row, stw""",34
12TS2026,NULL,12TS,NULL,NULL,10TN2264_001s,NULL,7,2,2,1,12,NULL,NULL,NULL,"""evaluate fixed row, stw""",34
12TS2027,NULL,12TS,NULL,NULL,11TN2257_001s,NULL,7,3,2,1,12,NULL,NULL,NULL,"""evaluate fixed row, stw""",34
12TS2028,NULL,12TS,NULL,NULL,10CH0163_004s,NULL,7,4,2,1,12,NULL,NULL,NULL,"""evaluate fixed row, stw""",34
12TS2029,NULL,12TS,NULL,NULL,10CH0244_003s,NULL,7,5,2,1,12,NULL,NULL,NULL,"""evaluate fixed row, stw""",34
12TS2030,NULL,12TS,NULL,NULL,11TN2150_001s,NULL,7,6,2,1,12,NULL,NULL,NULL,"""evaluate fixed row, stw""",34
12TS2031,NULL,12TS,NULL,NULL,10TN2112_001s,NULL,7,7,2,1,12,NULL,NULL,NULL,"""evaluate fixed row, stw""",34
12TS2032,NULL,12TS,NULL,NULL,10TN2033_001s,NULL,7,8,2,1,12,NULL,NULL,NULL,"""evaluate fixed row, stw""",34
12TS2033,NULL,12TS,NULL,NULL,09PR0273_004s,NULL,7,9,2,1,12,NULL,NULL,NULL,"""evaluate fixed row, stw""",34
12TS2034,NULL,12TS,NULL,NULL,11TN2087_001s,NULL,7,10,2,1,12,NULL,NULL,NULL,"""evaluate fixed row, stw""",34
12TS2035,NULL,12TS,NULL,NULL,10TN2281_001s,NULL,7,11,2,1,12,NULL,NULL,NULL,"""evaluate fixed row, stw""",34
12TS2036,NULL,12TS,NULL,NULL,11TN2157_001s,NULL,7,12,2,1,12,NULL,NULL,NULL,"""evaluate fixed row, stw""",34
12TS2037,NULL,12TS,NULL,NULL,10CH0082_001s,NULL,7,13,2,1,12,NULL,NULL,NULL,"""evaluate fixed row, stw""",34
