09SM0001,1,09SM,Z006E0052,NULL,08FL0020_000b,NULL,NULL,NULL,NULL,1,20,(B73xCML322)S5,NULL,QTL mapping,NULL,8
09SM0002,2,09SM,NULL,NULL,08SC1048_000b,NULL,NULL,NULL,NULL,1,20,(B73xCML322)S5,NULL,QTL mapping,NULL,8
09SM0003,3,09SM,NULL,NULL,08SC1118_000b,NULL,NULL,NULL,NULL,1,20,(B73xCML322)S5,NULL,QTL mapping,NULL,8
09SM0004,4,09SM,Z006E0200,NULL,07FL0428_000b,07FL428,NULL,NULL,NULL,1,20,(B73xCML322)S5,NULL,QTL mapping,NULL,8
09SM0005,5,09SM,NULL,NULL,08SC1160_000b,NULL,NULL,NULL,NULL,1,20,(B73xCML322)S5,NULL,QTL mapping,NULL,8
09SM0006,6,09SM,NULL,NULL,08SC1040_000b,NULL,NULL,NULL,NULL,1,20,(B73xCML322)S5,NULL,QTL mapping,NULL,8
09SM0007,7,09SM,Z006E0049,NULL,07FL0338_000b,07FL338,NULL,NULL,NULL,1,20,(B73xCML322)S5,NULL,QTL mapping,NULL,8
09SM0008,8,09SM,Z006E0108,NULL,07FL0374_000b,07FL374,NULL,NULL,NULL,1,20,(B73xCML322)S5,NULL,QTL mapping,NULL,8
09SM0009,9,09SM,NULL,NULL,08SC1013_000b,NULL,NULL,NULL,NULL,1,20,(B73xCML322)S5,NULL,QTL mapping,NULL,8
09SM0010,10,09SM,NULL,NULL,08SC1091_000b,NULL,NULL,NULL,NULL,1,20,(B73xCML322)S5,NULL,QTL mapping,NULL,8
09SM0011,11,09SM,Z006E0142,NULL,08FL0032_000b,NULL,NULL,NULL,NULL,1,20,(B73xCML322)S5,NULL,QTL mapping,NULL,8
09SM0012,12,09SM,Z006E0083,NULL,08FL0024_000b,NULL,NULL,NULL,NULL,1,20,(B73xCML322)S5,NULL,QTL mapping,NULL,8
09SM0013,13,09SM,NULL,NULL,08SC1034_000b,NULL,NULL,NULL,NULL,1,20,(B73xCML322)S5,NULL,QTL mapping,NULL,8
09SM0014,14,09SM,Z006E0153,NULL,07FL0402_000b,07FL402,NULL,NULL,NULL,1,20,(B73xCML322)S5,NULL,QTL mapping,NULL,8
09SM0015,15,09SM,Z006E0025,NULL,07FL0324_000b,07FL324,NULL,NULL,NULL,1,20,(B73xCML322)S5,NULL,QTL mapping,NULL,8
09SM0016,16,09SM,Z006E0183,NULL,07FL0419_000b,07FL419,NULL,NULL,NULL,1,20,(B73xCML322)S5,NULL,QTL mapping,NULL,8
09SM0017,17,09SM,B73,NULL,NULL,07FL441_003b,NULL,NULL,NULL,1,20,(B73xCML322)S5,NULL,QTL mapping,NULL,8
09SM0018,18,09SM,NULL,NULL,08SC1022_000b,NULL,NULL,NULL,NULL,1,20,(B73xCML322)S5,NULL,QTL mapping,NULL,8
09SM0019,19,09SM,NULL,NULL,08SC1046_000b,NULL,NULL,NULL,NULL,1,11,(B73xCML322)S5,NULL,QTL mapping,NULL,8
09SM0020,20,09SM,Z006E0125,NULL,07FL0383_000b,07FL383,NULL,NULL,NULL,1,20,(B73xCML322)S5,NULL,QTL mapping,NULL,8
09SM0021,21,09SM,Z006E0149,NULL,07FL0398_000b,07FL398,NULL,NULL,NULL,1,20,(B73xCML322)S5,NULL,QTL mapping,NULL,8
09SM0022,22,09SM,Z006E0186,NULL,07FL0421_000b,07FL421,NULL,NULL,NULL,1,20,(B73xCML322)S5,NULL,QTL mapping,NULL,8
09SM0023,23,09SM,NULL,NULL,08SC1135_000b,NULL,NULL,NULL,NULL,1,20,(B73xCML322)S5,NULL,QTL mapping,NULL,8
09SM0024,24,09SM,Z006E0042,NULL,07FL0334_000b,07FL334,NULL,NULL,NULL,1,20,(B73xCML322)S5,NULL,QTL mapping,NULL,8
09SM0025,25,09SM,NULL,NULL,08SC1077_000b,NULL,NULL,NULL,NULL,1,20,(B73xCML322)S5,NULL,QTL mapping,NULL,8
09SM0026,26,09SM,NULL,NULL,08SC1104_000b,NULL,NULL,NULL,NULL,1,20,(B73xCML322)S5,NULL,QTL mapping,NULL,8
09SM0027,27,09SM,NULL,NULL,08SC1033_000b,NULL,NULL,NULL,NULL,1,20,(B73xCML322)S5,NULL,QTL mapping,NULL,8
09SM0028,28,09SM,Z006E0051,NULL,07FL0340_000b,07FL340,NULL,NULL,NULL,1,20,(B73xCML322)S5,NULL,QTL mapping,NULL,8
09SM0029,29,09SM,Z006E0148,NULL,07FL0397_000b,07FL397,NULL,NULL,NULL,1,20,(B73xCML322)S5,NULL,QTL mapping,NULL,8
09SM0030,30,09SM,NULL,NULL,08SC1117_000b,NULL,NULL,NULL,NULL,1,20,(B73xCML322)S5,NULL,QTL mapping,NULL,8
09SM0031,31,09SM,Z006E0168,NULL,07FL0411_000b,07FL411,NULL,NULL,NULL,1,20,(B73xCML322)S5,NULL,QTL mapping,NULL,8
09SM0032,32,09SM,CML322,NULL,NULL,05FL432,NULL,NULL,NULL,1,20,(B73xCML322)S5,NULL,QTL mapping,NULL,8
09SM0033,33,09SM,Z006E0117,NULL,08FL0028_000b,NULL,NULL,NULL,NULL,1,20,(B73xCML322)S5,NULL,QTL mapping,NULL,8
09SM0034,34,09SM,Z006E0126,NULL,07FL0384_000b,07FL384,NULL,NULL,NULL,1,5,(B73xCML322)S5,NULL,QTL mapping,NULL,8
09SM0035,35,09SM,NULL,NULL,08SC1079_000b,NULL,NULL,NULL,NULL,1,20,(B73xCML322)S5,NULL,QTL mapping,NULL,8
09SM0036,36,09SM,NULL,NULL,08SC1026_000b,NULL,NULL,NULL,NULL,1,7,(B73xCML322)S5,NULL,QTL mapping,NULL,8
09SM0037,37,09SM,NULL,NULL,08SC1012_000b,NULL,NULL,NULL,NULL,1,20,(B73xCML322)S5,NULL,QTL mapping,NULL,8
09SM0038,38,09SM,Z006E0103,NULL,07FL0372_000b,07FL372,NULL,NULL,NULL,1,20,(B73xCML322)S5,NULL,QTL mapping,NULL,8
09SM0039,39,09SM,NULL,NULL,08SC1119_000b,NULL,NULL,NULL,NULL,1,20,(B73xCML322)S5,NULL,QTL mapping,NULL,8
09SM0040,40,09SM,Z006E0137,NULL,07FL0390_000b,07FL390,NULL,NULL,NULL,1,20,(B73xCML322)S5,NULL,QTL mapping,NULL,8
09SM0041,41,09SM,Z006E0018,NULL,08FL0018_000b,NULL,NULL,NULL,NULL,1,20,(B73xCML322)S5,NULL,QTL mapping,NULL,8
09SM0042,42,09SM,Z006E0197,NULL,07FL0426_000b,07FL426,NULL,NULL,NULL,1,20,(B73xCML322)S5,NULL,QTL mapping,NULL,8
09SM0043,43,09SM,NULL,NULL,08SC1002_000b,NULL,NULL,NULL,NULL,1,20,(B73xCML322)S5,NULL,QTL mapping,NULL,8
09SM0044,44,09SM,NULL,NULL,08SC1056_000b,NULL,NULL,NULL,NULL,1,20,(B73xCML322)S5,NULL,QTL mapping,NULL,8
09SM0045,45,09SM,Z006E0176,NULL,07FL0416_000b,07FL416,NULL,NULL,NULL,1,20,(B73xCML322)S5,NULL,QTL mapping,NULL,8
