08SM0001,NULL,08SM,46,NULL,NULL,07FL336,NULL,810,NULL,1,20,B73+CML322 RIL,NULL,NULL,NULL,8
08SM0002,NULL,08SM,5,NULL,NULL,07FL312,NULL,810,NULL,1,20,B73+CML322 RIL,NULL,NULL,NULL,8
08SM0003,NULL,08SM,29,NULL,NULL,07FL328,NULL,810,NULL,1,20,B73+CML322 RIL,NULL,NULL,NULL,8
08SM0004,NULL,08SM,168,NULL,NULL,07FL411,NULL,810,NULL,1,20,B73+CML322 RIL,NULL,NULL,NULL,8
08SM0005,NULL,08SM,119,NULL,NULL,07FL379,NULL,810,NULL,1,20,B73+CML322 RIL,NULL,NULL,NULL,8
08SM0006,NULL,08SM,149,NULL,NULL,07FL398,NULL,810,NULL,1,20,B73+CML322 RIL,NULL,NULL,NULL,8
08SM0007,NULL,08SM,146,NULL,NULL,07FL395,NULL,810,NULL,1,20,B73+CML322 RIL,NULL,NULL,NULL,8
08SM0008,NULL,08SM,80,NULL,NULL,07FL360,NULL,810,NULL,1,20,B73+CML322 RIL,NULL,NULL,NULL,8
08SM0009,NULL,08SM,11,NULL,NULL,07FL317,NULL,810,NULL,1,20,B73+CML322 RIL,NULL,NULL,NULL,8
08SM0010,NULL,08SM,42,NULL,NULL,07FL334,NULL,810,NULL,1,20,B73+CML322 RIL,NULL,NULL,NULL,8
08SM0011,NULL,08SM,51,NULL,NULL,07FL340,NULL,810,NULL,1,20,B73+CML322 RIL,NULL,NULL,NULL,8
08SM0012,NULL,08SM,73,NULL,NULL,07FL356,NULL,810,NULL,1,20,B73+CML322 RIL,NULL,NULL,NULL,8
08SM0013,NULL,08SM,106,NULL,NULL,07FL373,NULL,810,NULL,1,20,B73+CML322 RIL,NULL,NULL,NULL,8
08SM0014,NULL,08SM,64,NULL,NULL,07FL351,NULL,810,NULL,1,20,B73+CML322 RIL,NULL,NULL,NULL,8
08SM0015,NULL,08SM,157,NULL,NULL,07FL404,NULL,810,NULL,1,20,B73+CML322 RIL,NULL,NULL,NULL,8
08SM0016,NULL,08SM,152,NULL,NULL,07FL401,NULL,810,NULL,1,20,B73+CML322 RIL,NULL,NULL,NULL,8
08SM0017,NULL,08SM,124,NULL,NULL,07FL382,NULL,810,NULL,1,20,B73+CML322 RIL,NULL,NULL,NULL,8
08SM0018,NULL,08SM,103,NULL,NULL,07FL372,NULL,810,NULL,1,20,B73+CML322 RIL,NULL,NULL,NULL,8
08SM0019,NULL,08SM,94,NULL,NULL,07FL370,NULL,810,NULL,1,20,B73+CML322 RIL,NULL,NULL,NULL,8
08SM0020,NULL,08SM,173,NULL,NULL,07FL414,NULL,810,NULL,1,20,B73+CML322 RIL,NULL,NULL,NULL,8
08SM0021,NULL,08SM,178,NULL,NULL,07FL417,NULL,810,NULL,1,20,B73+CML322 RIL,NULL,NULL,NULL,8
08SM0022,NULL,08SM,40,NULL,NULL,07FL333,NULL,810,NULL,1,20,B73+CML322 RIL,NULL,NULL,NULL,8
