09AR0145,NULL,09AR,TBBC3_38_19E_0101B_001,TBBC3_38_19E,09PN0111_001s,NULL,11,CU-145,NULL,NULL,25,NULL,NULL,NULL,NULL,34
09AR0146,NULL,09AR,TBBC3_38_19E_0101B_037,TBBC3_38_19E,09PN0113_002s,NULL,11,CU-146,NULL,NULL,25,NULL,NULL,NULL,NULL,34
09AR0147,NULL,09AR,TBBC3_38_19E_0101B_092,TBBC3_38_19E,09PN0116_003s,NULL,11,CU-147,NULL,NULL,25,NULL,NULL,NULL,NULL,34
09AR0148,NULL,09AR,TBBC3_38_19E_0101B_095,TBBC3_38_19E,09PN0116_006s,NULL,11,CU-148,NULL,NULL,25,NULL,NULL,NULL,NULL,34
09AR0149,NULL,09AR,TBBC3_38_19E_0101B_124,TBBC3_38_19E,09PN0118_001s,NULL,11,CU-149,NULL,NULL,25,NULL,NULL,NULL,NULL,34
09AR0150,NULL,09AR,TBBC3_38_19E_0101B_143,TBBC3_38_19E,09PN0119_004s,NULL,11,CU-150,NULL,NULL,25,NULL,NULL,NULL,NULL,34
09AR0151,NULL,09AR,TBBC3_38_19E_0101B_151,TBBC3_38_19E,09PN0119_012s,NULL,11,CU-151,NULL,NULL,25,NULL,NULL,NULL,NULL,34
09AR0152,NULL,09AR,TBBC3_38_19E_0101B_160,TBBC3_38_19E,09PN0120_003s,NULL,11,CU-152,NULL,NULL,25,NULL,NULL,NULL,NULL,34
09AR0153,NULL,09AR,TBBC3_38_19E_0101B_164,TBBC3_38_19E,09PN0120_007s,NULL,11,CU-153,NULL,NULL,25,NULL,NULL,NULL,NULL,34
09AR0154,NULL,09AR,TBBC3_38_19E_0101B_178,TBBC3_38_19E,09PN0121_005s,NULL,11,CU-154,NULL,NULL,25,NULL,NULL,NULL,NULL,34
09AR0155,NULL,09AR,TBBC3_38_19E_0101B_183,TBBC3_38_19E,09PN0121_010s,NULL,12,CU-155,NULL,NULL,25,NULL,NULL,NULL,NULL,34
09AR0156,NULL,09AR,TBBC3_38_19E_0101C_016,TBBC3_38_19E,09PN0124_001s,NULL,12,CU-156,NULL,NULL,25,NULL,NULL,NULL,NULL,34
09AR0157,NULL,09AR,TBBC3_38_19E_0101C_079,TBBC3_38_19E,09PN0128_005s,NULL,12,CU-157,NULL,NULL,25,NULL,NULL,NULL,NULL,34
09AR0158,NULL,09AR,TBBC3_38_19E_0101C_082,TBBC3_38_19E,09PN0128_008s,NULL,12,CU-158,NULL,NULL,25,NULL,NULL,NULL,NULL,34
09AR0159,NULL,09AR,TBBC3_38_19E_0101C_108,TBBC3_38_19E,09PN0130_004s,NULL,12,CU-159,NULL,NULL,25,NULL,NULL,NULL,NULL,34
09AR0160,NULL,09AR,TBBC3_38_19E_0101C_114,TBBC3_38_19E,09PN0130_010s,NULL,12,CU-160,NULL,NULL,25,NULL,NULL,NULL,NULL,34
09AR0161,NULL,09AR,TBBC3_38_19E_0101C_136,TBBC3_38_19E,09PN0132_003s,NULL,12,CU-161,NULL,NULL,25,NULL,NULL,NULL,NULL,34
09AR0162,NULL,09AR,TBBC3_38_19E_0101C_145,TBBC3_38_19E,09PN0132_012s,NULL,12,CU-162,NULL,NULL,25,NULL,NULL,NULL,NULL,34
09AR0163,NULL,09AR,TBBC3_38_19E_0101C_148,TBBC3_38_19E,09PN0132_015s,NULL,12,CU-163,NULL,NULL,25,NULL,NULL,NULL,NULL,34
09AR0164,NULL,09AR,TBBC3_38_19E_0101C_169,TBBC3_38_19E,09PN0134_004s,NULL,12,CU-164,NULL,NULL,25,NULL,NULL,NULL,NULL,34
09AR0165,NULL,09AR,TBBC3_38_19E_0101E_029,TBBC3_38_19E,09PN0137_001s,NULL,12,CU-165,NULL,NULL,25,NULL,NULL,NULL,NULL,34
09AR0166,NULL,09AR,TBBC3_38_19E_0101E_040,TBBC3_38_19E,09PN0137_012s,NULL,12,CU-166,NULL,NULL,25,NULL,NULL,NULL,NULL,34
09AR0167,NULL,09AR,TBBC3_38_19E_0101E_043,TBBC3_38_19E,09PN0138_001s,NULL,12,CU-167,NULL,NULL,25,NULL,NULL,NULL,NULL,34
09AR0168,NULL,09AR,TBBC3_38_19E_0101E_050,TBBC3_38_19E,09PN0138_008s,NULL,12,CU-168,NULL,NULL,25,NULL,NULL,NULL,NULL,34
09AR0169,NULL,09AR,TBBC3_38_19E_0101E_069,TBBC3_38_19E,09PN0139_015s,NULL,13,CU-169,NULL,NULL,25,NULL,NULL,NULL,NULL,34
09AR0170,NULL,09AR,TBBC3_38_19E_0101E_121,TBBC3_38_19E,09PN0143_012s,NULL,13,CU-170,NULL,NULL,25,NULL,NULL,NULL,NULL,34
09AR0171,NULL,09AR,TBBC3_38_19E_0101E_128,TBBC3_38_19E,09PN0144_004s,NULL,13,CU-171,NULL,NULL,25,NULL,NULL,NULL,NULL,34
09AR0172,NULL,09AR,TBBC3_38_19E_0101E_134,TBBC3_38_19E,09PN0144_010s,NULL,13,CU-172,NULL,NULL,25,NULL,NULL,NULL,NULL,34
09AR0173,NULL,09AR,TBBC3_38_19E_0101E_161,TBBC3_38_19E,09PN0146_005s,NULL,13,CU-173,NULL,NULL,25,NULL,NULL,NULL,NULL,34
09AR0174,NULL,09AR,TBBC3_38_19E_0101E_164,TBBC3_38_19E,09PN0146_008s,NULL,13,CU-174,NULL,NULL,25,NULL,NULL,NULL,NULL,34
09AR0175,NULL,09AR,TBBC3_38_19E_0102F_036,TBBC3_38_19E,09PN0148_018s,NULL,13,CU-175,NULL,NULL,25,NULL,NULL,NULL,NULL,34
09AR0176,NULL,09AR,TBBC3_38_19E_0102F_039,TBBC3_38_19E,09PN0149_002s,NULL,13,CU-176,NULL,NULL,25,NULL,NULL,NULL,NULL,34
09AR0177,NULL,09AR,TBBC3_38_19E_0102F_040,TBBC3_38_19E,09PN0149_003s,NULL,13,CU-177,NULL,NULL,25,NULL,NULL,NULL,NULL,34
09AR0178,NULL,09AR,TBBC3_38_19E_0102F_042,TBBC3_38_19E,09PN0149_005s,NULL,13,CU-178,NULL,NULL,25,NULL,NULL,NULL,NULL,34
09AR0179,NULL,09AR,TBBC3_38_19E_0102F_043,TBBC3_38_19E,09PN0149_006s,NULL,13,CU-179,NULL,NULL,25,NULL,NULL,NULL,NULL,34
09AR0180,NULL,09AR,TBBC3_38_19E_0102F_054,TBBC3_38_19E,09PN0149_017s,NULL,13,CU-180,NULL,NULL,25,NULL,NULL,NULL,NULL,34
09AR0181,NULL,09AR,TBBC3_38_19E_0102F_060,TBBC3_38_19E,09PN0150_005s,NULL,13,CU-181,NULL,NULL,25,NULL,NULL,NULL,NULL,34
09AR0182,NULL,09AR,TBBC3_38_19E_0102F_061,TBBC3_38_19E,09PN0150_006s,NULL,13,CU-182,NULL,NULL,25,NULL,NULL,NULL,NULL,34
09AR0183,NULL,09AR,TBBC3_38_19E_0102F_065,TBBC3_38_19E,09PN0150_010s,NULL,14,CU-183,NULL,NULL,25,NULL,NULL,NULL,NULL,34
09AR0184,NULL,09AR,TBBC3_38_19E_0102F_118,TBBC3_38_19E,09PN0153_001s,NULL,14,CU-184,NULL,NULL,25,NULL,NULL,NULL,NULL,34
