08NC2178,NULL,08NC,#32 (P30 Et4),NULL,NULL,Aur06,NULL,37,4,NULL,12,NULL,NULL,NULL,NULL,3
08NC2179,NULL,08NC,Mo17,NULL,NULL,07K2373 sib,NULL,38,4,NULL,12,NULL,NULL,NULL,NULL,3
08NC2180,NULL,08NC,#176 (P30 C0),NULL,NULL,Aur06,NULL,39,4,NULL,12,NULL,NULL,NULL,NULL,3
08NC2181,NULL,08NC,#22 (P29 Et4),NULL,NULL,Aur06,NULL,40,4,NULL,12,NULL,NULL,NULL,NULL,3
08NC2182,NULL,08NC,#166 (P29 C0) ,NULL,NULL,Aur06,NULL,41,5,NULL,12,NULL,NULL,NULL,multiple ears on one stalk,3
08NC2183,NULL,08NC,B73,NULL,NULL,Aur06 MES,NULL,42,5,NULL,12,NULL,NULL,NULL,NULL,3
08NC2184,NULL,08NC,#166 (P29 C0) ,NULL,NULL,Aur06,NULL,43,5,NULL,12,NULL,NULL,NULL,multiple ears,3
08NC2185,NULL,08NC,#22 (P29 Et4),NULL,NULL,Aur06,NULL,44,5,NULL,12,NULL,NULL,NULL,NULL,3
08NC2186,NULL,08NC,#32 (P30 Et4),NULL,NULL,Aur06,NULL,45,5,NULL,12,NULL,NULL,NULL,NULL,3
08NC2187,NULL,08NC,#176 (P30 C0),NULL,NULL,Aur06,NULL,46,5,NULL,12,NULL,NULL,NULL,NULL,3
08NC2188,NULL,08NC,Mo17,NULL,NULL,07K2373 sib,NULL,47,5,NULL,12,NULL,NULL,NULL,NULL,3
08NC2189,NULL,08NC,#176 (P30 C0),NULL,NULL,Aur06,NULL,48,5,NULL,12,NULL,NULL,NULL,NULL,3
08NC2190,NULL,08NC,#22 (P29 Et4),NULL,NULL,Aur06,NULL,49,5,NULL,12,NULL,NULL,NULL,multiple ears,3
08NC2191,NULL,08NC,#32 (P30 Et4),NULL,NULL,Aur06,NULL,50,5,NULL,12,NULL,NULL,NULL,NULL,3
08NC2192,NULL,08NC,#22 (P29 Et4),NULL,NULL,Aur06,NULL,51,6,NULL,12,NULL,NULL,NULL,NULL,3
08NC2193,NULL,08NC,#166 (P29 C0) ,NULL,NULL,Aur06,NULL,52,6,NULL,12,NULL,NULL,NULL,NULL,3
08NC2194,NULL,08NC,#176 (P30 C0),NULL,NULL,Aur06,NULL,53,6,NULL,12,NULL,NULL,NULL,NULL,3
08NC2195,NULL,08NC,#22 (P29 Et4),NULL,NULL,Aur06,NULL,54,6,NULL,12,NULL,NULL,NULL,NULL,3
08NC2196,NULL,08NC,#32 (P30 Et4),NULL,NULL,Aur06,NULL,55,6,NULL,12,NULL,NULL,NULL,NULL,3
08NC2197,NULL,08NC,Mo17,NULL,NULL,07K2373 sib,NULL,56,6,NULL,12,NULL,NULL,NULL,NULL,3
08NC2198,NULL,08NC,#32 (P30 Et4),NULL,NULL,Aur06,NULL,57,6,NULL,12,NULL,NULL,NULL,NULL,3
08NC2199,NULL,08NC,#176 (P30 C0),NULL,NULL,Aur06,NULL,58,6,NULL,12,NULL,NULL,NULL,NULL,3
08NC2200,NULL,08NC,B73,NULL,NULL,Aur06 MES,NULL,59,6,NULL,12,NULL,NULL,NULL,NULL,3
08NC2201,NULL,08NC,#166 (P29 C0) ,NULL,NULL,Aur06,NULL,60,6,NULL,12,NULL,NULL,NULL,NULL,3
