08NC2142,NULL,08NC,#22 (P29 Et4),NULL,NULL,Aur06,NULL,1,1,NULL,12,NULL,NULL,NULL,NULL,3
08NC2143,NULL,08NC,Mo17,NULL,NULL,07K2373 sib,NULL,2,1,NULL,12,NULL,NULL,NULL,NULL,3
08NC2144,NULL,08NC,#176 (P30 C0),NULL,NULL,Aur06,NULL,3,1,NULL,12,NULL,NULL,NULL,NULL,3
08NC2145,NULL,08NC,#166 (P29 C0) ,NULL,NULL,Aur06,NULL,4,1,NULL,12,NULL,NULL,NULL,NULL,3
08NC2146,NULL,08NC,B73,NULL,NULL,Aur06 MES,NULL,5,1,NULL,12,NULL,NULL,NULL,NULL,3
08NC2147,NULL,08NC,#22 (P29 Et4),NULL,NULL,Aur06,NULL,6,1,NULL,12,NULL,NULL,NULL,NULL,3
08NC2148,NULL,08NC,#32 (P30 Et4),NULL,NULL,Aur06,NULL,7,1,NULL,12,NULL,NULL,NULL,NULL,3
08NC2149,NULL,08NC,#32 (P30 Et4),NULL,NULL,Aur06,NULL,8,1,NULL,12,NULL,NULL,NULL,NULL,3
08NC2150,NULL,08NC,#176 (P30 C0),NULL,NULL,Aur06,NULL,9,1,NULL,12,NULL,NULL,NULL,NULL,3
08NC2151,NULL,08NC,#166 (P29 C0) ,NULL,NULL,Aur06,NULL,10,1,NULL,12,NULL,NULL,NULL,NULL,3
08NC2152,NULL,08NC,#176 (P30 C0),NULL,NULL,Aur06,NULL,11,2,NULL,12,NULL,NULL,NULL,NULL,3
08NC2153,NULL,08NC,#166 (P29 C0) ,NULL,NULL,Aur06,NULL,12,2,NULL,12,NULL,NULL,NULL,NULL,3
08NC2154,NULL,08NC,#22 (P29 Et4),NULL,NULL,Aur06,NULL,13,2,NULL,12,NULL,NULL,NULL,NULL,3
08NC2155,NULL,08NC,Mo17,NULL,NULL,07K2373 sib,NULL,14,2,NULL,12,NULL,NULL,NULL,NULL,3
08NC2156,NULL,08NC,#32 (P30 Et4),NULL,NULL,Aur06,NULL,15,2,NULL,12,NULL,NULL,NULL,NULL,3
08NC2157,NULL,08NC,#32 (P30 Et4),NULL,NULL,Aur06,NULL,16,2,NULL,12,NULL,NULL,NULL,NULL,3
08NC2158,NULL,08NC,#22 (P29 Et4),NULL,NULL,Aur06,NULL,17,2,NULL,12,NULL,NULL,NULL,NULL,3
08NC2159,NULL,08NC,#166 (P29 C0) ,NULL,NULL,Aur06,NULL,18,2,NULL,12,NULL,NULL,NULL,NULL,3
08NC2160,NULL,08NC,#176 (P30 C0),NULL,NULL,Aur06,NULL,19,2,NULL,12,NULL,NULL,NULL,NULL,3
08NC2161,NULL,08NC,B73,NULL,NULL,Aur06 MES,NULL,20,2,NULL,12,NULL,NULL,NULL,NULL,3
08NC2162,NULL,08NC,#32 (P30 Et4),NULL,NULL,Aur06,NULL,21,3,NULL,12,NULL,NULL,NULL,NULL,3
08NC2163,NULL,08NC,#166 (P29 C0) ,NULL,NULL,Aur06,NULL,22,3,NULL,12,NULL,NULL,NULL,multiple ears on one stalk,3
08NC2164,NULL,08NC,#176 (P30 C0),NULL,NULL,Aur06,NULL,23,3,NULL,12,NULL,NULL,NULL,seging,3
08NC2165,NULL,08NC,#176 (P30 C0),NULL,NULL,Aur06,NULL,24,3,NULL,12,NULL,NULL,NULL,seging,3
08NC2166,NULL,08NC,#32 (P30 Et4),NULL,NULL,Aur06,NULL,25,3,NULL,12,NULL,NULL,NULL,NULL,3
08NC2167,NULL,08NC,#22 (P29 Et4),NULL,NULL,Aur06,NULL,26,3,NULL,12,NULL,NULL,NULL,NULL,3
08NC2168,NULL,08NC,B73,NULL,NULL,Aur06 MES,NULL,27,3,NULL,12,NULL,NULL,NULL,NULL,3
08NC2169,NULL,08NC,#22 (P29 Et4),NULL,NULL,Aur06,NULL,28,3,NULL,12,NULL,NULL,NULL,NULL,3
08NC2170,NULL,08NC,#166 (P29 C0) ,NULL,NULL,Aur06,NULL,29,3,NULL,12,NULL,NULL,NULL,NULL,3
08NC2171,NULL,08NC,Mo17,NULL,NULL,07K2373 sib,NULL,30,3,NULL,12,NULL,NULL,NULL,NULL,3
08NC2172,NULL,08NC,#22 (P29 Et4),NULL,NULL,Aur06,NULL,31,4,NULL,12,NULL,NULL,NULL,NULL,3
08NC2173,NULL,08NC,#176 (P30 C0),NULL,NULL,Aur06,NULL,32,4,NULL,12,NULL,NULL,NULL,NULL,3
08NC2174,NULL,08NC,#32 (P30 Et4),NULL,NULL,Aur06,NULL,33,4,NULL,12,NULL,NULL,NULL,NULL,3
08NC2175,NULL,08NC,#166 (P29 C0) ,NULL,NULL,Aur06,NULL,34,4,NULL,12,NULL,NULL,NULL,NULL,3
08NC2176,NULL,08NC,B73,NULL,NULL,Aur06 MES,NULL,35,4,NULL,12,NULL,NULL,NULL,NULL,3
08NC2177,NULL,08NC,#166 (P29 C0) ,NULL,NULL,Aur06,NULL,36,4,NULL,12,NULL,NULL,NULL,NULL,3
