09PN0116_003s,09PN0116_003,09PN0116,09PN,NULL,NULL,NULL,self,NULL,NULL,NULL,TBBC3_38_19E_0101B_092,NULL,3,NULL,Tx303 1.06 fine-mapping,NULL,NULL
09PN0116_006s,09PN0116_006,09PN0116,09PN,NULL,NULL,NULL,self,NULL,NULL,NULL,TBBC3_38_19E_0101B_095,NULL,3,NULL,Tx303 1.06 fine-mapping,NULL,NULL
09PN0116_007s,09PN0116_007,09PN0116,09PN,NULL,NULL,NULL,self,NULL,NULL,NULL,TBBC3_38_19E_0101B_096,NULL,3,NULL,Tx303 1.06 fine-mapping,NULL,NULL
09PN0116_012s,09PN0116_012,09PN0116,09PN,NULL,NULL,NULL,self,NULL,NULL,NULL,TBBC3_38_19E_0101B_101,NULL,3,NULL,Tx303 1.06 fine-mapping,NULL,NULL
09PN0117_004s,09PN0117_004,09PN0117,09PN,NULL,NULL,NULL,self,NULL,NULL,NULL,TBBC3_38_19E_0101B_109,NULL,3,NULL,Tx303 1.06 fine-mapping,NULL,NULL
09PN0117_007s,09PN0117_007,09PN0117,09PN,NULL,NULL,NULL,self,NULL,NULL,NULL,TBBC3_38_19E_0101B_112,NULL,3,NULL,Tx303 1.06 fine-mapping,NULL,NULL
09PN0117_008s,09PN0117_008,09PN0117,09PN,NULL,NULL,NULL,self,NULL,NULL,NULL,TBBC3_38_19E_0101B_113,NULL,3,NULL,Tx303 1.06 fine-mapping,NULL,NULL
09PN0118_001s,09PN0118_001,09PN0118,09PN,NULL,NULL,NULL,self,NULL,NULL,NULL,TBBC3_38_19E_0101B_124,NULL,3,NULL,Tx303 1.06 fine-mapping,NULL,NULL
09PN0118_004s,09PN0118_004,09PN0118,09PN,NULL,NULL,NULL,self,NULL,NULL,NULL,TBBC3_38_19E_0101B_127,NULL,3,NULL,Tx303 1.06 fine-mapping,NULL,NULL
09PN0118_007s,09PN0118_007,09PN0118,09PN,NULL,NULL,NULL,self,NULL,NULL,NULL,TBBC3_38_19E_0101B_130,NULL,3,NULL,Tx303 1.06 fine-mapping,NULL,NULL
09PN0118_009s,09PN0118_009,09PN0118,09PN,NULL,NULL,NULL,self,NULL,NULL,NULL,TBBC3_38_19E_0101B_132,NULL,3,NULL,Tx303 1.06 fine-mapping,NULL,NULL
09PN0118_012s,09PN0118_012,09PN0118,09PN,NULL,NULL,NULL,self,NULL,NULL,NULL,TBBC3_38_19E_0101B_135,NULL,3,NULL,Tx303 1.06 fine-mapping,NULL,NULL
09PN0118_015s,09PN0118_015,09PN0118,09PN,NULL,NULL,NULL,self,NULL,NULL,NULL,TBBC3_38_19E_0101B_138,NULL,3,NULL,Tx303 1.06 fine-mapping,NULL,NULL
09PN0119_003s,09PN0119_003,09PN0119,09PN,NULL,NULL,NULL,self,NULL,NULL,NULL,TBBC3_38_19E_0101B_142,NULL,3,NULL,Tx303 1.06 fine-mapping,NULL,NULL
09PN0119_004s,09PN0119_004,09PN0119,09PN,NULL,NULL,NULL,self,NULL,NULL,NULL,TBBC3_38_19E_0101B_143,NULL,3,NULL,Tx303 1.06 fine-mapping,NULL,NULL
09PN0119_011s,09PN0119_011,09PN0119,09PN,NULL,NULL,NULL,self,NULL,NULL,NULL,TBBC3_38_19E_0101B_150,NULL,3,NULL,Tx303 1.06 fine-mapping,NULL,NULL
09PN0119_012s,09PN0119_012,09PN0119,09PN,NULL,NULL,NULL,self,NULL,NULL,NULL,TBBC3_38_19E_0101B_151,NULL,3,NULL,Tx303 1.06 fine-mapping,NULL,NULL
09PN0119_016s,09PN0119_016,09PN0119,09PN,NULL,NULL,NULL,self,NULL,NULL,NULL,TBBC3_38_19E_0101B_155,NULL,3,NULL,Tx303 1.06 fine-mapping,NULL,NULL
09PN0119_018s,09PN0119_018,09PN0119,09PN,NULL,NULL,NULL,self,NULL,NULL,NULL,TBBC3_38_19E_0101B_157,NULL,3,NULL,Tx303 1.06 fine-mapping,NULL,NULL
09PN0120_003s,09PN0120_003,09PN0120,09PN,NULL,NULL,NULL,self,NULL,NULL,NULL,TBBC3_38_19E_0101B_160,NULL,3,NULL,Tx303 1.06 fine-mapping,NULL,NULL
09PN0120_005s,09PN0120_005,09PN0120,09PN,NULL,NULL,NULL,self,NULL,NULL,NULL,TBBC3_38_19E_0101B_162,NULL,3,NULL,Tx303 1.06 fine-mapping,NULL,NULL
09PN0120_007s,09PN0120_007,09PN0120,09PN,NULL,NULL,NULL,self,NULL,NULL,NULL,TBBC3_38_19E_0101B_164,NULL,3,NULL,Tx303 1.06 fine-mapping,NULL,NULL
09PN0120_010s,09PN0120_010,09PN0120,09PN,NULL,NULL,NULL,self,NULL,NULL,NULL,TBBC3_38_19E_0101B_167,NULL,3,NULL,Tx303 1.06 fine-mapping,NULL,NULL
09PN0121_005s,09PN0121_005,09PN0121,09PN,NULL,NULL,NULL,self,NULL,NULL,NULL,TBBC3_38_19E_0101B_178,NULL,3,NULL,Tx303 1.06 fine-mapping,NULL,NULL
09PN0121_010s,09PN0121_010,09PN0121,09PN,NULL,NULL,NULL,self,NULL,NULL,NULL,TBBC3_38_19E_0101B_183,NULL,3,NULL,Tx303 1.06 fine-mapping,NULL,NULL
09PN0121_012s,09PN0121_012,09PN0121,09PN,NULL,NULL,NULL,self,NULL,NULL,NULL,TBBC3_38_19E_0101B_185,NULL,3,NULL,Tx303 1.06 fine-mapping,NULL,NULL
09PN0121_014s,09PN0121_014,09PN0121,09PN,NULL,NULL,NULL,self,NULL,NULL,NULL,TBBC3_38_19E_0101B_187,NULL,3,NULL,Tx303 1.06 fine-mapping,NULL,NULL
09PN0121_015s,09PN0121_015,09PN0121,09PN,NULL,NULL,NULL,self,NULL,NULL,NULL,TBBC3_38_19E_0101B_188,NULL,3,NULL,Tx303 1.06 fine-mapping,NULL,NULL
09PN0122_005s,09PN0122_005,09PN0122,09PN,NULL,NULL,NULL,self,NULL,NULL,NULL,TBBC3_38_19E_0101B_193,NULL,3,NULL,Tx303 1.06 fine-mapping,NULL,NULL
09PN0122_008s,09PN0122_008,09PN0122,09PN,NULL,NULL,NULL,self,NULL,NULL,NULL,TBBC3_38_19E_0101B_196,NULL,3,NULL,Tx303 1.06 fine-mapping,NULL,NULL
09PN0122_012s,09PN0122_012,09PN0122,09PN,NULL,NULL,NULL,self,NULL,NULL,NULL,TBBC3_38_19E_0101B_200,NULL,3,NULL,Tx303 1.06 fine-mapping,NULL,NULL
09PN0123_002s,09PN0123_002,09PN0123,09PN,NULL,NULL,NULL,self,NULL,NULL,NULL,TBBC3_38_19E_0101C_002,NULL,3,NULL,Tx303 1.06 fine-mapping,NULL,NULL
09PN0123_008s,09PN0123_008,09PN0123,09PN,NULL,NULL,NULL,self,NULL,NULL,NULL,TBBC3_38_19E_0101C_008,NULL,3,NULL,Tx303 1.06 fine-mapping,NULL,NULL
09PN0123_012s,09PN0123_012,09PN0123,09PN,NULL,NULL,NULL,self,NULL,NULL,NULL,TBBC3_38_19E_0101C_012,NULL,3,NULL,Tx303 1.06 fine-mapping,NULL,NULL
09PN0123_014s,09PN0123_014,09PN0123,09PN,NULL,NULL,NULL,self,NULL,NULL,NULL,TBBC3_38_19E_0101C_014,NULL,3,NULL,Tx303 1.06 fine-mapping,NULL,NULL
09PN0124_001s,09PN0124_001,09PN0124,09PN,NULL,NULL,NULL,self,NULL,NULL,NULL,TBBC3_38_19E_0101C_016,NULL,3,NULL,Tx303 1.06 fine-mapping,NULL,NULL
09PN0124_005s,09PN0124_005,09PN0124,09PN,NULL,NULL,NULL,self,NULL,NULL,NULL,TBBC3_38_19E_0101C_020,NULL,3,NULL,Tx303 1.06 fine-mapping,NULL,NULL
09PN0125_013s,09PN0125_013,09PN0125,09PN,NULL,NULL,NULL,self,NULL,NULL,NULL,TBBC3_38_19E_0101C_041,NULL,3,NULL,Tx303 1.06 fine-mapping,NULL,NULL
09PN0126_004s,09PN0126_004,09PN0126,09PN,NULL,NULL,NULL,self,NULL,NULL,NULL,TBBC3_38_19E_0101C_048,NULL,3,NULL,Tx303 1.06 fine-mapping,NULL,NULL
09PN0126_005s,09PN0126_005,09PN0126,09PN,NULL,NULL,NULL,self,NULL,NULL,NULL,TBBC3_38_19E_0101C_049,NULL,3,NULL,Tx303 1.06 fine-mapping,NULL,NULL
09PN0126_006s,09PN0126_006,09PN0126,09PN,NULL,NULL,NULL,self,NULL,NULL,NULL,TBBC3_38_19E_0101C_050,NULL,3,NULL,Tx303 1.06 fine-mapping,NULL,NULL
09PN0126_012s,09PN0126_012,09PN0126,09PN,NULL,NULL,NULL,self,NULL,NULL,NULL,TBBC3_38_19E_0101C_056,NULL,3,NULL,Tx303 1.06 fine-mapping,NULL,NULL
09PN0126_013s,09PN0126_013,09PN0126,09PN,NULL,NULL,NULL,self,NULL,NULL,NULL,TBBC3_38_19E_0101C_057,NULL,3,NULL,Tx303 1.06 fine-mapping,NULL,NULL
09PN0126_016s,09PN0126_016,09PN0126,09PN,NULL,NULL,NULL,self,NULL,NULL,NULL,TBBC3_38_19E_0101C_060,NULL,3,NULL,Tx303 1.06 fine-mapping,NULL,NULL
09PN0127_002s,09PN0127_002,09PN0127,09PN,NULL,NULL,NULL,self,NULL,NULL,NULL,TBBC3_38_19E_0101C_063,NULL,3,NULL,Tx303 1.06 fine-mapping,NULL,NULL
09PN0127_009s,09PN0127_009,09PN0127,09PN,NULL,NULL,NULL,self,NULL,NULL,NULL,TBBC3_38_19E_0101C_070,NULL,3,NULL,Tx303 1.06 fine-mapping,NULL,NULL
09PN0128_002s,09PN0128_002,09PN0128,09PN,NULL,NULL,NULL,self,NULL,NULL,NULL,TBBC3_38_19E_0101C_076,NULL,3,NULL,Tx303 1.06 fine-mapping,NULL,NULL
09PN0128_005s,09PN0128_005,09PN0128,09PN,NULL,NULL,NULL,self,NULL,NULL,NULL,TBBC3_38_19E_0101C_079,NULL,3,NULL,Tx303 1.06 fine-mapping,NULL,NULL
09PN0128_008s,09PN0128_008,09PN0128,09PN,NULL,NULL,NULL,self,NULL,NULL,NULL,TBBC3_38_19E_0101C_082,NULL,3,NULL,Tx303 1.06 fine-mapping,NULL,NULL
09PN0128_009s,09PN0128_009,09PN0128,09PN,NULL,NULL,NULL,self,NULL,NULL,NULL,TBBC3_38_19E_0101C_083,NULL,3,NULL,Tx303 1.06 fine-mapping,NULL,NULL
09PN0129_003s,09PN0129_003,09PN0129,09PN,NULL,NULL,NULL,self,NULL,NULL,NULL,TBBC3_38_19E_0101C_091,NULL,3,NULL,Tx303 1.06 fine-mapping,NULL,NULL
09PN0129_005s,09PN0129_005,09PN0129,09PN,NULL,NULL,NULL,self,NULL,NULL,NULL,TBBC3_38_19E_0101C_093,NULL,3,NULL,Tx303 1.06 fine-mapping,NULL,NULL
09PN0129_009s,09PN0129_009,09PN0129,09PN,NULL,NULL,NULL,self,NULL,NULL,NULL,TBBC3_38_19E_0101C_097,NULL,3,NULL,Tx303 1.06 fine-mapping,NULL,NULL
09PN0129_011s,09PN0129_011,09PN0129,09PN,NULL,NULL,NULL,self,NULL,NULL,NULL,TBBC3_38_19E_0101C_099,NULL,3,NULL,Tx303 1.06 fine-mapping,NULL,NULL
09PN0129_014s,09PN0129_014,09PN0129,09PN,NULL,NULL,NULL,self,NULL,NULL,NULL,TBBC3_38_19E_0101C_102,NULL,3,NULL,Tx303 1.06 fine-mapping,NULL,NULL
09PN0129_015s,09PN0129_015,09PN0129,09PN,NULL,NULL,NULL,self,NULL,NULL,NULL,TBBC3_38_19E_0101C_103,NULL,3,NULL,Tx303 1.06 fine-mapping,NULL,NULL
09PN0129_016s,09PN0129_016,09PN0129,09PN,NULL,NULL,NULL,self,NULL,NULL,NULL,TBBC3_38_19E_0101C_104,NULL,3,NULL,Tx303 1.06 fine-mapping,NULL,NULL
09PN0130_003s,09PN0130_003,09PN0130,09PN,NULL,NULL,NULL,self,NULL,NULL,NULL,TBBC3_38_19E_0101C_107,NULL,3,NULL,Tx303 1.06 fine-mapping,NULL,NULL
09PN0130_004s,09PN0130_004,09PN0130,09PN,NULL,NULL,NULL,self,NULL,NULL,NULL,TBBC3_38_19E_0101C_108,NULL,3,NULL,Tx303 1.06 fine-mapping,NULL,NULL
09PN0130_007s,09PN0130_007,09PN0130,09PN,NULL,NULL,NULL,self,NULL,NULL,NULL,TBBC3_38_19E_0101C_111,NULL,3,NULL,Tx303 1.06 fine-mapping,NULL,NULL
09PN0130_008s,09PN0130_008,09PN0130,09PN,NULL,NULL,NULL,self,NULL,NULL,NULL,TBBC3_38_19E_0101C_112,NULL,3,NULL,Tx303 1.06 fine-mapping,NULL,NULL
09PN0130_010s,09PN0130_010,09PN0130,09PN,NULL,NULL,NULL,self,NULL,NULL,NULL,TBBC3_38_19E_0101C_114,NULL,3,NULL,Tx303 1.06 fine-mapping,NULL,NULL
09PN0131_001s,09PN0131_001,09PN0131,09PN,NULL,NULL,NULL,self,NULL,NULL,NULL,TBBC3_38_19E_0101C_119,NULL,3,NULL,Tx303 1.06 fine-mapping,NULL,NULL
09PN0131_006s,09PN0131_006,09PN0131,09PN,NULL,NULL,NULL,self,NULL,NULL,NULL,TBBC3_38_19E_0101C_124,NULL,3,NULL,Tx303 1.06 fine-mapping,NULL,NULL
09PN0131_010s,09PN0131_010,09PN0131,09PN,NULL,NULL,NULL,self,NULL,NULL,NULL,TBBC3_38_19E_0101C_128,NULL,3,NULL,Tx303 1.06 fine-mapping,NULL,NULL
09PN0132_003s,09PN0132_003,09PN0132,09PN,NULL,NULL,NULL,self,NULL,NULL,NULL,TBBC3_38_19E_0101C_136,NULL,3,NULL,Tx303 1.06 fine-mapping,NULL,NULL
09PN0132_012s,09PN0132_012,09PN0132,09PN,NULL,NULL,NULL,self,NULL,NULL,NULL,TBBC3_38_19E_0101C_145,NULL,3,NULL,Tx303 1.06 fine-mapping,NULL,NULL
09PN0132_015s,09PN0132_015,09PN0132,09PN,NULL,NULL,NULL,self,NULL,NULL,NULL,TBBC3_38_19E_0101C_148,NULL,3,NULL,Tx303 1.06 fine-mapping,NULL,NULL
09PN0132_016s,09PN0132_016,09PN0132,09PN,NULL,NULL,NULL,self,NULL,NULL,NULL,TBBC3_38_19E_0101C_149,NULL,3,NULL,Tx303 1.06 fine-mapping,NULL,NULL
09PN0132_019s,09PN0132_019,09PN0132,09PN,NULL,NULL,NULL,self,NULL,NULL,NULL,TBBC3_38_19E_0101C_152,NULL,3,NULL,Tx303 1.06 fine-mapping,NULL,NULL
09PN0133_001s,09PN0133_001,09PN0133,09PN,NULL,NULL,NULL,self,NULL,NULL,NULL,TBBC3_38_19E_0101C_159,NULL,3,NULL,Tx303 1.06 fine-mapping,NULL,NULL
09PN0133_004s,09PN0133_004,09PN0133,09PN,NULL,NULL,NULL,self,NULL,NULL,NULL,TBBC3_38_19E_0101C_162,NULL,3,NULL,Tx303 1.06 fine-mapping,NULL,NULL
09PN0134_004s,09PN0134_004,09PN0134,09PN,NULL,NULL,NULL,self,NULL,NULL,NULL,TBBC3_38_19E_0101C_169,NULL,3,NULL,Tx303 1.06 fine-mapping,NULL,NULL
09PN0134_007s,09PN0134_007,09PN0134,09PN,NULL,NULL,NULL,self,NULL,NULL,NULL,TBBC3_38_19E_0101C_172,NULL,3,NULL,Tx303 1.06 fine-mapping,NULL,NULL
09PN0137_001s,09PN0137_001,09PN0137,09PN,NULL,NULL,NULL,self,NULL,NULL,NULL,TBBC3_38_19E_0101E_029,NULL,3,NULL,Tx303 1.06 fine-mapping,NULL,NULL
09PN0137_012s,09PN0137_012,09PN0137,09PN,NULL,NULL,NULL,self,NULL,NULL,NULL,TBBC3_38_19E_0101E_040,NULL,3,NULL,Tx303 1.06 fine-mapping,NULL,NULL
09PN0138_001s,09PN0138_001,09PN0138,09PN,NULL,NULL,NULL,self,NULL,NULL,NULL,TBBC3_38_19E_0101E_043,NULL,3,NULL,Tx303 1.06 fine-mapping,NULL,NULL
09PN0138_010s,09PN0138_010,09PN0138,09PN,NULL,NULL,NULL,self,NULL,NULL,NULL,TBBC3_38_19E_0101E_052,NULL,3,NULL,Tx303 1.06 fine-mapping,NULL,NULL
09PN0139_014s,09PN0139_014,09PN0139,09PN,NULL,NULL,NULL,self,NULL,NULL,NULL,TBBC3_38_19E_0101E_068,NULL,3,NULL,Tx303 1.06 fine-mapping,NULL,NULL
09PN0139_015s,09PN0139_015,09PN0139,09PN,NULL,NULL,NULL,self,NULL,NULL,NULL,TBBC3_38_19E_0101E_069,NULL,3,NULL,Tx303 1.06 fine-mapping,NULL,NULL
09PN0143_012s,09PN0143_012,09PN0143,09PN,NULL,NULL,NULL,self,NULL,NULL,NULL,TBBC3_38_19E_0101E_121,NULL,3,NULL,Tx303 1.06 fine-mapping,NULL,NULL
09PN0144_004s,09PN0144_004,09PN0144,09PN,NULL,NULL,NULL,self,NULL,NULL,NULL,TBBC3_38_19E_0101E_128,NULL,3,NULL,Tx303 1.06 fine-mapping,NULL,NULL
09PN0144_010s,09PN0144_010,09PN0144,09PN,NULL,NULL,NULL,self,NULL,NULL,NULL,TBBC3_38_19E_0101E_134,NULL,3,NULL,Tx303 1.06 fine-mapping,NULL,NULL
09PN0146_005s,09PN0146_005,09PN0146,09PN,NULL,NULL,NULL,self,NULL,NULL,NULL,TBBC3_38_19E_0101E_161,NULL,3,NULL,Tx303 1.06 fine-mapping,NULL,NULL
09PN0146_008s,09PN0146_008,09PN0146,09PN,NULL,NULL,NULL,self,NULL,NULL,NULL,TBBC3_38_19E_0101E_164,NULL,3,NULL,Tx303 1.06 fine-mapping,NULL,NULL
09PN0148_018s,09PN0148_018,09PN0148,09PN,NULL,NULL,NULL,self,NULL,NULL,NULL,TBBC3_38_19E_0102F_036,NULL,3,NULL,Tx303 1.06 fine-mapping,NULL,NULL
09PN0149_002s,09PN0149_002,09PN0149,09PN,NULL,NULL,NULL,self,NULL,NULL,NULL,TBBC3_38_19E_0102F_039,NULL,3,NULL,Tx303 1.06 fine-mapping,NULL,NULL
09PN0149_003s,09PN0149_003,09PN0149,09PN,NULL,NULL,NULL,self,NULL,NULL,NULL,TBBC3_38_19E_0102F_040,NULL,3,NULL,Tx303 1.06 fine-mapping,NULL,NULL
09PN0149_005s,09PN0149_005,09PN0149,09PN,NULL,NULL,NULL,self,NULL,NULL,NULL,TBBC3_38_19E_0102F_042,NULL,3,NULL,Tx303 1.06 fine-mapping,NULL,NULL
09PN0149_006s,09PN0149_006,09PN0149,09PN,NULL,NULL,NULL,self,NULL,NULL,NULL,TBBC3_38_19E_0102F_043,NULL,3,NULL,Tx303 1.06 fine-mapping,NULL,NULL
09PN0149_017s,09PN0149_017,09PN0149,09PN,NULL,NULL,NULL,self,NULL,NULL,NULL,TBBC3_38_19E_0102F_054,NULL,3,NULL,Tx303 1.06 fine-mapping,NULL,NULL
09PN0150_005s,09PN0150_005,09PN0150,09PN,NULL,NULL,NULL,self,NULL,NULL,NULL,TBBC3_38_19E_0102F_060,NULL,3,NULL,Tx303 1.06 fine-mapping,NULL,NULL
09PN0150_006s,09PN0150_006,09PN0150,09PN,NULL,NULL,NULL,self,NULL,NULL,NULL,TBBC3_38_19E_0102F_061,NULL,3,NULL,Tx303 1.06 fine-mapping,NULL,NULL
09PN0150_010s,09PN0150_010,09PN0150,09PN,NULL,NULL,NULL,self,NULL,NULL,NULL,TBBC3_38_19E_0102F_065,NULL,3,NULL,Tx303 1.06 fine-mapping,NULL,NULL
09PN0151_007s,09PN0151_007,09PN0151,09PN,NULL,NULL,NULL,self,NULL,NULL,NULL,TBBC3_38_19E_0102F_083,NULL,3,NULL,Tx303 1.06 fine-mapping,NULL,NULL
09PN0153_001s,09PN0153_001,09PN0153,09PN,NULL,NULL,NULL,self,NULL,NULL,NULL,TBBC3_38_19E_0102F_118,NULL,3,NULL,Tx303 1.06 fine-mapping,NULL,NULL
09PN0154_003s,09PN0154_003,09PN0154,09PN,NULL,NULL,NULL,self,NULL,NULL,NULL,TBBC3_38_19E_0102F_140,NULL,3,NULL,Tx303 1.06 fine-mapping,NULL,NULL
09PN0154_005s,09PN0154_005,09PN0154,09PN,NULL,NULL,NULL,self,NULL,NULL,NULL,TBBC3_38_19E_0102F_142,NULL,3,NULL,Tx303 1.06 fine-mapping,NULL,NULL
09PN0155_009s,09PN0155_009,09PN0155,09PN,NULL,NULL,NULL,self,NULL,NULL,NULL,TBBC3_38_19E_0102F_164,NULL,3,NULL,Tx303 1.06 fine-mapping,NULL,NULL
09PN0155_011s,09PN0155_011,09PN0155,09PN,NULL,NULL,NULL,self,NULL,NULL,NULL,TBBC3_38_19E_0102F_166,NULL,3,NULL,Tx303 1.06 fine-mapping,NULL,NULL
09PN0156_007s,09PN0156_007,09PN0156,09PN,NULL,NULL,NULL,self,NULL,NULL,NULL,TBBC3_38_19E_0102F_180,NULL,3,NULL,Tx303 1.06 fine-mapping,NULL,NULL
09PN0158_001s,09PN0158_001,09PN0158,09PN,NULL,NULL,NULL,self,NULL,NULL,NULL,TBBC3_38_19E_0102F_208,NULL,3,NULL,Tx303 1.06 fine-mapping,NULL,NULL
09PN0160_010s,09PN0160_010,09PN0160,09PN,NULL,NULL,NULL,self,NULL,NULL,NULL,TBBC3_38_19E_0103E_031,NULL,3,NULL,Tx303 1.06 fine-mapping,NULL,NULL
09PN0161_002s,09PN0161_002,09PN0161,09PN,NULL,NULL,NULL,self,NULL,NULL,NULL,TBBC3_38_19E_0103E_042,NULL,3,NULL,Tx303 1.06 fine-mapping,NULL,NULL
09PN0161_003s,09PN0161_003,09PN0161,09PN,NULL,NULL,NULL,self,NULL,NULL,NULL,TBBC3_38_19E_0103E_043,NULL,3,NULL,Tx303 1.06 fine-mapping,NULL,NULL
09PN0161_014s,09PN0161_014,09PN0161,09PN,NULL,NULL,NULL,self,NULL,NULL,NULL,TBBC3_38_19E_0103E_054,NULL,3,NULL,Tx303 1.06 fine-mapping,NULL,NULL
09PN0161_017s,09PN0161_017,09PN0161,09PN,NULL,NULL,NULL,self,NULL,NULL,NULL,TBBC3_38_19E_0103E_057,NULL,3,NULL,Tx303 1.06 fine-mapping,NULL,NULL
09PN0163_006s,09PN0163_006,09PN0163,09PN,NULL,NULL,NULL,self,NULL,NULL,NULL,TBBC3_38_19E_0103E_076,NULL,3,NULL,Tx303 1.06 fine-mapping,NULL,NULL
09PN0164_018s,09PN0164_018,09PN0164,09PN,NULL,NULL,NULL,self,NULL,NULL,NULL,TBBC3_38_19E_0103E_106,NULL,3,NULL,Tx303 1.06 fine-mapping,NULL,NULL
09PN0168_003s,09PN0168_003,09PN0168,09PN,NULL,NULL,NULL,self,NULL,NULL,NULL,TBBC3_38_19E_0103E_155,NULL,3,NULL,Tx303 1.06 fine-mapping,NULL,NULL
09PN0168_010s,09PN0168_010,09PN0168,09PN,NULL,NULL,NULL,self,NULL,NULL,NULL,TBBC3_38_19E_0103E_162,NULL,3,NULL,Tx303 1.06 fine-mapping,NULL,NULL
09PN0169_016s,09PN0169_016,09PN0169,09PN,NULL,NULL,NULL,self,NULL,NULL,NULL,TBBC3_38_19E_0103E_182,NULL,3,NULL,Tx303 1.06 fine-mapping,NULL,NULL
09PN0171_001s,09PN0171_001,09PN0171,09PN,NULL,NULL,NULL,self,NULL,NULL,NULL,TBBC3_38_19E_0104B_001,NULL,3,NULL,Tx303 1.06 fine-mapping,NULL,NULL
09PN0172_014s,09PN0172_014,09PN0172,09PN,NULL,NULL,NULL,self,NULL,NULL,NULL,TBBC3_38_19E_0104B_032,NULL,3,NULL,Tx303 1.06 fine-mapping,NULL,NULL
09PN0173_008s,09PN0173_008,09PN0173,09PN,NULL,NULL,NULL,self,NULL,NULL,NULL,TBBC3_38_19E_0104B_044,NULL,3,NULL,Tx303 1.06 fine-mapping,NULL,NULL
09PN0175_013s,09PN0175_013,09PN0175,09PN,NULL,NULL,NULL,self,NULL,NULL,NULL,TBBC3_38_19E_0104B_082,NULL,3,NULL,Tx303 1.06 fine-mapping,NULL,NULL
