05RW0286_001s,05RW0286_001,05RW0286,05RW,NULL,286,NULL,self,NULL,NULL,NULL,B73/[29-2]_01,NULL,15,NULL,P30_Et1 (F2s),NULL,NULL
05RW0286_002s,05RW0286_002,05RW0286,05RW,NULL,286,NULL,self,NULL,NULL,NULL,B73/[29-2]_02,NULL,15,NULL,P30_Et1 (F2s),NULL,NULL
05RW0286_003s,05RW0286_003,05RW0286,05RW,NULL,286,NULL,self,NULL,NULL,NULL,B73/[29-2]_03,NULL,15,NULL,P30_Et1 (F2s),NULL,NULL
05RW0286_004s,05RW0286_004,05RW0286,05RW,NULL,286,NULL,self,NULL,NULL,NULL,B73/[29-2]_04,NULL,15,NULL,P30_Et1 (F2s),NULL,NULL
05RW0286_005s,05RW0286_005,05RW0286,05RW,NULL,286,NULL,self,NULL,NULL,NULL,B73/[29-2]_05,NULL,15,NULL,P30_Et1 (F2s),NULL,NULL
05RW0286_006s,05RW0286_006,05RW0286,05RW,NULL,286,NULL,self,NULL,NULL,NULL,B73/[29-2]_06,NULL,15,NULL,P30_Et1 (F2s),NULL,NULL
05RW0286_007s,05RW0286_007,05RW0286,05RW,NULL,286,NULL,self,NULL,NULL,NULL,B73/[29-2]_07,NULL,15,NULL,P30_Et1 (F2s),NULL,NULL
05RW0286_008s,05RW0286_008,05RW0286,05RW,NULL,286,NULL,self,NULL,NULL,NULL,B73/[29-2]_08,NULL,15,NULL,P30_Et1 (F2s),NULL,NULL
05RW0286_009s,05RW0286_009,05RW0286,05RW,NULL,286,NULL,self,NULL,NULL,NULL,B73/[29-2]_09,NULL,15,NULL,P30_Et1 (F2s),NULL,NULL
05RW0286_010s,05RW0286_010,05RW0286,05RW,NULL,286,NULL,self,NULL,NULL,NULL,B73/[29-2]_10,NULL,15,NULL,P30_Et1 (F2s),NULL,NULL
05RW0288_001s,05RW0288_001,05RW0288,05RW,NULL,288,NULL,self,NULL,NULL,NULL,B73/[29-4]_01,NULL,15,NULL,P30_Et1 (F2s),NULL,NULL
05RW0288_002s,05RW0288_002,05RW0288,05RW,NULL,288,NULL,self,NULL,NULL,NULL,B73/[29-4]_02,NULL,15,NULL,P30_Et1 (F2s),NULL,NULL
05RW0288_003s,05RW0288_003,05RW0288,05RW,NULL,288,NULL,self,NULL,NULL,NULL,B73/[29-4]_03,NULL,15,NULL,P30_Et1 (F2s),NULL,NULL
05RW0288_004s,05RW0288_004,05RW0288,05RW,NULL,288,NULL,self,NULL,NULL,NULL,B73/[29-4]_04,NULL,15,NULL,P30_Et1 (F2s),NULL,NULL
05RW0288_005s,05RW0288_005,05RW0288,05RW,NULL,288,NULL,self,NULL,NULL,NULL,B73/[29-4]_05,NULL,15,NULL,P30_Et1 (F2s),NULL,NULL
05RW0288_006s,05RW0288_006,05RW0288,05RW,NULL,288,NULL,self,NULL,NULL,NULL,B73/[29-4]_06,NULL,15,NULL,P30_Et1 (F2s),NULL,NULL
05RW0288_007s,05RW0288_007,05RW0288,05RW,NULL,288,NULL,self,NULL,NULL,NULL,B73/[29-4]_07,NULL,15,NULL,P30_Et1 (F2s),NULL,NULL
05RW0288_008s,05RW0288_008,05RW0288,05RW,NULL,288,NULL,self,NULL,NULL,NULL,B73/[29-4]_08,NULL,15,NULL,P30_Et1 (F2s),NULL,NULL
05RW0288_009s,05RW0288_009,05RW0288,05RW,NULL,288,NULL,self,NULL,NULL,NULL,B73/[29-4]_09,NULL,15,NULL,P30_Et1 (F2s),NULL,NULL
05RW0288_010s,05RW0288_010,05RW0288,05RW,NULL,288,NULL,self,NULL,NULL,NULL,B73/[29-4]_10,NULL,15,NULL,P30_Et1 (F2s),NULL,NULL
05RW0289_001s,05RW0289_001,05RW0289,05RW,NULL,289,NULL,self,NULL,NULL,NULL,B73/[29-5]_01,NULL,15,NULL,P30_Et1 (F2s),NULL,NULL
05RW0289_002s,05RW0289_002,05RW0289,05RW,NULL,289,NULL,self,NULL,NULL,NULL,B73/[29-5]_02,NULL,15,NULL,P30_Et1 (F2s),NULL,NULL
05RW0289_003s,05RW0289_003,05RW0289,05RW,NULL,289,NULL,self,NULL,NULL,NULL,B73/[29-5]_03,NULL,15,NULL,P30_Et1 (F2s),NULL,NULL
05RW0289_004s,05RW0289_004,05RW0289,05RW,NULL,289,NULL,self,NULL,NULL,NULL,B73/[29-5]_04,NULL,15,NULL,P30_Et1 (F2s),NULL,NULL
05RW0289_005s,05RW0289_005,05RW0289,05RW,NULL,289,NULL,self,NULL,NULL,NULL,B73/[29-5]_05,NULL,15,NULL,P30_Et1 (F2s),NULL,NULL
05RW0289_006s,05RW0289_006,05RW0289,05RW,NULL,289,NULL,self,NULL,NULL,NULL,B73/[29-5]_06,NULL,15,NULL,P30_Et1 (F2s),NULL,NULL
05RW0289_007s,05RW0289_007,05RW0289,05RW,NULL,289,NULL,self,NULL,NULL,NULL,B73/[29-5]_07,NULL,15,NULL,P30_Et1 (F2s),NULL,NULL
05RW0289_008s,05RW0289_008,05RW0289,05RW,NULL,289,NULL,self,NULL,NULL,NULL,B73/[29-5]_08,NULL,15,NULL,P30_Et1 (F2s),NULL,NULL
05RW0289_009s,05RW0289_009,05RW0289,05RW,NULL,289,NULL,self,NULL,NULL,NULL,B73/[29-5]_09,NULL,15,NULL,P30_Et1 (F2s),NULL,NULL
05RW0289_010s,05RW0289_010,05RW0289,05RW,NULL,289,NULL,self,NULL,NULL,NULL,B73/[29-5]_10,NULL,15,NULL,P30_Et1 (F2s),NULL,NULL
05RW0290_001s,05RW0290_001,05RW0290,05RW,NULL,290,NULL,self,NULL,NULL,NULL,B73/[29-6]_01,NULL,15,NULL,P30_Et1 (F2s),NULL,NULL
05RW0290_002s,05RW0290_002,05RW0290,05RW,NULL,290,NULL,self,NULL,NULL,NULL,B73/[29-6]_02,NULL,15,NULL,P30_Et1 (F2s),NULL,NULL
05RW0290_003s,05RW0290_003,05RW0290,05RW,NULL,290,NULL,self,NULL,NULL,NULL,B73/[29-6]_03,NULL,15,NULL,P30_Et1 (F2s),NULL,NULL
05RW0290_004s,05RW0290_004,05RW0290,05RW,NULL,290,NULL,self,NULL,NULL,NULL,B73/[29-6]_04,NULL,15,NULL,P30_Et1 (F2s),NULL,NULL
05RW0290_005s,05RW0290_005,05RW0290,05RW,NULL,290,NULL,self,NULL,NULL,NULL,B73/[29-6]_05,NULL,15,NULL,P30_Et1 (F2s),NULL,NULL
05RW0290_006s,05RW0290_006,05RW0290,05RW,NULL,290,NULL,self,NULL,NULL,NULL,B73/[29-6]_06,NULL,15,NULL,P30_Et1 (F2s),NULL,NULL
05RW0290_007s,05RW0290_007,05RW0290,05RW,NULL,290,NULL,self,NULL,NULL,NULL,B73/[29-6]_07,NULL,15,NULL,P30_Et1 (F2s),NULL,NULL
05RW0290_008s,05RW0290_008,05RW0290,05RW,NULL,290,NULL,self,NULL,NULL,NULL,B73/[29-6]_08,NULL,15,NULL,P30_Et1 (F2s),NULL,NULL
05RW0290_009s,05RW0290_009,05RW0290,05RW,NULL,290,NULL,self,NULL,NULL,NULL,B73/[29-6]_09,NULL,15,NULL,P30_Et1 (F2s),NULL,NULL
05RW0290_010s,05RW0290_010,05RW0290,05RW,NULL,290,NULL,self,NULL,NULL,NULL,B73/[29-6]_10,NULL,15,NULL,P30_Et1 (F2s),NULL,NULL
05RW0291_001s,05RW0291_001,05RW0291,05RW,NULL,291,NULL,self,NULL,NULL,NULL,B73/[29-9]_01,NULL,15,NULL,P30_Et1 (F2s),NULL,NULL
05RW0291_002s,05RW0291_002,05RW0291,05RW,NULL,291,NULL,self,NULL,NULL,NULL,B73/[29-9]_02,NULL,15,NULL,P30_Et1 (F2s),NULL,NULL
05RW0291_003s,05RW0291_003,05RW0291,05RW,NULL,291,NULL,self,NULL,NULL,NULL,B73/[29-9]_03,NULL,15,NULL,P30_Et1 (F2s),NULL,NULL
05RW0291_004s,05RW0291_004,05RW0291,05RW,NULL,291,NULL,self,NULL,NULL,NULL,B73/[29-9]_04,NULL,15,NULL,P30_Et1 (F2s),NULL,NULL
05RW0291_005s,05RW0291_005,05RW0291,05RW,NULL,291,NULL,self,NULL,NULL,NULL,B73/[29-9]_05,NULL,15,NULL,P30_Et1 (F2s),NULL,NULL
05RW0291_006s,05RW0291_006,05RW0291,05RW,NULL,291,NULL,self,NULL,NULL,NULL,B73/[29-9]_06,NULL,15,NULL,P30_Et1 (F2s),NULL,NULL
05RW0291_007s,05RW0291_007,05RW0291,05RW,NULL,291,NULL,self,NULL,NULL,NULL,B73/[29-9]_07,NULL,15,NULL,P30_Et1 (F2s),NULL,NULL
05RW0291_008s,05RW0291_008,05RW0291,05RW,NULL,291,NULL,self,NULL,NULL,NULL,B73/[29-9]_08,NULL,15,NULL,P30_Et1 (F2s),NULL,NULL
05RW0291_009s,05RW0291_009,05RW0291,05RW,NULL,291,NULL,self,NULL,NULL,NULL,B73/[29-9]_09,NULL,15,NULL,P30_Et1 (F2s),NULL,NULL
05RW0291_010s,05RW0291_010,05RW0291,05RW,NULL,291,NULL,self,NULL,NULL,NULL,B73/[29-9]_10,NULL,15,NULL,P30_Et1 (F2s),NULL,NULL
05RW0292_001s,05RW0292_001,05RW0292,05RW,NULL,292,NULL,self,NULL,NULL,NULL,B73/[29-11]_01,NULL,15,NULL,P30_Et1 (F2s),NULL,NULL
05RW0292_002s,05RW0292_002,05RW0292,05RW,NULL,292,NULL,self,NULL,NULL,NULL,B73/[29-11]_02,NULL,15,NULL,P30_Et1 (F2s),NULL,NULL
05RW0292_003s,05RW0292_003,05RW0292,05RW,NULL,292,NULL,self,NULL,NULL,NULL,B73/[29-11]_03,NULL,15,NULL,P30_Et1 (F2s),NULL,NULL
05RW0292_004s,05RW0292_004,05RW0292,05RW,NULL,292,NULL,self,NULL,NULL,NULL,B73/[29-11]_04,NULL,15,NULL,P30_Et1 (F2s),NULL,NULL
05RW0292_005s,05RW0292_005,05RW0292,05RW,NULL,292,NULL,self,NULL,NULL,NULL,B73/[29-11]_05,NULL,15,NULL,P30_Et1 (F2s),NULL,NULL
05RW0292_006s,05RW0292_006,05RW0292,05RW,NULL,292,NULL,self,NULL,NULL,NULL,B73/[29-11]_06,NULL,15,NULL,P30_Et1 (F2s),NULL,NULL
05RW0292_007s,05RW0292_007,05RW0292,05RW,NULL,292,NULL,self,NULL,NULL,NULL,B73/[29-11]_07,NULL,15,NULL,P30_Et1 (F2s),NULL,NULL
05RW0292_008s,05RW0292_008,05RW0292,05RW,NULL,292,NULL,self,NULL,NULL,NULL,B73/[29-11]_08,NULL,15,NULL,P30_Et1 (F2s),NULL,NULL
05RW0292_009s,05RW0292_009,05RW0292,05RW,NULL,292,NULL,self,NULL,NULL,NULL,B73/[29-11]_09,NULL,15,NULL,P30_Et1 (F2s),NULL,NULL
05RW0292_010s,05RW0292_010,05RW0292,05RW,NULL,292,NULL,self,NULL,NULL,NULL,B73/[29-11]_10,NULL,15,NULL,P30_Et1 (F2s),NULL,NULL
05RW0293_001s,05RW0293_001,05RW0293,05RW,NULL,293,NULL,self,NULL,NULL,NULL,B73/[29-12]_01,NULL,15,NULL,P30_Et1 (F2s),NULL,NULL
05RW0293_002s,05RW0293_002,05RW0293,05RW,NULL,293,NULL,self,NULL,NULL,NULL,B73/[29-12]_02,NULL,15,NULL,P30_Et1 (F2s),NULL,NULL
05RW0293_003s,05RW0293_003,05RW0293,05RW,NULL,293,NULL,self,NULL,NULL,NULL,B73/[29-12]_03,NULL,15,NULL,P30_Et1 (F2s),NULL,NULL
05RW0293_004s,05RW0293_004,05RW0293,05RW,NULL,293,NULL,self,NULL,NULL,NULL,B73/[29-12]_04,NULL,15,NULL,P30_Et1 (F2s),NULL,NULL
05RW0293_005s,05RW0293_005,05RW0293,05RW,NULL,293,NULL,self,NULL,NULL,NULL,B73/[29-12]_05,NULL,15,NULL,P30_Et1 (F2s),NULL,NULL
05RW0293_006s,05RW0293_006,05RW0293,05RW,NULL,293,NULL,self,NULL,NULL,NULL,B73/[29-12]_06,NULL,15,NULL,P30_Et1 (F2s),NULL,NULL
05RW0293_007s,05RW0293_007,05RW0293,05RW,NULL,293,NULL,self,NULL,NULL,NULL,B73/[29-12]_07,NULL,15,NULL,P30_Et1 (F2s),NULL,NULL
05RW0293_008s,05RW0293_008,05RW0293,05RW,NULL,293,NULL,self,NULL,NULL,NULL,B73/[29-12]_08,NULL,15,NULL,P30_Et1 (F2s),NULL,NULL
05RW0293_009s,05RW0293_009,05RW0293,05RW,NULL,293,NULL,self,NULL,NULL,NULL,B73/[29-12]_09,NULL,15,NULL,P30_Et1 (F2s),NULL,NULL
05RW0293_010s,05RW0293_010,05RW0293,05RW,NULL,293,NULL,self,NULL,NULL,NULL,B73/[29-12]_10,NULL,15,NULL,P30_Et1 (F2s),NULL,NULL
05RW0294_001s,05RW0294_001,05RW0294,05RW,NULL,294,NULL,self,NULL,NULL,NULL,B73/[29-13]_01,NULL,15,NULL,P30_Et1 (F2s),NULL,NULL
05RW0294_002s,05RW0294_002,05RW0294,05RW,NULL,294,NULL,self,NULL,NULL,NULL,B73/[29-13]_02,NULL,15,NULL,P30_Et1 (F2s),NULL,NULL
05RW0294_003s,05RW0294_003,05RW0294,05RW,NULL,294,NULL,self,NULL,NULL,NULL,B73/[29-13]_03,NULL,15,NULL,P30_Et1 (F2s),NULL,NULL
05RW0294_004s,05RW0294_004,05RW0294,05RW,NULL,294,NULL,self,NULL,NULL,NULL,B73/[29-13]_04,NULL,15,NULL,P30_Et1 (F2s),NULL,NULL
05RW0294_005s,05RW0294_005,05RW0294,05RW,NULL,294,NULL,self,NULL,NULL,NULL,B73/[29-13]_05,NULL,15,NULL,P30_Et1 (F2s),NULL,NULL
05RW0294_006s,05RW0294_006,05RW0294,05RW,NULL,294,NULL,self,NULL,NULL,NULL,B73/[29-13]_06,NULL,15,NULL,P30_Et1 (F2s),NULL,NULL
05RW0294_007s,05RW0294_007,05RW0294,05RW,NULL,294,NULL,self,NULL,NULL,NULL,B73/[29-13]_07,NULL,15,NULL,P30_Et1 (F2s),NULL,NULL
05RW0294_008s,05RW0294_008,05RW0294,05RW,NULL,294,NULL,self,NULL,NULL,NULL,B73/[29-13]_08,NULL,15,NULL,P30_Et1 (F2s),NULL,NULL
05RW0294_009s,05RW0294_009,05RW0294,05RW,NULL,294,NULL,self,NULL,NULL,NULL,B73/[29-13]_09,NULL,15,NULL,P30_Et1 (F2s),NULL,NULL
05RW0294_010s,05RW0294_010,05RW0294,05RW,NULL,294,NULL,self,NULL,NULL,NULL,B73/[29-13]_10,NULL,15,NULL,P30_Et1 (F2s),NULL,NULL
05RW0295_001s,05RW0295_001,05RW0295,05RW,NULL,295,NULL,self,NULL,NULL,NULL,B73/[29-14]_01,NULL,15,NULL,P30_Et1 (F2s),NULL,NULL
05RW0295_002s,05RW0295_002,05RW0295,05RW,NULL,295,NULL,self,NULL,NULL,NULL,B73/[29-14]_02,NULL,15,NULL,P30_Et1 (F2s),NULL,NULL
05RW0295_003s,05RW0295_003,05RW0295,05RW,NULL,295,NULL,self,NULL,NULL,NULL,B73/[29-14]_03,NULL,15,NULL,P30_Et1 (F2s),NULL,NULL
05RW0295_004s,05RW0295_004,05RW0295,05RW,NULL,295,NULL,self,NULL,NULL,NULL,B73/[29-14]_04,NULL,15,NULL,P30_Et1 (F2s),NULL,NULL
05RW0295_005s,05RW0295_005,05RW0295,05RW,NULL,295,NULL,self,NULL,NULL,NULL,B73/[29-14]_05,NULL,15,NULL,P30_Et1 (F2s),NULL,NULL
05RW0295_006s,05RW0295_006,05RW0295,05RW,NULL,295,NULL,self,NULL,NULL,NULL,B73/[29-14]_06,NULL,15,NULL,P30_Et1 (F2s),NULL,NULL
05RW0295_007s,05RW0295_007,05RW0295,05RW,NULL,295,NULL,self,NULL,NULL,NULL,B73/[29-14]_07,NULL,15,NULL,P30_Et1 (F2s),NULL,NULL
05RW0295_008s,05RW0295_008,05RW0295,05RW,NULL,295,NULL,self,NULL,NULL,NULL,B73/[29-14]_08,NULL,15,NULL,P30_Et1 (F2s),NULL,NULL
05RW0295_009s,05RW0295_009,05RW0295,05RW,NULL,295,NULL,self,NULL,NULL,NULL,B73/[29-14]_09,NULL,15,NULL,P30_Et1 (F2s),NULL,NULL
05RW0295_010s,05RW0295_010,05RW0295,05RW,NULL,295,NULL,self,NULL,NULL,NULL,B73/[29-14]_10,NULL,15,NULL,P30_Et1 (F2s),NULL,NULL
05RW0298_001s,05RW0298_001,05RW0298,05RW,NULL,298,NULL,self,NULL,NULL,NULL,B73/[29-17]_01,NULL,15,NULL,P30_Et1 (F2s),NULL,NULL
05RW0298_002s,05RW0298_002,05RW0298,05RW,NULL,298,NULL,self,NULL,NULL,NULL,B73/[29-17]_02,NULL,15,NULL,P30_Et1 (F2s),NULL,NULL
05RW0298_003s,05RW0298_003,05RW0298,05RW,NULL,298,NULL,self,NULL,NULL,NULL,B73/[29-17]_03,NULL,15,NULL,P30_Et1 (F2s),NULL,NULL
05RW0298_004s,05RW0298_004,05RW0298,05RW,NULL,298,NULL,self,NULL,NULL,NULL,B73/[29-17]_04,NULL,15,NULL,P30_Et1 (F2s),NULL,NULL
05RW0298_005s,05RW0298_005,05RW0298,05RW,NULL,298,NULL,self,NULL,NULL,NULL,B73/[29-17]_05,NULL,15,NULL,P30_Et1 (F2s),NULL,NULL
05RW0298_006s,05RW0298_006,05RW0298,05RW,NULL,298,NULL,self,NULL,NULL,NULL,B73/[29-17]_06,NULL,15,NULL,P30_Et1 (F2s),NULL,NULL
