09PN0001,NULL,09PN,Oh43,NULL,NULL,Ames 19288,NULL,NULL,NULL,NULL,16,NULL,NULL,sib,NULL,3
09PN0002,NULL,09PN,Oh7B,NULL,NULL,Ames 19323,NULL,NULL,NULL,NULL,16,NULL,NULL,sib,NULL,3
09PN0003,NULL,09PN,Tx303,NULL,NULL,Ames 19327,NULL,NULL,NULL,NULL,16,NULL,NULL,sib,NULL,3
09PN0004,NULL,09PN,CML103,NULL,NULL,Ames 27081,NULL,NULL,NULL,NULL,16,NULL,NULL,sib,NULL,3
09PN0005,NULL,09PN,CML228,NULL,NULL,Ames 27088,NULL,NULL,NULL,NULL,16,NULL,NULL,sib,NULL,3
09PN0006,NULL,09PN,CML322,NULL,NULL,Ames 27096,NULL,NULL,NULL,NULL,16,NULL,NULL,sib,NULL,3
09PN0007,NULL,09PN,CML333,NULL,NULL,Ames 27101,NULL,NULL,NULL,NULL,16,NULL,NULL,sib,NULL,3
09PN0008,NULL,09PN,I114H,NULL,NULL,Ames 27118,NULL,NULL,NULL,NULL,16,NULL,NULL,sib,NULL,3
09PN0009,NULL,09PN,Ki3,NULL,NULL,Ames 27123,NULL,NULL,NULL,NULL,16,NULL,NULL,sib,NULL,3
09PN0010,NULL,09PN,Ki11,NULL,NULL,Ames 27124,NULL,NULL,NULL,NULL,16,NULL,NULL,sib,NULL,3
09PN0011,NULL,09PN,Ky21,NULL,NULL,Ames 27130,NULL,NULL,NULL,NULL,16,NULL,NULL,sib,NULL,3
09PN0012,NULL,09PN,M37W,NULL,NULL,Ames 27133,NULL,NULL,NULL,NULL,16,NULL,NULL,sib,NULL,3
09PN0013,NULL,09PN,M162W,NULL,NULL,Ames 27134,NULL,NULL,NULL,NULL,16,NULL,NULL,sib,NULL,3
09PN0014,NULL,09PN,NC350,NULL,NULL,Ames 27171,NULL,NULL,NULL,NULL,16,NULL,NULL,sib,NULL,3
09PN0015,NULL,09PN,NC358,NULL,NULL,Ames 27175,NULL,NULL,NULL,NULL,16,NULL,NULL,sib,NULL,3
09PN0016,NULL,09PN,CML69,NULL,NULL,Ames 28184,NULL,NULL,NULL,NULL,16,NULL,NULL,sib,NULL,3
09PN0017,NULL,09PN,P39,NULL,NULL,Ames 28186,NULL,NULL,NULL,NULL,16,NULL,NULL,sib,NULL,3
09PN0018,NULL,09PN,Tzi8,NULL,NULL,PI 506246,NULL,NULL,NULL,NULL,16,NULL,NULL,sib,NULL,3
09PN0019,NULL,09PN,Mo18W,NULL,NULL,PI 550441,NULL,NULL,NULL,NULL,16,NULL,NULL,sib,NULL,3
09PN0020,NULL,09PN,B73,NULL,NULL,PI 550473,NULL,NULL,NULL,NULL,16,NULL,NULL,sib,NULL,3
09PN0021,NULL,09PN,Mo17,NULL,NULL,PI 558532,NULL,NULL,NULL,NULL,16,NULL,NULL,sib,NULL,3
09PN0022,NULL,09PN,B97,NULL,NULL,PI 564682,NULL,NULL,NULL,NULL,16,NULL,NULL,sib,NULL,3
09PN0023,NULL,09PN,Hp301,NULL,NULL,PI 587131,NULL,NULL,NULL,NULL,16,NULL,NULL,sib,NULL,3
09PN0024,NULL,09PN,Ms71,NULL,NULL,PI 587137,NULL,NULL,NULL,NULL,16,NULL,NULL,sib,NULL,3
09PN0025,NULL,09PN,CML247,NULL,NULL,PI 595541,NULL,NULL,NULL,NULL,16,NULL,NULL,sib,NULL,3
09PN0026,NULL,09PN,CML277,NULL,NULL,PI 595550,NULL,NULL,NULL,NULL,16,NULL,NULL,sib,NULL,3
09PN0027,NULL,09PN,CML52,NULL,NULL,PI 595561,NULL,NULL,NULL,NULL,16,NULL,NULL,sib,NULL,3
09PN0028,NULL,09PN,B73,NULL,07PN0027_003b,NULL,NULL,NULL,NULL,NULL,20,NULL,NULL,sib,NULL,3
09PN0029,NULL,09PN,B73,NULL,07PN0027_003b,NULL,NULL,NULL,NULL,NULL,20,NULL,NULL,sib,NULL,3
09PN0030,NULL,09PN,B73,NULL,07PN0027_003b,NULL,NULL,NULL,NULL,NULL,20,NULL,NULL,sib,NULL,3
09PN0031,NULL,09PN,B73,NULL,07PN0027_003b,NULL,NULL,NULL,NULL,NULL,20,NULL,NULL,sib,NULL,3
09PN0032,NULL,09PN,B73,NULL,07PN0027_003b,NULL,NULL,NULL,NULL,NULL,20,NULL,NULL,sib,NULL,3
09PN0033,NULL,09PN,B73,NULL,07PN0027_003b,NULL,NULL,NULL,NULL,NULL,20,NULL,NULL,sib,NULL,3
09PN0034,NULL,09PN,B73,NULL,07PN0027_003b,NULL,NULL,NULL,NULL,NULL,20,NULL,NULL,sib,NULL,3
09PN0035,NULL,09PN,B73,NULL,07PN0027_003b,NULL,NULL,NULL,NULL,NULL,20,NULL,NULL,sib,NULL,3
09PN0111,NULL,09PN,TBBC3_38_19E_0101B,TBBC3_38_19E,08CF3001_002s,NULL,NULL,NULL,NULL,NULL,20,NULL,NULL,fine-mapping,NULL,3
09PN0112,NULL,09PN,TBBC3_38_19E_0101B,TBBC3_38_19E,08CF3001_002s,NULL,NULL,NULL,NULL,NULL,20,NULL,NULL,fine-mapping,NULL,3
09PN0113,NULL,09PN,TBBC3_38_19E_0101B,TBBC3_38_19E,08CF3001_002s,NULL,NULL,NULL,NULL,NULL,20,NULL,NULL,fine-mapping,NULL,3
