121,St1035x,St1035x,Setosphaeria turcica,Exserohilum turcicum (Helminthosporium turcicum),NULL,NULL,northern corn leaf blight,NULL,NULL,NULL,NULL,NULL,NULL,chialin_chung,NULL,St1x (1),NULL,NULL,St1x = F1 from StNY001 x St52B
122,St1036x,St1036x,Setosphaeria turcica,Exserohilum turcicum (Helminthosporium turcicum),NULL,NULL,northern corn leaf blight,NULL,NULL,NULL,NULL,NULL,NULL,chialin_chung,NULL,St1x (1),NULL,NULL,St1x = F1 from StNY001 x St52B
123,St1037x,St1037x,Setosphaeria turcica,Exserohilum turcicum (Helminthosporium turcicum),NULL,NULL,northern corn leaf blight,NULL,NULL,NULL,NULL,NULL,NULL,chialin_chung,NULL,St1x (1),NULL,NULL,St1x = F1 from StNY001 x St52B
124,St1038x,St1038x,Setosphaeria turcica,Exserohilum turcicum (Helminthosporium turcicum),NULL,NULL,northern corn leaf blight,NULL,NULL,NULL,NULL,NULL,NULL,chialin_chung,NULL,St1x (1),NULL,NULL,St1x = F1 from StNY001 x St52B
125,St1039x,St1039x,Setosphaeria turcica,Exserohilum turcicum (Helminthosporium turcicum),NULL,NULL,northern corn leaf blight,NULL,NULL,NULL,NULL,NULL,NULL,chialin_chung,NULL,St1x (1),NULL,NULL,St1x = F1 from StNY001 x St52B
126,St1040x,St1040x,Setosphaeria turcica,Exserohilum turcicum (Helminthosporium turcicum),NULL,NULL,northern corn leaf blight,NULL,NULL,NULL,NULL,NULL,NULL,chialin_chung,NULL,St1x (1),NULL,NULL,St1x = F1 from StNY001 x St52B
127,St1041x,St1041x,Setosphaeria turcica,Exserohilum turcicum (Helminthosporium turcicum),NULL,NULL,northern corn leaf blight,NULL,NULL,NULL,NULL,NULL,NULL,chialin_chung,NULL,St1x (1),NULL,NULL,St1x = F1 from StNY001 x St52B
128,St1042x,St1042x,Setosphaeria turcica,Exserohilum turcicum (Helminthosporium turcicum),NULL,NULL,northern corn leaf blight,NULL,NULL,NULL,NULL,NULL,NULL,chialin_chung,NULL,St1x (1),NULL,NULL,St1x = F1 from StNY001 x St52B
129,St1043x,St1043x,Setosphaeria turcica,Exserohilum turcicum (Helminthosporium turcicum),NULL,NULL,northern corn leaf blight,NULL,NULL,NULL,NULL,NULL,NULL,chialin_chung,NULL,St1x (1),NULL,NULL,St1x = F1 from StNY001 x St52B
130,St1044x,St1044x,Setosphaeria turcica,Exserohilum turcicum (Helminthosporium turcicum),NULL,NULL,northern corn leaf blight,NULL,NULL,NULL,NULL,NULL,NULL,chialin_chung,NULL,St1x (1),NULL,NULL,St1x = F1 from StNY001 x St52B
131,St1045x,St1045x,Setosphaeria turcica,Exserohilum turcicum (Helminthosporium turcicum),NULL,NULL,northern corn leaf blight,NULL,NULL,NULL,NULL,NULL,NULL,chialin_chung,NULL,St1x (1),NULL,NULL,St1x = F1 from StNY001 x St52B
132,St1046x,St1046x,Setosphaeria turcica,Exserohilum turcicum (Helminthosporium turcicum),NULL,NULL,northern corn leaf blight,NULL,NULL,NULL,NULL,NULL,NULL,chialin_chung,NULL,St1x (1),NULL,NULL,St1x = F1 from StNY001 x St52B
133,St1047x,St1047x,Setosphaeria turcica,Exserohilum turcicum (Helminthosporium turcicum),NULL,NULL,northern corn leaf blight,NULL,NULL,NULL,NULL,NULL,NULL,chialin_chung,NULL,St1x (1),NULL,NULL,St1x = F1 from StNY001 x St52B
134,St1048x,St1048x,Setosphaeria turcica,Exserohilum turcicum (Helminthosporium turcicum),NULL,NULL,northern corn leaf blight,NULL,NULL,NULL,NULL,NULL,NULL,chialin_chung,NULL,St1x (1),NULL,NULL,St1x = F1 from StNY001 x St52B
135,St1049x,St1049x,Setosphaeria turcica,Exserohilum turcicum (Helminthosporium turcicum),NULL,NULL,northern corn leaf blight,NULL,NULL,NULL,NULL,NULL,NULL,chialin_chung,NULL,St1x (1),NULL,NULL,St1x = F1 from StNY001 x St52B
136,St1050x,St1050x,Setosphaeria turcica,Exserohilum turcicum (Helminthosporium turcicum),NULL,NULL,northern corn leaf blight,NULL,NULL,NULL,NULL,NULL,NULL,chialin_chung,NULL,St1x (1),NULL,NULL,St1x = F1 from StNY001 x St52B
137,St1051x,St1051x,Setosphaeria turcica,Exserohilum turcicum (Helminthosporium turcicum),NULL,NULL,northern corn leaf blight,NULL,NULL,NULL,NULL,NULL,NULL,chialin_chung,NULL,St1x (1),NULL,NULL,St1x = F1 from StNY001 x St52B
138,St1052x,St1052x,Setosphaeria turcica,Exserohilum turcicum (Helminthosporium turcicum),NULL,NULL,northern corn leaf blight,NULL,NULL,NULL,NULL,NULL,NULL,chialin_chung,NULL,St1x (1),NULL,NULL,St1x = F1 from StNY001 x St52B
139,St1053x,St1053x,Setosphaeria turcica,Exserohilum turcicum (Helminthosporium turcicum),NULL,NULL,northern corn leaf blight,NULL,NULL,NULL,NULL,NULL,NULL,chialin_chung,NULL,St1x (1),NULL,NULL,St1x = F1 from StNY001 x St52B
140,St1054x,St1054x,Setosphaeria turcica,Exserohilum turcicum (Helminthosporium turcicum),NULL,NULL,northern corn leaf blight,NULL,NULL,NULL,NULL,NULL,NULL,chialin_chung,NULL,St1x (1),NULL,NULL,St1x = F1 from StNY001 x St52B
141,St1055x,St1055x,Setosphaeria turcica,Exserohilum turcicum (Helminthosporium turcicum),NULL,NULL,northern corn leaf blight,NULL,NULL,NULL,NULL,NULL,NULL,chialin_chung,NULL,St1x (1),NULL,NULL,St1x = F1 from StNY001 x St52B
142,St1056x,St1056x,Setosphaeria turcica,Exserohilum turcicum (Helminthosporium turcicum),NULL,NULL,northern corn leaf blight,NULL,NULL,NULL,NULL,NULL,NULL,chialin_chung,NULL,St1x (1),NULL,NULL,St1x = F1 from StNY001 x St52B
143,St1057x,St1057x,Setosphaeria turcica,Exserohilum turcicum (Helminthosporium turcicum),NULL,NULL,northern corn leaf blight,NULL,NULL,NULL,NULL,NULL,NULL,chialin_chung,NULL,St1x (1),NULL,NULL,St1x = F1 from StNY001 x St52B
144,St1058x,St1058x,Setosphaeria turcica,Exserohilum turcicum (Helminthosporium turcicum),NULL,NULL,northern corn leaf blight,NULL,NULL,NULL,NULL,NULL,NULL,chialin_chung,NULL,St1x (1),NULL,NULL,St1x = F1 from StNY001 x St52B
145,St1059x,St1059x,Setosphaeria turcica,Exserohilum turcicum (Helminthosporium turcicum),NULL,NULL,northern corn leaf blight,NULL,NULL,NULL,NULL,NULL,NULL,chialin_chung,NULL,St1x (1),NULL,NULL,St1x = F1 from StNY001 x St52B
146,St1060x,St1060x,Setosphaeria turcica,Exserohilum turcicum (Helminthosporium turcicum),NULL,NULL,northern corn leaf blight,NULL,NULL,NULL,NULL,NULL,NULL,chialin_chung,NULL,St1x (1),NULL,NULL,St1x = F1 from StNY001 x St52B
147,St1061x,St1061x,Setosphaeria turcica,Exserohilum turcicum (Helminthosporium turcicum),NULL,NULL,northern corn leaf blight,NULL,NULL,NULL,NULL,NULL,NULL,chialin_chung,NULL,St1x (1),NULL,NULL,St1x = F1 from StNY001 x St52B
148,St1062x,St1062x,Setosphaeria turcica,Exserohilum turcicum (Helminthosporium turcicum),NULL,NULL,northern corn leaf blight,NULL,NULL,NULL,NULL,NULL,NULL,chialin_chung,NULL,St1x (1),NULL,NULL,St1x = F1 from StNY001 x St52B
149,St1063x,St1063x,Setosphaeria turcica,Exserohilum turcicum (Helminthosporium turcicum),NULL,NULL,northern corn leaf blight,NULL,NULL,NULL,NULL,NULL,NULL,chialin_chung,NULL,St1x (1),NULL,NULL,St1x = F1 from StNY001 x St52B
150,St1064x,St1064x,Setosphaeria turcica,Exserohilum turcicum (Helminthosporium turcicum),NULL,NULL,northern corn leaf blight,NULL,NULL,NULL,NULL,NULL,NULL,chialin_chung,NULL,St1x (1),NULL,NULL,St1x = F1 from StNY001 x St52B
151,St1065x,St1065x,Setosphaeria turcica,Exserohilum turcicum (Helminthosporium turcicum),NULL,NULL,northern corn leaf blight,NULL,NULL,NULL,NULL,NULL,NULL,chialin_chung,NULL,St1x (1),NULL,NULL,St1x = F1 from StNY001 x St52B
152,St1066x,St1066x,Setosphaeria turcica,Exserohilum turcicum (Helminthosporium turcicum),NULL,NULL,northern corn leaf blight,NULL,NULL,NULL,NULL,NULL,NULL,chialin_chung,NULL,St1x (1),NULL,NULL,St1x = F1 from StNY001 x St52B
153,St1067x,St1067x,Setosphaeria turcica,Exserohilum turcicum (Helminthosporium turcicum),NULL,NULL,northern corn leaf blight,NULL,NULL,NULL,NULL,NULL,NULL,chialin_chung,NULL,St1x (1),NULL,NULL,St1x = F1 from StNY001 x St52B
154,St1068x,St1068x,Setosphaeria turcica,Exserohilum turcicum (Helminthosporium turcicum),NULL,NULL,northern corn leaf blight,NULL,NULL,NULL,NULL,NULL,NULL,chialin_chung,NULL,St1x (1),NULL,NULL,St1x = F1 from StNY001 x St52B
155,St1069x,St1069x,Setosphaeria turcica,Exserohilum turcicum (Helminthosporium turcicum),NULL,NULL,northern corn leaf blight,NULL,NULL,NULL,NULL,NULL,NULL,chialin_chung,NULL,St1x (1),NULL,NULL,St1x = F1 from StNY001 x St52B
156,St1070x,St1070x,Setosphaeria turcica,Exserohilum turcicum (Helminthosporium turcicum),NULL,NULL,northern corn leaf blight,NULL,NULL,NULL,NULL,NULL,NULL,chialin_chung,NULL,St1x (1),NULL,NULL,St1x = F1 from StNY001 x St52B
157,St1071x,St1071x,Setosphaeria turcica,Exserohilum turcicum (Helminthosporium turcicum),NULL,NULL,northern corn leaf blight,NULL,NULL,NULL,NULL,NULL,NULL,chialin_chung,NULL,St1x (1),NULL,NULL,St1x = F1 from StNY001 x St52B
158,St1072x,St1072x,Setosphaeria turcica,Exserohilum turcicum (Helminthosporium turcicum),NULL,NULL,northern corn leaf blight,NULL,NULL,NULL,NULL,NULL,NULL,chialin_chung,NULL,St1x (1),NULL,NULL,St1x = F1 from StNY001 x St52B
159,St1073x,St1073x,Setosphaeria turcica,Exserohilum turcicum (Helminthosporium turcicum),NULL,NULL,northern corn leaf blight,NULL,NULL,NULL,NULL,NULL,NULL,chialin_chung,NULL,St1x (1),NULL,NULL,St1x = F1 from StNY001 x St52B
160,St1074x,St1074x,Setosphaeria turcica,Exserohilum turcicum (Helminthosporium turcicum),NULL,NULL,northern corn leaf blight,NULL,NULL,NULL,NULL,NULL,NULL,chialin_chung,NULL,St1x (1),NULL,NULL,St1x = F1 from StNY001 x St52B
161,St1075x,St1075x,Setosphaeria turcica,Exserohilum turcicum (Helminthosporium turcicum),NULL,NULL,northern corn leaf blight,NULL,NULL,NULL,NULL,NULL,NULL,chialin_chung,NULL,St1x (1),NULL,NULL,St1x = F1 from StNY001 x St52B
162,St1076x,St1076x,Setosphaeria turcica,Exserohilum turcicum (Helminthosporium turcicum),NULL,NULL,northern corn leaf blight,NULL,NULL,NULL,NULL,NULL,NULL,chialin_chung,NULL,St1x (1),NULL,NULL,St1x = F1 from StNY001 x St52B
163,St1077x,St1077x,Setosphaeria turcica,Exserohilum turcicum (Helminthosporium turcicum),NULL,NULL,northern corn leaf blight,NULL,NULL,NULL,NULL,NULL,NULL,chialin_chung,NULL,St1x (1),NULL,NULL,St1x = F1 from StNY001 x St52B
164,St1078x,St1078x,Setosphaeria turcica,Exserohilum turcicum (Helminthosporium turcicum),NULL,NULL,northern corn leaf blight,NULL,NULL,NULL,NULL,NULL,NULL,chialin_chung,NULL,St1x (1),NULL,NULL,St1x = F1 from StNY001 x St52B
165,St1079x,St1079x,Setosphaeria turcica,Exserohilum turcicum (Helminthosporium turcicum),NULL,NULL,northern corn leaf blight,NULL,NULL,NULL,NULL,NULL,NULL,chialin_chung,NULL,St1x (1),NULL,NULL,St1x = F1 from StNY001 x St52B
166,St1080x,St1080x,Setosphaeria turcica,Exserohilum turcicum (Helminthosporium turcicum),NULL,NULL,northern corn leaf blight,NULL,NULL,NULL,NULL,NULL,NULL,chialin_chung,NULL,St1x (1),NULL,NULL,St1x = F1 from StNY001 x St52B
167,St1081x,St1081x,Setosphaeria turcica,Exserohilum turcicum (Helminthosporium turcicum),NULL,NULL,northern corn leaf blight,NULL,NULL,NULL,NULL,NULL,NULL,chialin_chung,NULL,St1x (1),NULL,NULL,St1x = F1 from StNY001 x St52B
168,St1082x,St1082x,Setosphaeria turcica,Exserohilum turcicum (Helminthosporium turcicum),NULL,NULL,northern corn leaf blight,NULL,NULL,NULL,NULL,NULL,NULL,chialin_chung,NULL,St1x (2),NULL,NULL,St1x = F1 from StNY001 x St52B
169,St1083x,St1083x,Setosphaeria turcica,Exserohilum turcicum (Helminthosporium turcicum),NULL,NULL,northern corn leaf blight,NULL,NULL,NULL,NULL,NULL,NULL,chialin_chung,NULL,St1x (2),NULL,NULL,St1x = F1 from StNY001 x St52B
170,St1084x,St1084x,Setosphaeria turcica,Exserohilum turcicum (Helminthosporium turcicum),NULL,NULL,northern corn leaf blight,NULL,NULL,NULL,NULL,NULL,NULL,chialin_chung,NULL,St1x (2),NULL,NULL,St1x = F1 from StNY001 x St52B
171,St1085x,St1085x,Setosphaeria turcica,Exserohilum turcicum (Helminthosporium turcicum),NULL,NULL,northern corn leaf blight,NULL,NULL,NULL,NULL,NULL,NULL,chialin_chung,NULL,St1x (2),NULL,NULL,St1x = F1 from StNY001 x St52B
172,St1086x,St1086x,Setosphaeria turcica,Exserohilum turcicum (Helminthosporium turcicum),NULL,NULL,northern corn leaf blight,NULL,NULL,NULL,NULL,NULL,NULL,chialin_chung,NULL,St1x (2),NULL,NULL,St1x = F1 from StNY001 x St52B
173,St1087x,St1087x,Setosphaeria turcica,Exserohilum turcicum (Helminthosporium turcicum),NULL,NULL,northern corn leaf blight,NULL,NULL,NULL,NULL,NULL,NULL,chialin_chung,NULL,St1x (2),NULL,NULL,St1x = F1 from StNY001 x St52B
174,St1088x,St1088x,Setosphaeria turcica,Exserohilum turcicum (Helminthosporium turcicum),NULL,NULL,northern corn leaf blight,NULL,NULL,NULL,NULL,NULL,NULL,chialin_chung,NULL,St1x (2),NULL,NULL,St1x = F1 from StNY001 x St52B
175,St1089x,St1089x,Setosphaeria turcica,Exserohilum turcicum (Helminthosporium turcicum),NULL,NULL,northern corn leaf blight,NULL,NULL,NULL,NULL,NULL,NULL,chialin_chung,NULL,St1x (2),NULL,NULL,St1x = F1 from StNY001 x St52B
176,St1090x,St1090x,Setosphaeria turcica,Exserohilum turcicum (Helminthosporium turcicum),NULL,NULL,northern corn leaf blight,NULL,NULL,NULL,NULL,NULL,NULL,chialin_chung,NULL,St1x (2),NULL,NULL,St1x = F1 from StNY001 x St52B
177,St1091x,St1091x,Setosphaeria turcica,Exserohilum turcicum (Helminthosporium turcicum),NULL,NULL,northern corn leaf blight,NULL,NULL,NULL,NULL,NULL,NULL,chialin_chung,NULL,St1x (2),NULL,NULL,St1x = F1 from StNY001 x St52B
178,St1092x,St1092x,Setosphaeria turcica,Exserohilum turcicum (Helminthosporium turcicum),NULL,NULL,northern corn leaf blight,NULL,NULL,NULL,NULL,NULL,NULL,chialin_chung,NULL,St1x (2),NULL,NULL,St1x = F1 from StNY001 x St52B
179,St1093x,St1093x,Setosphaeria turcica,Exserohilum turcicum (Helminthosporium turcicum),NULL,NULL,northern corn leaf blight,NULL,NULL,NULL,NULL,NULL,NULL,chialin_chung,NULL,St1x (2),NULL,NULL,St1x = F1 from StNY001 x St52B
180,St1094x,St1094x,Setosphaeria turcica,Exserohilum turcicum (Helminthosporium turcicum),NULL,NULL,northern corn leaf blight,NULL,NULL,NULL,NULL,NULL,NULL,chialin_chung,NULL,St1x (2),NULL,NULL,St1x = F1 from StNY001 x St52B
181,St1095x,St1095x,Setosphaeria turcica,Exserohilum turcicum (Helminthosporium turcicum),NULL,NULL,northern corn leaf blight,NULL,NULL,NULL,NULL,NULL,NULL,chialin_chung,NULL,St1x (2),NULL,NULL,St1x = F1 from StNY001 x St52B
182,St1096x,St1096x,Setosphaeria turcica,Exserohilum turcicum (Helminthosporium turcicum),NULL,NULL,northern corn leaf blight,NULL,NULL,NULL,NULL,NULL,NULL,chialin_chung,NULL,St1x (2),NULL,NULL,St1x = F1 from StNY001 x St52B
183,St1097x,St1097x,Setosphaeria turcica,Exserohilum turcicum (Helminthosporium turcicum),NULL,NULL,northern corn leaf blight,NULL,NULL,NULL,NULL,NULL,NULL,chialin_chung,NULL,St1x (2),NULL,NULL,St1x = F1 from StNY001 x St52B
184,St1098x,St1098x,Setosphaeria turcica,Exserohilum turcicum (Helminthosporium turcicum),NULL,NULL,northern corn leaf blight,NULL,NULL,NULL,NULL,NULL,NULL,chialin_chung,NULL,St1x (2),NULL,NULL,St1x = F1 from StNY001 x St52B
185,St1099x,St1099x,Setosphaeria turcica,Exserohilum turcicum (Helminthosporium turcicum),NULL,NULL,northern corn leaf blight,NULL,NULL,NULL,NULL,NULL,NULL,chialin_chung,NULL,St1x (2),NULL,NULL,St1x = F1 from StNY001 x St52B
186,St1100x,St1100x,Setosphaeria turcica,Exserohilum turcicum (Helminthosporium turcicum),NULL,NULL,northern corn leaf blight,NULL,NULL,NULL,NULL,NULL,NULL,chialin_chung,NULL,St1x (2),NULL,NULL,St1x = F1 from StNY001 x St52B
187,St1101x,St1101x,Setosphaeria turcica,Exserohilum turcicum (Helminthosporium turcicum),NULL,NULL,northern corn leaf blight,NULL,NULL,NULL,NULL,NULL,NULL,chialin_chung,NULL,St1x (2),NULL,NULL,St1x = F1 from StNY001 x St52B
188,St1102x,St1102x,Setosphaeria turcica,Exserohilum turcicum (Helminthosporium turcicum),NULL,NULL,northern corn leaf blight,NULL,NULL,NULL,NULL,NULL,NULL,chialin_chung,NULL,St1x (2),NULL,NULL,St1x = F1 from StNY001 x St52B
189,St1103x,St1103x,Setosphaeria turcica,Exserohilum turcicum (Helminthosporium turcicum),NULL,NULL,northern corn leaf blight,NULL,NULL,NULL,NULL,NULL,NULL,chialin_chung,NULL,St1x (2),NULL,NULL,St1x = F1 from StNY001 x St52B
190,St1104x,St1104x,Setosphaeria turcica,Exserohilum turcicum (Helminthosporium turcicum),NULL,NULL,northern corn leaf blight,NULL,NULL,NULL,NULL,NULL,NULL,chialin_chung,NULL,St1x (2),NULL,NULL,St1x = F1 from StNY001 x St52B
191,St1105x,St1105x,Setosphaeria turcica,Exserohilum turcicum (Helminthosporium turcicum),NULL,NULL,northern corn leaf blight,NULL,NULL,NULL,NULL,NULL,NULL,chialin_chung,NULL,St1x (2),NULL,NULL,St1x = F1 from StNY001 x St52B
192,St1106x,St1106x,Setosphaeria turcica,Exserohilum turcicum (Helminthosporium turcicum),NULL,NULL,northern corn leaf blight,NULL,NULL,NULL,NULL,NULL,NULL,chialin_chung,NULL,St1x (2),NULL,NULL,St1x = F1 from StNY001 x St52B
193,St1107x,St1107x,Setosphaeria turcica,Exserohilum turcicum (Helminthosporium turcicum),NULL,NULL,northern corn leaf blight,NULL,NULL,NULL,NULL,NULL,NULL,chialin_chung,NULL,St1x (2),NULL,NULL,St1x = F1 from StNY001 x St52B
194,St1108x,St1108x,Setosphaeria turcica,Exserohilum turcicum (Helminthosporium turcicum),NULL,NULL,northern corn leaf blight,NULL,NULL,NULL,NULL,NULL,NULL,chialin_chung,NULL,St1x (2),NULL,NULL,St1x = F1 from StNY001 x St52B
195,St1109x,St1109x,Setosphaeria turcica,Exserohilum turcicum (Helminthosporium turcicum),NULL,NULL,northern corn leaf blight,NULL,NULL,NULL,NULL,NULL,NULL,chialin_chung,NULL,St1x (2),NULL,NULL,St1x = F1 from StNY001 x St52B
196,St1110x,St1110x,Setosphaeria turcica,Exserohilum turcicum (Helminthosporium turcicum),NULL,NULL,northern corn leaf blight,NULL,NULL,NULL,NULL,NULL,NULL,chialin_chung,NULL,St1x (2),NULL,NULL,St1x = F1 from StNY001 x St52B
197,St1111x,St1111x,Setosphaeria turcica,Exserohilum turcicum (Helminthosporium turcicum),NULL,NULL,northern corn leaf blight,NULL,NULL,NULL,NULL,NULL,NULL,chialin_chung,NULL,St1x (2),NULL,NULL,St1x = F1 from StNY001 x St52B
198,St1112x,St1112x,Setosphaeria turcica,Exserohilum turcicum (Helminthosporium turcicum),NULL,NULL,northern corn leaf blight,NULL,NULL,NULL,NULL,NULL,NULL,chialin_chung,NULL,St1x (2),NULL,NULL,St1x = F1 from StNY001 x St52B
199,St1113x,St1113x,Setosphaeria turcica,Exserohilum turcicum (Helminthosporium turcicum),NULL,NULL,northern corn leaf blight,NULL,NULL,NULL,NULL,NULL,NULL,chialin_chung,NULL,St1x (2),NULL,NULL,St1x = F1 from StNY001 x St52B
200,St1114x,St1114x,Setosphaeria turcica,Exserohilum turcicum (Helminthosporium turcicum),NULL,NULL,northern corn leaf blight,NULL,NULL,NULL,NULL,NULL,NULL,chialin_chung,NULL,St1x (2),NULL,NULL,St1x = F1 from StNY001 x St52B
201,St1115x,St1115x,Setosphaeria turcica,Exserohilum turcicum (Helminthosporium turcicum),NULL,NULL,northern corn leaf blight,NULL,NULL,NULL,NULL,NULL,NULL,chialin_chung,NULL,St1x (2),NULL,NULL,St1x = F1 from StNY001 x St52B
202,St1116x,St1116x,Setosphaeria turcica,Exserohilum turcicum (Helminthosporium turcicum),NULL,NULL,northern corn leaf blight,NULL,NULL,NULL,NULL,NULL,NULL,chialin_chung,NULL,St1x (2),NULL,NULL,St1x = F1 from StNY001 x St52B
203,St1117x,St1117x,Setosphaeria turcica,Exserohilum turcicum (Helminthosporium turcicum),NULL,NULL,northern corn leaf blight,NULL,NULL,NULL,NULL,NULL,NULL,chialin_chung,NULL,St1x (2),NULL,NULL,St1x = F1 from StNY001 x St52B
204,St1118x,St1118x,Setosphaeria turcica,Exserohilum turcicum (Helminthosporium turcicum),NULL,NULL,northern corn leaf blight,NULL,NULL,NULL,NULL,NULL,NULL,chialin_chung,NULL,St1x (2),NULL,NULL,St1x = F1 from StNY001 x St52B
205,St1119x,St1119x,Setosphaeria turcica,Exserohilum turcicum (Helminthosporium turcicum),NULL,NULL,northern corn leaf blight,NULL,NULL,NULL,NULL,NULL,NULL,chialin_chung,NULL,St1x (2),NULL,NULL,St1x = F1 from StNY001 x St52B
206,St1120x,St1120x,Setosphaeria turcica,Exserohilum turcicum (Helminthosporium turcicum),NULL,NULL,northern corn leaf blight,NULL,NULL,NULL,NULL,NULL,NULL,chialin_chung,NULL,St1x (2),NULL,NULL,St1x = F1 from StNY001 x St52B
207,St1121x,St1121x,Setosphaeria turcica,Exserohilum turcicum (Helminthosporium turcicum),NULL,NULL,northern corn leaf blight,NULL,NULL,NULL,NULL,NULL,NULL,chialin_chung,NULL,St1x (2),NULL,NULL,St1x = F1 from StNY001 x St52B
208,St1122x,St1122x,Setosphaeria turcica,Exserohilum turcicum (Helminthosporium turcicum),NULL,NULL,northern corn leaf blight,NULL,NULL,NULL,NULL,NULL,NULL,chialin_chung,NULL,St1x (2),NULL,NULL,St1x = F1 from StNY001 x St52B
209,St1123x,St1123x,Setosphaeria turcica,Exserohilum turcicum (Helminthosporium turcicum),NULL,NULL,northern corn leaf blight,NULL,NULL,NULL,NULL,NULL,NULL,chialin_chung,NULL,St1x (2),NULL,NULL,St1x = F1 from StNY001 x St52B
210,St1124x,St1124x,Setosphaeria turcica,Exserohilum turcicum (Helminthosporium turcicum),NULL,NULL,northern corn leaf blight,NULL,NULL,NULL,NULL,NULL,NULL,chialin_chung,NULL,St1x (2),NULL,NULL,St1x = F1 from StNY001 x St52B
211,St1125x,St1125x,Setosphaeria turcica,Exserohilum turcicum (Helminthosporium turcicum),NULL,NULL,northern corn leaf blight,NULL,NULL,NULL,NULL,NULL,NULL,chialin_chung,NULL,St1x (2),NULL,NULL,St1x = F1 from StNY001 x St52B
212,St1126x,St1126x,Setosphaeria turcica,Exserohilum turcicum (Helminthosporium turcicum),NULL,NULL,northern corn leaf blight,NULL,NULL,NULL,NULL,NULL,NULL,chialin_chung,NULL,St1x (2),NULL,NULL,St1x = F1 from StNY001 x St52B
213,St1127x,St1127x,Setosphaeria turcica,Exserohilum turcicum (Helminthosporium turcicum),NULL,NULL,northern corn leaf blight,NULL,NULL,NULL,NULL,NULL,NULL,chialin_chung,NULL,St1x (2),NULL,NULL,St1x = F1 from StNY001 x St52B
214,St1128x,St1128x,Setosphaeria turcica,Exserohilum turcicum (Helminthosporium turcicum),NULL,NULL,northern corn leaf blight,NULL,NULL,NULL,NULL,NULL,NULL,chialin_chung,NULL,St1x (2),NULL,NULL,St1x = F1 from StNY001 x St52B
215,St1129x,St1129x,Setosphaeria turcica,Exserohilum turcicum (Helminthosporium turcicum),NULL,NULL,northern corn leaf blight,NULL,NULL,NULL,NULL,NULL,NULL,chialin_chung,NULL,St1x (2),NULL,NULL,St1x = F1 from StNY001 x St52B
216,St1130x,St1130x,Setosphaeria turcica,Exserohilum turcicum (Helminthosporium turcicum),NULL,NULL,northern corn leaf blight,NULL,NULL,NULL,NULL,NULL,NULL,chialin_chung,NULL,St1x (2),NULL,NULL,St1x = F1 from StNY001 x St52B
217,St1131x,St1131x,Setosphaeria turcica,Exserohilum turcicum (Helminthosporium turcicum),NULL,NULL,northern corn leaf blight,NULL,NULL,NULL,NULL,NULL,NULL,chialin_chung,NULL,St1x (2),NULL,NULL,St1x = F1 from StNY001 x St52B
218,St1132x,St1132x,Setosphaeria turcica,Exserohilum turcicum (Helminthosporium turcicum),NULL,NULL,northern corn leaf blight,NULL,NULL,NULL,NULL,NULL,NULL,chialin_chung,NULL,St1x (2),NULL,NULL,St1x = F1 from StNY001 x St52B
219,St1133x,St1133x,Setosphaeria turcica,Exserohilum turcicum (Helminthosporium turcicum),NULL,NULL,northern corn leaf blight,NULL,NULL,NULL,NULL,NULL,NULL,chialin_chung,NULL,St1x (2),NULL,NULL,St1x = F1 from StNY001 x St52B
220,St1134x,St1134x,Setosphaeria turcica,Exserohilum turcicum (Helminthosporium turcicum),NULL,NULL,northern corn leaf blight,NULL,NULL,NULL,NULL,NULL,NULL,chialin_chung,NULL,St1x (2),NULL,NULL,St1x = F1 from StNY001 x St52B
221,St1135x,St1135x,Setosphaeria turcica,Exserohilum turcicum (Helminthosporium turcicum),NULL,NULL,northern corn leaf blight,NULL,NULL,NULL,NULL,NULL,NULL,chialin_chung,NULL,St1x (2),NULL,NULL,St1x = F1 from StNY001 x St52B
222,St1136x,St1136x,Setosphaeria turcica,Exserohilum turcicum (Helminthosporium turcicum),NULL,NULL,northern corn leaf blight,NULL,NULL,NULL,NULL,NULL,NULL,chialin_chung,NULL,St1x (2),NULL,NULL,St1x = F1 from StNY001 x St52B
223,St1137x,St1137x,Setosphaeria turcica,Exserohilum turcicum (Helminthosporium turcicum),NULL,NULL,northern corn leaf blight,NULL,NULL,NULL,NULL,NULL,NULL,chialin_chung,NULL,St1x (2),NULL,NULL,St1x = F1 from StNY001 x St52B
224,St1138x,St1138x,Setosphaeria turcica,Exserohilum turcicum (Helminthosporium turcicum),NULL,NULL,northern corn leaf blight,NULL,NULL,NULL,NULL,NULL,NULL,chialin_chung,NULL,St1x (2),NULL,NULL,St1x = F1 from StNY001 x St52B
225,St1139x,St1139x,Setosphaeria turcica,Exserohilum turcicum (Helminthosporium turcicum),NULL,NULL,northern corn leaf blight,NULL,NULL,NULL,NULL,NULL,NULL,chialin_chung,NULL,St1x (2),NULL,NULL,St1x = F1 from StNY001 x St52B
226,St1140x,St1140x,Setosphaeria turcica,Exserohilum turcicum (Helminthosporium turcicum),NULL,NULL,northern corn leaf blight,NULL,NULL,NULL,NULL,NULL,NULL,chialin_chung,NULL,St1x (2),NULL,NULL,St1x = F1 from StNY001 x St52B
