13LN1321,1321,13LN,Z007E0191,,,,,,,NULL,7,NULL,,F. vert. inoc.,,36
13LN1322,1322,13LN,Z007E0122,,,,,,,NULL,7,NULL,,F. vert. inoc.,,36
13LN1323,1323,13LN,Z007E0147,,,,,,,NULL,7,NULL,,F. vert. inoc.,,36
13LN1324,1324,13LN,CML333,,,,,,,NULL,7,NULL,,F. vert. inoc.,,36
13LN1325,1325,13LN,Z007E0157,,,,,,,NULL,7,NULL,,F. vert. inoc.,,36
13LN1326,1326,13LN,Z007E0142,,,,,,,NULL,7,NULL,,F. vert. inoc.,,36
13LN1327,1327,13LN,Z007E0198,,,,,,,NULL,7,NULL,,F. vert. inoc.,,36
13LN1328,1328,13LN,Z007E0186,,,,,,,NULL,7,NULL,,F. vert. inoc.,,36
13LN1329,1329,13LN,Z007E0175,,,,,,,NULL,7,NULL,,F. vert. inoc.,,36
13LN1330,1330,13LN,B73,,,,,,,NULL,7,NULL,,F. vert. inoc.,,36
13LN1331,1331,13LN,Z007E0105,,,,,,,NULL,7,NULL,,F. vert. inoc.,,36
13LN1332,1332,13LN,Z007E0026,,,,,,,NULL,7,NULL,,F. vert. inoc.,,36
13LN1333,1333,13LN,Z007E0168,,,,,,,NULL,7,NULL,,F. vert. inoc.,,36
13LN1334,1334,13LN,Z007E0117,,,,,,,NULL,7,NULL,,F. vert. inoc.,,36
13LN1335,1335,13LN,Z007E0050,,,,,,,NULL,7,NULL,,F. vert. inoc.,,36
13LN1336,1336,13LN,Z007E0143,,,,,,,NULL,7,NULL,,F. vert. inoc.,,36
13LN1337,1337,13LN,Z007E0098,,,,,,,NULL,7,NULL,,F. vert. inoc.,,36
13LN1338,1338,13LN,Z007E0027,,,,,,,NULL,7,NULL,,F. vert. inoc.,,36
13LN1339,1339,13LN,Z007E0011,,,,,,,NULL,7,NULL,,F. vert. inoc.,,36
13LN1340,1340,13LN,Z007E0001,,,,,,,NULL,7,NULL,,F. vert. inoc.,,36
13LN1341,1341,13LN,Z007E0061,,,,,,,NULL,7,NULL,,F. vert. inoc.,,36
13LN1342,1342,13LN,Z007E0177,,,,,,,NULL,7,NULL,,F. vert. inoc.,,36
13LN1343,1343,13LN,Z007E0133,,,,,,,NULL,7,NULL,,F. vert. inoc.,,36
13LN1344,1344,13LN,Z007E0091,,,,,,,NULL,7,NULL,,F. vert. inoc.,,36
13LN1345,1345,13LN,Z007E0059,,,,,,,NULL,7,NULL,,F. vert. inoc.,,36
13LN1346,1346,13LN,Z007E0097,,,,,,,NULL,7,NULL,,F. vert. inoc.,,36
13LN1347,1347,13LN,Z007E0161,,,,,,,NULL,7,NULL,,F. vert. inoc.,,36
13LN1348,1348,13LN,Z007E0063,,,,,,,NULL,7,NULL,,F. vert. inoc.,,36
13LN1349,1349,13LN,Z007E0166,,,,,,,NULL,7,NULL,,F. vert. inoc.,,36
13LN1350,1350,13LN,Z007E0074,,,,,,,NULL,7,NULL,,F. vert. inoc.,,36
13LN1351,1351,13LN,Z007E0158,,,,,,,NULL,7,NULL,,F. vert. inoc.,,36
13LN1352,1352,13LN,Z007E0100,,,,,,,NULL,7,NULL,,F. vert. inoc.,,36
13LN1353,1353,13LN,Z007E0081,,,,,,,NULL,7,NULL,,F. vert. inoc.,,36
13LN1354,1354,13LN,Z007E0219,,,,,,,NULL,7,NULL,,F. vert. inoc.,,36
13LN1355,1355,13LN,B73,,,,,,,NULL,7,NULL,,F. vert. inoc.,,36
13LN1356,1356,13LN,Z007E0118,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7,NULL,NULL,F. vert. inoc.,NULL,36
13LN1357,1357,13LN,Z007E0103,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7,NULL,NULL,F. vert. inoc.,NULL,36
13LN1358,1358,13LN,Z007E0048,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7,NULL,NULL,F. vert. inoc.,NULL,36
13LN1359,1359,13LN,Z007E0196,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7,NULL,NULL,F. vert. inoc.,NULL,36
13LN1360,1360,13LN,CML333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7,NULL,NULL,F. vert. inoc.,NULL,36
13LN1361,1361,13LN,Z007E0151,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7,NULL,NULL,F. vert. inoc.,NULL,36
13LN1362,1362,13LN,Z007E0065,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7,NULL,NULL,F. vert. inoc.,NULL,36
13LN1363,1363,13LN,Z007E0086,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7,NULL,NULL,F. vert. inoc.,NULL,36
13LN1364,1364,13LN,Z007E0032,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7,NULL,NULL,F. vert. inoc.,NULL,36
13LN1365,1365,13LN,Z007E0135,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7,NULL,NULL,F. vert. inoc.,NULL,36
13LN1366,1366,13LN,CML333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7,NULL,NULL,F. vert. inoc.,NULL,36
13LN1367,1367,13LN,Z007E0092,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7,NULL,NULL,F. vert. inoc.,NULL,36
13LN1368,1368,13LN,Z007ESBreplace1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7,NULL,NULL,F. vert. inoc.,NULL,36
13LN1369,1369,13LN,Z007E0160,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7,NULL,NULL,F. vert. inoc.,NULL,36
13LN1370,1370,13LN,Z007E0174,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7,NULL,NULL,F. vert. inoc.,NULL,36
13LN1371,1371,13LN,Z007E0183,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7,NULL,NULL,F. vert. inoc.,NULL,36
13LN1372,1372,13LN,Z007E0139,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7,NULL,NULL,F. vert. inoc.,NULL,36
13LN1373,1373,13LN,Z007E0024,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7,NULL,NULL,F. vert. inoc.,NULL,36
13LN1374,1374,13LN,Z007E0070,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7,NULL,NULL,F. vert. inoc.,NULL,36
13LN1375,1375,13LN,Z007E0165,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7,NULL,NULL,F. vert. inoc.,NULL,36
13LN1376,1376,13LN,Z007E0039,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7,NULL,NULL,F. vert. inoc.,NULL,36
13LN1377,1377,13LN,Z007E0104,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7,NULL,NULL,F. vert. inoc.,NULL,36
13LN1378,1378,13LN,Z007E0120,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7,NULL,NULL,F. vert. inoc.,NULL,36
13LN1379,1379,13LN,Z007E0114,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7,NULL,NULL,F. vert. inoc.,NULL,36
13LN1380,1380,13LN,B73,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7,NULL,NULL,F. vert. inoc.,NULL,36
13LN1381,1381,13LN,Z007E0123,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7,NULL,NULL,F. vert. inoc.,NULL,36
13LN1382,1382,13LN,Z007E0008,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7,NULL,NULL,F. vert. inoc.,NULL,36
13LN1383,1383,13LN,Z007E0099,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7,NULL,NULL,F. vert. inoc.,NULL,36
13LN1384,1384,13LN,Z007E0144,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7,NULL,NULL,F. vert. inoc.,NULL,36
13LN1385,1385,13LN,Z007E0132,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7,NULL,NULL,F. vert. inoc.,NULL,36
13LN1386,1386,13LN,Z007E0071,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7,NULL,NULL,F. vert. inoc.,NULL,36
13LN1387,1387,13LN,Z007E0044,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7,NULL,NULL,F. vert. inoc.,NULL,36
13LN1388,1388,13LN,Z007E0217,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7,NULL,NULL,F. vert. inoc.,NULL,36
13LN1389,1389,13LN,Z007E0213,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7,NULL,NULL,F. vert. inoc.,NULL,36
13LN1390,1390,13LN,Z007E0083,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7,NULL,NULL,F. vert. inoc.,NULL,36
13LN1391,1391,13LN,Z007E0199,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7,NULL,NULL,F. vert. inoc.,NULL,36
13LN1392,1392,13LN,Z007E0176,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7,NULL,NULL,F. vert. inoc.,NULL,36
13LN1393,1393,13LN,CML333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7,NULL,NULL,F. vert. inoc.,NULL,36
