11TR2003_001s,11TR2003_001,11TR2003,11TR,NULL,NULL,NULL,self,NULL,NULL,NULL,(09TF2132_011s)S3,NULL,34,NULL,NULL,NULL,NULL
11TR2004_001s,11TR2004_001,11TR2004,11TR,NULL,NULL,NULL,self,NULL,NULL,NULL,(09TF2002_006s)S3,NULL,34,NULL,NULL,NULL,NULL
11TR2005_001s,11TR2005_001,11TR2005,11TR,NULL,NULL,NULL,self,NULL,NULL,NULL,NULL,NULL,34,NULL,NULL,NULL,NULL
11TR2006_001s,11TR2006_001,11TR2006,11TR,NULL,NULL,NULL,self,NULL,NULL,NULL,(09TF2090_003s)S3,NULL,34,NULL,NULL,NULL,NULL
11TR2007_001s,11TR2007_001,11TR2007,11TR,NULL,NULL,NULL,self,NULL,NULL,NULL,(09TF2083_008s)S3,NULL,34,NULL,NULL,NULL,NULL
11TR2008_001s,11TR2008_001,11TR2008,11TR,NULL,NULL,NULL,self,NULL,NULL,NULL,(09TF2182_006s)S3,NULL,34,NULL,NULL,NULL,NULL
11TR2010_001s,11TR2010_001,11TR2010,11TR,NULL,NULL,NULL,self,NULL,NULL,NULL,(09TF2202_010s)S3,NULL,34,NULL,NULL,NULL,NULL
11TR2017_001s,11TR2017_001,11TR2017,11TR,NULL,NULL,NULL,self,NULL,NULL,NULL,NULL,NULL,34,NULL,NULL,NULL,NULL
11TR2018_001s,11TR2018_001,11TR2018,11TR,NULL,NULL,NULL,self,NULL,NULL,NULL,(09TF2192_008s)S3,NULL,34,NULL,NULL,NULL,NULL
11TR2019_001s,11TR2019_001,11TR2019,11TR,NULL,NULL,NULL,self,NULL,NULL,NULL,(09TF2152_006s)S3,NULL,34,NULL,NULL,NULL,NULL
11TR2024_001s,11TR2024_001,11TR2024,11TR,NULL,NULL,NULL,self,NULL,NULL,NULL,(09TF2187_005s)S3,NULL,34,NULL,NULL,NULL,NULL
11TR2026_001s,11TR2026_001,11TR2026,11TR,NULL,NULL,NULL,self,NULL,NULL,NULL,(09TF2038_008s)S3,NULL,34,NULL,NULL,NULL,NULL
11TR2027_001s,11TR2027_001,11TR2027,11TR,NULL,NULL,NULL,self,NULL,NULL,NULL,(09TF2002_006s)S3,NULL,34,NULL,NULL,NULL,NULL
11TR2031_001s,11TR2031_001,11TR2031,11TR,NULL,NULL,NULL,self,NULL,NULL,NULL,NULL,NULL,34,NULL,NULL,NULL,NULL
11TR2033_001s,11TR2033_001,11TR2033,11TR,NULL,NULL,NULL,self,NULL,NULL,NULL,(09TF2074_003s)S3,NULL,34,NULL,NULL,NULL,NULL
11TR2035_001s,11TR2035_001,11TR2035,11TR,NULL,NULL,NULL,self,NULL,NULL,NULL,(09TF2065_001s)S3,NULL,34,NULL,NULL,NULL,NULL
11TR2038_001s,11TR2038_001,11TR2038,11TR,NULL,NULL,NULL,self,NULL,NULL,NULL,(09TF2152_003s)S3,NULL,34,NULL,NULL,NULL,NULL
11TR2040_001s,11TR2040_001,11TR2040,11TR,NULL,NULL,NULL,self,NULL,NULL,NULL,(09TF2002_006s)S3,NULL,34,NULL,NULL,NULL,NULL
11TR2041_001s,11TR2041_001,11TR2041,11TR,NULL,NULL,NULL,self,NULL,NULL,NULL,(09TF2231_001s)S3,NULL,34,NULL,NULL,NULL,NULL
11TR2043_001s,11TR2043_001,11TR2043,11TR,NULL,NULL,NULL,self,NULL,NULL,NULL,(09TF2012_010s)S3,NULL,34,NULL,NULL,NULL,NULL
11TR2044_001s,11TR2044_001,11TR2044,11TR,NULL,NULL,NULL,self,NULL,NULL,NULL,(09TF2090_008s)S3,NULL,34,NULL,NULL,NULL,NULL
11TR2045_001s,11TR2045_001,11TR2045,11TR,NULL,NULL,NULL,self,NULL,NULL,NULL,(09TF2095_006s)S3,NULL,34,NULL,NULL,NULL,NULL
11TR2046_001s,11TR2046_001,11TR2046,11TR,NULL,NULL,NULL,self,NULL,NULL,NULL,(09TF2214_001s)S3,NULL,34,NULL,NULL,NULL,NULL
11TR2047_001s,11TR2047_001,11TR2047,11TR,NULL,NULL,NULL,self,NULL,NULL,NULL,(09TF2148_006s)S3,NULL,34,NULL,NULL,NULL,NULL
11TR2049_001s,11TR2049_001,11TR2049,11TR,NULL,NULL,NULL,self,NULL,NULL,NULL,(09TF2112_011s)S3,NULL,34,NULL,NULL,NULL,NULL
11TR2050_001s,11TR2050_001,11TR2050,11TR,NULL,NULL,NULL,self,NULL,NULL,NULL,(09TF2002_006s)S3,NULL,34,NULL,NULL,NULL,NULL
11TR2053_001s,11TR2053_001,11TR2053,11TR,NULL,NULL,NULL,self,NULL,NULL,NULL,(09TF2098_016s)S3,NULL,34,NULL,NULL,NULL,NULL
11TR2054_001s,11TR2054_001,11TR2054,11TR,NULL,NULL,NULL,self,NULL,NULL,NULL,(09TF2177_012s)S3,NULL,34,NULL,NULL,NULL,NULL
11TR2055_001s,11TR2055_001,11TR2055,11TR,NULL,NULL,NULL,self,NULL,NULL,NULL,NULL,NULL,34,NULL,NULL,NULL,NULL
11TR2056_001s,11TR2056_001,11TR2056,11TR,NULL,NULL,NULL,self,NULL,NULL,NULL,(09TF2016_010s)S3,NULL,34,NULL,NULL,NULL,NULL
11TR2057_001s,11TR2057_001,11TR2057,11TR,NULL,NULL,NULL,self,NULL,NULL,NULL,(09TF2034_006s)S3,NULL,34,NULL,NULL,NULL,NULL
11TR2060_001s,11TR2060_001,11TR2060,11TR,NULL,NULL,NULL,self,NULL,NULL,NULL,(09TF2213_005s)S3,NULL,34,NULL,NULL,NULL,NULL
11TR2061_001s,11TR2061_001,11TR2061,11TR,NULL,NULL,NULL,self,NULL,NULL,NULL,(09TF2047_012s)S3,NULL,34,NULL,NULL,NULL,NULL
11TR2067_001s,11TR2067_001,11TR2067,11TR,NULL,NULL,NULL,self,NULL,NULL,NULL,(09TF2086_013s)S3,NULL,34,NULL,NULL,NULL,NULL
11TR2068_001s,11TR2068_001,11TR2068,11TR,NULL,NULL,NULL,self,NULL,NULL,NULL,(09TF2028_015s)S3,NULL,34,NULL,NULL,NULL,NULL
11TR2068_002s,11TR2068_002,11TR2068,11TR,NULL,NULL,NULL,self,NULL,NULL,NULL,(09TF2028_015s)S3,NULL,34,NULL,NULL,NULL,NULL
11TR2070_001s,11TR2070_001,11TR2070,11TR,NULL,NULL,NULL,self,NULL,NULL,NULL,NULL,NULL,34,NULL,NULL,NULL,NULL
11TR2072_001s,11TR2072_001,11TR2072,11TR,NULL,NULL,NULL,self,NULL,NULL,NULL,(09TF2083_006s)S3,NULL,34,NULL,NULL,NULL,NULL
11TR2073_001s,11TR2073_001,11TR2073,11TR,NULL,NULL,NULL,self,NULL,NULL,NULL,(09TF2232_013s)S3,NULL,34,NULL,NULL,NULL,NULL
11TR2075_001s,11TR2075_001,11TR2075,11TR,NULL,NULL,NULL,self,NULL,NULL,NULL,(09TF2002_006s)S3,NULL,34,NULL,NULL,NULL,NULL
11TR2076_001s,11TR2076_001,11TR2076,11TR,NULL,NULL,NULL,self,NULL,NULL,NULL,(09TF2119_006s)S3,NULL,34,NULL,NULL,NULL,NULL
11TR2080_001s,11TR2080_001,11TR2080,11TR,NULL,NULL,NULL,self,NULL,NULL,NULL,(09TF2201_005s)S3,NULL,34,NULL,NULL,NULL,NULL
11TR2080_002s,11TR2080_002,11TR2080,11TR,NULL,NULL,NULL,self,NULL,NULL,NULL,(09TF2201_005s)S3,NULL,34,NULL,NULL,NULL,NULL
11TR2083_001s,11TR2083_001,11TR2083,11TR,NULL,NULL,NULL,self,NULL,NULL,NULL,(09TF2152_006s)S3,NULL,34,NULL,NULL,NULL,NULL
11TR2090_001s,11TR2090_001,11TR2090,11TR,NULL,NULL,NULL,self,NULL,NULL,NULL,(09TF2002_006s)S3,NULL,34,NULL,NULL,NULL,NULL
11TR2108_001s,11TR2108_001,11TR2108,11TR,NULL,NULL,NULL,self,NULL,NULL,NULL,(09TF2034_006s)S3,NULL,34,NULL,NULL,NULL,NULL
11TR2110_001s,11TR2110_001,11TR2110,11TR,NULL,NULL,NULL,self,NULL,NULL,NULL,(09TF2090_003s)S3,NULL,34,NULL,NULL,NULL,NULL
11TR2112_001s,11TR2112_001,11TR2112,11TR,NULL,NULL,NULL,self,NULL,NULL,NULL,(09TF2080_005s)S3,NULL,34,NULL,NULL,NULL,NULL
11TR2114_001s,11TR2114_001,11TR2114,11TR,NULL,NULL,NULL,self,NULL,NULL,NULL,NULL,NULL,34,NULL,NULL,NULL,NULL
