09ST0001,NULL,09ST,Tx303,NULL,08FL0003_005s,NULL,76,NULL,NULL,NULL,12,NULL,NULL,Segregation in Tx303?,planted 01/06/09,8
09ST0002,NULL,09ST,Tx303,NULL,08FL0003_004s,NULL,76,NULL,NULL,NULL,12,NULL,NULL,Segregation in Tx303?,planted 01/06/09,8
09ST0003,NULL,09ST,Tx303,NULL,08FL0004_004s,NULL,76,NULL,NULL,NULL,12,NULL,NULL,Segregation in Tx303?,planted 01/06/09,8
09ST0004,NULL,09ST,Tx303,NULL,08FL0005_005s,NULL,76,NULL,NULL,NULL,12,NULL,NULL,Segregation in Tx303?,planted 01/06/09,8
09ST0005,NULL,09ST,Tx303,NULL,08SN0111_000b,NULL,76,NULL,NULL,NULL,12,NULL,NULL,Segregation in Tx303? Control,planted 01/06/09,8
09ST0006,NULL,09ST,Tx303,NULL,08FL0001_005s,NULL,76,NULL,NULL,NULL,12,NULL,NULL,Segregation in Tx303?,planted 01/06/09,8
09ST0007,NULL,09ST,Tx303,NULL,08FL0001_008s,NULL,76,NULL,NULL,NULL,12,NULL,NULL,Segregation in Tx303?,planted 01/06/09,8
09ST0008,NULL,09ST,Tx303,NULL,08FL0002_003s,NULL,76,NULL,NULL,NULL,12,NULL,NULL,Segregation in Tx303?,planted 01/06/09,8
09ST0009,NULL,09ST,Tx303,NULL,08FL0003_006s,NULL,76,NULL,NULL,NULL,12,NULL,NULL,Segregation in Tx303?,planted 01/06/09,8
09ST0010,NULL,09ST,Tx303,NULL,08FL0004_005s,NULL,76,NULL,NULL,NULL,12,NULL,NULL,Segregation in Tx303?,planted 01/06/09,8
09ST0011,NULL,09ST,Tx303,NULL,08FL0001_004s,NULL,76,NULL,NULL,NULL,12,NULL,NULL,Segregation in Tx303?,planted 01/06/09,8
09ST0012,NULL,09ST,Tx303,NULL,08FL0001_007s,NULL,76,NULL,NULL,NULL,12,NULL,NULL,Segregation in Tx303?,planted 01/06/09,8
09ST0013,NULL,09ST,Tx303,NULL,08FL0001_009s,NULL,76,NULL,NULL,NULL,12,NULL,NULL,Segregation in Tx303?,planted 01/06/09,8
09ST0014,NULL,09ST,Tx303,NULL,NULL,07A5571,76,NULL,NULL,NULL,12,NULL,NULL,Segregation in Tx303? Control Parent,planted 01/06/09,8
09ST0015,NULL,09ST,Tx303,NULL,08FL0005_002s,NULL,76,NULL,NULL,NULL,12,NULL,NULL,Segregation in Tx303?,planted 01/06/09,8
09ST0016,NULL,09ST,Tx303,NULL,08FL0004_003s,NULL,76,NULL,NULL,NULL,12,NULL,NULL,Segregation in Tx303?,planted 01/06/09,8
09ST0017,NULL,09ST,Tx303,NULL,08FL0003_002s,NULL,76,NULL,NULL,NULL,12,NULL,NULL,Segregation in Tx303?,planted 01/06/09,8
09ST0018,NULL,09ST,Tx303,NULL,NULL,07A5571,76,NULL,NULL,NULL,12,NULL,NULL,Segregation in Tx303? Control Parent,planted 01/06/09,8
09ST0019,NULL,09ST,Tx303,NULL,08FL0005_007s,NULL,76,NULL,NULL,NULL,12,NULL,NULL,Segregation in Tx303?,planted 01/06/09,8
09ST0020,NULL,09ST,Tx303,NULL,08FL0001_006s,NULL,76,NULL,NULL,NULL,12,NULL,NULL,Segregation in Tx303?,planted 01/06/09,8
09ST0021,NULL,09ST,Tx303,NULL,08FL0003_003s,NULL,76,NULL,NULL,NULL,12,NULL,NULL,Segregation in Tx303?,planted 01/06/09,8
09ST0022,NULL,09ST,Tx303,NULL,08FL0005_004s,NULL,76,NULL,NULL,NULL,12,NULL,NULL,Segregation in Tx303?,planted 01/06/09,8
09ST0023,NULL,09ST,Tx303,NULL,08FL0004_007s,NULL,76,NULL,NULL,NULL,12,NULL,NULL,Segregation in Tx303?,planted 01/06/09,8
09ST0024,NULL,09ST,Tx303,NULL,08FL0005_006s,NULL,76,NULL,NULL,NULL,12,NULL,NULL,Segregation in Tx303?,planted 01/06/09,8
09ST0025,NULL,09ST,Tx303,NULL,08SN0111_000b,NULL,76,NULL,NULL,NULL,12,NULL,NULL,Segregation in Tx303? Control,planted 01/06/09,8
