12TP0002_001s,12TP0002_001,12TP0002,12TP,NULL,NULL,NULL,self,NULL,NULL,NULL,NULL,NULL,34,NULL,NULL,NULL,NULL
12TP0005_001s,12TP0005_001,12TP0005,12TP,NULL,NULL,NULL,self,NULL,NULL,NULL,NULL,NULL,34,NULL,NULL,NULL,NULL
12TP0006_001s,12TP0006_001,12TP0006,12TP,NULL,NULL,NULL,self,NULL,NULL,NULL,NULL,NULL,34,NULL,NULL,NULL,NULL
12TP0008_001s,12TP0008_001,12TP0008,12TP,NULL,NULL,NULL,self,NULL,NULL,NULL,NULL,NULL,34,NULL,NULL,NULL,NULL
12TP0010_001s,12TP0010_001,12TP0010,12TP,NULL,NULL,NULL,self,NULL,NULL,NULL,NULL,NULL,34,NULL,NULL,NULL,NULL
