04NC3594,3594,04NC,Tzi18,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12,NULL,NULL,sib increase,NULL,0
04NC3595,3595,04NC,M162W,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12,NULL,NULL,sib increase,NULL,0
04NC3596,3596,04NC,CML322,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12,NULL,NULL,sib increase,NULL,0
04NC3597,3597,04NC,CML333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12,NULL,NULL,sib increase,NULL,0
04NC3598,3598,04NC,NC350,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12,NULL,NULL,sib increase,NULL,0
04NC3599,3599,04NC,CML103,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12,NULL,NULL,sib increase,NULL,0
04NC3600,3600,04NC,CML247,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12,NULL,NULL,sib increase,NULL,0
04NC3601,3601,04NC,CML277,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12,NULL,NULL,sib increase,NULL,0
04NC3603,3603,04NC,M37W,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12,NULL,NULL,sib increase,NULL,0
04NC3604,3604,04NC,CML69,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12,NULL,NULL,sib increase,NULL,0
04NC3605,3605,04NC,CML52,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12,NULL,NULL,sib increase,NULL,0
04NC3607,3607,04NC,CIMMYTP34_Et3(71),NULL,NULL,NULL,NULL,NULL,NULL,NULL,12,NULL,NULL,crossw/B73,NULL,15
04NC3609,3609,04NC,CIMMYTP34_Et1(69),NULL,NULL,NULL,NULL,NULL,NULL,NULL,12,NULL,NULL,crossw/B73,NULL,15
04NC3611,NULL,04NC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,15
04NC3612,NULL,04NC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,15
04NC3613,NULL,04NC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,15
04NC3615,3615,04NC,CIMMYTP33_Et3(60),NULL,NULL,NULL,NULL,NULL,NULL,NULL,12,NULL,NULL,crossw/B73,NULL,15
04NC3616,NULL,04NC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,15
04NC3617,3617,04NC,CIMMYTP33_Et1(58),NULL,NULL,NULL,NULL,NULL,NULL,NULL,12,NULL,NULL,crossw/B73,NULL,15
04NC3619,NULL,04NC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,15
04NC3620,NULL,04NC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,15
04NC3621,NULL,04NC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,15
04NC3623,3623,04NC,CIMMYTP30_Et3(31),NULL,NULL,NULL,NULL,NULL,NULL,NULL,12,NULL,NULL,crossw/B73,NULL,15
04NC3624,NULL,04NC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,15
04NC3625,3625,04NC,CIMMYTP30_Et1(31),NULL,NULL,NULL,NULL,NULL,NULL,NULL,12,NULL,NULL,crossw/B73,NULL,15
04NC3626,NULL,04NC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,15
04NC3627,NULL,04NC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,15
04NC3628,NULL,04NC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,15
04NC3629,NULL,04NC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,15
04NC3631,3631,04NC,CIMMYTP29_Et3(21),NULL,NULL,NULL,NULL,NULL,NULL,NULL,12,NULL,NULL,crossw/B73,NULL,15
04NC3632,NULL,04NC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,15
04NC3633,3633,04NC,CIMMYTP29_Et1(19),NULL,NULL,NULL,NULL,NULL,NULL,NULL,12,NULL,NULL,crossw/B73,NULL,15
04NC3635,NULL,04NC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,15
04NC3636,NULL,04NC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,15
04NC3637,NULL,04NC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,15
