08FL0003_001s,08FL0003_001,08FL0003,08FL,Tx303,NULL,NULL,self,08FL0003_001s,NULL,NULL,Tx303,NULL,8,NULL,NULL,NULL,NULL
08FL0003_002s,08FL0003_002,08FL0003,08FL,Tx303,NULL,NULL,self,08FL0003_002s,NULL,NULL,Tx303,NULL,8,NULL,NULL,NULL,NULL
08FL0003_003s,08FL0003_003,08FL0003,08FL,Tx303,NULL,NULL,self,08FL0003_003s,NULL,NULL,Tx303,NULL,8,NULL,NULL,NULL,NULL
08FL0003_004s,08FL0003_004,08FL0003,08FL,Tx303,NULL,NULL,self,08FL0003_004s,NULL,NULL,Tx303,NULL,8,NULL,NULL,NULL,NULL
08FL0003_005s,08FL0003_005,08FL0003,08FL,Tx303,NULL,NULL,self,08FL0003_005s,NULL,NULL,Tx303,NULL,8,NULL,NULL,NULL,NULL
08FL0003_006s,08FL0003_006,08FL0003,08FL,Tx303,NULL,NULL,self,08FL0003_006s,NULL,NULL,Tx303,NULL,8,NULL,NULL,NULL,NULL
08FL0003_007s,08FL0003_007,08FL0003,08FL,Tx303,NULL,NULL,self,08FL0003_007s,NULL,NULL,Tx303,NULL,8,NULL,NULL,NULL,NULL
08FL0003_008s,08FL0003_008,08FL0003,08FL,Tx303,NULL,NULL,self,08FL0003_008s,NULL,NULL,Tx303,NULL,8,NULL,NULL,NULL,NULL
08FL0003_009s,08FL0003_009,08FL0003,08FL,Tx303,NULL,NULL,self,08FL0003_009s,NULL,NULL,Tx303,NULL,8,NULL,NULL,NULL,NULL
08FL0004_001s,08FL0004_001,08FL0004,08FL,Tx303,NULL,NULL,self,08FL0004_001s,NULL,NULL,Tx303,NULL,8,NULL,NULL,NULL,NULL
08FL0004_002s,08FL0004_002,08FL0004,08FL,Tx303,NULL,NULL,self,08FL0004_002s,NULL,NULL,Tx303,NULL,8,NULL,NULL,NULL,NULL
08FL0004_003s,08FL0004_003,08FL0004,08FL,Tx303,NULL,NULL,self,08FL0004_003s,NULL,NULL,Tx303,NULL,8,NULL,NULL,NULL,NULL
08FL0004_004s,08FL0004_004,08FL0004,08FL,Tx303,NULL,NULL,self,08FL0004_004s,NULL,NULL,Tx303,NULL,8,NULL,NULL,NULL,NULL
08FL0004_005s,08FL0004_005,08FL0004,08FL,Tx303,NULL,NULL,self,08FL0004_005s,NULL,NULL,Tx303,NULL,8,NULL,NULL,NULL,NULL
08FL0004_006s,08FL0004_006,08FL0004,08FL,Tx303,NULL,NULL,self,08FL0004_006s,NULL,NULL,Tx303,NULL,8,NULL,NULL,NULL,NULL
08FL0004_007s,08FL0004_007,08FL0004,08FL,Tx303,NULL,NULL,self,08FL0004_007s,NULL,NULL,Tx303,NULL,8,NULL,NULL,NULL,NULL
08FL0005_001s,08FL0005_001,08FL0005,08FL,Tx303,NULL,NULL,self,08FL0005_001s,NULL,NULL,Tx303,NULL,8,NULL,NULL,NULL,NULL
08FL0005_002s,08FL0005_002,08FL0005,08FL,Tx303,NULL,NULL,self,08FL0005_002s,NULL,NULL,Tx303,NULL,8,NULL,NULL,NULL,NULL
08FL0005_003s,08FL0005_003,08FL0005,08FL,Tx303,NULL,NULL,self,08FL0005_003s,NULL,NULL,Tx303,NULL,8,NULL,NULL,NULL,NULL
08FL0005_004s,08FL0005_004,08FL0005,08FL,Tx303,NULL,NULL,self,08FL0005_004s,NULL,NULL,Tx303,NULL,8,NULL,NULL,NULL,NULL
08FL0005_005s,08FL0005_005,08FL0005,08FL,Tx303,NULL,NULL,self,08FL0005_005s,NULL,NULL,Tx303,NULL,8,NULL,NULL,NULL,NULL
08FL0005_006s,08FL0005_006,08FL0005,08FL,Tx303,NULL,NULL,self,08FL0005_006s,NULL,NULL,Tx303,NULL,8,NULL,NULL,NULL,NULL
08FL0005_007s,08FL0005_007,08FL0005,08FL,Tx303,NULL,NULL,self,08FL0005_007s,NULL,NULL,Tx303,NULL,8,NULL,NULL,NULL,NULL
08FL0005_008s,08FL0005_008,08FL0005,08FL,Tx303,NULL,NULL,self,08FL0005_008s,NULL,NULL,Tx303,NULL,8,NULL,NULL,NULL,NULL
08FL0006_000b,08FL0006_000,08FL0006,08FL,IBM262,NULL,NULL,sib,NULL,NULL,NULL,IBM262,NULL,8,NULL,NULL,NULL,NULL
08FL0007_000b,08FL0007_000,08FL0007,08FL,IBM54,NULL,NULL,sib,NULL,NULL,NULL,IBM54,NULL,8,NULL,NULL,NULL,NULL
08FL0008_000b,08FL0008_000,08FL0008,08FL,Mp717,NULL,NULL,sib,NULL,NULL,NULL,Mp717,NULL,8,NULL,24 low quality kernels,NULL,NULL
08FL0009_000b,08FL0009_000,08FL0009,08FL,Mp313E,NULL,NULL,sib,NULL,NULL,NULL,Mp313E,NULL,8,NULL,50 low quality kernels,NULL,NULL
08FL0010_000b,08FL0010_000,08FL0010,08FL,CML322,NULL,NULL,sib,NULL,NULL,NULL,CML322,NULL,8,NULL,NULL,NULL,NULL
08FL0011_000b,08FL0011_000,08FL0011,08FL,Mp339,NULL,NULL,sib,NULL,NULL,NULL,Mp339,NULL,8,NULL,NULL,NULL,NULL
08FL0012_000b,08FL0012_000,08FL0012,08FL,Sc212m,NULL,NULL,sib,NULL,NULL,NULL,Sc212m,NULL,8,NULL,NULL,NULL,NULL
08FL0013_000b,08FL0013_000,08FL0013,08FL,NC300,NULL,NULL,sib,NULL,NULL,NULL,NC300,NULL,8,NULL,NULL,NULL,NULL
08FL0014_000b,08FL0014_000,08FL0014,08FL,CML52,NULL,NULL,sib,NULL,NULL,NULL,CML52,NULL,8,NULL,NULL,NULL,NULL
08FL0015_000b,08FL0015_000,08FL0015,08FL,Z006E0008,NULL,NULL,sib,NULL,NULL,NULL,(B73×CML322)S5 RIL  #8,NULL,8,NULL,NULL,NULL,NULL
08FL0016_000b,08FL0016_000,08FL0016,08FL,Z006E0010,NULL,NULL,sib,NULL,NULL,NULL,(B73×CML322)S5 RIL  #10,NULL,8,NULL,NULL,NULL,NULL
08FL0017_000b,08FL0017_000,08FL0017,08FL,Z006E0012,NULL,NULL,sib,NULL,NULL,NULL,(B73×CML322)S5 RIL  #12,NULL,8,NULL,NULL,NULL,NULL
08FL0018_000b,08FL0018_000,08FL0018,08FL,Z006E0018,NULL,NULL,sib,NULL,NULL,NULL,(B73×CML322)S5 RIL  #18,NULL,8,NULL,NULL,NULL,NULL
08FL0019_000b,08FL0019_000,08FL0019,08FL,Z006E0023,NULL,NULL,sib,NULL,NULL,NULL,(B73×CML322)S5 RIL  #23,NULL,8,NULL,NULL,NULL,NULL
08FL0020_000b,08FL0020_000,08FL0020,08FL,Z006E0052,NULL,NULL,sib,NULL,NULL,NULL,(B73×CML322)S5 RIL  #52,NULL,8,NULL,NULL,NULL,NULL
08FL0021_000b,08FL0021_000,08FL0021,08FL,Z006E0063,NULL,NULL,sib,NULL,NULL,NULL,(B73×CML322)S5 RIL  #63,NULL,8,NULL,NULL,NULL,NULL
08FL0022_000b,08FL0022_000,08FL0022,08FL,Z006E0065,NULL,NULL,sib,NULL,NULL,NULL,(B73×CML322)S5 RIL  #65,NULL,8,NULL,NULL,NULL,NULL
08FL0023_000b,08FL0023_000,08FL0023,08FL,Z006E0076,NULL,NULL,sib,NULL,NULL,NULL,(B73×CML322)S5 RIL  #76,NULL,8,NULL,NULL,NULL,NULL
08FL0024_000b,08FL0024_000,08FL0024,08FL,Z006E0083,NULL,NULL,sib,NULL,NULL,NULL,(B73×CML322)S5 RIL  #83,NULL,8,NULL,NULL,NULL,NULL
08FL0025_000b,08FL0025_000,08FL0025,08FL,Z006E0086,NULL,NULL,sib,NULL,NULL,NULL,(B73×CML322)S5 RIL  #86,NULL,8,NULL,NULL,NULL,NULL
08FL0026_000b,08FL0026_000,08FL0026,08FL,Z006E0096,NULL,NULL,sib,NULL,NULL,NULL,(B73×CML322)S5 RIL  #96,NULL,8,NULL,NULL,NULL,NULL
08FL0027_000b,08FL0027_000,08FL0027,08FL,Z006E0116,NULL,NULL,sib,NULL,NULL,NULL,(B73×CML322)S5 RIL  #116,NULL,8,NULL,NULL,NULL,NULL
08FL0028_000b,08FL0028_000,08FL0028,08FL,Z006E0117,NULL,NULL,sib,NULL,NULL,NULL,(B73×CML322)S5 RIL  #117,NULL,8,NULL,NULL,NULL,NULL
08FL0029_000b,08FL0029_000,08FL0029,08FL,Z006E0123,NULL,NULL,sib,NULL,NULL,NULL,(B73×CML322)S5 RIL  #123,NULL,8,NULL,NULL,NULL,NULL
08FL0030_000b,08FL0030_000,08FL0030,08FL,Z006E0134,NULL,NULL,sib,NULL,NULL,NULL,(B73×CML322)S5 RIL  #134,NULL,8,NULL,NULL,NULL,NULL
08FL0031_000b,08FL0031_000,08FL0031,08FL,Z006E0138,NULL,NULL,sib,NULL,NULL,NULL,(B73×CML322)S5 RIL  #138,NULL,8,NULL,NULL,NULL,NULL
08FL0032_000b,08FL0032_000,08FL0032,08FL,Z006E0142,NULL,NULL,sib,NULL,NULL,NULL,(B73×CML322)S5 RIL  #142,NULL,8,NULL,NULL,NULL,NULL
08FL0033_000b,08FL0033_000,08FL0033,08FL,Z006E0144,NULL,NULL,sib,NULL,NULL,NULL,(B73×CML322)S5 RIL  #144,NULL,8,NULL,NULL,NULL,NULL
08FL0034_000b,08FL0034_000,08FL0034,08FL,Z006E0154,NULL,NULL,sib,NULL,NULL,NULL,(B73×CML322)S5 RIL  #154,NULL,8,NULL,NULL,NULL,NULL
08FL0035_000b,08FL0035_000,08FL0035,08FL,Z006E0158,NULL,NULL,sib,NULL,NULL,NULL,(B73×CML322)S5 RIL  #158,NULL,8,NULL,NULL,NULL,NULL
08FL0036_000b,08FL0036_000,08FL0036,08FL,Z006E0159,NULL,NULL,sib,NULL,NULL,NULL,(B73×CML322)S5 RIL  #159,NULL,8,NULL,NULL,NULL,NULL
08FL0037_000b,08FL0037_000,08FL0037,08FL,Z006E0160,NULL,NULL,sib,NULL,NULL,NULL,(B73×CML322)S5 RIL  #160,NULL,8,NULL,NULL,NULL,NULL
08FL0038_000b,08FL0038_000,08FL0038,08FL,Z006E0161,NULL,NULL,sib,NULL,NULL,NULL,(B73×CML322)S5 RIL  #161,NULL,8,NULL,NULL,NULL,NULL
08FL0039_000b,08FL0039_000,08FL0039,08FL,Z006E0162,NULL,NULL,sib,NULL,NULL,NULL,(B73×CML322)S5 RIL  #162,NULL,8,NULL,NULL,NULL,NULL
08FL0040_000b,08FL0040_000,08FL0040,08FL,Z006E0175,NULL,NULL,sib,NULL,NULL,NULL,(B73×CML322)S5 RIL  #175,NULL,8,NULL,NULL,NULL,NULL
08FL0041_000b,08FL0041_000,08FL0041,08FL,Z006E0180,NULL,NULL,sib,NULL,NULL,NULL,(B73×CML322)S5 RIL  #180,NULL,8,NULL,NULL,NULL,NULL
08FL0042_000b,08FL0042_000,08FL0042,08FL,Z006E0182,NULL,NULL,sib,NULL,NULL,NULL,(B73×CML322)S5 RIL  #182,NULL,8,NULL,NULL,NULL,NULL
08FL0043_000b,08FL0043_000,08FL0043,08FL,Z006E0196,NULL,NULL,sib,NULL,NULL,NULL,(B73×CML322)S5 RIL  #196,NULL,8,NULL,NULL,NULL,NULL
08FL0044_001s,08FL0044_001,08FL0044,08FL,[TBBC3]  TBBC3_38_05F,CC_01,[TBBC3]  TBBC3_38_05F_01,self,NULL,NULL,NULL,TBBC3,NULL,2,NULL,NULL,NULL,NULL
08FL0044_002s,08FL0044_002,08FL0044,08FL,[TBBC3]  TBBC3_38_05F,CC_01,[TBBC3]  TBBC3_38_05F_02,self,NULL,NULL,NULL,TBBC3,NULL,2,NULL,NULL,NULL,NULL
08FL0044_003s,08FL0044_003,08FL0044,08FL,[TBBC3]  TBBC3_38_05F,CC_01,[TBBC3]  TBBC3_38_05F_03,self,NULL,NULL,NULL,TBBC3,NULL,2,NULL,NULL,NULL,NULL
08FL0044_004s,08FL0044_004,08FL0044,08FL,[TBBC3]  TBBC3_38_05F,CC_01,[TBBC3]  TBBC3_38_05F_04,self,NULL,NULL,NULL,TBBC3,NULL,2,NULL,NULL,NULL,NULL
08FL0045_001s,08FL0045_001,08FL0045,08FL,[TBBC3]  TBBC3_38_07H,CC_02,[TBBC3]  TBBC3_38_07H_01,self,NULL,NULL,NULL,TBBC3,NULL,2,NULL,NULL,NULL,NULL
08FL0045_002s,08FL0045_002,08FL0045,08FL,[TBBC3]  TBBC3_38_07H,CC_02,[TBBC3]  TBBC3_38_07H_02,self,NULL,NULL,NULL,TBBC3,NULL,2,NULL,NULL,NULL,NULL
08FL0045_003s,08FL0045_003,08FL0045,08FL,[TBBC3]  TBBC3_38_07H,CC_02,[TBBC3]  TBBC3_38_07H_03,self,NULL,NULL,NULL,TBBC3,NULL,2,NULL,NULL,NULL,NULL
08FL0045_004s,08FL0045_004,08FL0045,08FL,[TBBC3]  TBBC3_38_07H,CC_02,[TBBC3]  TBBC3_38_07H_04,self,NULL,NULL,NULL,TBBC3,NULL,2,NULL,NULL,NULL,NULL
08FL0046_001s,08FL0046_001,08FL0046,08FL,[TBBC3]  TBBC3_38_11E,CC_03,[TBBC3]  TBBC3_38_11E_01,self,NULL,NULL,NULL,TBBC3,NULL,2,NULL,NULL,NULL,NULL
08FL0046_002s,08FL0046_002,08FL0046,08FL,[TBBC3]  TBBC3_38_11E,CC_03,[TBBC3]  TBBC3_38_11E_02,self,NULL,NULL,NULL,TBBC3,NULL,2,NULL,NULL,NULL,NULL
08FL0046_003s,08FL0046_003,08FL0046,08FL,[TBBC3]  TBBC3_38_11E,CC_03,[TBBC3]  TBBC3_38_11E_03,self,NULL,NULL,NULL,TBBC3,NULL,2,NULL,NULL,NULL,NULL
08FL0047_001s,08FL0047_001,08FL0047,08FL,[TBBC3]  TBBC3_38_16G,CC_04,[TBBC3]  TBBC3_38_16G_01,self,NULL,NULL,NULL,TBBC3,NULL,2,NULL,NULL,NULL,NULL
08FL0047_002s,08FL0047_002,08FL0047,08FL,[TBBC3]  TBBC3_38_16G,CC_04,[TBBC3]  TBBC3_38_16G_02,self,NULL,NULL,NULL,TBBC3,NULL,2,NULL,NULL,NULL,NULL
08FL0047_003s,08FL0047_003,08FL0047,08FL,[TBBC3]  TBBC3_38_16G,CC_04,[TBBC3]  TBBC3_38_16G_03,self,NULL,NULL,NULL,TBBC3,NULL,2,NULL,NULL,NULL,NULL
08FL0047_004s,08FL0047_004,08FL0047,08FL,[TBBC3]  TBBC3_38_16G,CC_04,[TBBC3]  TBBC3_38_16G_04,self,NULL,NULL,NULL,TBBC3,NULL,2,NULL,NULL,NULL,NULL
08FL0048_001s,08FL0048_001,08FL0048,08FL,[TBBC3]  TBBC3_38_18A,CC_05,[TBBC3]  TBBC3_38_18A_01,self,NULL,NULL,NULL,TBBC3,NULL,2,NULL,NULL,NULL,NULL
08FL0048_002s,08FL0048_002,08FL0048,08FL,[TBBC3]  TBBC3_38_18A,CC_05,[TBBC3]  TBBC3_38_18A_02,self,NULL,NULL,NULL,TBBC3,NULL,2,NULL,NULL,NULL,NULL
08FL0048_003s,08FL0048_003,08FL0048,08FL,[TBBC3]  TBBC3_38_18A,CC_05,[TBBC3]  TBBC3_38_18A_03,self,NULL,NULL,NULL,TBBC3,NULL,2,NULL,NULL,NULL,NULL
08FL0049_001s,08FL0049_001,08FL0049,08FL,[TBBC3]  TBBC3_39_08F,CC_06,[TBBC3]  TBBC3_39_08F_01,self,NULL,NULL,NULL,TBBC3,NULL,2,NULL,NULL,NULL,NULL
08FL0049_003s,08FL0049_003,08FL0049,08FL,[TBBC3]  TBBC3_39_08F,CC_06,[TBBC3]  TBBC3_39_08F_03,self,NULL,NULL,NULL,TBBC3,NULL,2,NULL,NULL,NULL,NULL
08FL0049_004s,08FL0049_004,08FL0049,08FL,[TBBC3]  TBBC3_39_08F,CC_06,[TBBC3]  TBBC3_39_08F_04,self,NULL,NULL,NULL,TBBC3,NULL,2,NULL,NULL,NULL,NULL
08FL0050_001s,08FL0050_001,08FL0050,08FL,[TBBC3]  TBBC3_39_09F,CC_07,[TBBC3]  TBBC3_39_09F_01,self,NULL,NULL,NULL,TBBC3,NULL,2,NULL,NULL,NULL,NULL
08FL0050_002s,08FL0050_002,08FL0050,08FL,[TBBC3]  TBBC3_39_09F,CC_07,[TBBC3]  TBBC3_39_09F_02,self,NULL,NULL,NULL,TBBC3,NULL,2,NULL,NULL,NULL,NULL
08FL0050_003s,08FL0050_003,08FL0050,08FL,[TBBC3]  TBBC3_39_09F,CC_07,[TBBC3]  TBBC3_39_09F_03,self,NULL,NULL,NULL,TBBC3,NULL,2,NULL,NULL,NULL,NULL
08FL0050_004s,08FL0050_004,08FL0050,08FL,[TBBC3]  TBBC3_39_09F,CC_07,[TBBC3]  TBBC3_39_09F_04,self,NULL,NULL,NULL,TBBC3,NULL,2,NULL,NULL,NULL,NULL
08FL0051_001s,08FL0051_001,08FL0051,08FL,[TBBC3]  TBBC3_39_11A,CC_08,[TBBC3]  TBBC3_39_11A_01,self,NULL,NULL,NULL,TBBC3,NULL,2,NULL,NULL,NULL,NULL
08FL0051_002s,08FL0051_002,08FL0051,08FL,[TBBC3]  TBBC3_39_11A,CC_08,[TBBC3]  TBBC3_39_11A_02,self,NULL,NULL,NULL,TBBC3,NULL,2,NULL,NULL,NULL,NULL
08FL0051_003s,08FL0051_003,08FL0051,08FL,[TBBC3]  TBBC3_39_11A,CC_08,[TBBC3]  TBBC3_39_11A_03,self,NULL,NULL,NULL,TBBC3,NULL,2,NULL,NULL,NULL,NULL
08FL0051_004s,08FL0051_004,08FL0051,08FL,[TBBC3]  TBBC3_39_11A,CC_08,[TBBC3]  TBBC3_39_11A_04,self,NULL,NULL,NULL,TBBC3,NULL,2,NULL,NULL,NULL,NULL
08FL0052_001s,08FL0052_001,08FL0052,08FL,[TBBC3]  TBBC3_39_19E,CC_09,[TBBC3]  TBBC3_39_19E_01,self,NULL,NULL,NULL,TBBC3,NULL,2,NULL,NULL,NULL,NULL
08FL0052_002s,08FL0052_002,08FL0052,08FL,[TBBC3]  TBBC3_39_19E,CC_09,[TBBC3]  TBBC3_39_19E_02,self,NULL,NULL,NULL,TBBC3,NULL,2,NULL,NULL,NULL,NULL
08FL0052_003s,08FL0052_003,08FL0052,08FL,[TBBC3]  TBBC3_39_19E,CC_09,[TBBC3]  TBBC3_39_19E_03,self,NULL,NULL,NULL,TBBC3,NULL,2,NULL,NULL,NULL,NULL
08FL0052_004s,08FL0052_004,08FL0052,08FL,[TBBC3]  TBBC3_39_19E,CC_09,[TBBC3]  TBBC3_39_19E_04,self,NULL,NULL,NULL,TBBC3,NULL,2,NULL,NULL,NULL,NULL
08FL0053_001s,08FL0053_001,08FL0053,08FL,[TBBC3]  TBBC3_42_02E_01,CC_10,[TBBC3]  TBBC3_42_02E_01_01,self,NULL,NULL,NULL,TBBC3,NULL,2,NULL,NULL,NULL,NULL
08FL0053_002s,08FL0053_002,08FL0053,08FL,[TBBC3]  TBBC3_42_02E_01,CC_10,[TBBC3]  TBBC3_42_02E_01_02,self,NULL,NULL,NULL,TBBC3,NULL,2,NULL,NULL,NULL,NULL
08FL0053_003s,08FL0053_003,08FL0053,08FL,[TBBC3]  TBBC3_42_02E_01,CC_10,[TBBC3]  TBBC3_42_02E_01_03,self,NULL,NULL,NULL,TBBC3,NULL,2,NULL,NULL,NULL,NULL
08FL0053_004s,08FL0053_004,08FL0053,08FL,[TBBC3]  TBBC3_42_02E_01,CC_10,[TBBC3]  TBBC3_42_02E_01_04,self,NULL,NULL,NULL,TBBC3,NULL,2,NULL,NULL,NULL,NULL
08FL0054_001s,08FL0054_001,08FL0054,08FL,[TBBC3]  TBBC3_42_05H_01,CC_11,[TBBC3]  TBBC3_42_05H_01_01,self,NULL,NULL,NULL,TBBC3,NULL,2,NULL,NULL,NULL,NULL
08FL0054_002s,08FL0054_002,08FL0054,08FL,[TBBC3]  TBBC3_42_05H_01,CC_11,[TBBC3]  TBBC3_42_05H_01_02,self,NULL,NULL,NULL,TBBC3,NULL,2,NULL,NULL,NULL,NULL
08FL0054_003s,08FL0054_003,08FL0054,08FL,[TBBC3]  TBBC3_42_05H_01,CC_11,[TBBC3]  TBBC3_42_05H_01_03,self,NULL,NULL,NULL,TBBC3,NULL,2,NULL,NULL,NULL,NULL
08FL0054_004s,08FL0054_004,08FL0054,08FL,[TBBC3]  TBBC3_42_05H_01,CC_11,[TBBC3]  TBBC3_42_05H_01_04,self,NULL,NULL,NULL,TBBC3,NULL,2,NULL,NULL,NULL,NULL
08FL0055_001s,08FL0055_001,08FL0055,08FL,[TBBC3]  TBBC3_42_05H_04,CC_12,[TBBC3]  TBBC3_42_05H_04_01,self,NULL,NULL,NULL,TBBC3,NULL,2,NULL,NULL,NULL,NULL
08FL0055_002s,08FL0055_002,08FL0055,08FL,[TBBC3]  TBBC3_42_05H_04,CC_12,[TBBC3]  TBBC3_42_05H_04_02,self,NULL,NULL,NULL,TBBC3,NULL,2,NULL,NULL,NULL,NULL
08FL0055_003s,08FL0055_003,08FL0055,08FL,[TBBC3]  TBBC3_42_05H_04,CC_12,[TBBC3]  TBBC3_42_05H_04_03,self,NULL,NULL,NULL,TBBC3,NULL,2,NULL,NULL,NULL,NULL
08FL0055_004s,08FL0055_004,08FL0055,08FL,[TBBC3]  TBBC3_42_05H_04,CC_12,[TBBC3]  TBBC3_42_05H_04_04,self,NULL,NULL,NULL,TBBC3,NULL,2,NULL,NULL,NULL,NULL
08FL0056_001s,08FL0056_001,08FL0056,08FL,[TBBC3]  TBBC3_42_06F_02,CC_13,[TBBC3]  TBBC3_42_06F_02_01,self,NULL,NULL,NULL,TBBC3,NULL,2,NULL,NULL,NULL,NULL
08FL0056_002s,08FL0056_002,08FL0056,08FL,[TBBC3]  TBBC3_42_06F_02,CC_13,[TBBC3]  TBBC3_42_06F_02_02,self,NULL,NULL,NULL,TBBC3,NULL,2,NULL,NULL,NULL,NULL
08FL0056_003s,08FL0056_003,08FL0056,08FL,[TBBC3]  TBBC3_42_06F_02,CC_13,[TBBC3]  TBBC3_42_06F_02_03,self,NULL,NULL,NULL,TBBC3,NULL,2,NULL,NULL,NULL,NULL
08FL0056_004s,08FL0056_004,08FL0056,08FL,[TBBC3]  TBBC3_42_06F_02,CC_13,[TBBC3]  TBBC3_42_06F_02_04,self,NULL,NULL,NULL,TBBC3,NULL,2,NULL,NULL,NULL,NULL
08FL0057_001s,08FL0057_001,08FL0057,08FL,[TBBC3]  TBBC3_42_09E_01,CC_14,[TBBC3]  TBBC3_42_09E_01_01,self,NULL,NULL,NULL,TBBC3,NULL,2,NULL,NULL,NULL,NULL
08FL0057_002s,08FL0057_002,08FL0057,08FL,[TBBC3]  TBBC3_42_09E_01,CC_14,[TBBC3]  TBBC3_42_09E_01_02,self,NULL,NULL,NULL,TBBC3,NULL,2,NULL,NULL,NULL,NULL
08FL0057_003s,08FL0057_003,08FL0057,08FL,[TBBC3]  TBBC3_42_09E_01,CC_14,[TBBC3]  TBBC3_42_09E_01_03,self,NULL,NULL,NULL,TBBC3,NULL,2,NULL,NULL,NULL,NULL
08FL0057_004s,08FL0057_004,08FL0057,08FL,[TBBC3]  TBBC3_42_09E_01,CC_14,[TBBC3]  TBBC3_42_09E_01_04,self,NULL,NULL,NULL,TBBC3,NULL,2,NULL,NULL,NULL,NULL
08FL0058_001s,08FL0058_001,08FL0058,08FL,[TBBC3]  TBBC3_42_10E_02,CC_15,[TBBC3]  TBBC3_42_10E_02_01,self,NULL,NULL,NULL,TBBC3,NULL,2,NULL,NULL,NULL,NULL
08FL0058_002s,08FL0058_002,08FL0058,08FL,[TBBC3]  TBBC3_42_10E_02,CC_15,[TBBC3]  TBBC3_42_10E_02_02,self,NULL,NULL,NULL,TBBC3,NULL,2,NULL,NULL,NULL,NULL
08FL0058_003s,08FL0058_003,08FL0058,08FL,[TBBC3]  TBBC3_42_10E_02,CC_15,[TBBC3]  TBBC3_42_10E_02_03,self,NULL,NULL,NULL,TBBC3,NULL,2,NULL,NULL,NULL,NULL
08FL0058_004s,08FL0058_004,08FL0058,08FL,[TBBC3]  TBBC3_42_10E_02,CC_15,[TBBC3]  TBBC3_42_10E_02_04,self,NULL,NULL,NULL,TBBC3,NULL,2,NULL,NULL,NULL,NULL
08FL0059_001s,08FL0059_001,08FL0059,08FL,[TBBC3]  TBBC3_42_12F_01,CC_16,[TBBC3]  TBBC3_42_12F_01_01,self,NULL,NULL,NULL,TBBC3,NULL,2,NULL,NULL,NULL,NULL
