11TF2001_005s,11TF2001_005,11TF2001,11TF,NULL,NULL,NULL,self,NULL,NULL,NULL,(11TF2001_005)S1,NULL,34,NULL,NULL,NULL,NULL
11TF2002_006s,11TF2002_006,11TF2002,11TF,NULL,NULL,NULL,self,NULL,NULL,NULL,(11TF2002_006)S1,NULL,34,NULL,NULL,NULL,NULL
11TF2003_011s,11TF2003_011,11TF2003,11TF,NULL,NULL,NULL,self,NULL,NULL,NULL,(11TF2003_011)S1,NULL,34,NULL,NULL,NULL,NULL
11TF2004_001s,11TF2004_001,11TF2004,11TF,NULL,NULL,NULL,self,NULL,NULL,NULL,(11TF2004_001)S1,NULL,34,NULL,NULL,NULL,NULL
11TF2004_002s,11TF2004_002,11TF2004,11TF,NULL,NULL,NULL,self,NULL,NULL,NULL,(11TF2004_002)S1,NULL,34,NULL,NULL,NULL,NULL
11TF2007_004s,11TF2007_004,11TF2007,11TF,NULL,NULL,NULL,self,NULL,NULL,NULL,(11TF2007_004)S1,NULL,34,NULL,NULL,NULL,NULL
11TF2007_008s,11TF2007_008,11TF2007,11TF,NULL,NULL,NULL,self,NULL,NULL,NULL,(11TF2007_008)S1,NULL,34,NULL,NULL,NULL,NULL
11TF2007_009s,11TF2007_009,11TF2007,11TF,NULL,NULL,NULL,self,NULL,NULL,NULL,(11TF2007_009)S1,NULL,34,NULL,NULL,NULL,NULL
11TF2008_004s,11TF2008_004,11TF2008,11TF,NULL,NULL,NULL,self,NULL,NULL,NULL,(11TF2008_004)S1,NULL,34,NULL,NULL,NULL,NULL
11TF2008_010s,11TF2008_010,11TF2008,11TF,NULL,NULL,NULL,self,NULL,NULL,NULL,(11TF2008_010)S1,NULL,34,NULL,NULL,NULL,NULL
11TF2009_003s,11TF2009_003,11TF2009,11TF,NULL,NULL,NULL,self,NULL,NULL,NULL,(11TF2009_003)S1,NULL,34,NULL,NULL,NULL,NULL
11TF2010_007s,11TF2010_007,11TF2010,11TF,NULL,NULL,NULL,self,NULL,NULL,NULL,(11TF2010_007)S1,NULL,34,NULL,NULL,NULL,NULL
11TF2011_004s,11TF2011_004,11TF2011,11TF,NULL,NULL,NULL,self,NULL,NULL,NULL,(11TF2011_004)S1,NULL,34,NULL,NULL,NULL,NULL
11TF2011_007s,11TF2011_007,11TF2011,11TF,NULL,NULL,NULL,self,NULL,NULL,NULL,(11TF2011_007)S1,NULL,34,NULL,NULL,NULL,NULL
11TF2012_003s,11TF2012_003,11TF2012,11TF,NULL,NULL,NULL,self,NULL,NULL,NULL,(11TF2012_003)S1,NULL,34,NULL,NULL,NULL,NULL
11TF2012_007s,11TF2012_007,11TF2012,11TF,NULL,NULL,NULL,self,NULL,NULL,NULL,(11TF2012_007)S1,NULL,34,NULL,NULL,NULL,NULL
11TF2012_010s,11TF2012_010,11TF2012,11TF,NULL,NULL,NULL,self,NULL,NULL,NULL,(11TF2012_010)S1,NULL,34,NULL,NULL,NULL,NULL
11TF2013_005s,11TF2013_005,11TF2013,11TF,NULL,NULL,NULL,self,NULL,NULL,NULL,(11TF2013_005)S1,NULL,34,NULL,NULL,NULL,NULL
11TF2014_002s,11TF2014_002,11TF2014,11TF,NULL,NULL,NULL,self,NULL,NULL,NULL,(11TF2014_002)S1,NULL,34,NULL,NULL,NULL,NULL
11TF2014_004s,11TF2014_004,11TF2014,11TF,NULL,NULL,NULL,self,NULL,NULL,NULL,(11TF2014_004)S1,NULL,34,NULL,NULL,NULL,NULL
11TF2020_001s,11TF2020_001,11TF2020,11TF,NULL,NULL,NULL,self,NULL,NULL,NULL,(11TF2020_001)S1,NULL,34,NULL,NULL,NULL,NULL
11TF2020_006s,11TF2020_006,11TF2020,11TF,NULL,NULL,NULL,self,NULL,NULL,NULL,(11TF2020_006)S1,NULL,34,NULL,NULL,NULL,NULL
11TF2020_007s,11TF2020_007,11TF2020,11TF,NULL,NULL,NULL,self,NULL,NULL,NULL,(11TF2020_007)S1,NULL,34,NULL,NULL,NULL,NULL
11TF2030_001s,11TF2030_001,11TF2030,11TF,NULL,NULL,NULL,self,NULL,NULL,NULL,(11TF2030_001)S1,NULL,34,NULL,NULL,NULL,NULL
11TF2030_002s,11TF2030_002,11TF2030,11TF,NULL,NULL,NULL,self,NULL,NULL,NULL,(11TF2030_002)S1,NULL,34,NULL,NULL,NULL,NULL
