09SN1001,NULL,09SN,TBBC3-13,NULL,08SN0102_000b,NULL,1,NULL,NULL,1,10,TBBC3,NULL,QTL mapping,planted 19/05/09,8
09SN1002,NULL,09SN,TBBC3-28,NULL,NULL,"CC06_T_099, 146",1,NULL,NULL,1,10,TBBC3,NULL,QTL mapping,planted 19/05/09,8
09SN1003,NULL,09SN,TBBC3-30,NULL,NULL,"CC06_T_092, 132",1,NULL,NULL,1,10,TBBC3,NULL,QTL mapping,planted 19/05/09,8
09SN1004,NULL,09SN,TBBC3_42_05H_03,NULL,NULL,CC07_T_212_03,1,NULL,NULL,1,10,TBBC3,NULL,QTL mapping,planted 19/05/09,8
09SN1005,NULL,09SN,TBBC3-80,NULL,NULL,"CC06_T_119, 191",1,NULL,NULL,1,10,TBBC3,NULL,QTL mapping,planted 19/05/09,8
09SN1006,NULL,09SN,TBBC3-52,NULL,08SN0207_000b,NULL,1,NULL,NULL,1,10,TBBC3,NULL,QTL mapping,planted 19/05/09,8
09SN1007,NULL,09SN,TBBC3-21,NULL,NULL,"CC07_T_017, 047",1,NULL,NULL,1,10,TBBC3,NULL,QTL mapping,planted 19/05/09,8
09SN1008,NULL,09SN,TBBC3-19,NULL,08SN0103_000b,NULL,1,NULL,NULL,1,10,TBBC3,NULL,QTL mapping,planted 19/05/09,8
09SN1009,NULL,09SN,TBBC3_42_05H_02,NULL,NULL,CC07_T_212_02,1,NULL,NULL,1,10,TBBC3,NULL,QTL mapping,planted 19/05/09,8
09SN1010,NULL,09SN,TBBC3_42_05H_01,NULL,NULL,CC07_T_212_01,1,NULL,NULL,1,10,TBBC3,NULL,QTL mapping,planted 19/05/09,8
09SN1011,NULL,09SN,TBBC3-9,NULL,NULL,"CC06_T_086, 137",1,NULL,NULL,1,10,TBBC3,NULL,QTL mapping,planted 19/05/09,8
09SN1012,NULL,09SN,TBBC3-06,NULL,08SN0105_000b,NULL,1,NULL,NULL,1,10,TBBC3,NULL,QTL mapping,planted 19/05/09,8
09SN1013,NULL,09SN,TBBC3-77,NULL,08SN0209_000b,NULL,1,NULL,NULL,1,10,TBBC3,NULL,QTL mapping,planted 19/05/09,8
09SN1014,NULL,09SN,TBBC3_42_12F_06,NULL,NULL,CC07_T_190_06,1,NULL,NULL,1,10,TBBC3,NULL,QTL mapping,planted 19/05/09,8
09SN1015,NULL,09SN,TBBC3_42_05H_06,NULL,NULL,CC07_T_212_06,1,NULL,NULL,1,10,TBBC3,NULL,QTL mapping,planted 19/05/09,8
09SN1016,NULL,09SN,TBBC3-27,NULL,NULL,"CC06_T_093, 214",1,NULL,NULL,1,10,TBBC3,NULL,QTL mapping,planted 19/05/09,8
09SN1017,NULL,09SN,TBBC3_42_12F_04,NULL,NULL,CC07_T_190_04,1,NULL,NULL,1,10,TBBC3,NULL,QTL mapping,planted 19/05/09,8
09SN1018,NULL,09SN,TBBC3_42_12F_05,NULL,NULL,CC07_T_190_05,1,NULL,NULL,1,10,TBBC3,NULL,QTL mapping,planted 19/05/09,8
09SN1019,NULL,09SN,TBBC3-42,NULL,NULL,"CC06_T_065, 152",1,NULL,NULL,1,10,TBBC3,NULL,QTL mapping,planted 19/05/09,8
09SN1020,NULL,09SN,TBBC3_42_09E_01,NULL,NULL,CC07_T_193_01,1,NULL,NULL,1,10,TBBC3,NULL,QTL mapping,planted 19/05/09,8
09SN1021,NULL,09SN,TBBC3-24,NULL,08SN0104_000b,NULL,1,NULL,NULL,1,10,TBBC3,NULL,QTL mapping,planted 19/05/09,8
09SN1022,NULL,09SN,TBBC3-14,NULL,08SN0106_000b,NULL,1,NULL,NULL,1,10,TBBC3,NULL,QTL mapping,planted 19/05/09,8
09SN1023,NULL,09SN,TBBC3-3,NULL,08SN0101_000b,NULL,1,NULL,NULL,1,10,TBBC3,NULL,QTL mapping,planted 19/05/09,8
09SN1024,NULL,09SN,TBBC3-39,NULL,NULL,CC07_T_011,1,NULL,NULL,1,10,TBBC3,NULL,QTL mapping,planted 19/05/09,8
09SN1025,NULL,09SN,TBBC3_39_19E,NULL,08FL0052_001s,NULL,1,NULL,NULL,1,10,TBBC3,NULL,QTL mapping,planted 19/05/09,8
09SN1026,NULL,09SN,TBBC3_39_9F,NULL,08FL0050_001s,NULL,1,NULL,NULL,1,10,TBBC3,NULL,QTL mapping,planted 19/05/09,8
09SN1027,NULL,09SN,TBBC3-11,NULL,NULL,CC06_T_83,1,NULL,NULL,1,10,TBBC3,NULL,QTL mapping,planted 19/05/09,8
09SN1028,NULL,09SN,1883_1_01C,NULL,NULL,CC07_C_20,1,NULL,NULL,1,10,HIFs,NULL,QTL mapping,planted 19/05/09,8
09SN1029,NULL,09SN,1883_1_02C,NULL,NULL,CC07_C_22,1,NULL,NULL,1,10,HIFs,NULL,QTL mapping,planted 19/05/09,8
09SN1030,NULL,09SN,1889_1_6F_04C_003.01,NULL,08CN0079_001s,NULL,1,NULL,NULL,1,10,HIFs,NULL,QTL mapping,planted 19/05/09,8
09SN1031,NULL,09SN,1889_1_6F_04C_003.02,NULL,08CN0083_001s,NULL,1,NULL,NULL,1,10,HIFs,NULL,QTL mapping,planted 19/05/09,8
09SN1032,NULL,09SN,NIL_99,NULL,NULL,08A7359,1,NULL,NULL,1,10,Syngenta NILs,NULL,QTL mapping,planted 19/05/09,8
09SN2001,NULL,09SN,TBBC3-19,NULL,08SN0103_000b,NULL,1,NULL,NULL,2,10,TBBC3,NULL,QTL mapping,planted 19/05/09,8
09SN2002,NULL,09SN,TBBC3_42_05H_02,NULL,NULL,CC07_T_212_02,1,NULL,NULL,2,10,TBBC3,NULL,QTL mapping,planted 19/05/09,8
09SN2003,NULL,09SN,TBBC3-13,NULL,08SN0102_000b,NULL,1,NULL,NULL,2,10,TBBC3,NULL,QTL mapping,planted 19/05/09,8
09SN2004,NULL,09SN,TBBC3-9,NULL,NULL,"CC06_T_086, 137",1,NULL,NULL,2,10,TBBC3,NULL,QTL mapping,planted 19/05/09,8
09SN2005,NULL,09SN,TBBC3_42_12F_06,NULL,NULL,CC07_T_190_06,1,NULL,NULL,2,10,TBBC3,NULL,QTL mapping,planted 19/05/09,8
09SN2006,NULL,09SN,TBBC3-80,NULL,NULL,"CC06_T_119, 191",1,NULL,NULL,2,10,TBBC3,NULL,QTL mapping,planted 19/05/09,8
09SN2007,NULL,09SN,TBBC3_42_05H_01,NULL,NULL,CC07_T_212_01,1,NULL,NULL,2,10,TBBC3,NULL,QTL mapping,planted 19/05/09,8
09SN2008,NULL,09SN,TBBC3-24,NULL,08SN0104_000b,NULL,1,NULL,NULL,2,10,TBBC3,NULL,QTL mapping,planted 19/05/09,8
09SN2009,NULL,09SN,TBBC3_42_09E_01,NULL,NULL,CC07_T_193_01,1,NULL,NULL,2,10,TBBC3,NULL,QTL mapping,planted 19/05/09,8
09SN2010,NULL,09SN,TBBC3-14,NULL,08SN0106_000b,NULL,1,NULL,NULL,2,10,TBBC3,NULL,QTL mapping,planted 19/05/09,8
09SN2011,NULL,09SN,TBBC3-28,NULL,NULL,"CC06_T_099, 146",1,NULL,NULL,2,10,TBBC3,NULL,QTL mapping,planted 19/05/09,8
09SN2012,NULL,09SN,TBBC3-3,NULL,08SN0101_000b,NULL,1,NULL,NULL,2,10,TBBC3,NULL,QTL mapping,planted 19/05/09,8
09SN2013,NULL,09SN,TBBC3_42_12F_04,NULL,NULL,CC07_T_190_04,1,NULL,NULL,2,10,TBBC3,NULL,QTL mapping,planted 19/05/09,8
09SN2014,NULL,09SN,TBBC3_42_05H_03,NULL,NULL,CC07_T_212_03,1,NULL,NULL,2,10,TBBC3,NULL,QTL mapping,planted 19/05/09,8
09SN2015,NULL,09SN,TBBC3-52,NULL,08SN0207_000b,NULL,1,NULL,NULL,2,10,TBBC3,NULL,QTL mapping,planted 19/05/09,8
09SN2016,NULL,09SN,TBBC3_42_12F_05,NULL,NULL,CC07_T_190_05,1,NULL,NULL,2,10,TBBC3,NULL,QTL mapping,planted 19/05/09,8
09SN2017,NULL,09SN,TBBC3-27,NULL,NULL,"CC06_T_093, 214",1,NULL,NULL,2,10,TBBC3,NULL,QTL mapping,planted 19/05/09,8
09SN2018,NULL,09SN,TBBC3-77,NULL,08SN0209_000b,NULL,1,NULL,NULL,2,10,TBBC3,NULL,QTL mapping,planted 19/05/09,8
09SN2019,NULL,09SN,TBBC3-30,NULL,NULL,"CC06_T_092, 132",1,NULL,NULL,2,10,TBBC3,NULL,QTL mapping,planted 19/05/09,8
09SN2020,NULL,09SN,TBBC3_42_05H_06,NULL,NULL,CC07_T_212_06,1,NULL,NULL,2,10,TBBC3,NULL,QTL mapping,planted 19/05/09,8
09SN2021,NULL,09SN,TBBC3-42,NULL,NULL,"CC06_T_065, 152",1,NULL,NULL,2,10,TBBC3,NULL,QTL mapping,planted 19/05/09,8
09SN2022,NULL,09SN,TBBC3-21,NULL,NULL,"CC07_T_017, 047",1,NULL,NULL,2,10,TBBC3,NULL,QTL mapping,planted 19/05/09,8
09SN2023,NULL,09SN,TBBC3-06,NULL,08SN0105_000b,NULL,1,NULL,NULL,2,10,TBBC3,NULL,QTL mapping,planted 19/05/09,8
09SN2024,NULL,09SN,TBBC3-39,NULL,NULL,CC07_T_011,1,NULL,NULL,2,10,TBBC4,NULL,QTL mapping,planted 19/05/09,8
09SN2025,NULL,09SN,TBBC3_39_19E,NULL,08FL0052_001s,NULL,1,NULL,NULL,2,10,TBBC5,NULL,QTL mapping,planted 19/05/09,8
09SN2026,NULL,09SN,TBBC3_39_9F,NULL,08FL0050_001s,NULL,1,NULL,NULL,2,10,TBBC6,NULL,QTL mapping,planted 19/05/09,8
09SN2027,NULL,09SN,TBBC3-11,NULL,NULL,CC06_T_83,1,NULL,NULL,2,10,TBBC7,NULL,QTL mapping,planted 19/05/09,8
09SN2028,NULL,09SN,1883_1_01C,NULL,NULL,CC07_C_20,1,NULL,NULL,2,10,HIFs,NULL,QTL mapping,planted 19/05/09,8
09SN2029,NULL,09SN,1883_1_02C,NULL,NULL,CC07_C_22,1,NULL,NULL,2,10,HIFs,NULL,QTL mapping,planted 19/05/09,8
09SN2030,NULL,09SN,1889_1_6F_04C_003.01,NULL,08CN0079_001s,NULL,1,NULL,NULL,2,10,HIFs,NULL,QTL mapping,planted 19/05/09,8
09SN2031,NULL,09SN,1889_1_6F_04C_003.02,NULL,08CN0083_001s,NULL,1,NULL,NULL,2,10,HIFs,NULL,QTL mapping,planted 19/05/09,8
09SN2032,NULL,09SN,NIL_99,NULL,NULL,08A7359,1,NULL,NULL,2,10,Syngenta NILs,NULL,QTL mapping,planted 19/05/09,8
