11PB0001,NULL,11PB,NULL,B73,08PN0304_000b,NULL,22,101,NULL,NULL,16,5,NULL,check,Jesse RIL Pop Screen,31
11PB0002,NULL,11PB,NULL,P05L0332,09PF0043_000b,NULL,22,102,NULL,NULL,16,5,NULL,trial,Jesse RIL Pop Screen,31
11PB0003,NULL,11PB,NULL,P05L0151,09PF0108_000b,NULL,22,103,NULL,NULL,16,5,NULL,trial,Jesse RIL Pop Screen,31
11PB0004,NULL,11PB,NULL,P05L0097,09PF0184_000b,NULL,22,104,NULL,NULL,16,5,NULL,trial,Jesse RIL Pop Screen,31
11PB0005,NULL,11PB,NULL,P05L0268,09PF0124_000b,NULL,22,105,NULL,NULL,16,5,NULL,trial,Jesse RIL Pop Screen,31
11PB0006,NULL,11PB,NULL,P05L0261,09PF0181_000b,NULL,22,106,NULL,NULL,16,5,NULL,trial,Jesse RIL Pop Screen,31
11PB0007,NULL,11PB,NULL,P05L0112,09PF0134_000b,NULL,22,107,NULL,NULL,16,5,NULL,trial,Jesse RIL Pop Screen,31
11PB0008,NULL,11PB,NULL,P05L0219,09PF0210_000b,NULL,22,108,NULL,NULL,16,5,NULL,trial,Jesse RIL Pop Screen,31
11PB0009,NULL,11PB,NULL,P05L0306,09PF0060_000b,NULL,22,109,NULL,NULL,16,5,NULL,trial,Jesse RIL Pop Screen,31
11PB0010,NULL,11PB,NULL,P05L0217,09PF0198_000b,NULL,22,110,NULL,NULL,16,5,NULL,trial,Jesse RIL Pop Screen,31
11PB0011,NULL,11PB,NULL,P05L0339,09PF0092_000b,NULL,22,111,NULL,NULL,16,5,NULL,trial,Jesse RIL Pop Screen,31
11PB0012,NULL,11PB,NULL,P05L0266,09PF0207_000b,NULL,22,112,NULL,NULL,16,5,NULL,trial,Jesse RIL Pop Screen,31
11PB0013,NULL,11PB,NULL,P05L0095,09PF0165_000b,NULL,22,113,NULL,NULL,16,5,NULL,trial,Jesse RIL Pop Screen,31
11PB0014,NULL,11PB,NULL,P05L0264,09PF0012_000b,NULL,22,114,NULL,NULL,16,5,NULL,trial,Jesse RIL Pop Screen,31
11PB0015,NULL,11PB,NULL,P05L0232,09PF0061_000b,NULL,22,115,NULL,NULL,16,5,NULL,trial,Jesse RIL Pop Screen,31
11PB0016,NULL,11PB,NULL,P05L0050,09PF0084_000b,NULL,22,116,NULL,NULL,16,5,NULL,trial,Jesse RIL Pop Screen,31
11PB0017,NULL,11PB,NULL,P05L0209,09PF0107_000b,NULL,22,117,NULL,NULL,16,5,NULL,trial,Jesse RIL Pop Screen,31
11PB0018,NULL,11PB,NULL,B73,08PN0304_000b,NULL,22,118,NULL,NULL,16,5,NULL,check,Jesse RIL Pop Screen,31
11PB0019,NULL,11PB,NULL,P05L0267,09PF0113_000b,NULL,22,119,NULL,NULL,16,5,NULL,trial,Jesse RIL Pop Screen,31
11PB0020,NULL,11PB,NULL,P05L0234,09PF0141_000b,NULL,22,120,NULL,NULL,16,5,NULL,trial,Jesse RIL Pop Screen,31
11PB0021,NULL,11PB,NULL,B73,08PN0304_000b,NULL,22,121,NULL,NULL,16,5,NULL,check,Jesse RIL Pop Screen,31
11PB0022,NULL,11PB,NULL,P05L0203,09PF0175_000b,NULL,22,122,NULL,NULL,16,5,NULL,trial,Jesse RIL Pop Screen,31
11PB0023,NULL,11PB,NULL,P05L0202,09PF0147_000b,NULL,22,123,NULL,NULL,16,5,NULL,trial,Jesse RIL Pop Screen,31
11PB0024,NULL,11PB,NULL,P05L0341,09PF0187_000b,NULL,22,124,NULL,NULL,16,5,NULL,trial,Jesse RIL Pop Screen,31
11PB0025,NULL,11PB,NULL,B73,08PN0304_000b,NULL,22,125,NULL,NULL,16,5,NULL,checkB2,Jesse RIL Pop Screen,31
11PB0026,NULL,11PB,NULL,P05L0273,09PF0048_000b,NULL,22,126,NULL,NULL,16,5,NULL,trial,Jesse RIL Pop Screen,31
11PB0027,NULL,11PB,NULL,P05L0113,09PF0097_000b,NULL,22,127,NULL,NULL,16,5,NULL,trial,Jesse RIL Pop Screen,31
11PB0028,NULL,11PB,NULL,P05L0244,09PF0031_000b,NULL,22,128,NULL,NULL,16,5,NULL,trial,Jesse RIL Pop Screen,31
11PB0029,NULL,11PB,NULL,P05L0078,09PF0122_000b,NULL,22,129,NULL,NULL,16,5,NULL,trial,Jesse RIL Pop Screen,31
11PB0030,NULL,11PB,NULL,P05L0031,09PF0551_000b,NULL,22,130,NULL,NULL,16,5,NULL,trial,Jesse RIL Pop Screen,31
11PB0031,NULL,11PB,NULL,P05L0262,09PF0137_000b,NULL,22,131,NULL,NULL,16,5,NULL,trial,Jesse RIL Pop Screen,31
11PB0032,NULL,11PB,NULL,P05L0044,09PF0038_000b,NULL,22,132,NULL,NULL,16,5,NULL,trial,Jesse RIL Pop Screen,31
11PB0033,NULL,11PB,NULL,P05L0104,09PF0168_000b,NULL,22,133,NULL,NULL,16,5,NULL,trial,Jesse RIL Pop Screen,31
