11PR0035_001s,11PR0035_001,11PR0035,11PR,NULL,NULL,NULL,self,NULL,NULL,NULL,(11TF2071_003s)S2,NULL,34,NULL,NULL,NULL,NULL
11PR0036_001s,11PR0036_001,11PR0036,11PR,NULL,NULL,NULL,self,NULL,NULL,NULL,(11TF2071_005s)S2,NULL,34,NULL,NULL,NULL,NULL
11PR0036_002s,11PR0036_002,11PR0036,11PR,NULL,NULL,NULL,self,NULL,NULL,NULL,(11TF2071_005s)S2,NULL,34,NULL,NULL,NULL,NULL
11PR0037_001s,11PR0037_001,11PR0037,11PR,NULL,NULL,NULL,self,NULL,NULL,NULL,(11TF2075_001s)S2,NULL,34,NULL,NULL,NULL,NULL
11PR0038_001s,11PR0038_001,11PR0038,11PR,NULL,NULL,NULL,self,NULL,NULL,NULL,(11TF2076_006s)S2,NULL,34,NULL,NULL,NULL,NULL
11PR0038_002s,11PR0038_002,11PR0038,11PR,NULL,NULL,NULL,self,NULL,NULL,NULL,(11TF2076_006s)S2,NULL,34,NULL,NULL,NULL,NULL
11PR0038_003s,11PR0038_003,11PR0038,11PR,NULL,NULL,NULL,self,NULL,NULL,NULL,(11TF2076_006s)S2,NULL,34,NULL,NULL,NULL,NULL
11PR0039_001s,11PR0039_001,11PR0039,11PR,NULL,NULL,NULL,self,NULL,NULL,NULL,(11TF2077_001s)S2,NULL,34,NULL,NULL,NULL,NULL
11PR0039_002s,11PR0039_002,11PR0039,11PR,NULL,NULL,NULL,self,NULL,NULL,NULL,(11TF2077_001s)S2,NULL,34,NULL,NULL,NULL,NULL
11PR0039_003s,11PR0039_003,11PR0039,11PR,NULL,NULL,NULL,self,NULL,NULL,NULL,(11TF2077_001s)S2,NULL,34,NULL,NULL,NULL,NULL
11PR0039_004s,11PR0039_004,11PR0039,11PR,NULL,NULL,NULL,self,NULL,NULL,NULL,(11TF2077_001s)S2,NULL,34,NULL,NULL,NULL,NULL
11PR0040_001s,11PR0040_001,11PR0040,11PR,NULL,NULL,NULL,self,NULL,NULL,NULL,(11TF2080_004s)S2,NULL,34,NULL,NULL,NULL,NULL
11PR0040_002s,11PR0040_002,11PR0040,11PR,NULL,NULL,NULL,self,NULL,NULL,NULL,(11TF2080_004s)S2,NULL,34,NULL,NULL,NULL,NULL
11PR0040_003s,11PR0040_003,11PR0040,11PR,NULL,NULL,NULL,self,NULL,NULL,NULL,(11TF2080_004s)S2,NULL,34,NULL,NULL,NULL,NULL
11PR0040_004s,11PR0040_004,11PR0040,11PR,NULL,NULL,NULL,self,NULL,NULL,NULL,(11TF2080_004s)S2,NULL,34,NULL,NULL,NULL,NULL
11PR0041_001s,11PR0041_001,11PR0041,11PR,NULL,NULL,NULL,self,NULL,NULL,NULL,(11TF2081_007s)S2,NULL,34,NULL,NULL,NULL,NULL
11PR0041_002s,11PR0041_002,11PR0041,11PR,NULL,NULL,NULL,self,NULL,NULL,NULL,(11TF2081_007s)S2,NULL,34,NULL,NULL,NULL,NULL
11PR0041_003s,11PR0041_003,11PR0041,11PR,NULL,NULL,NULL,self,NULL,NULL,NULL,(11TF2081_007s)S2,NULL,34,NULL,NULL,NULL,NULL
11PR0041_004s,11PR0041_004,11PR0041,11PR,NULL,NULL,NULL,self,NULL,NULL,NULL,(11TF2081_007s)S2,NULL,34,NULL,NULL,NULL,NULL
11PR0041_005s,11PR0041_005,11PR0041,11PR,NULL,NULL,NULL,self,NULL,NULL,NULL,(11TF2081_007s)S2,NULL,34,NULL,NULL,NULL,NULL
11PR0041_006s,11PR0041_006,11PR0041,11PR,NULL,NULL,NULL,self,NULL,NULL,NULL,(11TF2081_007s)S2,NULL,34,NULL,NULL,NULL,NULL
11PR0041_007s,11PR0041_007,11PR0041,11PR,NULL,NULL,NULL,self,NULL,NULL,NULL,(11TF2081_007s)S2,NULL,34,NULL,NULL,NULL,NULL
11PR0041_008s,11PR0041_008,11PR0041,11PR,NULL,NULL,NULL,self,NULL,NULL,NULL,(11TF2081_007s)S2,NULL,34,NULL,NULL,NULL,NULL
11PR0042_001s,11PR0042_001,11PR0042,11PR,NULL,NULL,NULL,self,NULL,NULL,NULL,(11TF2081_009s)S2,NULL,34,NULL,NULL,NULL,NULL
11PR0042_002s,11PR0042_002,11PR0042,11PR,NULL,NULL,NULL,self,NULL,NULL,NULL,(11TF2081_009s)S2,NULL,34,NULL,NULL,NULL,NULL
11PR0042_003s,11PR0042_003,11PR0042,11PR,NULL,NULL,NULL,self,NULL,NULL,NULL,(11TF2081_009s)S2,NULL,34,NULL,NULL,NULL,NULL
11PR0043_001s,11PR0043_001,11PR0043,11PR,NULL,NULL,NULL,self,NULL,NULL,NULL,(11TF2082_003s)S2,NULL,34,NULL,NULL,NULL,NULL
11PR0044_001s,11PR0044_001,11PR0044,11PR,NULL,NULL,NULL,self,NULL,NULL,NULL,(11TF2083_005s)S2,NULL,34,NULL,NULL,NULL,NULL
11PR0044_002s,11PR0044_002,11PR0044,11PR,NULL,NULL,NULL,self,NULL,NULL,NULL,(11TF2083_005s)S2,NULL,34,NULL,NULL,NULL,NULL
11PR0045_001s,11PR0045_001,11PR0045,11PR,NULL,NULL,NULL,self,NULL,NULL,NULL,(11TF2083_007s)S2,NULL,34,NULL,NULL,NULL,NULL
11PR0046_001s,11PR0046_001,11PR0046,11PR,NULL,NULL,NULL,self,NULL,NULL,NULL,(11TF2083_010s)S2,NULL,34,NULL,NULL,NULL,NULL
11PR0046_002s,11PR0046_002,11PR0046,11PR,NULL,NULL,NULL,self,NULL,NULL,NULL,(11TF2083_010s)S2,NULL,34,NULL,NULL,NULL,NULL
11PR0046_003s,11PR0046_003,11PR0046,11PR,NULL,NULL,NULL,self,NULL,NULL,NULL,(11TF2083_010s)S2,NULL,34,NULL,NULL,NULL,NULL
11PR0046_004s,11PR0046_004,11PR0046,11PR,NULL,NULL,NULL,self,NULL,NULL,NULL,(11TF2083_010s)S2,NULL,34,NULL,NULL,NULL,NULL
11PR0048_001s,11PR0048_001,11PR0048,11PR,NULL,NULL,NULL,self,NULL,NULL,NULL,(11TF2093_003s)S2,NULL,34,NULL,NULL,NULL,NULL
11PR0049_001s,11PR0049_001,11PR0049,11PR,NULL,NULL,NULL,self,NULL,NULL,NULL,(11TF2094_002s)S2,NULL,34,NULL,NULL,NULL,NULL
11PR0050_001s,11PR0050_001,11PR0050,11PR,NULL,NULL,NULL,self,NULL,NULL,NULL,(11TF2095_003s)S2,NULL,34,NULL,NULL,NULL,NULL
11PR0051_001s,11PR0051_001,11PR0051,11PR,NULL,NULL,NULL,self,NULL,NULL,NULL,(11TF2097_007s)S2,NULL,34,NULL,NULL,NULL,NULL
11PR0051_002s,11PR0051_002,11PR0051,11PR,NULL,NULL,NULL,self,NULL,NULL,NULL,(11TF2097_007s)S2,NULL,34,NULL,NULL,NULL,NULL
11PR0052_001s,11PR0052_001,11PR0052,11PR,NULL,NULL,NULL,self,NULL,NULL,NULL,(11TF2098_001s)S2,NULL,34,NULL,NULL,NULL,NULL
11PR0054_001s,11PR0054_001,11PR0054,11PR,NULL,NULL,NULL,self,NULL,NULL,NULL,(11TF2099_006s)S2,NULL,34,NULL,NULL,NULL,NULL
11PR0054_002s,11PR0054_002,11PR0054,11PR,NULL,NULL,NULL,self,NULL,NULL,NULL,(11TF2099_006s)S2,NULL,34,NULL,NULL,NULL,NULL
11PR0055_001s,11PR0055_001,11PR0055,11PR,NULL,NULL,NULL,self,NULL,NULL,NULL,(11TF2100_004s)S2,NULL,34,NULL,NULL,NULL,NULL
11PR0056_001s,11PR0056_001,11PR0056,11PR,NULL,NULL,NULL,self,NULL,NULL,NULL,(11TF2102_005s)S2,NULL,34,NULL,NULL,NULL,NULL
11PR0056_002s,11PR0056_002,11PR0056,11PR,NULL,NULL,NULL,self,NULL,NULL,NULL,(11TF2102_005s)S2,NULL,34,NULL,NULL,NULL,NULL
11PR0056_003s,11PR0056_003,11PR0056,11PR,NULL,NULL,NULL,self,NULL,NULL,NULL,(11TF2102_005s)S2,NULL,34,NULL,NULL,NULL,NULL
11PR0056_004s,11PR0056_004,11PR0056,11PR,NULL,NULL,NULL,self,NULL,NULL,NULL,(11TF2102_005s)S2,NULL,34,NULL,NULL,NULL,NULL
11PR0057_001s,11PR0057_001,11PR0057,11PR,NULL,NULL,NULL,self,NULL,NULL,NULL,(11TF2102_008s)S2,NULL,34,NULL,NULL,NULL,NULL
11PR0057_002s,11PR0057_002,11PR0057,11PR,NULL,NULL,NULL,self,NULL,NULL,NULL,(11TF2102_008s)S2,NULL,34,NULL,NULL,NULL,NULL
11PR0057_003s,11PR0057_003,11PR0057,11PR,NULL,NULL,NULL,self,NULL,NULL,NULL,(11TF2102_008s)S2,NULL,34,NULL,NULL,NULL,NULL
11PR0057_004s,11PR0057_004,11PR0057,11PR,NULL,NULL,NULL,self,NULL,NULL,NULL,(11TF2102_008s)S2,NULL,34,NULL,NULL,NULL,NULL
11PR0057_005s,11PR0057_005,11PR0057,11PR,NULL,NULL,NULL,self,NULL,NULL,NULL,(11TF2102_008s)S2,NULL,34,NULL,NULL,NULL,NULL
11PR0057_006s,11PR0057_006,11PR0057,11PR,NULL,NULL,NULL,self,NULL,NULL,NULL,(11TF2102_008s)S2,NULL,34,NULL,NULL,NULL,NULL
11PR0057_007s,11PR0057_007,11PR0057,11PR,NULL,NULL,NULL,self,NULL,NULL,NULL,(11TF2102_008s)S2,NULL,34,NULL,NULL,NULL,NULL
11PR0059_001s,11PR0059_001,11PR0059,11PR,NULL,NULL,NULL,self,NULL,NULL,NULL,(11TF2104_001s)S2,NULL,34,NULL,NULL,NULL,NULL
11PR0059_002s,11PR0059_002,11PR0059,11PR,NULL,NULL,NULL,self,NULL,NULL,NULL,(11TF2104_001s)S2,NULL,34,NULL,NULL,NULL,NULL
11PR0060_001s,11PR0060_001,11PR0060,11PR,NULL,NULL,NULL,self,NULL,NULL,NULL,(11TF2105_009s)S2,NULL,34,NULL,NULL,NULL,NULL
11PR0060_002s,11PR0060_002,11PR0060,11PR,NULL,NULL,NULL,self,NULL,NULL,NULL,(11TF2105_009s)S2,NULL,34,NULL,NULL,NULL,NULL
11PR0060_003s,11PR0060_003,11PR0060,11PR,NULL,NULL,NULL,self,NULL,NULL,NULL,(11TF2105_009s)S2,NULL,34,NULL,NULL,NULL,NULL
11PR0060_004s,11PR0060_004,11PR0060,11PR,NULL,NULL,NULL,self,NULL,NULL,NULL,(11TF2105_009s)S2,NULL,34,NULL,NULL,NULL,NULL
11PR0061_001s,11PR0061_001,11PR0061,11PR,NULL,NULL,NULL,self,NULL,NULL,NULL,(11TF2106_005s)S2,NULL,34,NULL,NULL,NULL,NULL
11PR0061_002s,11PR0061_002,11PR0061,11PR,NULL,NULL,NULL,self,NULL,NULL,NULL,(11TF2106_005s)S2,NULL,34,NULL,NULL,NULL,NULL
11PR0062_001s,11PR0062_001,11PR0062,11PR,NULL,NULL,NULL,self,NULL,NULL,NULL,(11TF2107_001s)S2,NULL,34,NULL,NULL,NULL,NULL
11PR0063_001s,11PR0063_001,11PR0063,11PR,NULL,NULL,NULL,self,NULL,NULL,NULL,(11TF2108_007s)S2,NULL,34,NULL,NULL,NULL,NULL
11PR0063_002s,11PR0063_002,11PR0063,11PR,NULL,NULL,NULL,self,NULL,NULL,NULL,(11TF2108_007s)S2,NULL,34,NULL,NULL,NULL,NULL
11PR0063_003s,11PR0063_003,11PR0063,11PR,NULL,NULL,NULL,self,NULL,NULL,NULL,(11TF2108_007s)S2,NULL,34,NULL,NULL,NULL,NULL
11PR0065_001s,11PR0065_001,11PR0065,11PR,NULL,NULL,NULL,self,NULL,NULL,NULL,(11TF2110_001s)S2,NULL,34,NULL,NULL,NULL,NULL
11PR0065_002s,11PR0065_002,11PR0065,11PR,NULL,NULL,NULL,self,NULL,NULL,NULL,(11TF2110_001s)S2,NULL,34,NULL,NULL,NULL,NULL
11PR0065_003s,11PR0065_003,11PR0065,11PR,NULL,NULL,NULL,self,NULL,NULL,NULL,(11TF2110_001s)S2,NULL,34,NULL,NULL,NULL,NULL
11PR0065_004s,11PR0065_004,11PR0065,11PR,NULL,NULL,NULL,self,NULL,NULL,NULL,(11TF2110_001s)S2,NULL,34,NULL,NULL,NULL,NULL
11PR0066_001s,11PR0066_001,11PR0066,11PR,NULL,NULL,NULL,self,NULL,NULL,NULL,(11TF2111_008s)S2,NULL,34,NULL,NULL,NULL,NULL
11PR0067_001s,11PR0067_001,11PR0067,11PR,NULL,NULL,NULL,self,NULL,NULL,NULL,(11TF2112_001s)S2,NULL,34,NULL,NULL,NULL,NULL
11PR0067_002s,11PR0067_002,11PR0067,11PR,NULL,NULL,NULL,self,NULL,NULL,NULL,(11TF2112_001s)S2,NULL,34,NULL,NULL,NULL,NULL
11PR0068_001s,11PR0068_001,11PR0068,11PR,NULL,NULL,NULL,self,NULL,NULL,NULL,(11TF2115_001s)S2,NULL,34,NULL,NULL,NULL,NULL
11PR0069_001s,11PR0069_001,11PR0069,11PR,NULL,NULL,NULL,self,NULL,NULL,NULL,(11TF2118_012s)S2,NULL,34,NULL,NULL,NULL,NULL
11PR0070_001s,11PR0070_001,11PR0070,11PR,NULL,NULL,NULL,self,NULL,NULL,NULL,(11TF2138_012s)S2,NULL,34,NULL,NULL,NULL,NULL
11PR0070_002s,11PR0070_002,11PR0070,11PR,NULL,NULL,NULL,self,NULL,NULL,NULL,(11TF2138_012s)S2,NULL,34,NULL,NULL,NULL,NULL
11PR0070_003s,11PR0070_003,11PR0070,11PR,NULL,NULL,NULL,self,NULL,NULL,NULL,(11TF2138_012s)S2,NULL,34,NULL,NULL,NULL,NULL
11PR0070_004s,11PR0070_004,11PR0070,11PR,NULL,NULL,NULL,self,NULL,NULL,NULL,(11TF2138_012s)S2,NULL,34,NULL,NULL,NULL,NULL
11PR0070_005s,11PR0070_005,11PR0070,11PR,NULL,NULL,NULL,self,NULL,NULL,NULL,(11TF2138_012s)S2,NULL,34,NULL,NULL,NULL,NULL
11PR0071_001s,11PR0071_001,11PR0071,11PR,NULL,NULL,NULL,self,NULL,NULL,NULL,(11TF2143_010s)S2,NULL,34,NULL,NULL,NULL,NULL
11PR0071_002s,11PR0071_002,11PR0071,11PR,NULL,NULL,NULL,self,NULL,NULL,NULL,(11TF2143_010s)S2,NULL,34,NULL,NULL,NULL,NULL
11PR0072_001s,11PR0072_001,11PR0072,11PR,NULL,NULL,NULL,self,NULL,NULL,NULL,(11TF2148_006s)S2,NULL,34,NULL,NULL,NULL,NULL
11PR0072_002s,11PR0072_002,11PR0072,11PR,NULL,NULL,NULL,self,NULL,NULL,NULL,(11TF2148_006s)S2,NULL,34,NULL,NULL,NULL,NULL
11PR0072_003s,11PR0072_003,11PR0072,11PR,NULL,NULL,NULL,self,NULL,NULL,NULL,(11TF2148_006s)S2,NULL,34,NULL,NULL,NULL,NULL
