07FL0250,JP047,07FL,B73//B73/32-24-5-21s,NULL,07PN0010_001s,07N10.01s,16,7,NULL,NULL,12,NULL,NULL,NULL,NULL,0
07FL0251,JP048,07FL,B73//B73/32-24-5-21s,NULL,07PN0010_001s,07N10.01s,16,6,NULL,NULL,12,NULL,NULL,NULL,NULL,0
07FL0252,JP049,07FL,B73//B73/32-24-5-21s,NULL,07PN0010_001s,07N10.01s,16,5,NULL,NULL,12,NULL,NULL,NULL,NULL,0
07FL0253,JP050,07FL,B73//B73/32-24-5-21s,NULL,07PN0010_001s,07N10.01s,16,4,NULL,NULL,12,NULL,NULL,NULL,NULL,0
07FL0254,JP051,07FL,B73//B73/32-24-5-21s,NULL,07PN0010_001s,07N10.01s,16,3,NULL,NULL,12,NULL,NULL,NULL,NULL,0
07FL0255,JP052,07FL,B73//B73/32-24-5-21s,NULL,07PN0010_001s,07N10.01s,16,2,NULL,NULL,12,NULL,NULL,NULL,NULL,0
07FL0256,JP053,07FL,B73//B73/32-24-5-21s,NULL,07PN0010_001s,07N10.01s,16,1,NULL,NULL,12,NULL,NULL,NULL,NULL,0
07FL0257,JP054,07FL,B73//B73/32-24-5-21s,NULL,07PN0010_001s,07N10.01s,16,1,NULL,NULL,12,NULL,NULL,NULL,NULL,0
07FL0258,JP055,07FL,B73//B73/32-24-5-21s,NULL,07PN0010_001s,07N10.01s,16,2,NULL,NULL,12,NULL,NULL,NULL,NULL,0
07FL0259,JP056,07FL,B73,NULL,07PN0028_001b,07N28 sib,17,3,NULL,NULL,20,NULL,NULL,NULL,NULL,0
07FL0260,JP057,07FL,B73(3)/32-24-6-44,NULL,07PN0017_004x,07N17.04 x B73,17,4,NULL,NULL,15,NULL,NULL,NULL,NULL,0
07FL0261,JP058,07FL,B73(3)/32-24-5-23,NULL,07PN0010_003x,07N10.03 x B73,17,5,NULL,NULL,15,NULL,NULL,NULL,NULL,0
07FL0262,JP059,07FL,B73(3)/32-24-5-24,NULL,07PN0010_004x,07N10.04 x B73,17,6,NULL,NULL,15,NULL,NULL,NULL,NULL,0
07FL0263,JP060,07FL,B73(3)/32-24-5-31,NULL,07PN0010_011x,07N10.11 x B73,17,7,NULL,NULL,15,NULL,NULL,NULL,NULL,0
07FL0264,JP061,07FL,B73(3)/32-24-5-32,NULL,07PN0010_012x,07N10.12 x B73,17,8,NULL,NULL,15,NULL,NULL,NULL,NULL,0
07FL0265,JP062,07FL,B73(3)/32-24-6-36,NULL,07PN0011_016x,07N11.16 x B73,17,9,NULL,NULL,15,NULL,NULL,NULL,NULL,0
07FL0266,JP063,07FL,B73(3)/32-24-5-35,NULL,07PN0010_015x,07N10.15 x B73,17,10,NULL,NULL,15,NULL,NULL,NULL,NULL,0
07FL0267,JP064,07FL,B73(3)/32-24-5-42,NULL,07PN0016_003x,07N16.03 x B73,17,11,NULL,NULL,15,NULL,NULL,NULL,NULL,0
07FL0268,JP065,07FL,B73(3)/32-24-5-43,NULL,07PN0016_004x,07N16.04 x B73,17,12,NULL,NULL,15,NULL,NULL,NULL,NULL,0
07FL0269,JP066,07FL,B73(3)/32-24-5-45,NULL,07PN0016_006x,07N16.06 x B73,17,13,NULL,NULL,15,NULL,NULL,NULL,NULL,0
07FL0270,JP067,07FL,B73(3)/32-24-5-51,NULL,07PN0016_012x,07N16.12 x B73,17,14,NULL,NULL,15,NULL,NULL,NULL,NULL,0
07FL0271,JP068,07FL,B73(3)/32-24-5-54,NULL,07PN0016_015x,07N16.15 x B73,17,15,NULL,NULL,15,NULL,NULL,NULL,NULL,0
07FL0272,JP069,07FL,B73(3)/32-24-5-55,NULL,07PN0016_016x,07N16.16 x B73,17,16,NULL,NULL,15,NULL,NULL,NULL,NULL,0
07FL0273,JP070,07FL,B73(3)/32-24-6-43,NULL,07PN0017_003x,07N17.03 x B73,17,16,NULL,NULL,15,NULL,NULL,NULL,NULL,0
07FL0274,JP071,07FL,B73(3)/32-24-6-54,NULL,07PN0017_014x,07N17.14 x B73,17,15,NULL,NULL,15,NULL,NULL,NULL,NULL,0
07FL0275,JP072,07FL,B73(3)/32-24-6-55,NULL,07PN0017_015x,07N17.15 x B73,18,14,NULL,NULL,15,NULL,NULL,NULL,NULL,0
07FL0276,JP073,07FL,B73,NULL,07PN0028_001b,07N28 sib,18,13,NULL,NULL,20,NULL,NULL,NULL,NULL,0
07FL0277,JP074,07FL,B73,NULL,07PN0028_001b,07N28 sib,18,12,NULL,NULL,20,NULL,NULL,NULL,NULL,0
07FL0278,JP075,07FL,B73(3)/32-24-5-23,NULL,07PN0010_003x,07N10.03 x B73,18,11,NULL,NULL,15,NULL,NULL,NULL,NULL,0
07FL0279,JP076,07FL,B73(3)/32-24-5-23,NULL,07PN0010_003x,07N10.03 x B73,18,10,NULL,NULL,15,NULL,NULL,NULL,NULL,0
07FL0280,JP077,07FL,B73(3)/32-24-5-23,NULL,07PN0010_003x,07N10.03 x B73,18,9,NULL,NULL,15,NULL,NULL,NULL,NULL,0
07FL0281,JP078,07FL,B73(3)/32-24-5-54,NULL,07PN0016_015x,07N16.15 x B73,18,8,NULL,NULL,15,NULL,NULL,NULL,NULL,0
07FL0282,JP079,07FL,B73(3)/32-24-5-55,NULL,07PN0016_016x,07N16.16 x B73,18,7,NULL,NULL,15,NULL,NULL,NULL,NULL,0
07FL0283,JP080,07FL,30-052/B73,NULL,07PN0020_002x,07N20.02 x B73,18,6,NULL,NULL,12,NULL,NULL,NULL,NULL,0
07FL0284,JP081,07FL,B73/30-070,NULL,07PN0020_020x,07N20.20 x B73,18,5,NULL,NULL,12,NULL,NULL,NULL,NULL,0
07FL0285,JP082,07FL,30-057/B73,NULL,07PN0020_007x,07N20.07 x B73,18,4,NULL,NULL,12,NULL,NULL,NULL,NULL,0
07FL0286,JP083,07FL,30-060/B73,NULL,07PN0020_010x,07N20.10 x B73,18,3,NULL,NULL,12,NULL,NULL,NULL,NULL,0
07FL0287,JP084,07FL,30-067/B73,NULL,07PN0020_017x,07N20.17 x B73,18,2,NULL,NULL,12,NULL,NULL,NULL,NULL,0
07FL0288,JP085,07FL,30-064/B73,NULL,07PN0020_014x,B73 x 07N20.14,18,1,NULL,NULL,12,NULL,NULL,NULL,NULL,0
07FL0289,JP086,07FL,30-082/B73,NULL,07PN0021_012x,07N21.12 x B73,18,1,NULL,NULL,12,NULL,NULL,NULL,NULL,0
07FL0290,JP087,07FL,30-085/B73,NULL,07PN0021_015x,07N21.15 x B73,18,2,NULL,NULL,12,NULL,NULL,NULL,NULL,0
07FL0291,JP088,07FL,30-090/B73,NULL,07PN0021_020x,07N21.20 x B73,19,3,NULL,NULL,12,NULL,NULL,NULL,NULL,0
07FL0292,JP089,07FL,30-107/B73,NULL,07PN0022_017x,07N22.17 x B73,19,4,NULL,NULL,12,NULL,NULL,NULL,NULL,0
07FL0293,JP090,07FL,B73,NULL,07PN0028_001b,07N28 sib,19,5,NULL,NULL,20,NULL,NULL,NULL,NULL,0
07FL0294,JP091,07FL,30-052/B73,NULL,07PN0020_002x,07N20.02 x B73,19,6,NULL,NULL,12,NULL,D5,NULL,NULL,0
07FL0295,JP092,07FL,B73//B73/32-24-10,NULL,07PN0003_001x,B73 x 07N03.01,19,7,NULL,NULL,12,NULL,D5,NULL,NULL,0
07FL0296,JP093,07FL,30-057/B73,NULL,07PN0020_007x,07N20.07 x B73,19,8,NULL,NULL,12,NULL,D5,NULL,NULL,0
07FL0297,JP094,07FL,30-060/B73,NULL,07PN0020_010x,07N20.10 x B73,19,9,NULL,NULL,12,NULL,D5,NULL,NULL,0
07FL0298,JP095,07FL,30-067/B73,NULL,07PN0020_017x,07N20.17 x B73,19,10,NULL,NULL,12,NULL,D5,NULL,NULL,0
07FL0299,JP096,07FL,30-064/B73,NULL,07PN0020_014x,B73 x 07N20.14,19,11,NULL,NULL,12,NULL,D5,NULL,NULL,0
07FL0300,JP097,07FL,30-082/B73,NULL,07PN0021_012x,07N21.12 x B73,19,12,NULL,NULL,12,NULL,D5,NULL,NULL,0
07FL0301,JP098,07FL,30-085/B73,NULL,07PN0021_015x,07N21.15 x B73,19,13,NULL,NULL,12,NULL,D5,NULL,NULL,0
07FL0302,JP099,07FL,30-090/B73,NULL,07PN0021_020x,07N21.20 x B73,19,14,NULL,NULL,12,NULL,D5,NULL,NULL,0
07FL0303,JP100,07FL,30-107/B73,NULL,07PN0022_017x,07N22.17 x B73,19,15,NULL,NULL,12,NULL,D5,NULL,NULL,0
07FL0304,JP101,07FL,B73,NULL,07PN0028_001b,07N28 sib,19,16,NULL,NULL,20,NULL,D5,NULL,NULL,0
07FL0305,JP102,07FL,B73/21-14-5-201s,NULL,07PN0029_001s,07N29.01s,19,16,NULL,NULL,15,NULL,NULL,NULL,NULL,0
07FL0306,JP103,07FL,B73/21-14-5-202s,NULL,07PN0029_002s,07N29.02s,19,15,NULL,NULL,15,NULL,NULL,NULL,NULL,0
07FL0307,JP104,07FL,B73/21-14-5-203s,NULL,07PN0029_003s,07N29.03s,20,14,NULL,NULL,15,NULL,NULL,NULL,NULL,0
07FL0308,JP105,07FL,B73/21-14-5-204s,NULL,07PN0029_004s,07N29.04s,20,13,NULL,NULL,15,NULL,NULL,NULL,NULL,0
