09TF1001,[TBBC3]_1_08FL0086_002s,09TF1,[TBBC3] B73 / TBBC3_42_10E,NULL,08FL0086_002s,09GC03_03_01D,NULL,NULL,1,1,22,NULL,NULL,NLB,TBBC3 1.02 fine-mapping,34
09TF1002,[TBBC3]_1_08FL0083_005s,09TF1,[TBBC3] B73 / TBBC3_42_10E,NULL,08FL0083_005s,09GC03_02_09H,NULL,NULL,1,1,22,NULL,NULL,NLB,TBBC3 1.02 fine-mapping,34
09TF1003,[TBBC3]_1_08FL0083_001s,09TF1,[TBBC3] B73 / TBBC3_42_10E,NULL,08FL0083_001s,09GC03_02_09D,NULL,NULL,1,1,22,NULL,NULL,NLB,TBBC3 1.02 fine-mapping,34
09TF1004,[TBBC3]_1_08FL0077_005s,09TF1,[TBBC3] B73 / TBBC3_42_10E,NULL,08FL0077_005s,09GC03_02_02G,NULL,NULL,1,1,22,NULL,NULL,NLB,TBBC3 1.02 fine-mapping,34
09TF1005,[TBBC3]_1_08FL0076_009s,09TF1,[TBBC3] B73 / TBBC3_42_10E,NULL,08FL0076_009s,09GC03_02_02A,NULL,NULL,1,1,22,NULL,NULL,NLB,TBBC3 1.02 fine-mapping,34
09TF1006,[TBBC3]_1_08FL0081_008s,09TF1,[TBBC3] B73 / TBBC3_42_10E,NULL,08FL0081_008s,09GC03_02_07G,NULL,NULL,1,1,22,NULL,NULL,NLB,TBBC3 1.02 fine-mapping,34
09TF1007,B73,09TF1,B73,NULL,08PN0305_000b,B73,NULL,NULL,1,1,22,NULL,NULL,NLB,TBBC3 1.02 fine-mapping,34
09TF1008,[TBBC3]_1_08FL0077_001s,09TF1,[TBBC3] B73 / TBBC3_42_10E,NULL,08FL0077_001s,09GC03_02_02C,NULL,NULL,1,1,22,NULL,NULL,NLB,TBBC3 1.02 fine-mapping,34
09TF1009,[TBBC3]_1_08FL0082_010s,09TF1,[TBBC3] B73 / TBBC3_42_10E,NULL,08FL0082_010s,09GC03_02_09C,NULL,NULL,1,1,22,NULL,NULL,NLB,TBBC3 1.02 fine-mapping,34
09TF1010,[TBBC3]_1_08FL0080_001s,09TF1,[TBBC3] B73 / TBBC3_42_10E,NULL,08FL0080_001s,09GC03_02_05F,NULL,NULL,1,1,22,NULL,NULL,NLB,TBBC3 1.02 fine-mapping,34
