07PF0009_003s,07PF0009_003,07PF0009,07PF,07F09.03,07F09,NULL,self,NULL,NULL,NULL,B73/[32-24]-3_003,NULL,3,NULL,P30_Et4 [32-24] S2,NULL,NULL
07PF0009_004s,07PF0009_004,07PF0009,07PF,07F09.04,07F09,NULL,self,NULL,NULL,NULL,B73/[32-24]-3_004,NULL,3,NULL,P30_Et4 [32-24] S2,NULL,NULL
07PF0009_005s,07PF0009_005,07PF0009,07PF,07F09.05,07F09,NULL,self,NULL,NULL,NULL,B73/[32-24]-3_005,NULL,3,NULL,P30_Et4 [32-24] S2,NULL,NULL
07PF0009_008s,07PF0009_008,07PF0009,07PF,07F09.08,07F09,NULL,self,NULL,NULL,NULL,B73/[32-24]-3_008,NULL,3,NULL,P30_Et4 [32-24] S2,NULL,NULL
07PF0009_009s,07PF0009_009,07PF0009,07PF,07F09.09,07F09,NULL,self,NULL,NULL,NULL,B73/[32-24]-3_009,NULL,3,NULL,P30_Et4 [32-24] S2,NULL,NULL
07PF0009_010s,07PF0009_010,07PF0009,07PF,07F09.10,07F09,NULL,self,NULL,NULL,NULL,B73/[32-24]-3_010,NULL,3,NULL,P30_Et4 [32-24] S2,NULL,NULL
07PF0009_012s,07PF0009_012,07PF0009,07PF,07F09.12,07F09,NULL,self,NULL,NULL,NULL,B73/[32-24]-3_012,NULL,3,NULL,P30_Et4 [32-24] S2,NULL,NULL
07PF0009_013s,07PF0009_013,07PF0009,07PF,07F09.13,07F09,NULL,self,NULL,NULL,NULL,B73/[32-24]-3_013,NULL,3,NULL,P30_Et4 [32-24] S2,NULL,NULL
07PF0010_002s,07PF0010_002,07PF0010,07PF,07F10.02,07F10,NULL,self,NULL,NULL,NULL,B73/[32-24]-3_017,NULL,3,NULL,P30_Et4 [32-24] S2,NULL,NULL
07PF0010_003s,07PF0010_003,07PF0010,07PF,07F10.03,07F10,NULL,self,NULL,NULL,NULL,B73/[32-24]-3_018,NULL,3,NULL,P30_Et4 [32-24] S2,NULL,NULL
07PF0010_006s,07PF0010_006,07PF0010,07PF,07F10.06,07F10,NULL,self,NULL,NULL,NULL,B73/[32-24]-3_021,NULL,3,NULL,P30_Et4 [32-24] S2,NULL,NULL
07PF0010_007s,07PF0010_007,07PF0010,07PF,07F10.07,07F10,NULL,self,NULL,NULL,NULL,B73/[32-24]-3_022,NULL,3,NULL,P30_Et4 [32-24] S2,NULL,NULL
07PF0010_008s,07PF0010_008,07PF0010,07PF,07F10.08,07F10,NULL,self,NULL,NULL,NULL,B73/[32-24]-3_023,NULL,3,NULL,P30_Et4 [32-24] S2,NULL,NULL
07PF0011_001s,07PF0011_001,07PF0011,07PF,07F11.01,07F11,NULL,self,NULL,NULL,NULL,B73/[32-24]-3_031,NULL,3,NULL,P30_Et4 [32-24] S2,NULL,NULL
07PF0011_002s,07PF0011_002,07PF0011,07PF,07F11.02,07F11,NULL,self,NULL,NULL,NULL,B73/[32-24]-3_032,NULL,3,NULL,P30_Et4 [32-24] S2,NULL,NULL
07PF0011_003s,07PF0011_003,07PF0011,07PF,07F11.03,07F11,NULL,self,NULL,NULL,NULL,B73/[32-24]-3_033,NULL,3,NULL,P30_Et4 [32-24] S2,NULL,NULL
07PF0011_004s,07PF0011_004,07PF0011,07PF,07F11.04,07F11,NULL,self,NULL,NULL,NULL,B73/[32-24]-3_034,NULL,3,NULL,P30_Et4 [32-24] S2,NULL,NULL
07PF0011_006s,07PF0011_006,07PF0011,07PF,07F11.06,07F11,NULL,self,NULL,NULL,NULL,B73/[32-24]-3_036,NULL,3,NULL,P30_Et4 [32-24] S2,NULL,NULL
07PF0011_007s,07PF0011_007,07PF0011,07PF,07F11.07,07F11,NULL,self,NULL,NULL,NULL,B73/[32-24]-3_037,NULL,3,NULL,P30_Et4 [32-24] S2,NULL,NULL
07PF0011_009s,07PF0011_009,07PF0011,07PF,07F11.09,07F11,NULL,self,NULL,NULL,NULL,B73/[32-24]-3_039,NULL,3,NULL,P30_Et4 [32-24] S2,NULL,NULL
07PF0011_010s,07PF0011_010,07PF0011,07PF,07F11.10,07F11,NULL,self,NULL,NULL,NULL,B73/[32-24]-3_040,NULL,3,NULL,P30_Et4 [32-24] S2,NULL,NULL
07PF0011_011s,07PF0011_011,07PF0011,07PF,07F11.11,07F11,NULL,self,NULL,NULL,NULL,B73/[32-24]-3_041,NULL,3,NULL,P30_Et4 [32-24] S2,NULL,NULL
07PF0012_001s,07PF0012_001,07PF0012,07PF,07F12.01,07F12,NULL,self,NULL,NULL,NULL,B73/[32-24]-3_046,NULL,3,NULL,P30_Et4 [32-24] S2,NULL,NULL
07PF0012_002s,07PF0012_002,07PF0012,07PF,07F12.02,07F12,NULL,self,NULL,NULL,NULL,B73/[32-24]-3_047,NULL,3,NULL,P30_Et4 [32-24] S2,NULL,NULL
07PF0012_003s,07PF0012_003,07PF0012,07PF,07F12.03,07F12,NULL,self,NULL,NULL,NULL,B73/[32-24]-3_048,NULL,3,NULL,P30_Et4 [32-24] S2,NULL,NULL
07PF0012_004s,07PF0012_004,07PF0012,07PF,07F12.04,07F12,NULL,self,NULL,NULL,NULL,B73/[32-24]-3_049,NULL,3,NULL,P30_Et4 [32-24] S2,NULL,NULL
07PF0012_005s,07PF0012_005,07PF0012,07PF,07F12.05,07F12,NULL,self,NULL,NULL,NULL,B73/[32-24]-3_050,NULL,3,NULL,P30_Et4 [32-24] S2,NULL,NULL
07PF0012_008s,07PF0012_008,07PF0012,07PF,07F12.08,07F12,NULL,self,NULL,NULL,NULL,B73/[32-24]-3_053,NULL,3,NULL,P30_Et4 [32-24] S2,NULL,NULL
07PF0012_011s,07PF0012_011,07PF0012,07PF,07F12.11,07F12,NULL,self,NULL,NULL,NULL,B73/[32-24]-3_056,NULL,3,NULL,P30_Et4 [32-24] S2,NULL,NULL
07PF0012_012s,07PF0012_012,07PF0012,07PF,07F12.12,07F12,NULL,self,NULL,NULL,NULL,B73/[32-24]-3_057,NULL,3,NULL,P30_Et4 [32-24] S2,NULL,NULL
07PF0013_001s,07PF0013_001,07PF0013,07PF,07F13.01,07F13,NULL,self,NULL,NULL,NULL,B73/[32-24]-3_061,NULL,3,NULL,P30_Et4 [32-24] S2,NULL,NULL
07PF0013_004s,07PF0013_004,07PF0013,07PF,07F13.04,07F13,NULL,self,NULL,NULL,NULL,B73/[32-24]-3_064,NULL,3,NULL,P30_Et4 [32-24] S2,NULL,NULL
07PF0013_006s,07PF0013_006,07PF0013,07PF,07F13.06,07F13,NULL,self,NULL,NULL,NULL,B73/[32-24]-3_066,NULL,3,NULL,P30_Et4 [32-24] S2,NULL,NULL
07PF0013_007s,07PF0013_007,07PF0013,07PF,07F13.07,07F13,NULL,self,NULL,NULL,NULL,B73/[32-24]-3_067,NULL,3,NULL,P30_Et4 [32-24] S2,NULL,NULL
07PF0013_012s,07PF0013_012,07PF0013,07PF,07F13.12,07F13,NULL,self,NULL,NULL,NULL,B73/[32-24]-3_072,NULL,3,NULL,P30_Et4 [32-24] S2,NULL,NULL
07PF0014_001s,07PF0014_001,07PF0014,07PF,07F14.01,07F14,NULL,self,NULL,NULL,NULL,B73/[32-24]-3_076,NULL,3,NULL,P30_Et4 [32-24] S2,NULL,NULL
07PF0014_004s,07PF0014_004,07PF0014,07PF,07F14.04,07F14,NULL,self,NULL,NULL,NULL,B73/[32-24]-3_079,NULL,3,NULL,P30_Et4 [32-24] S2,NULL,NULL
07PF0014_005s,07PF0014_005,07PF0014,07PF,07F14.05,07F14,NULL,self,NULL,NULL,NULL,B73/[32-24]-3_080,NULL,3,NULL,P30_Et4 [32-24] S2,NULL,NULL
07PF0014_008s,07PF0014_008,07PF0014,07PF,07F14.08,07F14,NULL,self,NULL,NULL,NULL,B73/[32-24]-3_083,NULL,3,NULL,P30_Et4 [32-24] S2,NULL,NULL
07PF0014_009s,07PF0014_009,07PF0014,07PF,07F14.09,07F14,NULL,self,NULL,NULL,NULL,B73/[32-24]-3_084,NULL,3,NULL,P30_Et4 [32-24] S2,NULL,NULL
07PF0014_011s,07PF0014_011,07PF0014,07PF,07F14.11,07F14,NULL,self,NULL,NULL,NULL,B73/[32-24]-3_086,NULL,3,NULL,P30_Et4 [32-24] S2,NULL,NULL
07PF0015_003s,07PF0015_003,07PF0015,07PF,07F15.03,07F15,NULL,self,NULL,NULL,NULL,B73/[32-24]-3_093,NULL,3,NULL,P30_Et4 [32-24] S2,NULL,NULL
07PF0015_004s,07PF0015_004,07PF0015,07PF,07F15.04,07F15,NULL,self,NULL,NULL,NULL,B73/[32-24]-3_094,NULL,3,NULL,P30_Et4 [32-24] S2,NULL,NULL
07PF0015_006s,07PF0015_006,07PF0015,07PF,07F15.06,07F15,NULL,self,NULL,NULL,NULL,B73/[32-24]-3_096,NULL,3,NULL,P30_Et4 [32-24] S2,NULL,NULL
07PF0015_008s,07PF0015_008,07PF0015,07PF,07F15.08,07F15,NULL,self,NULL,NULL,NULL,B73/[32-24]-3_098,NULL,3,NULL,P30_Et4 [32-24] S2,NULL,NULL
07PF0015_010s,07PF0015_010,07PF0015,07PF,07F15.10,07F15,NULL,self,NULL,NULL,NULL,B73/[32-24]-3_100,NULL,3,NULL,P30_Et4 [32-24] S2,NULL,NULL
07PF0015_012s,07PF0015_012,07PF0015,07PF,07F15.12,07F15,NULL,self,NULL,NULL,NULL,B73/[32-24]-3_102,NULL,3,NULL,P30_Et4 [32-24] S2,NULL,NULL
07PF0015_013s,07PF0015_013,07PF0015,07PF,07F15.13,07F15,NULL,self,NULL,NULL,NULL,B73/[32-24]-3_103,NULL,3,NULL,P30_Et4 [32-24] S2,NULL,NULL
07PF0016_001s,07PF0016_001,07PF0016,07PF,07F16.01,07F16,NULL,self,NULL,NULL,NULL,B73/[32-24]-3_106,NULL,3,NULL,P30_Et4 [32-24] S2,NULL,NULL
07PF0016_002s,07PF0016_002,07PF0016,07PF,07F16.02,07F16,NULL,self,NULL,NULL,NULL,B73/[32-24]-3_107,NULL,3,NULL,P30_Et4 [32-24] S2,NULL,NULL
07PF0016_004s,07PF0016_004,07PF0016,07PF,07F16.04,07F16,NULL,self,NULL,NULL,NULL,B73/[32-24]-3_109,NULL,3,NULL,P30_Et4 [32-24] S2,NULL,NULL
07PF0016_005s,07PF0016_005,07PF0016,07PF,07F16.05,07F16,NULL,self,NULL,NULL,NULL,B73/[32-24]-3_110,NULL,3,NULL,P30_Et4 [32-24] S2,NULL,NULL
07PF0016_006s,07PF0016_006,07PF0016,07PF,07F16.06,07F16,NULL,self,NULL,NULL,NULL,B73/[32-24]-3_111,NULL,3,NULL,P30_Et4 [32-24] S2,NULL,NULL
07PF0016_007s,07PF0016_007,07PF0016,07PF,07F16.07,07F16,NULL,self,NULL,NULL,NULL,B73/[32-24]-3_112,NULL,3,NULL,P30_Et4 [32-24] S2,NULL,NULL
07PF0016_013s,07PF0016_013,07PF0016,07PF,07F16.13,07F16,NULL,self,NULL,NULL,NULL,B73/[32-24]-3_118,NULL,3,NULL,P30_Et4 [32-24] S2,NULL,NULL
07PF0016_015s,07PF0016_015,07PF0016,07PF,07F16.15,07F16,NULL,self,NULL,NULL,NULL,B73/[32-24]-3_120,NULL,3,NULL,P30_Et4 [32-24] S2,NULL,NULL
07PF0017_001s,07PF0017_001,07PF0017,07PF,07F17.01,07F17,NULL,self,NULL,NULL,NULL,B73/[32-24]-3_121,NULL,3,NULL,P30_Et4 [32-24] S2,NULL,NULL
07PF0017_005s,07PF0017_005,07PF0017,07PF,07F17.05,07F17,NULL,self,NULL,NULL,NULL,B73/[32-24]-3_125,NULL,3,NULL,P30_Et4 [32-24] S2,NULL,NULL
07PF0017_006s,07PF0017_006,07PF0017,07PF,07F17.06,07F17,NULL,self,NULL,NULL,NULL,B73/[32-24]-3_126,NULL,3,NULL,P30_Et4 [32-24] S2,NULL,NULL
07PF0017_011s,07PF0017_011,07PF0017,07PF,07F17.11,07F17,NULL,self,NULL,NULL,NULL,B73/[32-24]-3_131,NULL,3,NULL,P30_Et4 [32-24] S2,NULL,NULL
07PF0017_012s,07PF0017_012,07PF0017,07PF,07F17.12,07F17,NULL,self,NULL,NULL,NULL,B73/[32-24]-3_132,NULL,3,NULL,P30_Et4 [32-24] S2,NULL,NULL
07PF0019_003s,07PF0019_003,07PF0019,07PF,07F19.03,07F19,NULL,self,NULL,NULL,NULL,B73/[32-24]-3_153,NULL,3,NULL,P30_Et4 [32-24] S2,NULL,NULL
07PF0019_004s,07PF0019_004,07PF0019,07PF,07F19.04,07F19,NULL,self,NULL,NULL,NULL,B73/[32-24]-3_154,NULL,3,NULL,P30_Et4 [32-24] S2,NULL,NULL
07PF0019_005s,07PF0019_005,07PF0019,07PF,07F19.05,07F19,NULL,self,NULL,NULL,NULL,B73/[32-24]-3_155,NULL,3,NULL,P30_Et4 [32-24] S2,NULL,NULL
07PF0019_008s,07PF0019_008,07PF0019,07PF,07F19.08,07F19,NULL,self,NULL,NULL,NULL,B73/[32-24]-3_158,NULL,3,NULL,P30_Et4 [32-24] S2,NULL,NULL
07PF0019_009s,07PF0019_009,07PF0019,07PF,07F19.09,07F19,NULL,self,NULL,NULL,NULL,B73/[32-24]-3_159,NULL,3,NULL,P30_Et4 [32-24] S2,NULL,NULL
07PF0020_001s,07PF0020_001,07PF0020,07PF,07F20.01,07F20,NULL,self,NULL,NULL,NULL,B73/[32-24]-3_166,NULL,3,NULL,P30_Et4 [32-24] S2,NULL,NULL
07PF0020_003s,07PF0020_003,07PF0020,07PF,07F20.03,07F20,NULL,self,NULL,NULL,NULL,B73/[32-24]-3_168,NULL,3,NULL,P30_Et4 [32-24] S2,NULL,NULL
07PF0020_004s,07PF0020_004,07PF0020,07PF,07F20.04,07F20,NULL,self,NULL,NULL,NULL,B73/[32-24]-3_169,NULL,3,NULL,P30_Et4 [32-24] S2,NULL,NULL
07PF0020_005s,07PF0020_005,07PF0020,07PF,07F20.05,07F20,NULL,self,NULL,NULL,NULL,B73/[32-24]-3_170,NULL,3,NULL,P30_Et4 [32-24] S2,NULL,NULL
07PF0020_007s,07PF0020_007,07PF0020,07PF,07F20.07,07F20,NULL,self,NULL,NULL,NULL,B73/[32-24]-3_172,NULL,3,NULL,P30_Et4 [32-24] S2,NULL,NULL
07PF0020_013s,07PF0020_013,07PF0020,07PF,07F20.13,07F20,NULL,self,NULL,NULL,NULL,B73/[32-24]-3_178,NULL,3,NULL,P30_Et4 [32-24] S2,NULL,NULL
07PF0021_001s,07PF0021_001,07PF0021,07PF,07F21.01,07F21,NULL,self,NULL,NULL,NULL,B73/[32-24]-3_181,NULL,3,NULL,P30_Et4 [32-24] S2,NULL,NULL
07PF0021_002s,07PF0021_002,07PF0021,07PF,07F21.02,07F21,NULL,self,NULL,NULL,NULL,B73/[32-24]-3_182,NULL,3,NULL,P30_Et4 [32-24] S2,NULL,NULL
07PF0021_003s,07PF0021_003,07PF0021,07PF,07F21.03,07F21,NULL,self,NULL,NULL,NULL,B73/[32-24]-3_183,NULL,3,NULL,P30_Et4 [32-24] S2,NULL,NULL
07PF0021_004s,07PF0021_004,07PF0021,07PF,07F21.04,07F21,NULL,self,NULL,NULL,NULL,B73/[32-24]-3_184,NULL,3,NULL,P30_Et4 [32-24] S2,NULL,NULL
07PF0021_009s,07PF0021_009,07PF0021,07PF,07F21.09,07F21,NULL,self,NULL,NULL,NULL,B73/[32-24]-3_189,NULL,3,NULL,P30_Et4 [32-24] S2,NULL,NULL
07PF0021_011s,07PF0021_011,07PF0021,07PF,07F21.11,07F21,NULL,self,NULL,NULL,NULL,B73/[32-24]-3_191,NULL,3,NULL,P30_Et4 [32-24] S2,NULL,NULL
07PF0021_013s,07PF0021_013,07PF0021,07PF,07F21.13,07F21,NULL,self,NULL,NULL,NULL,B73/[32-24]-3_193,NULL,3,NULL,P30_Et4 [32-24] S2,NULL,NULL
07PF0022_001s,07PF0022_001,07PF0022,07PF,07F22.01,07F22,NULL,self,NULL,NULL,NULL,B73/[32-24]-3_196,NULL,3,NULL,P30_Et4 [32-24] S2,NULL,NULL
07PF0022_004s,07PF0022_004,07PF0022,07PF,07F22.04,07F22,NULL,self,NULL,NULL,NULL,B73/[32-24]-3_199,NULL,3,NULL,P30_Et4 [32-24] S2,NULL,NULL
07PF0022_005s,07PF0022_005,07PF0022,07PF,07F22.05,07F22,NULL,self,NULL,NULL,NULL,B73/[32-24]-3_200,NULL,3,NULL,P30_Et4 [32-24] S2,NULL,NULL
07PF0022_011s,07PF0022_011,07PF0022,07PF,07F22.11,07F22,NULL,self,NULL,NULL,NULL,B73/[32-24]-3_206,NULL,3,NULL,P30_Et4 [32-24] S2,NULL,NULL
07PF0022_013s,07PF0022_013,07PF0022,07PF,07F22.13,07F22,NULL,self,NULL,NULL,NULL,B73/[32-24]-3_208,NULL,3,NULL,P30_Et4 [32-24] S2,NULL,NULL
07PF0022_014s,07PF0022_014,07PF0022,07PF,07F22.14,07F22,NULL,self,NULL,NULL,NULL,B73/[32-24]-3_209,NULL,3,NULL,P30_Et4 [32-24] S2,NULL,NULL
07PF0023_005s,07PF0023_005,07PF0023,07PF,07F23.05,07F23,NULL,self,NULL,NULL,NULL,B73/[32-24]-3_215,NULL,3,NULL,P30_Et4 [32-24] S2,NULL,NULL
07PF0023_009s,07PF0023_009,07PF0023,07PF,07F23.09,07F23,NULL,self,NULL,NULL,NULL,B73/[32-24]-3_219,NULL,3,NULL,P30_Et4 [32-24] S2,NULL,NULL
07PF0023_013s,07PF0023_013,07PF0023,07PF,07F23.13,07F23,NULL,self,NULL,NULL,NULL,B73/[32-24]-3_223,NULL,3,NULL,P30_Et4 [32-24] S2,NULL,NULL
07PF0023_014s,07PF0023_014,07PF0023,07PF,07F23.14,07F23,NULL,self,NULL,NULL,NULL,B73/[32-24]-3_224,NULL,3,NULL,P30_Et4 [32-24] S2,NULL,NULL
07PF0024_001s,07PF0024_001,07PF0024,07PF,07F24.01,07F24,NULL,self,NULL,NULL,NULL,B73/[32-24]-3_226,NULL,3,NULL,P30_Et4 [32-24] S2,NULL,NULL
07PF0024_002s,07PF0024_002,07PF0024,07PF,07F24.02,07F24,NULL,self,NULL,NULL,NULL,B73/[32-24]-3_227,NULL,3,NULL,P30_Et4 [32-24] S2,NULL,NULL
07PF0024_004s,07PF0024_004,07PF0024,07PF,07F24.04,07F24,NULL,self,NULL,NULL,NULL,B73/[32-24]-3_229,NULL,3,NULL,P30_Et4 [32-24] S2,NULL,NULL
07PF0024_005s,07PF0024_005,07PF0024,07PF,07F24.05,07F24,NULL,self,NULL,NULL,NULL,B73/[32-24]-3_230,NULL,3,NULL,P30_Et4 [32-24] S2,NULL,NULL
