13JT2016,2016,13JT,line2,line2,Michael_Kolomiets,line2,NULL,NULL,NULL,2,10,lox/opr mutants,NULL,Stewart's Wilt,Michael_Kolomiets,1
13JT2017,2017,13JT,line1,line1,Michael_Kolomiets,line1,NULL,NULL,NULL,2,10,lox/opr mutants,NULL,Stewart's Wilt,Michael_Kolomiets,1
13JT2018,2018,13JT,B73,B73,Michael_Kolomiets,B73-Kolomiets,NULL,NULL,NULL,2,10,lox/opr mutants,NULL,Stewart's Wilt,Michael_Kolomiets,1
13JT2019,2019,13JT,line9,line9,Michael_Kolomiets,line9,NULL,NULL,NULL,2,10,lox/opr mutants,NULL,Stewart's Wilt,Michael_Kolomiets,1
13JT2020,2020,13JT,line5,line5,Michael_Kolomiets,line5,NULL,NULL,NULL,2,10,lox/opr mutants,NULL,Stewart's Wilt,Michael_Kolomiets,1
13JT2021,2021,13JT,line6,line6,Michael_Kolomiets,line6,NULL,NULL,NULL,2,10,lox/opr mutants,NULL,Stewart's Wilt,Michael_Kolomiets,1
13JT2022,2022,13JT,line10,line10,Michael_Kolomiets,line10,NULL,NULL,NULL,2,10,lox/opr mutants,NULL,Stewart's Wilt,Michael_Kolomiets,1
13JT2023,2023,13JT,line10,line10,Michael_Kolomiets,line10,NULL,NULL,NULL,3,10,lox/opr mutants,NULL,Stewart's Wilt,Michael_Kolomiets,1
13JT2024,2024,13JT,line9,line9,Michael_Kolomiets,line9,NULL,NULL,NULL,3,10,lox/opr mutants,NULL,Stewart's Wilt,Michael_Kolomiets,1
13JT2025,2025,13JT,line3,line3,Michael_Kolomiets,line3,NULL,NULL,NULL,3,10,lox/opr mutants,NULL,Stewart's Wilt,Michael_Kolomiets,1
13JT2026,2026,13JT,line2,line2,Michael_Kolomiets,line2,NULL,NULL,NULL,3,10,lox/opr mutants,NULL,Stewart's Wilt,Michael_Kolomiets,1
13JT2027,2027,13JT,line1,line1,Michael_Kolomiets,line1,NULL,NULL,NULL,3,10,lox/opr mutants,NULL,Stewart's Wilt,Michael_Kolomiets,1
13JT2028,2028,13JT,line6,line6,Michael_Kolomiets,line6,NULL,NULL,NULL,3,10,lox/opr mutants,NULL,Stewart's Wilt,Michael_Kolomiets,1
13JT2029,2029,13JT,line8,line8,Michael_Kolomiets,line8,NULL,NULL,NULL,3,10,lox/opr mutants,NULL,Stewart's Wilt,Michael_Kolomiets,1
13JT2030,2030,13JT,B73,B73,Michael_Kolomiets,B73-Kolomiets,NULL,NULL,NULL,3,10,lox/opr mutants,NULL,Stewart's Wilt,Michael_Kolomiets,1
13JT2031,2031,13JT,line7,line7,Michael_Kolomiets,line7,NULL,NULL,NULL,3,10,lox/opr mutants,NULL,Stewart's Wilt,Michael_Kolomiets,1
13JT2032,2032,13JT,line4,line4,Michael_Kolomiets,line4,NULL,NULL,NULL,3,10,lox/opr mutants,NULL,Stewart's Wilt,Michael_Kolomiets,1
13JT2033,2033,13JT,line5,line5,Michael_Kolomiets,line5,NULL,NULL,NULL,3,10,lox/opr mutants,NULL,Stewart's Wilt,Michael_Kolomiets,1
13JT2034,2034,13JT,line2,line2,Michael_Kolomiets,line2,NULL,NULL,NULL,4,10,lox/opr mutants,NULL,Stewart's Wilt,Michael_Kolomiets,1
13JT2035,2035,13JT,line8,line8,Michael_Kolomiets,line8,NULL,NULL,NULL,4,10,lox/opr mutants,NULL,Stewart's Wilt,Michael_Kolomiets,1
13JT2036,2036,13JT,line4,line4,Michael_Kolomiets,line4,NULL,NULL,NULL,4,10,lox/opr mutants,NULL,Stewart's Wilt,Michael_Kolomiets,1
13JT2037,2037,13JT,line6,line6,Michael_Kolomiets,line6,NULL,NULL,NULL,4,10,lox/opr mutants,NULL,Stewart's Wilt,Michael_Kolomiets,1
13JT2038,2038,13JT,line10,line10,Michael_Kolomiets,line10,NULL,NULL,NULL,4,10,lox/opr mutants,NULL,Stewart's Wilt,Michael_Kolomiets,1
13JT2039,2039,13JT,line9,line9,Michael_Kolomiets,line9,NULL,NULL,NULL,4,10,lox/opr mutants,NULL,Stewart's Wilt,Michael_Kolomiets,1
13JT2040,2040,13JT,line7,line7,Michael_Kolomiets,line7,NULL,NULL,NULL,4,10,lox/opr mutants,NULL,Stewart's Wilt,Michael_Kolomiets,1
13JT2041,2041,13JT,line3,line3,Michael_Kolomiets,line3,NULL,NULL,NULL,4,10,lox/opr mutants,NULL,Stewart's Wilt,Michael_Kolomiets,1
13JT2042,2042,13JT,B73,B73,Michael_Kolomiets,B73-Kolomiets,NULL,NULL,NULL,4,10,lox/opr mutants,NULL,Stewart's Wilt,Michael_Kolomiets,1
13JT2043,2043,13JT,line1,line1,Michael_Kolomiets,line1,NULL,NULL,NULL,4,10,lox/opr mutants,NULL,Stewart's Wilt,Michael_Kolomiets,1
13JT2044,2044,13JT,line5,line5,Michael_Kolomiets,line5,NULL,NULL,NULL,4,10,lox/opr mutants,NULL,Stewart's Wilt,Michael_Kolomiets,1
13JT2045,2045,13JT,line8,line8,Michael_Kolomiets,source,NULL,NULL,NULL,5,10,lox/opr mutants,NULL,Stewart's Wilt,Michael_Kolomiets,1
13JT2046,2046,13JT,line6,line6,Michael_Kolomiets,line6,NULL,NULL,NULL,5,10,lox/opr mutants,NULL,Stewart's Wilt,Michael_Kolomiets,1
13JT2047,2047,13JT,line9,line9,Michael_Kolomiets,line9,NULL,NULL,NULL,5,10,lox/opr mutants,NULL,Stewart's Wilt,Michael_Kolomiets,1
13JT2048,2048,13JT,line1,line1,Michael_Kolomiets,line1,NULL,NULL,NULL,5,10,lox/opr mutants,NULL,Stewart's Wilt,Michael_Kolomiets,1
13JT2049,2049,13JT,line4,line4,Michael_Kolomiets,line4,NULL,NULL,NULL,5,10,lox/opr mutants,NULL,Stewart's Wilt,Michael_Kolomiets,1
13JT2050,2050,13JT,line7,line7,Michael_Kolomiets,line7,NULL,NULL,NULL,5,10,lox/opr mutants,NULL,Stewart's Wilt,Michael_Kolomiets,1
13JT2051,2051,13JT,line10,line10,Michael_Kolomiets,line10,NULL,NULL,NULL,5,10,lox/opr mutants,NULL,Stewart's Wilt,Michael_Kolomiets,1
13JT2052,2052,13JT,B73,B73,Michael_Kolomiets,B73-Kolomiets,NULL,NULL,NULL,5,10,lox/opr mutants,NULL,Stewart's Wilt,Michael_Kolomiets,1
13JT2053,2053,13JT,line2,line2,Michael_Kolomiets,line2,NULL,NULL,NULL,5,10,lox/opr mutants,NULL,Stewart's Wilt,Michael_Kolomiets,1
13JT2054,2054,13JT,line3,line3,Michael_Kolomiets,line3,NULL,NULL,NULL,5,10,lox/opr mutants,NULL,Stewart's Wilt,Michael_Kolomiets,1
13JT2055,2055,13JT,line5,line5,Michael_Kolomiets,line5,NULL,NULL,NULL,5,10,lox/opr mutants,NULL,Stewart's Wilt,Michael_Kolomiets,1
