12TP0001,pan1-mu; pan2-0,12TP,NULL,NULL,NULL,NULL,25,NULL,NULL,1,15,NULL,NULL,NLB,NULL,34
12TP0002,pan2-l2,12TP,NULL,NULL,NULL,NULL,25,NULL,NULL,1,15,NULL,NULL,NLB,NULL,34
12TP0003,pan2-0,12TP,NULL,NULL,NULL,NULL,25,NULL,NULL,1,15,NULL,NULL,NLB,NULL,34
12TP0004,1.06b,12TP,NULL,NULL,NULL,NULL,25,NULL,NULL,1,15,NULL,NULL,NLB,NULL,34
12TP0005,pan2-L3,12TP,NULL,NULL,NULL,NULL,25,NULL,NULL,1,15,NULL,NULL,NLB,NULL,34
12TP0006,pan1-Mu,12TP,NULL,NULL,NULL,NULL,25,NULL,NULL,1,15,NULL,NULL,NLB,NULL,34
12TP0007,1.06t,12TP,NULL,NULL,NULL,NULL,25,NULL,NULL,1,15,NULL,NULL,NLB,NULL,34
12TP0008,b73,12TP,NULL,NULL,NULL,NULL,25,NULL,NULL,1,15,NULL,NULL,NLB,NULL,34
12TP0009,brk3-1,12TP,NULL,NULL,NULL,NULL,25,NULL,NULL,1,15,NULL,NULL,NLB,NULL,34
12TP0010,pan1-ems,12TP,NULL,NULL,NULL,NULL,25,NULL,NULL,1,15,NULL,NULL,NLB,NULL,34
12TP0011,1.06b,12TP,NULL,NULL,NULL,NULL,25,NULL,NULL,2,15,NULL,NULL,NLB,NULL,34
12TP0012,b73,12TP,NULL,NULL,NULL,NULL,25,NULL,NULL,2,15,NULL,NULL,NLB,NULL,34
12TP0013,1.06t,12TP,NULL,NULL,NULL,NULL,25,NULL,NULL,2,15,NULL,NULL,NLB,NULL,34
12TP0014,pan2-L3,12TP,NULL,NULL,NULL,NULL,25,NULL,NULL,2,15,NULL,NULL,NLB,NULL,34
12TP0015,pan2-0,12TP,NULL,NULL,NULL,NULL,25,NULL,NULL,2,15,NULL,NULL,NLB,NULL,34
12TP0016,pan1-Mu,12TP,NULL,NULL,NULL,NULL,25,NULL,NULL,2,15,NULL,NULL,NLB,NULL,34
12TP0017,brk3-1,12TP,NULL,NULL,NULL,NULL,25,NULL,NULL,2,15,NULL,NULL,NLB,NULL,34
12TP0018,pan2-l2,12TP,NULL,NULL,NULL,NULL,25,NULL,NULL,2,15,NULL,NULL,NLB,NULL,34
12TP0019,pan1-ems,12TP,NULL,NULL,NULL,NULL,25,NULL,NULL,2,15,NULL,NULL,NLB,NULL,34
12TP0020,pan1-mu; pan2-0,12TP,NULL,NULL,NULL,NULL,25,NULL,NULL,2,15,NULL,NULL,NLB,NULL,34
12TP0021,pan1-Mu,12TP,NULL,NULL,NULL,NULL,25,NULL,NULL,3,15,NULL,NULL,NLB,NULL,34
12TP0022,1.06b,12TP,NULL,NULL,NULL,NULL,25,NULL,NULL,3,15,NULL,NULL,NLB,NULL,34
12TP0023,1.06t,12TP,NULL,NULL,NULL,NULL,25,NULL,NULL,3,15,NULL,NULL,NLB,NULL,34
12TP0024,pan1-mu; pan2-0,12TP,NULL,NULL,NULL,NULL,25,NULL,NULL,3,15,NULL,NULL,NLB,NULL,34
12TP0025,pan1-ems,12TP,NULL,NULL,NULL,NULL,25,NULL,NULL,3,15,NULL,NULL,NLB,NULL,34
12TP0026,brk3-1,12TP,NULL,NULL,NULL,NULL,25,NULL,NULL,3,15,NULL,NULL,NLB,NULL,34
12TP0027,pan2-L3,12TP,NULL,NULL,NULL,NULL,25,NULL,NULL,3,15,NULL,NULL,NLB,NULL,34
12TP0028,pan2-0,12TP,NULL,NULL,NULL,NULL,25,NULL,NULL,3,15,NULL,NULL,NLB,NULL,34
12TP0029,b73,12TP,NULL,NULL,NULL,NULL,25,NULL,NULL,3,15,NULL,NULL,NLB,NULL,34
12TP0030,pan2-l2,12TP,NULL,NULL,NULL,NULL,25,NULL,NULL,3,15,NULL,NULL,NLB,NULL,34
12TP0031,pan2-l2,12TP,NULL,NULL,NULL,NULL,25,NULL,NULL,4,15,NULL,NULL,NLB,NULL,34
12TP0032,1.06b,12TP,NULL,NULL,NULL,NULL,25,NULL,NULL,4,15,NULL,NULL,NLB,NULL,34
12TP0033,pan2-L3,12TP,NULL,NULL,NULL,NULL,25,NULL,NULL,4,15,NULL,NULL,NLB,NULL,34
12TP0034,pan1-Mu,12TP,NULL,NULL,NULL,NULL,25,NULL,NULL,4,15,NULL,NULL,NLB,NULL,34
12TP0035,pan1-mu; pan2-0,12TP,NULL,NULL,NULL,NULL,25,NULL,NULL,4,15,NULL,NULL,NLB,NULL,34
12TP0036,1.06t,12TP,NULL,NULL,NULL,NULL,25,NULL,NULL,4,15,NULL,NULL,NLB,NULL,34
12TP0037,pan1-ems,12TP,NULL,NULL,NULL,NULL,25,NULL,NULL,4,15,NULL,NULL,NLB,NULL,34
12TP0038,b73,12TP,NULL,NULL,NULL,NULL,25,NULL,NULL,4,15,NULL,NULL,NLB,NULL,34
12TP0039,pan2-0,12TP,NULL,NULL,NULL,NULL,25,NULL,NULL,4,15,NULL,NULL,NLB,NULL,34
12TP0040,brk3-1,12TP,NULL,NULL,NULL,NULL,25,NULL,NULL,4,15,NULL,NULL,NLB,NULL,34
12TP0041,pan2-l2,12TP,NULL,NULL,NULL,NULL,25,NULL,NULL,5,15,NULL,NULL,NLB,NULL,34
12TP0042,1.06b,12TP,NULL,NULL,NULL,NULL,25,NULL,NULL,5,15,NULL,NULL,NLB,NULL,34
12TP0043,pan1-mu; pan2-0,12TP,NULL,NULL,NULL,NULL,25,NULL,NULL,5,15,NULL,NULL,NLB,NULL,34
12TP0044,pan2-0,12TP,NULL,NULL,NULL,NULL,25,NULL,NULL,5,15,NULL,NULL,NLB,NULL,34
12TP0045,1.06t,12TP,NULL,NULL,NULL,NULL,25,NULL,NULL,5,15,NULL,NULL,NLB,NULL,34
12TP0046,pan1-Mu,12TP,NULL,NULL,NULL,NULL,25,NULL,NULL,5,15,NULL,NULL,NLB,NULL,34
12TP0047,pan1-ems,12TP,NULL,NULL,NULL,NULL,25,NULL,NULL,5,15,NULL,NULL,NLB,NULL,34
12TP0048,b73,12TP,NULL,NULL,NULL,NULL,25,NULL,NULL,5,15,NULL,NULL,NLB,NULL,34
12TP0049,brk3-1,12TP,NULL,NULL,NULL,NULL,25,NULL,NULL,5,15,NULL,NULL,NLB,NULL,34
12TP0050,pan2-L3,12TP,NULL,NULL,NULL,NULL,25,NULL,NULL,5,15,NULL,NULL,NLB,NULL,34
