location_name,seed_name,seed_id,stock_date,cross_type,population,location_comments,seed_comments,weight,pedigree
seed storage (cold room),IBM54,08SB0103_000b,Jun ,sib_self,inbreds,,"Notes: JK06-M1-356 || Lot: NULL || Accession: ","NULL",IBM54
